DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1
1,0.25,0.16525,-5.217,1.305,0.6785,0.3085,-0.24,-43.21375,-0.2905,-5.853,0.96,59,100.9,401.472,0.72,-67.17,-0.2
1,0.75,0.177,-5.1905,1.335,0.77125,0.317,-0.1455,-44.519,-0.3095,-5.9335,0.97575,58.34,100.9,401.5155,0.7,-67.2025,-0.2
1,1.25,0.1865,-5.15825,1.298,0.71325,0.3235,-0.16575,-43.334,-0.35425,-6.03175,0.965,58.9275,100.9,401.7275,0.66,-67.7725,-0.2
1,1.75,0.194,-5.11125,1.2935,0.711,0.407,-0.1325,-45.202,-0.34375,-6.11625,0.9505,60.5,100.9,401.68025,0.6425,-67.4425,-0.2
1,2.25,0.191,-5.57475,1.29,0.59425,0.3655,-0.232,-45.4345,-0.527,-6.14775,0.93575,61.085,100.9,401.763,0.65,-67.39,-0.2
1,2.75,0.1865,-5.59225,1.27875,0.69125,0.38975,-0.227,-43.23375,-0.22525,-6.19,0.95075,61.865,100.9,401.45125,0.62,-66.985,-0.2
1,3.25,0.1915,-5.73375,1.34025,0.63775,0.36425,-0.23175,-42.1065,-0.13325,-6.202,0.91075,61.145,100.9,401.09525,0.59,-66.4675,-0.2
1,3.75,0.19375,-5.83225,1.33325,0.54625,0.41975,-0.18725,-42.092,-0.18175,-6.20675,0.91475,60.565,100.9,401.3275,0.5375,-65.805,-0.2
1,4.25,0.204,-5.97925,1.35025,0.694,0.369,-0.26275,-41.39925,-0.17325,-6.246,0.89525,61.475,100.9,401.4575,0.555,-66.1025,-0.2
1,4.75,0.209,-6.05525,1.362,0.7245,0.3955,-0.2255,-40.623,-0.2115,-6.2865,0.89,61.4625,100.9,401.275,0.5775,-66.9725,-0.2
1,5.25,0.1865,-6.017,1.36075,0.72075,0.35625,-0.1455,-40.565,-0.482,-6.32875,0.882,61.99,100.9,401.6755,0.59,-65.6075,-0.2
1,5.75,0.164,-5.84,1.305,0.758,0.3375,-0.1625,-38.48,-0.2325,-6.37575,0.85575,62.245,100.9,401.873,0.615,-65.68,-0.2
1,6.25,0.187,-5.871,1.33125,0.9025,0.3985,-0.158,-38.8205,-0.2215,-6.40225,0.83275,63.2925,100.9,402.19875,0.6125,-65.545,-0.2
1,6.75,0.1835,-6.10725,1.363,0.9225,0.527,-0.1555,-38.552,-0.07975,-6.402,0.81875,62.8625,100.9,401.9805,0.5675,-64.78475,0
1,7.25,0.194,-6.16125,1.31875,0.961,0.502,-0.189,-35.8465,-0.15375,-6.393,0.818,64.0625,101,401.8725,0.55,-60.725,1.23
