DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,415.47305,0.650157,-18.96475,8.797432,1.81913,2.814909,0.19659675,74.95384,1.8821875,93.00343,-27.14393,0.0783402,0.8,4.344296,0.2747285,0.64711295,0.79869445,0.353792
1,0.75,415.3391,0.6417035,-19.412255,6.517505,1.583728,2.6296465,0.1955321,75.90485,1.668023,92.95303,-26.293105,0.07010083,0.6999999,4.347893,0.2842618,0.6631907,0.8087993,0.3717754
1,1.25,415.05635,0.592212,-22.04739,4.8464175,1.541987,2.7161985,0.1876459,75.7668,1.796511,92.76733,-29.310925,0.07151816,0.8133333,4.865684,0.2925764,0.7179015,0.8253053,0.3593935
1,1.75,415.5497,0.530388,-14.127875,9.271396,1.626234,2.6245185,0.16850085,74.90686,1.805395,93.04552,-26.04297,0.0757373,0.6999999,4.1174695,0.2902925,0.63710945,0.77891345,0.3784882
1,2.25,416.26915,0.5634055,-19.2236,9.45123,1.683537,2.5874525,0.1689979,70.02359,1.78965,92.99039,-25.04307,0.08014192,0.79499995,4.79267,0.2914255,0.7018582,0.869294,0.3729443
1,2.75,416.3288,0.466016,-19.249705,9.3580265,1.779613,2.616165,0.16828105,72.28109,1.754108,93.01536,-22.44104,0.07638245,0.6999999,4.636258,0.28219745,0.72636005,0.8008697,0.37895395
1,3.25,416.27725,0.625376,-19.47093,7.467216,1.7559255,2.592152,0.1811748,71.43628,1.677998,92.96246,-27.466865,0.073430325,0.8,4.618297,0.2866297,0.6922598,0.7888317,0.3621813
1,3.75,416.00105,0.4421145,-18.951485,6.091097,1.7061865,2.857147,0.18314245,71.07914,1.763827,92.9759,-22.75117,0.07610896,0.6999999,4.304001,0.27229785,0.68725195,0.80398915,0.35210705
1,4.25,415.0864,0.4970675,-17.56232,5.590223,1.6322585,2.807583,0.2032278,71.83725,1.866229,92.93921,-21.70252,0.07251424,0.6999999,4.039046,0.2868259,0.6668281,0.8345597,0.3535924
1,4.75,415.2627,0.537822,-15.197745,7.1637005,1.356585,2.6736865,0.1736116,70.16466,1.673367,92.93113,-21.565435,0.06881681,0.6999999,4.214966,0.2729043,0.6250308,0.7664447,0.3362833
1,5.25,415.7313,0.530961,-15.71084,10.3645475,1.481166,2.612986,0.2110646,70.84632,1.704772,92.93385,-21.79821,0.06932363,0.6999999,3.8821425,0.2653486,0.6689203,0.7103895,0.3217219
1,5.75,415.7095,0.5078465,-18.348805,8.598158,1.418408,2.743099,0.19796745,70.53339,1.81504,92.89512,-21.27623,0.07020435,0.67833325,3.975943,0.2693462,0.69414465,0.79363485,0.3331145
1,6.25,415.3004,0.6353225,-19.11876,11.515225,1.389042,2.6127365,0.16496315,69.723635,1.8952415,92.90943,-20.81227,0.07764049,0.6999999,4.2034105,0.2632671,0.73124685,0.8215245,0.33620495
1,6.75,415.7055,0.590764,-16.30939,9.937051,1.4937535,2.778161,0.160361,69.8251,1.7524875,92.901685,-28.210485,0.1003927,0.6966667,4.042533,0.2996925,0.680619,0.7653018,0.345421
1,7.25,415.7922,0.563882,-16.99414,6.9749655,1.607878,2.802063,0.1705485,69.12932,2.124622,92.95718,-27.4379,2.463861,0.6999999,3.985263,0.2736311,0.6976093,0.750965,0.3512059
1,7.75,415.6692,0.604054,-18.87926,9.804109,1.4128515,2.742404,0.1902286,68.894995,1.834836,92.92922,-21.37901,25.5984,0.7999999,4.15626,0.2597815,0.5845312,0.6784399,0.3477232
1,8.25,415.68735,0.587564,-16.879885,11.65374,1.47126,2.7212135,0.1642609,70.704515,2.023319,92.972075,-3.03491,66.330355,0.6999999,4.2551685,0.2790123,0.6313405,0.6987067,0.3428251
1,8.75,416.901,0.402621,-13.22115,14.35783,1.565088,2.947202,0.1700789,68.815925,2.0941105,92.99571,9.15601,131.3406,0.6263158,4.0697115,0.2844389,0.6066082,0.6889628,0.3467738
1,9.25,416.0556,0.497045,-7.979311,14.8378,1.793115,2.870757,0.16506645,69.23096,1.959691,92.98156,22.85816,203.0595,0.6999999,4.4777365,0.2545249,0.61340155,0.6998918,0.32771195
1,9.75,415.8736,0.376439,-7.855328,18.129515,1.876331,2.886431,0.1918209,70.1021,1.995303,92.94665,35.70388,277.5803,0.6983333,3.9420465,0.26821965,0.67473435,0.69649325,0.33989065
1,10.25,416.0552,0.391892,-2.142083,15.83634,2.057285,3.103225,0.2069987,71.02974,2.110119,92.93085,44.88941,337.4454,0.6999999,3.906132,0.2703857,0.66204155,0.76338255,0.33203695
1,10.75,416.7476,0.24953,0.0373269999999999,23.87692,2.496053,3.1506545,0.2015455,70.343145,1.797409,92.963825,53.89341,427.2964,0.6999999,3.998458,0.2620245,0.6543949,0.7599381,0.3310669
1,11.25,415.24105,0.571897,-4.179239,29.0745,2.850415,3.398518,0.18976545,71.29469,2.077087,92.870125,71.12939,389.7404,0.7966667,4.082028,0.2819631,0.68418595,0.7982817,0.36250415
1,11.75,415.0455,0.4521205,5.37764,37.43966,2.949054,3.609032,0.197756,70.1672,2.170592,92.90337,85.13065,418.2206,0.8616666,4.3223485,0.2849934,0.6662199,0.8040102,0.3333083
1,12.25,414.2625,0.3568375,4.3400275,31.7484,3.0336265,3.955626,0.1971065,69.547255,2.260395,92.90394,78.36222,373.88225,1.08,4.0073995,0.28319825,0.73141,0.7734658,0.31995035
1,12.75,414.6936,0.3980615,18.82014,31.198315,3.371223,4.1498165,0.2125762,69.041025,2.260963,92.92889,55.03549,337.1775,1.265,3.914367,0.27410975,0.7010194,0.78837745,0.32426685
1,13.25,415.0247,0.5621735,3.256499,33.79528,3.581502,4.029153,0.1944395,70.30314,2.186757,92.74678,29.0486,312.9087,1.48,3.7408,0.2785008,0.6725732,0.7753233,0.3227799
1,13.75,414.8458,0.5714735,5.936231,32.424365,3.309793,4.112775,0.18527765,68.98614,2.2870765,92.76431,28.50282,285.5006,1.896667,3.812665,0.2733622,0.7022987,0.74866675,0.30614395
1,14.25,414.88885,0.497631,-3.680704,27.88742,3.422133,4.031717,0.177859,68.80559,2.432463,92.77784,23.63416,243.333,1.82,3.831614,0.262446,0.62364305,0.6989295,0.3182525
1,14.75,415.06495,0.597624,-1.7816715,30.22543,3.316822,4.001381,0.1675361,69.00599,2.481044,92.77424,15.67337,171.4523,2.105,3.33588,0.2290481,0.56538055,0.7453972,0.2753104
1,15.25,415.24965,0.56717,-7.5108775,18.36193,3.066494,3.959958,0.1618811,70.60501,2.2069905,92.77206,1.946303,112.9117,2.18,3.489896,0.2257538,0.6536385,0.721449,0.25703745
1,15.75,414.3902,0.493218,-11.665275,12.55293,2.913946,3.725698,0.1954588,71.45573,2.090264,92.877825,-14.903315,54.25043,1.7916665,3.288783,0.2101689,0.5580934,0.6888058,0.2646397
1,16.25,415.1595,0.595277,-13.11226,7.707195,2.691671,3.743118,0.1991939,73.320425,1.9437945,92.86964,-28.51883,18.42163,1.7483335,2.788592,0.2136939,0.5702811,0.6477541,0.2641926
1,16.75,415.0991,0.588294,-19.51483,6.563805,2.577107,3.716962,0.21003265,72.60352,1.8744995,92.82523,-26.20974,1.821283,1.705,3.051247,0.21620385,0.5354724,0.62854065,0.28772455
1,17.25,416.775,0.608246,-14.65845,6.892778,2.299824,3.556081,0.1835837,75.06191,1.873677,92.863515,-21.79973,0.09381323,1.886667,3.144943,0.2156203,0.5165474,0.65612095,0.28557845
1,17.75,417.5205,0.55532,-17.72006,6.117831,2.273138,3.067445,0.1859227,75.02954,1.8374905,92.86898,-25.04485,0.07275808,1.8333335,3.741407,0.21363575,0.5210746,0.628008,0.2809025
1,18.25,416.5069,0.549237,-16.54172,5.044603,2.014028,2.672681,0.1962281,78.40613,1.793553,92.83999,-29.13173,0.07143699,1.3766665,3.4603,0.2297454,0.55761095,0.6215421,0.29434705
1,18.75,416.7904,0.5366465,-21.48349,4.6323915,2.203248,3.065503,0.1858567,76.280715,1.717853,92.83753,-26.14312,0.0677034,1.493333,3.776353,0.2307864,0.568183,0.5809681,0.2801203
1,19.25,417.5687,0.569664,-17.73877,4.981178,2.169684,3.4803005,0.2175524,76.472515,1.7637625,92.935725,-23.19353,0.06913362,1.24,3.353853,0.2326007,0.5702013,0.6130227,0.2864797
1,19.75,415.8925,0.6198345,-20.78511,5.472202,1.807116,3.189943,0.2039919,77.00193,1.87169,92.940605,-18.32574,0.07442605,1.093333,3.323053,0.2384272,0.56915145,0.7186947,0.29556015
1,20.25,416.2482,0.5955265,-18.036285,7.864169,1.793044,2.860527,0.1989235,74.91111,1.90791,92.88147,-22.3566,0.06625775,1.0516665,3.437781,0.2303417,0.5405099,0.7291939,0.2843009
1,20.75,417.453,0.537784,-21.833815,3.2057455,1.368295,2.15222,0.21428935,72.93246,1.9132975,92.80386,-26.620855,0.07287213,1.1,3.487407,0.21474965,0.50372315,0.64467135,0.2832546
1,21.25,417.4678,0.622313,-22.06813,7.398511,1.510093,2.4494925,0.20542855,74.200635,2.022882,92.86565,-25.77076,0.07472905,1.1,3.770816,0.23664135,0.60095775,0.6537296,0.298414
1,21.75,416.7646,0.544152,-20.66285,5.402035,1.3972,2.469669,0.20583255,74.31928,1.846987,92.89014,-25.738955,0.07019474,1.04,3.790919,0.24266695,0.5721244,0.6982062,0.29375305
