DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,401.996725,2.91295,403.876,2.4452,1943.789325,402.34605,2.96165,403.7375,2.87655,1944.90025,402.35115,2.9409,407.1334,2.692825,1944.6625,402.27585,3.00755,412.9635,2.70015,1945.534,402.1145,3.570825,402.580975,3.256,1940.89935,405.176225,3.24535,405.44785,2.973125,1958.91445,0.442325,-0.203274999999999,0.069475,404.442975,2.012325,-2.538775,-3.909,-2.035575,-49.22295,-39.5051,0.041925,-38.659175,-53.398,0.136325,0.38,0.35,0.3325,0.2805,0.15,-0.7704,-1.137625,-0.806875,-0.6866,-1.1944,-1.3491,-3.264425,87.2688,18.53,0.187025,-5.0425,-3.7215,-3.3425,-1.91875,-2.996,0,-6.7175,0.2,-1.26875,226.6,303.7375,-100.185,246.79,299.29,-0.33,-0.35,-0.51,-0.47,-0.01,-0.7,-0.27,-0.11,-0.31,-4.8365,1.30365,2.0765,3.75195,4.51625,5.48105,7.4656,8.399675,8.48165,9.13915,2.466875,3.273125,4.25225,4.64075,5.551875,7.4224,7.141625,8.89075,7.6475,1.873,2.416875,3.40175,3.93425,5.00325,5.941875,7.296875,8.05575,8.64695,1.915375,2.494125,3.29375,3.9686,4.846,6.10475,7.276875,7.854375,8.809325,2.91075,3.4695,4.1705,4.6485,5.389,6.431125,7.345,8.09875,8.620375,-12.3987,-9.733,-16.04905
1,0.75,401.7273,2.79155,405.86025,2.887,1943.643475,402.5028,2.7423,405.5777,3.32745,1947.24405,402.696275,2.88835,408.10115,3.0888,1960.3034,403.146325,3.005525,413.3391,2.9543,1944.5101,402.581,3.5518,406.184,2.965625,1939.278775,405.9872,3.17215,407.2015,3.20905,1944.4009,0.4958,-0.0355999999999996,0.0646,404.8171,2.10755,-0.9855,-5.4786,-2.71575,-18.29815,-26.1466,0.06,-47.3124,-56.87845,0.1528,0.467,0.395,0.42,0.32,0.14,-1.0318,-1.728375,-1.016375,-1.2134,-1.4684,-1.5165,-3.509,87.286125,17.77575,0.198375,-5.5275,-4.1355,-3.69,-2.04625,-2.9315,0,-6.1275,0.2125,-1.09625,224.63,303.02,-101.11125,242.925,297.12,-0.33,-0.36,-0.5085,-0.47,-0.02,-0.68875,-0.27,-0.11,-0.31,-4.80675,1.23905,2.049875,3.73545,4.51295,5.4795,7.467225,8.39935,8.4798,9.13815,2.422625,3.25125,4.24375,4.63575,5.5505,7.42245,7.140625,8.890125,7.64685,1.818875,2.38975,3.394375,3.928625,5.00025,5.939875,7.294875,8.054875,8.646275,1.89475,2.464375,3.282125,3.9668,4.8413,6.1002,7.275,7.853375,8.809,2.8695,3.4385,4.165125,4.64775,5.389625,6.429125,7.336125,8.098,8.620375,-12.88715,-9.93925,-16.06345
1,1.25,402.468375,2.713125,403.5735,2.548,1945.031,402.5416,2.842,402.52395,2.3474,1944.42215,402.678125,2.85225,407.5692,2.15225,1944.44025,402.758375,2.7885,412.72325,3.089875,1945.81675,402.10935,3.38695,402.4867,3.185,1942.055975,405.978375,3.0915,406.2298,2.800375,1946.44175,0.513325,0.404175,0.061375,405.2598,2.297775,-1.459525,-3.66585,-1.884,-12.21305,-44.23115,0.045475,-35.53325,-44.90375,0.1813,0.47125,0.415,0.39125,0.31,0.15,-1.2374,-1.864625,-1.315625,-1.0966,-1.4354,-1.5503,-3.587,87.279375,18.29625,0.110225,-5.812,-4.358,-3.72875,-2.60625,-2.95,0,-6.38625,0.2125,-1.3625,225.36,302.32,-98.81625,244.045,296.49,-0.3205,-0.35,-0.51,-0.47,-0.02,-0.69875,-0.27,-0.11,-0.31,-4.763,1.21665,2.026625,3.7182,4.5078,5.4775,7.469775,8.399025,8.4788,9.13715,2.362875,3.21975,4.2345,4.63075,5.550125,7.4225,7.139,8.88975,7.646625,1.777625,2.3725,3.388625,3.92225,4.99825,5.937875,7.293875,8.053875,8.646275,1.858875,2.450375,3.273875,3.9646,4.8402,6.0982,7.273875,7.85225,8.80735,2.790875,3.403625,4.15725,4.647,5.389375,6.427125,7.33475,8.096375,8.62025,-13.1275,-10.12135,-15.94655
1,1.75,402.2028,2.5558,405.72365,2.95,1944.077325,402.45425,2.658875,405.888425,2.8385,1943.93025,402.6308,2.641625,408.821,2.640525,1947.8804,402.44395,2.76295,412.0243,2.94,1945.2003,401.931,3.1616,405.9297,3.1111,1942.47655,404.9962,3.0496,407.825,3.02055,1942.51925,0.4248,-0.368599999999999,0.057,405.43485,1.85975,-3.81975,-2.9248,-4.5874,-82.48295,-36.1124,0.052,-33.931875,-51.13145,0.173,0.5,0.52,0.451,0.37,0.15,-1.127,-1.642375,-1.3286,-1.053875,-1.25345,-1.49475,-3.831275,87.2812,17.9015,0.16905,-5.948,-4.369,-3.965,-2.514,-3.1085,0,-6.2575,0.11,-0.929,226,301.13,-98.746,243.975,295.75,-0.33,-0.35,-0.49875,-0.46875,-0.01,-0.709,-0.27,-0.11,-0.31,-4.6935,1.1753,2.0003,3.698125,4.500375,5.47375,7.4704,8.39925,8.4778,9.135125,2.293375,3.182125,4.22425,4.62525,5.5485,7.422075,7.13745,8.8893,7.6455,1.7178,2.3329,3.3843,3.91475,4.9922,5.935875,7.2901,8.0519,8.64445,1.828625,2.4424,3.2624,3.962,4.83565,6.093575,7.2699,7.8501,8.80635,2.8079,3.3695,4.1488,4.6446,5.3882,6.4226,7.335375,8.095375,8.61925,-13.291725,-10.200775,-16.3644
1,2.25,402.561,2.5825,403.532075,2.650125,1943.88605,402.696475,2.60615,403.136025,2.553125,1945.734075,402.65875,2.64125,407.7977,2.3738,1942.7722,402.769875,2.69675,411.8838,2.6472,1948.5145,402.62905,3.18065,403.117075,3.40395,1942.213625,404.811,2.8495,404.7574,2.985,1943.891,0.475,-0.03125,0.064,404.750375,1.8808,-2.3499,-2.162975,-2.04945,-47.6709,-34.90805,0.058,-31.391,-46.742625,0.15775,0.46,0.42,0.4,0.35,0.13,-0.401375,-1.55875,-0.50815,-0.736325,-1.17395,-1.544,-3.663075,87.29275,17.52925,0.1695,-6.1325,-4.66625,-4.176,-3.214,-3.30375,0,-6.1695,0.3,-0.985,225.06,299.3,-98.589,244.95,294.9875,-0.33,-0.36,-0.51875,-0.47,-0.02,-0.7,-0.27,-0.11,-0.31,-4.7155,1.145375,1.933625,3.680875,4.49525,5.472625,7.469125,8.3989,8.4755,9.134,2.23515,3.1362,4.21615,4.6206,5.54815,7.4216,7.13645,8.88785,7.64485,1.6607,2.2918,3.3755,3.9067,4.99,5.9312,7.2891,8.0518,8.64345,1.8707,2.42,3.255,3.957375,4.93265,6.0941,7.2679,7.849,8.80535,2.7791,3.3351,4.1424,4.6417,5.3888,6.4206,7.335375,8.0936,8.6189,-13.39975,-10.42845,-16.557425
1,2.75,402.8836,2.2852,405.4722,2.52175,1943.375825,403.629775,2.51115,404.42565,2.22915,1945.1025,403.3218,2.5118,408.22895,2.4003,1945.17515,403.053875,2.533675,412.3117,2.60445,1943.6622,402.302225,3.054425,405.003275,3.18695,1940.51605,403.4876,2.6992,407.511,2.721625,1946.133825,0.4568,0.120025,0.071175,404.814375,1.9106,-1.31675,-2.76395,-2.510775,-14.808125,-31.984525,0.05345,-35.2003,-41.278525,0.1779,0.44,0.44,0.383,0.33,0.15,-0.90775,-1.77315,-0.9285,-0.9247,-0.9266,-1.2324,-3.9449,87.2876,16.207,0.16,-6.29125,-4.63375,-4.335,-3.4,-3.35,0,-6.177,0.21,-1.143,224.97,298.38,-98.44975,242.2,293.7125,-0.33,-0.35,-0.51,-0.47,-0.02,-0.709,-0.27,-0.11,-0.31,-4.712,1.126375,1.90975,3.66425,4.488375,5.46975,7.42475,8.38875,8.4745,9.132,2.18255,3.09345,4.20955,4.61595,5.54715,7.421175,7.13545,8.88785,7.643075,1.6189,2.2646,3.3659,3.9008,4.9888,5.9292,7.288,8.0508,8.642625,1.8345,2.4016,3.2486,3.954,4.9297,6.0921,7.2669,7.848,8.8047,2.7433,3.3065,4.1341,4.6394,5.3886,6.417125,7.339625,8.0927,8.6188,-13.5643,-10.717,-16.275
1,3.25,403.5816,2.195,403.88725,2.543,1939.643,404.3267,2.4077,403.355125,2.976925,1939.996875,404.044,2.4652,407.3865,2.56295,1948.6384,403.7334,2.4954,411.50355,2.957475,1946.8398,403.391225,2.971175,403.084925,2.67685,1942.5045,406.052,2.6338,405.04045,3.37275,1945.6022,0.3892,-0.7512,0.0644,405.38775,1.999,-1.4191,-3.088925,-1.82195,-37.7178,-40.307125,0.0551,-53.2292,-56.2454,0.1585,0.4605,0.418,0.381,0.31,0.15,-0.98275,-1.865725,-1.44305,-0.95935,-1.267525,-1.538625,-4.1741,87.23095,16.78375,0.122425,-6.36125,-5.217,-4.67,-3.645,-3.33625,0,-6.1265,0.3,-0.818,224.23,296.93,-98.531,241.4625,294.7375,-0.33,-0.35,-0.5,-0.47,-0.02,-0.71,-0.26,-0.11,-0.31,-4.6895,1.108625,1.8854,3.6454,4.4815,5.467625,7.419875,8.38845,8.4722,9.131,2.132,3.0523,4.200875,4.61065,5.54615,7.421225,7.13445,8.887175,7.6423,1.5808,2.246825,3.354125,3.8965,4.9868,5.9272,7.28525,8.049,8.64245,1.783225,2.38185,3.2412,3.95025,4.92485,6.087575,7.262925,7.84575,8.8037,2.7171,3.29,4.1331,4.6361,5.386875,6.41275,7.34525,8.090925,8.6176,-13.71235,-10.94485,-16.39865
1,3.75,402.4167,2.305,405.42285,2.456,1948.83475,403.26235,2.2988,404.561225,2.32225,1941.772825,403.5965,2.322025,408.969575,2.1446,1941.987375,403.38445,2.643575,410.957,2.933175,1941.18615,402.639375,2.9358,403.53995,3.00375,1939.9805,404.393325,2.9084,407.420675,2.936375,1940.7809,0.3916,-0.453750000000001,0.079,405.2806,1.910675,-3.1288,-3.6556,-1.7005,-33.591,-42.817,0.0564,-39.199,-56.12135,0.14385,0.46625,0.44425,0.4315,0.31975,0.15,-0.4866,-2.2005,-1.722925,-0.75,-1.450075,-1.53665,-4.32605,87.220625,16.773,0.2005,-6.472,-5.378,-4.65925,-3.654,-3.179,0,-6.07,0.2075,-0.838,225.16,296.9975,-99.17,241.37,293.58,-0.321,-0.35,-0.509,-0.47,-0.02,-0.71,-0.2605,-0.11,-0.31,-4.6545,1.0956,1.8702,3.6271,4.473,5.4657,7.4162,8.38845,8.4712,9.153125,2.0885,3.012,4.192525,4.603975,5.5447,7.421275,7.132275,8.88685,7.6413,1.529675,2.2313,3.342575,3.890125,4.9837,5.92265,7.283325,8.048,8.6418,1.732975,2.4223,3.231775,3.94625,5.034,6.08305,7.261925,7.84475,8.8027,2.718575,3.28835,4.130575,4.6256,5.386725,6.4108,7.3447,8.089925,8.6176,-13.8536,-10.86,-16.539875
1,4.25,402.0378,2.108875,404.31025,2.5952,1942.46425,402.286375,2.386,404.244075,2.35725,1942.9222,402.324025,2.4246,407.444725,2.8235,1943.6145,402.6436,2.67725,410.87465,2.82065,1946.07005,401.83005,3.0353,404.44635,3.0274,1947.377375,404.139175,2.9,405.411,3.3094,1941.6004,0.409,-0.9936,0.0846,405.76615,1.9378,-2.6457,-2.24155,-1.5725,-56.9805,-24.625325,0.0492,-35.6846,-55.272475,0.1688,0.44325,0.47,0.40225,0.32975,0.1495,-0.96055,-2.336275,-1.82805,-1.299725,-1.65895,-1.85875,-4.580525,87.20125,16.74875,0.149,-6.628,-5.643,-4.9035,-3.604,-3.469,0,-6.08675,0.3,-0.91925,225.345,296.59,-97.79325,243.83,293.45,-0.33,-0.35,-0.51,-0.47,-0.02,-0.71,-0.26,-0.11,-0.31,-4.58275,1.0851,1.8421,3.611,4.4641,5.4664,7.414,8.3878,8.4702,9.17,2.0572,2.97755,4.18355,4.598975,5.5434,7.421325,7.131275,8.886175,7.639525,1.502425,2.218325,3.331175,3.8869,4.9844,5.92065,7.281325,8.047,8.64145,1.678875,2.37965,3.22525,3.9425,4.9237,6.08105,7.259925,7.84255,8.80235,2.72215,3.2705,4.13075,4.6179,5.386575,6.4112,7.3447,8.088075,8.616525,-14.03185,-10.837925,-16.282
1,4.75,402.9272,1.9697,405.1039,2.62345,1942.2991,403.07135,2.35055,404.945725,2.845375,1943.9963,403.0615,2.3895,408.973,2.815875,1940.5248,403.144,2.522,411.42775,2.841,1946.1566,402.5733,3.026425,404.5191,3.148775,1943.893,404.9405,2.727,407.4994,2.9407,1945.2263,0.482925,-0.916575,0.0648,405.55805,1.9352,-4.20265,-1.5423,-3.557925,-70.259,-39.0312,0.051,-49.920375,-35.6189,0.15565,0.49,0.48425,0.391,0.32775,0.14925,-1.0042,-2.3785,-1.996525,-1.3526,-1.564875,-2.01535,-4.69215,87.20225,17.22125,0.1148,-6.92325,-5.63325,-5.401,-3.9335,-3.4455,0,-6.27,0.3,-0.7745,224.925,296.14,-98.27,242.6525,291.59,-0.33,-0.35,-0.51,-0.47,-0.02,-0.71,-0.27,-0.11,-0.31,-4.43075,1.067225,1.823875,3.59135,4.4512,5.466575,7.4115,8.38715,8.468825,9.168925,2.0148,2.9495,4.1718,4.5921,5.542925,7.420375,7.1291,8.8854,7.63875,1.45945,2.201,3.3188,3.88145,4.9824,5.9161,7.27855,8.045,8.6408,1.634,2.3504,3.2171,3.93645,4.915,6.07905,7.25595,7.840275,8.8017,2.7082,3.24635,4.13,4.61175,5.3849,6.40675,7.34405,8.08705,8.61635,-14.0395,-10.964175,-16.2008
