DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,0.3155,0.189,1.47,-21.355,0.445,0.042,415.855,380.2,3.7375,-21.03,0,0,-4.125,85.4,2.0605,99,-0.016,0.366,0.6835,0.895,1.915,4.014,-0.1765,-0.2195,0.032,0.274,1.807,3.436,-2.931,-3.082,0.5479,0.8599
1,0.75,0.447,0.447,1.4325,-21.574,0.46,0.0155,416.7935,379.5,4.001,-19.8,0,0,-4.057,85.267,2.046,99,-0.016,0.346,0.6505,0.8165,1.912,4,-0.2035,-0.222,0.0385,0.2665,1.781,3.399,-2.94,-3.087,0.5569,0.9013
1,1.25,0.475,0.3715,1.436,-21.529,0.474,0.007,416.707,379.7,3.9295,-21.455,0,0,-4.018,85.4,2.02,99,-0.02,0.32,0.687,0.816,1.921,3.976,-0.205,-0.2285,0.032,0.265,1.787,3.427,-2.94,-3.086,0.5787,0.8951
1,1.75,0.397,0.3345,1.4125,-21.644,0.4675,0.0065,416.796,379.7,3.8805,-21.93,0,0,-4.001,85.6,2.003,99,-0.02,0.353,0.655,0.857,1.93,3.992,-0.217,-0.244,0.037,0.267,1.7945,3.411,-2.942,-3.098,0.58195,0.92445
1,2.25,0.446,0.347,1.349,-21.0915,0.4615,0.0275,417.109,379.3,3.926,-20.665,0,0,-3.942,85.9,2.0075,99,-0.003,0.351,0.66,0.848,1.915,3.994,-0.215,-0.23,0.0405,0.284,1.8055,3.4285,-2.942,-3.1155,0.54825,0.8942
1,2.75,0.401,0.37,1.189,-21.1165,0.449,0.0235,416.9055,379.3,3.8975,-19.63,0,0,-4.027,85.9,2.0055,99,-0.019,0.3115,0.6595,0.8105,1.938,3.993,-0.209,-0.24,0.0105,0.326,1.808,3.434,-2.942,-3.092,0.56395,0.87555
1,3.25,0.4345,0.3785,1.105,-20.529,0.463,0.03,417.0075,379.5,3.8425,-20.57,0,0,-4.104,85.8,2.023,99,-0.031,0.3305,0.6635,0.88,1.931,4.002,-0.218,-0.217,0.0095,0.268,1.811,3.403,-2.943,-3.11,0.5675,0.8799
1,3.75,0.42,0.4135,1.3345,-21.11,0.476,0.027,416.925,379.4,3.836,-20.81,0,0,-4.09,85.8,2.0705,99,-0.025,0.306,0.676,0.9175,1.9275,3.962,-0.2145,-0.2285,0.0075,0.288,1.755,3.444,-2.944,-3.125,0.5636,0.9068
1,4.25,0.401,0.3635,1.51,-22.869,0.457,0.024,416.943,379.95,3.816,-22.08,0,0,-4.112,86.2,2.0755,99,-0.01,0.33,0.667,0.9025,1.939,3.981,-0.249,-0.248,0.0135,0.261,1.804,3.424,-2.944,-3.2015,0.552,0.8892
1,4.75,0.433,0.349,1.427,-22.7005,0.472,0.064,417.006,381.9,3.862,-21.885,0,0,-4.12,86.8,2.0875,99,-0.011,0.2945,0.674,0.878,1.939,3.9935,-0.252,-0.234,0.009,0.302,1.761,3.4305,-2.945,-3.153,0.572,0.9004
1,5.25,0.459,0.377,1.313,-21.709,0.4575,0.025,417.014,381.3,3.776,-22.14,0,0,-4.105,86.8,2.096,99,-0.0455,0.2965,0.671,0.923,1.925,4.0025,-0.256,-0.206,-0.0045,0.256,1.743,3.424,-2.945,-3.199,0.5577,0.891
1,5.75,0.408,0.392,1.059,-19.9525,0.4655,0.037,416.944,381.5,3.786,-21.723,0,0,-4.214,86.9,2.078,99,-0.0195,0.295,0.655,0.871,1.937,4.0245,-0.252,-0.216,-0.0075,0.3045,1.769,3.4345,-2.956,-3.263,0.57025,0.92955
1,6.25,0.443,0.4075,1.462,-19.733,0.45,0.029,416.746,382.4,3.804,-22.922,0,0,-4.272,86.7,2.065,99,-0.029,0.315,0.678,0.907,1.937,3.942,-0.2595,-0.266,-0.003,0.297,1.756,3.4285,-3.1,-3.263,0.5692,0.89545
1,6.75,0.444,0.404,1.387,-18.557,0.458,0.017,416.858,384,3.824,-21.11,0,0,-4.314,86.9,2.069,99,-0.053,0.318,0.673,0.896,1.931,3.979,-0.2465,-0.2525,-0.012,0.2705,1.771,3.429,-3.123,-3.263,0.5544,0.89995
