DOY2,HR2,NEE,FC,SC,LE,SLE,H,SH,CO2,H2O,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,SW_IN,NETRAD,FCH4,SCH4,CH4,TA_1_1_2
1,0.25,7.918152,7.032085,5.157383,7.37910825,4.7129185,-0.071275,1.41932025,441.42909757585,39.3115305,0.1556545,1.36984,28.644465,24.881,100,99.293815,24.7437805942134,0.172,0.11,-13.998,75.67925,62.57575,2675.9005,27.1493675
1,0.75,10.3714485,8.94311725,4.58435825,5.07074,1.08783825,0.16929025,0.47923,436.078980025,39.551685,0.1660995,1.4549535,28.5073185,24.721,100,99.272343,24.6933601718006,0.172,0.112,-13.219,95.89375,72.845,2656.258,26.8859405
1,1.25,11.404969,8.559558,3.35778,5.67244075,4.59022225,0.494331,1.164563,437.3768261044,39.454278,0.1527115,1.2642535,28.18155,24.67,100,99.238315,24.6905864203663,0.161,0.1165,-13.16275,90.129,68.74875,2808.98025,26.641206
1,1.75,14.19343875,7.89777375,7.369972,6.166666,0.05512525,0.158750000000001,0.076703,449.251937212,38.618369,0.14576675,1.51214025,28.00001725,24.56075,100,99.2096225,24.6921424272684,0.16375,0.11725,-13.41625,77.13775,94.06525,2807.422,26.457668
1,2.25,8.9053165,9.375472,4.10377475,9.80017775,1.3247165,0.455961,1.0327555,446.7176188708,39.465522,0.13414575,1.361108,27.8173745,24.3845,100,99.18252625,24.6388941314422,0.161,0.1215,-11.51875,64.1465,141.4635,2769.79125,26.286445
1,2.75,9.795553,6.097555,6.5680445,3.638638,6.184005,-0.645264,0.825247,456.38017495,39.313261,0.14153225,1.320368,27.6550285,24.3455,100,99.163853,24.6099697994128,0.16075,0.11975,-12.54075,29.717,97.29825,2856.928,26.116785
1,3.25,10.6662655,9.4689485,4.2147085,4.450727,0.0188705,-0.450467,1.043831,449.9403833152,38.758003,0.161249,1.424142,27.83859,24.17925,100,99.157405,24.5372433898562,0.16525,0.12825,-11.035,87.046,53.1715,2877.137,26.038113
1,3.75,9.64340825,7.096122,6.400212,7.8687505,1.535606,0.218882000000001,0.859191,456.883703872,38.277003,0.1525195,1.4742485,27.812839,24.02375,100,99.158246,24.5190448743486,0.1645,0.12975,-11.05,78.267,200.87325,2832.167,25.81695
1,4.25,12.876292,6.59271275,7.51140575,3.7076135,-0.52778275,-0.064026,1.5698305,455.9622190432,37.956255,0.153731,1.439603,27.799475,23.8905,100,99.175671,24.6478377885057,0.158,0.1335,-9.34475,98.265,74.81225,2958.6215,25.98642625
1,4.75,7.7665195,8.97030875,5.3782365,4.461191,5.60361875,0.292212,2.8390685,477.50123239525,37.9795855,0.158436,1.3162845,27.71376,23.87525,100,99.20992975,24.7744426283608,0.1555,0.127,-9.664225,56.632,136.5115,3013.077,25.75809575
1,5.25,11.23812725,10.2195605,4.55011125,9.08896725,4.929416,-0.055302,2.920626,465.4579712095,38.0962305,0.1579185,1.33492525,27.61562625,23.811,100,99.239999,24.7774251360006,0.15425,0.1305,-9.809575,47.74,75.9015,2903.183,25.6441515
1,5.75,14.350878,9.658614,4.3475635,6.672467,2.27386775,0.1066025,1.9561055,458.4958953169,38.008399,0.1321385,1.36439725,27.39315275,23.79575,100,99.271068,24.7581635101871,2.90375,1.19675,-9.632925,88.26,157.259,2844.918,25.711381
1,6.25,11.2469815,7.5051725,2.457177,6.287326,2.503633,0.286108,1.412702,465.33505663675,37.9293845,0.162877,1.392816,27.539187,23.80675,100,99.30804325,24.730804849699,42.87,20.0575,-0.1870725,141.1775,73.719,2805.727,25.6711605
1,6.75,12.5653815,12.7835325,5.11446975,18.33555,12.0749205,0.733556,4.592373,463.75747850665,38.201875,0.17244425,1.35450725,27.491694,23.8295,100,99.3812075,24.7156159028207,139.275,60.5875,29.56675,117.79025,119.244,2912.65925,25.61430875
1,7.25,8.483548,20.1910035,-0.772971,55.51141925,16.36985625,7.75229225,12.822831,465.1098561406,39.448676,0.2140035,1.3781155,27.7890485,24.22375,100,99.4312735,24.7238695046495,267.775,124.275,81.93375,174.171,9.63625,2863.37525,26.07719075
1,7.75,4.234774,10.840448,-3.03886625,96.582627,8.46024175,20.527134,15.885168,462.0108531451,46.6414665,0.2496695,1.3714445,28.3248775,24.90725,100,99.44786375,24.7927010646312,464.05,212.75,145.2125,293.3115,-49.79275,2629.519,27.08997725
1,8.25,-4.612462,1.162571,-4.012886,128.093174,10.277375,35.8257835,18.45381025,453.755524894,48.1037265,0.2646575,1.585355,28.970748,25.8055,100,99.47733325,25.0663379256354,664.175,300.35,226.83,229.069,-48.0595,2522.00125,28.29029525
1,8.75,-8.8118655,-4.9917625,-2.8081385,190.219297,22.20689325,34.26400925,15.49830375,444.2532584632,46.81253475,0.30221775,1.60615125,29.69181525,26.56225,98.8765,99.494537,25.4833323119866,882.25,427.9,345.7525,169.3425,-11.18,2351.359,29.08377775
1,9.25,-16.11963,-12.944753,-2.450565,198.972566,10.955331,51.949334,16.1877375,437.9643892561,47.150999,0.30736175,1.6257685,30.12093025,27.393,95.6845,99.5088025,25.7381231266607,1052.75,483.05,403.96,109.616,-3.728,2267.243,29.7959195
1,9.75,-13.824309,-11.7940605,-1.2029245,218.93595325,18.06252775,44.88872575,14.5507645,429.95207354185,47.495938,0.3032955,1.6467515,30.375376,27.87225,93.18675,99.519502,25.9871112919928,1144,528.625,456.63,77.782,-13.427,2219.1715,30.5495755
1,10.25,-15.4963285,-15.70997875,-0.90347,211.270184,16.3744605,49.396263,15.24176475,422.9860348957,47.46308,0.340912,1.732588,30.754792,28.57375,90.50175,99.503904,25.9765130487078,1240.5,596.025,531.3625,80.746,-1.65475,2204.9165,30.9891795
1,10.75,-15.667619,-12.4053595,-0.018642,327.98267175,10.84547975,43.743914,13.898106,419.42661879025,47.685434,0.3551385,1.6536885,31.14227575,28.93875,88.15175,99.472898,26.0416817104539,1484,647.25,559.26,82.75075,-4.369,2176.1215,31.2660885
1,11.25,-20.117848,-18.285217,0.73691975,303.15363625,9.0637105,83.3464765,13.19635075,416.1653788318,47.70481,0.3203165,1.859605,31.71669225,29.5625,87.3955,99.4369565,26.0727786533628,1455.5,688.15,599.82,88.655,5.7655,2179.86625,31.6121895
1,11.75,-21.36466425,-20.39608425,0.18572575,267.21039025,23.756592,74.4987515,13.170293,416.7694742422,47.530346,0.35910175,1.75912375,31.94742525,29.8815,86.96,99.4084245,26.1873935418962,1420.75,647.05,578.9375,53.80575,4.093,2137.2315,31.982888
1,12.25,-23.23172675,-20.37390875,-0.0893585,332.738528,30.261343,92.57399275,12.72497075,413.5997358673,47.9597475,0.352273,1.835994,32.172408,30.033,85.099,99.34358,26.3044013950815,1408,662.7,592.9475,82.277,1.28525,2093.267,32.19068825
1,12.75,-19.516903,-17.216253,1.010592,335.425469,16.464967,102.50939175,9.29479,411.0005295316,47.8934865,0.348315,1.781956,32.173162,30.445,83.317,99.28160725,26.4277685808235,1410.75,688.9,608.97,83.2205,3.5455,2059.04275,32.2639715
1,13.25,-17.3938885,-17.5264465,0.9444205,333.9962605,27.77388575,47.06991,8.3529365,410.2723866802,48.042831,0.34273,1.8509365,32.19447025,30.259,84.467,99.20906,26.4245502559886,1439.5,662.2,601.66,62.9565,11.80525,2041.198,32.4825845
1,13.75,-14.973228,-13.621114,0.016755,366.606683,42.44406025,83.21467125,5.9665175,408.5804147572,47.069049,0.3866155,1.9311235,32.4282805,30.431,84.225,99.13197525,26.4284683006974,1347.25,590.4,510.07,68.8845,0.47925,2039.3875,32.46934025
1,14.25,-14.4214175,-13.78503875,1.271777,258.810413,18.621799,52.1752255,8.812631,406.8513152266,47.276224,0.36695,1.923775,32.619239,30.391,85.198,99.07548575,26.481759120936,1217.25,560.9,466.27,66.751,7.69775,2044.472,32.4628185
1,14.75,-10.8208525,-10.99096225,0.545413,281.001145,42.561646,42.585852,10.568862,407.5654910422,46.736142,0.3884515,1.9525495,32.625594,30.24325,86.935,99.03683675,26.5529024626008,1141.75,555.725,475.21,56.7815,8.49525,2048.36325,32.50971775
1,15.25,-6.5021355,-6.832255,0.871569,219.79439,36.168337,58.957859,6.835701,405.8790639706,46.81658475,0.391506,2.004731,32.48394875,30.456,86.6575,98.997184,26.484331847876,1038,479.825,395.1775,66.388,15.128,2044.705,32.5653435
1,15.75,-5.9058715,-6.294523,1.174423,246.715275,23.47878925,51.497475,4.783517,404.5762302238,47.510905,0.328707,1.768254,32.4446815,30.37925,87.2505,98.9763675,26.4323148270766,855.75,397.825,325.715,79.6395,7.9725,2047.39,32.531296
1,16.25,-3.64176875,-3.2473205,0.922043,160.11753475,13.0072715,15.798522,4.873362,405.9564542164,47.230705,0.354727,1.78479275,32.379607,30.509,88.06975,98.95824125,26.3549030004632,653.425,308.275,235.475,71.16475,10.243,2076.1115,32.425763
1,16.75,-2.07914925,-1.609829,0.464804,119.60102225,26.108586,16.824054,2.33186825,406.27199905105,47.234571,0.309172,1.743161,31.637203,30.04875,90.7795,98.95733575,26.1763835849837,452,205.825,138.9425,62.69,16.562,2058.5835,32.320344
1,17.25,0.513152,1.009702,1.33533375,87.425768,35.064783,1.08535075,-0.097777,404.8878236227,47.313485,0.236284,1.809416,31.334916,29.76425,93.32025,98.988113,26.0221649381671,267.025,115.95,48.23325,34.667,29.01475,2072.096,32.277789
1,17.75,2.776073,1.36297475,1.8717555,36.0836355,25.75239,0.5328905,-1.829859,404.8802698618,47.3482085,0.202896,1.66282,31.090472,29.06375,95.62575,99.01689775,25.8769846618778,85.075,36.195,-1.459675,60.832,39.1965,2096.094,31.780495
1,18.25,4.838557,2.15823,2.366495,16.078605,14.9224305,-0.276745,-1.86140975,409.2140000014,47.149565,0.17017075,1.698156,30.9957175,28.228,96.28925,99.04044425,25.744022422394,10.105,4.48225,-20.39275,24.6225,56.20225,2134.90875,30.789525
1,18.75,7.07685475,3.227162,3.724131,10.24481575,15.6112435,-0.34922325,-1.03105625,410.8150873786,47.4226125,0.1559805,1.6675685,30.41373725,27.67975,97.80725,99.08129175,25.6100782555731,0.23825,0.108,-22.74375,43.021,57.614,2195.4505,30.182233
1,19.25,5.31673375,2.42014175,4.14275575,9.0707035,18.98836475,-0.2391,-0.1588025,416.2382946289,47.46372625,0.152662,1.493007,30.385331,27.29225,98.83275,99.12736175,25.5868560606386,0.20825,0.094,-21.51925,37.65225,48.6455,2239.94,29.892259
1,19.75,7.256407,3.967483,4.8683855,8.62246325,12.72062,-0.13988525,0.9394955,419.3874946792,47.905183,0.16545,1.401623,30.17267,26.89,99.23175,99.1787915,25.5522218598032,0.20475,0.09775,-18.1185,52.02275,41.11775,2317.72,29.3320595
1,20.25,11.60392875,5.02323725,5.2930635,9.0717395,15.103006,-0.595244,0.489539,422.8352465404,48.120519,0.151409,1.496794,30.135238,26.545,99.5365,99.234456,25.3840648704135,0.20225,0.1,-17.89675,35.39,33.59,2333.6345,29.151905
1,20.75,12.8748705,5.995279,6.326496,20.12005775,10.8227965,1.1928025,-1.2566095,425.0260091449,48.0403495,0.13042075,1.53603975,29.868864,26.284,99.696,99.26470775,25.1815172290949,0.189,0.09875,-16.0935,78.7,123.449,2430.302,28.956668
1,21.25,11.712629,11.042142,4.325621,14.004712,7.565543,-0.90039875,1.88238125,427.2768213844,47.432261,0.177106,1.6354435,29.787735,26.0195,100,99.297425,25.1316457581853,0.18775,0.099,-15.37525,91.35,26.435,2346.247,28.73070675
1,21.75,9.8664025,6.176949,5.38200725,9.421557,8.7045435,-0.81551,-0.595994,424.2036995857,46.6717065,0.14144375,1.5540575,29.6899355,25.914,100,99.308964,25.0560663471535,0.18525,0.10175,-15.4345,61.44625,142.214,2575.153,28.3130135
1,22.25,9.61252675,6.776962,5.5320145,5.15374725,3.997708,-0.6256625,-0.106504,430.596433114,47.240042,0.150259,1.617026,29.55164,25.608,100,99.32641825,25.0049288085162,0.1765,0.106,-16.46975,38.2035,63.644,2504.7555,28.1370725
1,22.75,9.034867,8.346008,4.41349825,4.809477,6.244151,-0.33259175,2.02720775,434.9027672128,40.772913,0.141441,1.516968,29.284075,25.49225,100,99.33026125,24.9747480733982,0.1845,0.109,-15.632,25.3225,166.32125,2610.28925,27.873824
