DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,RH_1_2_1,CO2_1_3_1,SG,WS_1_2_1,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD_1_2_1,PPFD_IN_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,G_1_2_1,G_1_2_2,TA_1_6_2
1,0.25,-0.2178875,86.59,-1.0765,-1.7715,0.87824,1.0776,1.656,1.1094,-2.7901,-5.152,-7.017025,-5.114,-5.0624,-5.82195,-0.765,-0.2367,-0.1915,385.125,5.4088,395.125,0.0596575,-0.49103175,-20.8713,0.106992,-0.1394475,-5.913,-0.6379055,-3.53546,1.13925,-0.893675,-0.72585,1.9045,-1.039,1.7725,0.87085,-29.6125,-47.255,0,2.242,0,0,0.18895,0,0.41085,14.9025,0,2.162,2.413,3.0097,4.211,5.2428,99.1883,3.02448,0.997175,278.3375,313.3,91.3711,402.164,-5.83213,0.7878845,0.2412955,0.29108075,0.11566525,0,0.15997425,-31.395,0,0,0.217347,-5.286365,-2.922315,-2.6958225
1,0.75,-0.14065,86.43,-1.1384,-1.818,0.86,1.0699,1.646,1.1164,-2.801925,-5.18,-7.16365,-5.2253,-5.088375,-5.9638,-0.8134,-0.2462,-0.1983,385.1,5.411185,394.85,0.05266,-0.657986,-19.32745,0.19527,-0.165151,-6.332,-0.7014,-3.71125,1.19125,-0.738125,-0.86225,1.712,-1.1065,1.81125,0.9341,-38.985,-46.68,0,2.233,0,0,0.1984,0,0.4075,14.9025,0,2.155,2.416,3.0159,4.2144,5.247,99.18845,3.078185,0.987175,279.2,313.008,92.3141,401.68725,-5.69348,0.7638785,0.2423725,0.29232,0.11582825,0,0.164876,-26.348,0,0,0.2459235,-5.40114,-2.99365,-2.9931025
1,1.25,-0.2474075,86.84,-0.7406,-1.825,0.85453,1.0632,1.652,1.1145,-2.792275,-5.191425,-7.21165,-5.2817,-5.0973,-6.026925,-0.7473,-0.2524,-0.2048,385,5.434375,394.05,0.05886,-0.503044,-21.2722,0.1597,-0.16122,-6.016,-0.62813275,-3.3883625,1.1305,-0.720325,-0.695775,1.819,-0.921,1.704,0.8974,-34.185,-48.175,0,2.241,0,0,0.1662,0,0.4065,14.9025,0,2.154,2.433,3.011,4.211,5.253,99.1795,2.9073175,1.02875,280.1845,313.079,92.8688,401.7275,-5.6386075,0.7813655,0.253619,0.307191,0.1196035,0,0.169496,-28.0083,0,0,0.25650825,-5.56183,-2.9234175,-3.065045
1,1.75,-0.3173,87.36,-0.708825,-1.75,0.87032,1.056,1.65,1.1023,-2.81015,-5.197125,-7.2055,-5.3362,-5.111,-6.0311,-0.7552,-0.255,-0.2062,385.225,5.41775,392.125,0.0628525,-0.4694,-18.885,0.2172775,-0.193376,-6.043,-0.493975,-3.26773,1.039,-0.7135,-0.9151,1.7425,-0.9143,1.345,0.887525,-42.6025,-52.465,0,2.24,0,0,0.186725,0,0.4046,14.9025,0,2.1587,2.4223,3.0155,4.21,5.2484,99.1909,2.924475,1.0105,279.2625,312.798,92.845952475,401.64475,-5.68078,0.79671625,0.26272975,0.30045125,0.120954,0,0.1574455,-28.31225,0,0,0.2285025,-5.5189625,-2.9946925,-3.12604
1,2.25,-0.4258,87.37,-0.827675,-1.7125,0.87137,1.05,1.643,1.086,-2.847,-5.1919,-7.218,-5.36355,-5.150025,-5.986825,-0.8029,-0.2736,-0.2149,385.15,5.4597175,393.325,0.05590715,-0.824542,-20.21265,0.1305,-0.138653,-6.187,-0.541225,-3.6302775,1.1215,-0.9987,-1.061,1.674,-1.0459,1.39275,0.90565,-43.95,-49.66,0,2.243,0,0,0.1898,0,0.4051,14.9025,0,2.155,2.4183,3.012,4.2078,5.2471,99.205,2.864285,1.014,280.915,312.892,93.1949,401.588,-5.57982,0.756928,0.24627125,0.29750325,0.115312,0,0.1636255,-25.7793,0,0,0.2434105,-5.72273,-2.92344,-3.34635
1,2.75,-0.4364225,87.26,-0.856525,-1.8755,0.8562,1.041,1.641,1.086,-2.829,-5.223,-7.21015,-5.29475,-5.18025,-6.02875,-0.727,-0.2559,-0.2309,385.6,5.443,391.1,0.05969235,-0.559221,-18.52,0.11441625,-0.11747225,-6.233,-0.84656825,-3.47075,1.057,-0.90345,-1.011,1.482,-0.7143,1.4645,0.94665,-46.26,-47.16,0,2.254,0,0,0.1572,0,0.40635,14.9025,0,2.1551,2.4174,3.01,4.215,5.2428,99.2151,2.825395,0.9824,279.6115,313.1405,92.6876,401.835,-5.63609,0.78019,0.262016,0.298463,0.121345,0,0.162945,-26.46115,0,0,0.21281225,-5.471765,-2.9235375,-3.300415
1,3.25,-0.4610725,87.86,-0.91985,-1.994,0.8522,1.052,1.633,1.0808,-2.90425,-5.2472,-7.24445,-5.306,-5.19375,-6.0409,-0.7867,-0.2688,-0.2122,377.4,5.791,391.725,0.0550525,-1.03799,-20.76195,0.11168,-0.068836525,-6.187,-0.707822,-3.48074,1.06825,-0.8826,-1.038,1.602,-0.7999,1.58475,0.928,-34.1525,-47.145,0,2.235,0,0,0.1544,0,0.40305,14.9025,0,2.1523,2.407,3.0133,4.21,5.2486,99.18625,2.81314,0.9495,281.1645,312.982,92.62365,403.38975,-5.56182,0.74151625,0.25854475,0.3055975,0.1193385,0,0.16788025,-24.2538,0,0,0.2133,-5.51952,-3.01859,-3.20979
1,3.75,-0.490975,87.4,-1.06975,-2.04,0.8507,1.0402,1.631,1.0845,-2.9685,-5.2824,-7.25775,-5.317,-5.20245,-6.0414,-0.7614,-0.2837,-0.2135,385.8,5.48617,393.5,0.05796,-0.796116,-18.078525,0.16467025,-0.13188025,-6.357,-1.21512,-3.88499,1.1895,-1.0151,-0.9929,1.684,-0.95825,1.5215,0.924225,-25.9525,-46.19,0,2.235,0,0,0.1873,0,0.40555,14.9025,0,2.1525,2.4063,3.009,4.2098,5.247,99.1742,2.907,0.9476,281.192,312.38075,92.9055001825,402.50475,-5.74312,0.734864,0.242074,0.3060865,0.1148865,0,0.15889775,-24.8195,0,0,0.2267545,-5.6308375,-2.92395,-3.09543
1,4.25,-0.5088775,87.25,-1.24225,-2.114,0.83935,1.0416,1.621,1.0856,-2.96325,-5.3066,-7.2585,-5.33755,-5.2357,-6.04705,-0.8169,-0.2908,-0.2332,385.575,5.47775,392.375,0.0523097,-0.5742685,-18.8475,0.147025,-0.12737,-6.127,-0.660623,-4.0714825,1.002875,-1.04325,-0.93335,1.3795,-0.9421,1.48025,0.83735,-24.4475,-45.415,0,2.256,0,0,0.1593,0,0.40205,14.9025,0,2.147,2.434,3.0209,4.208,5.249,99.17875,2.8986,0.9255,280.15,312.30525,92.170025,402.13,-5.6742225,0.77842475,0.241651,0.292359,0.111666,0,0.160118,-25.483,0,0,0.233352,-5.5151625,-2.9477375,-3.1047175
1,4.75,-0.4639,87.59,-1.329,-2.24,0.8402,1.015,1.626,1.0887,-2.98,-5.33025,-7.28745,-5.4662,-5.29205,-6.037,-0.8959,-0.2734,-0.2293,385.5,5.4353975,392.05,0.0568415,-0.8408305,-17.551775,0.21601725,-0.137006,-6.393,-0.6365,-4.0393875,1.18775,-0.96765,-0.9256,1.449,-0.80635,1.485,0.8274,-33.8475,-44.68,0,2.258,0,0,0.16715,0,0.40425,14.9025,0,2.1524,2.435,3.021,4.208,5.2506,99.1655,2.897975,0.90515,283.395,311.97,92.5044,401.936,-5.6489,0.72439625,0.2528205,0.31356175,0.11533725,0,0.16248325,-25,0,0,0.2398705,-5.5653525,-3.0904,-3.146355
1,5.25,-0.50371,88.325,-0.941,-2.039,0.83758,1.006775,1.60325,1.09535,-3.053,-5.331,-7.28235,-5.481,-5.3088,-6.07075,-0.921625,-0.273325,-0.215775,385.5,5.432885,392.325,0.05447965,-0.6464605,-18.955,0.204034,-0.149739,-6.44025,-0.720725,-3.8910325,1.1355,-1.01245,-0.7224,1.2578,-0.93615,1.2155,0.8555,-35.735,-38.505,0,2.252,0,0,0.17525,0,0.402975,14.9025,0,2.14925,2.4284,3.01215,4.20925,5.24995,99.17,2.94633,0.8838,283.672,312.14325,92.0524,401.8845,-5.73513,0.781793,0.2464015,0.321255,0.112942,0,0.16844275,-21.4117,0,0,0.2578135,-5.5606125,-2.85225,-3.0808675
1,5.75,-0.3953675,88.015,-0.90595,-2.3555,0.82759,0.99905,1.5855,1.095225,-3.059,-5.35535,-7.2801,-5.500975,-5.296,-6.04205,-0.87845,-0.287125,-0.22555,385.75,5.5060075,393.175,0.0554905,-0.63887425,-18.55535,0.1640015,-0.09063,-6.5185,-0.80084975,-3.96128,1.067,-1.0335,-0.840475,1.498,-1.04795,1.49175,0.858,-37.23,-47.725,0,2.2695,0,0,0.1677,0,0.406625,14.9025,0,2.15075,2.425725,3.008975,4.211525,5.238725,99.17,2.91181,0.9286,279.65,312.375,92.3612499275,402.2885,-5.6652375,0.74520025,0.234398,0.286499,0.110585,0,0.157738,-27.688,0,0,0.249443,-5.515945,-2.9227125,-2.984995
1,6.25,-0.3158075,87.735,-1.145,-2.4255,0.822295,1.001,1.59375,1.089875,-2.9455,-5.3615,-7.373,-5.580675,-5.30275,-6.034,-0.90875,-0.2858,-0.22105,385.6,5.436545,394.075,0.054856675,-0.7285525,-19.225,0.183082,-0.12845,-6.43775,-0.921099,-4.2071775,1.22,-1.036,-0.81605,1.599,-1.2188,1.5035,0.8629,-39.985,-47.535,0,2.2685,0,0,0.1378,0,0.40545,14.9025,0,2.151,2.424025,3.009,4.213675,5.24325,99.16,2.8867,0.874025,281.989,312.374,92.643725,402.462,-5.66667,0.7618545,0.2538205,0.2913925,0.113218,0,0.160274,-27.304,0,0,0.23782875,-5.58503,-2.9474075,-3.1490175
1,6.75,-0.4692725,87.82,-1.1845,-2.492,0.82351,1.00225,1.6,1.0723,-2.972875,-5.383925,-7.4039,-5.5648,-5.27515,-6.0849,-0.93085,-0.2827,-0.23355,385.525,5.4373325,394.675,0.0531516,-0.54983325,-19.29975,0.14606475,-0.131617,-6.303,-0.73795,-3.81692,1.1685,-0.96065,-1.0715,1.346,-1.0145,1.4325,0.8456,-39.7725,-48.8075,0,2.2745,0,0,0.1487,0,0.402775,14.9025,0,2.1395,2.425575,3.0129,4.213575,5.238375,99.1496,2.85151,0.90835,282.75225,312.4435,92.31655,402.09075,-5.65905,0.694224,0.25055325,0.2819395,0.107906,0,0.15497675,-25.509975,0,0,0.2536735,-5.538905,-2.9223575,-3.355855
1,7.25,-0.4385275,87.46,-1.2695,-2.427,0.807835,0.9889725,1.595,1.071775,-2.91105,-5.42245,-7.421775,-5.6201,-5.2997,-6.177225,-0.90855,-0.30645,-0.233175,385.45,5.405885,397.25,0.056811675,-0.686881,-17.5047,0.198225,-0.160656,-6.26,-0.5788625,-3.864,1.1245,-0.88315,-1.183,1.3955,-1.0246,1.5295,0.8729,-39.405,-49.775,0,2.26925,0,0,0.2207,0,0.41475,14.9025,0,2.1354,2.4221,3.005625,4.207275,5.2418,99.1472,2.8805575,0.949075,283.325,312.2665,92.2726,402.358,-5.6473,0.75804775,0.2457575,0.2941625,0.11125225,0,0.15715275,-27.625,0,0,0.243195,-5.6775075,-2.94767,-3.4043175
1,7.75,-0.5062825,86.6225,-1.0745,-2.536,0.801675,0.9814475,1.58475,1.074,-2.903,-5.475,-7.46695,-5.627175,-5.325725,-6.1195,-0.93905,-0.3136,-0.245425,385.525,5.345475,395.125,0.056475,-0.940375,-17.8602,0.181256,-0.18299525,-6.023,-0.5218995,-3.514,1.2585,-1.018,-1.0445,1.638,-1.4315,1.622,0.857475,-44.2675,-53.0425,0,2.34,0,0,0.2603,0,0.77225,20.415,0,2.13765,2.423825,3.00735,4.20445,5.232,99.12,2.851,0.92055,284.2,312.4215,94.02705,402.6335,-5.6770475,0.737471,0.240328,0.293517,0.1126845,0,0.165751,-27.867,0,0,0.3077305,-5.6344225,-2.9239175,-3.342335
1,8.25,-0.446905,87.0125,-0.9767,-2.546,0.7883075,0.991975,1.5795,1.067875,-2.9716,-5.442,-7.394,-5.66345,-5.31725,-6.16225,-0.901575,-0.3153,-0.25785,385.65,5.37,395.65,0.05403,-0.942775,-16.8796,0.173361,-0.361475,-6.18725,-0.4634995,-2.77381,0.177425,-1.1605,-1.0215,1.505,-1.2275,1.564,0.8137,-40.845,-47.33,0.95545,3.4015,0.1684,1.419,0.478225,2.8575,3.3345,16.9375,0.06977675,2.134425,2.417975,3.007475,4.20955,5.2373,99.16,2.736,0.909625,285.8795,312.67975,93.77605,402.424,-5.6042875,0.781423,0.243912,0.29763925,0.1155025,0,0.15736925,-24.43525,3.2430525,1.1882975,0.528425,-5.7267225,-3.04335,-3.3078625
1,8.75,-0.2562,86.81,-0.74925,-2.1925,0.7897875,1.000125,1.57475,1.0766,-2.88125,-5.43515,-7.48105,-5.64,-5.335,-6.078925,-0.851125,-0.29615,-0.234275,384.75,5.523,392.25,0.0533332,-0.6297,-17.33775,0.0316346,-0.6128,-5.81575,-0.240711,-1.08537,-0.01753,-0.9147,-0.66895,1.3615,-1.3195,1.585,0.8099,-17.965,-15.55,5.163,7.5,0.826475,6.38975,1.23925,12.3275,11.88,24.0725,0.64700125,2.127475,2.413925,3.01105,4.208575,5.2394,99.1944,2.67259,0.789675,284.681,313.555,93.6319,401.9365,-5.58668,0.702114,0.260656,0.283903,0.105127,0,0.156166,-7.8643475,15.58045,8.051105,1.16425,-5.6091775,-3.0190275,-3.5007175
1,9.25,0.2542175,85.6825,-0.34695,-1.7915,0.811925,1.007375,1.57275,1.086025,-2.83325,-5.408375,-7.49225,-5.591,-5.2725,-5.89925,-0.5886,-0.26935,-0.207975,384.05,5.658,388.95,0.0640525,-0.5895975,-18.06,-0.1452955,-0.711558,-5.18125,0.08715085,0.1992,-0.2534,-0.3171,-0.138825,2.222,-0.47465,1.67,0.6914,0.95605,2.60675,12.79,14.36,2.2595,12.9225,2.42125,28.04,25.1175,32.8275,1.45615,2.124525,2.416775,3.0128,4.2166,5.24345,99.2,2.7451675,0.686025,281.879,314.85575,93.0247502775,401.028,-5.280535,0.60238725,0.25678675,0.30686525,0.10948525,0,0.152402,5.2015,35.82495,18.38125,2.3849,-5.6093925,-3.0882625,-3.345725
1,9.75,0.70636,83.455,-0.1261,-0.61705,0.8599925,1.017225,1.569,1.106625,-2.5834,-5.428,-7.44025,-5.3092,-5.216,-5.77775,-0.352675,-0.212675,-0.1599,381.65,5.663,386.7,0.0694439,-0.06496155,-12.6111,-1.03207,-0.616291,-4.3975,0.196133,0.5638,-0.976775,0.1364,0.32565,2.675,-0.2357,2.02025,0.5597,11.1725,11.7375,22.7275,24.82,3.78575,23.675,3.6835,53.095,47.7875,48.915,2.329495,2.12325,2.43795,3.021375,4.236475,5.263225,99.205925,2.861525,0.549625,281.767,315.9,92.8077,399.82125,-5.006035,0.5255865,0.282107,0.324041,0.12884,0,0.142278,15.1965,58.02835,29.426725,3.47585,-5.53915,-3.042425,-2.716785
1,10.25,1.17375,81.3225,0.028535,-0.049105,0.907325,1.0428,1.56775,1.12235,-2.273,-5.389,-7.34635,-5.15675,-5.12195,-5.42745,-0.17445,-0.1767,-0.123375,381.8,5.7276375,385.6,0.0928425,1.34301,-10.31,-2.0697825,-0.492071,-4.1075,0.15895625,0.60175,-1.669,0.50175,0.9913,3.021,0.013285,2.32525,0.5264,17.0025,20.3275,28.085,31.6,4.74475,31.645,4.556,69.265,62.4925,60.495,3.137615,2.12655,2.444575,3.024675,4.245075,5.27765,99.2175,3.00969,0.4912,280.361,317.5,91.53205,399.52225,-4.4777375,0.50572575,0.323829,0.330107,0.17122675,0,0.131277,26.72495,74.386475,38.7355,4.29759,-5.58589,-3.04216,-2.098495
