DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,411.469,411.35075,415.713875,399.40525,392.7915,392.876,392.928,1.4166375,1.6878495,1.5443215,1.544011,0.6856314,0.1688404,-3.991435,-3.0760445,3.02034975,1.97577325,0.8994013,3.977981,0.89,0.7568517,95.2703775,-5.81350025,-4.81675,-4.99,-4.2975,-4.607,-5.12375,-4.455,-5.06625,-5.17325,-4.862,-5.1565,-4.7955,-1.5875,0.12875,0.6738637,0.928937925,0.923,2.139,3.023,-3.486275,0,0.1391967,0.11739745,1.604,0.677538425,89.6616425,-0.28345435,0.31099475,285.337,293.7504,93.82002,93.42332,1.25916,1.499941,3.1170825,0.758,1.067,1.686,1.978,2.4435,2.7375,2.995,3.365,3.86
1,0.75,410.60755,410.41135,415.803075,398.529475,392.9465,393.0085,392.905,1.4491025,1.7049365,1.5508455,1.5464965,0.5955399,0.22510925,-3.98939475,-3.562947,3.120208,2.05651975,0.7236366,4.018,0.9245,0.7374935,95.2664325,-5.875279,-4.78975,-4.71575,-4.339,-4.776,-5.315,-4.639,-5.161,-5.205,-4.868,-5.19275,-4.69725,-1.6065,0.118,0.67645665,0.92767155,0.9335,2.12675,3.02525,-3.4509765,0,0.14468405,0.11143885,1.50375,0.654807375,89.976295,-0.29569565,0.28469855,285.89825,293.95755,94.19997,93.59001,1.2587955,1.4997815,3.299375,0.758,1.067,1.686,1.978,2.441,2.7375,2.99,3.365,3.86
1,1.25,410.115125,409.43765,416.1788,398.499225,393.1775,392.978,392.6955,1.387591,1.7117705,1.5670005,1.5601655,0.6792448,0.1946883,-3.98672175,-3.8729135,2.78011475,1.714549,0.69132775,4.03575,0.931,0.757,95.2663725,-5.923,-4.85905,-4.906,-4.3355,-4.67,-5.257,-4.754,-5.1445,-5.181,-5.002,-5.163,-4.7445,-1.59,0.1415,0.68158245,0.932,0.9425,2.1395,3.0345,-3.593201,0,0.1352027,0.1213501,1.948,0.7480682,89.6977,-0.27914445,0.27628285,286.9221,293.73425,94.05001,93.43335,1.2600285,1.499997,3.04875025,0.758,1.067,1.686,1.9755,2.441,2.735,2.99,3.365,3.86
1,1.75,408.045,408.9784,416.06715,398.7575,393.131,393.037,392.8825,1.39131875,1.708664,1.5629615,1.5545735,0.67466355,0.18976755,-3.98850225,-3.103302,2.2419065,2.34237475,0.82245155,3.962,0.947,0.737151625,95.2663,-5.899,-4.96340775,-4.8045,-4.166,-4.601,-5.117,-4.742,-4.9695,-5.012,-4.909,-4.995,-4.845,-1.626,0.1225,0.6780067,0.9271371,0.94,2.147,3.026,-3.7022915,0,0.147013725,0.111327675,1.57125,0.7634399,89.4104825,-0.304683,0.29803855,285.9185,293.2868,94.05667,93.48,1.2567245,1.498426,3.095417,0.758,1.067,1.6935,1.9755,2.441,2.735,2.99,3.365,3.86
1,2.25,408.9139,408.5093,416.10665,398.08795,393.049,393.1645,392.6515,1.37904725,1.6968585,1.5567485,1.551467,0.602394375,0.19028385,-3.98518575,-4.067565,2.0261475,1.8315275,0.7738808,3.8447085,0.9225,0.75,95.27692,-5.8863785,-5.031,-4.75425,-3.9915,-4.826,-5.088,-4.907,-5.038,-5.1265,-4.992,-5.168,-4.8105,-1.626,0.1195,0.677705525,0.9327112,0.9415,2.1545,3.016,-3.341,0,0.156297525,0.117217325,1.5555,0.662244375,89.76001,-0.253015,0.2904327,286.9626,292.5534,94.10001,93.59999,1.25801,1.4964405,3.058125,0.758,1.067,1.686,1.978,2.4435,2.735,2.99,3.365,3.86
1,2.75,409.155325,408.4671,416.261375,398.200225,393.1355,393.212,392.5715,1.383707,1.6878495,1.549292,1.542147,0.64232755,0.1753815,-3.9844015,-2.384074,2.26190175,1.73826625,0.830894475,3.917442,0.9045,0.7555,95.25604,-5.9835,-5.061,-5.060134,-4.092,-4.722,-5.1845,-4.799,-5.0525,-5.144,-4.831,-5.147,-4.81,-1.6675,0.13,0.677549975,0.9303383,0.9375,2.1485,3.0155,-3.5084155,0,0.144213725,0.117527775,1.37825,0.6820942,90.2122125,-0.2328953,0.26526735,286.77155,293.05515,94.17664,93.67997,1.256197,1.498703,3.1014585,0.758,1.067,1.686,1.978,2.441,2.735,2.99,3.365,3.86
1,3.25,407.65655,409.792525,416.36145,398.730775,393.529,393.4195,393.047,1.38557125,1.68319,1.5353125,1.546807,0.736,0.20278675,-3.9924805,-2.9010905,2.2197645,1.967861,0.9926201,3.96016,0.866,0.7171115,95.24961,-6.09164525,-5.1395,-5.192881,-4.3435,-5.004,-5.419,-4.863,-5.267,-5.45,-5.077,-5.4465,-4.8395,-1.7435,0.14,0.676843875,0.927443,0.93,2.143,3.0175,-3.0810725,0,0.146209825,0.11768945,1.7295,0.727119675,90.35,-0.23143895,0.249956,286.37265,293.53345,94.28334,93.77335,1.2551675,1.501315,3.02562525,0.758,1.067,1.686,1.973,2.441,2.735,2.99,3.365,3.86
1,3.75,408.587925,410.70245,416.62355,398.828225,393.9805,393.961,392.926,1.37842575,1.685985,1.550535,1.554884,0.621,0.24422575,-4.001135,-3.075142,2.226202,2.627111,0.96588835,3.881761,0.8705,0.703081525,95.25771,-6.0928705,-5.2005,-5.051,-4.5765,-5.176,-5.583,-5.193,-5.4925,-5.575,-5.322,-5.5655,-4.934,-1.761,0.1175,0.67547435,0.9338744,0.9275,2.136,3.0055,-3.11091175,0,0.1567944,0.116980325,1.38875,0.7214082,90.47807,-0.25549995,0.2273445,286.70295,293.7478,94.39668,93.90001,1.2514715,1.5002225,3.2968745,0.758,1.067,1.686,1.9755,2.441,2.7375,2.99,3.365,3.86
1,4.25,407.844,410.7078,416.687725,398.289325,394.2985,394.112,392.923,1.374698,1.6856745,1.5483605,1.553331,0.639035,0.2269714,-4.01988175,-2.89018475,2.3712995,2.657332,0.6782237,3.8778645,0.844,0.732,95.2569,-6.10900025,-5.24460775,-5.14575,-4.6985,-5.073,-5.769,-5.256,-5.6395,-5.717,-5.236,-5.7045,-5.038,-1.7155,0.121,0.6728602,0.9271261,0.927,2.129,3.0015,-3.414225,0,0.15113825,0.121987175,1.61275,0.70060615,90.41333,-0.2385,0.2469547,286.5911,293.69315,94.29668,93.84998,1.2542325,1.4991855,3.418125,0.758,1.067,1.686,1.978,2.441,2.735,2.99,3.365,3.86
1,4.75,407.72775,410.4088,416.561725,398.25565,394.425,393.6905,392.2765,1.368795,1.682257,1.557059,1.558302,0.6934638,0.2059452,-4.02032125,-2.5808155,1.84536075,1.82052,0.8270019,3.898,0.9045,0.7111431,95.277165,-6.10775,-5.41075,-5.24825,-4.7985,-5.367,-5.824,-5.387,-5.7245,-5.803,-5.52,-5.8045,-5.111,-1.7265,0.111,0.674482175,0.931,0.93,2.134,3.007,-2.84631325,0,0.144344775,0.1138572,1.709,0.7989743,90.4463725,-0.2623006,0.2604314,286.24025,293.174,94.34666,93.93668,1.2517035,1.4983275,3.353958,0.758,1.067,1.686,1.9755,2.441,2.735,2.99,3.365,3.86
