DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.273,-26.077,2.111,0.11,-7.1655,-0.0165,74.6615,381.253,0.185,-11.3615,0,-2.302,0.1645,0.0135,0.627
1,0.75,0.2785,-26.049,2.0115,0.0935,-9.289,0.0025,74.191,381.264,0.19,-10.142,0,-2.3305,0.203,0.016,0.6075
1,1.25,0.263,-26.1305,2.0365,0.1485,-8.597,-0.038,74.077,381.266,0.185,-12.647,0,-2.2705,0.1885,-0.017,0.607
1,1.75,0.246,-26.1495,2.033,0.107,-9.801,-0.049,73.9375,381.277,0.19,-11.086,0,-2.098,0.1925,-0.004,0.6315
1,2.25,0.252,-26.112,1.831,0.095,-8.714,-0.058,74.004,381.386,0.19,-9.6465,0,-1.855,0.186,0.024,0.638
1,2.75,0.2545,-26.0975,1.84,0.079,-7.825,0.009,73.661,381.4375,0.185,-10.611,0,-2.2465,0.1605,-0.0035,0.649
1,3.25,0.2335,-25.8855,1.8965,0.089,-5.224,-0.019,73.8055,381.482,0.19,-10.407,1.695,-2.0885,0.1745,-0.011,0.664
1,3.75,0.238,-26.131,1.919,0.103,-7.118,-0.01,73.577,381.5775,0.185,-10.553,2.4375,-2.1735,0.1815,0.018,0.641
1,4.25,0.247,-26.319,1.923,0.1345,-8.858,0.0425,73.21,381.609,0.18,-8.555,3.1205,-1.7825,0.179,0.032,0.598
1,4.75,0.251,-26.353,1.9825,0.1085,-6.586,0.015,73.067,381.58,0.18,-8.363,1.975,-1.4125,0.1745,0.0505,0.596
1,5.25,0.2535,-26.4125,1.8855,0.1355,-8.3185,0.009,73.285,381.543,0.19,-9.19,3.6045,-1.56,0.1735,0.074,0.611
1,5.75,0.232,-26.477,1.7765,0.1,-5.6735,-0.046,73.422,381.612,0.19,-8.2895,3.862,-1.5545,0.187,0.0605,0.611
1,6.25,0.232,-26.5255,1.7375,0.1205,-6.864,0.027,73.223,381.664,0.18,-8.53,3.9715,-1.4725,0.1865,0.054,0.604
1,6.75,0.2325,-26.2705,1.8125,0.108,-6.684,-0.024,73.43,381.188,0.19,-8.3255,3.614,-1.6735,0.1735,0.056,0.608
1,7.25,0.226,-26.211,1.811,0.0915,-4.466,0.032,73.426,381.609,0.18,-8.8495,3.645,-1.5505,0.1805,0.055,0.6045
1,7.75,0.215,-26.1475,1.877,0.113,-6.874,0.01,73.338,381.7895,0.18,-8.853,2.603,-1.809,0.1765,0.0785,0.6005
1,8.25,0.251,-26.2965,1.82,0.084,-6.243,0.004,73.735,381.976,0.18,-7.837,3.367,-1.49,0.286,0.153,0.576
1,8.75,0.224,-26.679,1.828,0.091,-6.8385,0.049,73.745,382.044,0.18,-6.967,9.1105,0.7485,2.164,1.166,0.602
1,9.25,0.24,-26.7855,1.828,0.136,-7.157,0.028,73.287,382.209,0.18,-1.8015,28.829,13.6625,13.7795,7.684,0.607
1,9.75,0.271,-26.581,1.858,0.19,-4.061,-0.021,73.128,382.235,0.19,4.1725,69.3785,38.005,36.191,19.7335,0.699
1,10.25,0.284,-26.234,1.849,0.163,9.154,0.193,72.496,382.223,0.2,13.0865,122.1995,70.945,65.9755,33.887,0.706
1,10.75,0.327,-25.546,2.054,0.2205,14.014,0.355,72.444,382.044,0.21,22.13,183.2585,98.1005,94.1,48.046,0.752
1,11.25,0.351,-24.442,2.1515,0.184,26.753,0.881,71.943,381.63,0.23,29.162,221.394,121.692,122.3845,57.5385,0.759
1,11.75,0.3665,-23.766,2.189,0.188,30.022,0.698,71.331,381.913,0.25,34.379,269.0535,132.653,142.2705,64.015,0.793
1,12.25,0.3765,-22.8985,2.15,0.22,32.789,1.158,70.723,381.794,0.26,43.547,296.745,169.8245,167.9905,77.397,0.769
1,12.75,0.3775,-22.458,2.222,0.206,44.909,1.47,70.568,381.582,0.28,46.7535,319.9055,171.571,156.907,82.678,0.771
1,13.25,0.3835,-22.208,2.4285,0.213,34.489,1.385,69.862,381.419,0.28,47.098,295.6265,175.037,152.6595,76.349,0.785
1,13.75,0.383,-21.9175,2.3475,0.158,36.44,1.316,69.178,381.329,0.3,46.4665,288.7485,162.763,140.667,71.6035,0.7945
1,14.25,0.386,-22.009,2.381,0.209,27.821,0.957,68.659,381.356,0.32,34.838,256.662,141.4265,121.87,62.6795,0.789
1,14.75,0.3825,-21.883,2.398,0.172,23.6275,0.783,69.662,381.1955,0.31,24.6325,214.1075,115.8455,96.9435,49.8045,0.785
1,15.25,0.351,-21.8145,2.2865,0.156,13.7895,0.415,69.621,380.936,0.32,16.328,143.821,79.237,67.434,34.6705,0.778
1,15.75,0.31,-21.75,2.313,0.157,3.0895,0.0845,70.174,380.814,0.32,5.357,85.736,44.739,39.353,21.995,0.7705
1,16.25,0.283,-22.126,2.127,0.165,-4.964,0.055,71.2235,380.8245,0.295,-4.559,32.443,14.283,17.413,8.436,0.775
1,16.75,0.276,-22.453,2.017,0.119,-7.747,0,72.954,380.798,0.27,-15.5405,9.7955,0.7285,3.806,1.1425,0.783
1,17.25,0.276,-22.526,2.1725,0.106,-6.8395,-0.003,73.4085,380.931,0.26,-16.7945,0.5525,-2.1585,0.4495,-0.021,0.78
1,17.75,0.272,-23.0135,2.291,0.0685,-7.7385,-0.0605,74.056,380.897,0.24,-16.6425,-0.0105,-2.7615,0.237,-0.134,0.772
1,18.25,0.273,-23.437,2.2275,0.11,-8.194,-0.014,74.9115,380.864,0.23,-17.2935,-0.052,-2.7925,0.1845,-0.145,0.762
1,18.75,0.287,-23.567,2.152,0.1365,-10.1035,-0.1,74.9005,380.835,0.225,-14.939,-0.0285,-2.482,0.214,-0.1335,0.739
1,19.25,0.28,-23.714,2.201,0.089,-9.803,-0.021,74.698,380.909,0.22,-15.219,0.1725,-2.6835,0.204,-0.1195,0.7325
1,19.75,0.2705,-24.0865,2.1875,0.115,-11.799,-0.05,74.4115,380.5935,0.215,-13.2465,0.6795,-2.753,0.207,-0.1255,0.7145
1,20.25,0.2785,-24.269,2.125,0.1215,-12.318,-0.048,74.271,380.874,0.21,-13.961,0.59,-2.727,0.222,-0.124,0.743
1,20.75,0.2685,-24.468,2.012,0.127,-10.0735,-0.104,74.4375,380.83,0.2,-15.227,0.9575,-2.637,0.187,-0.108,0.702
1,21.25,0.254,-24.93,2.0365,0.0955,-14.8825,-0.004,74.4765,380.826,0.2,-14.7525,1.0175,-2.5465,0.1985,-0.1095,0.728
1,21.75,0.248,-25.062,1.984,0.109,-11.8715,-0.079,74.773,380.811,0.2,-13.852,1.5865,-2.4245,0.1935,-0.083,0.7
1,22.25,0.2645,-25.14,2.0125,0.1505,-8.639,-0.0585,74.7785,380.879,0.2,-12.1455,0,-2.4395,0.189,-0.067,0.6765
