DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,G_1_1_2,G_1_1_3,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_1_1_1,NEE_1_1_1
1,0.25,394.1493661,9.5506662155,2.29975513925,0.171072042,-7.44477,-2.51286593,-1.1944725,2.341864,0.37587369775,102.264,93.01665635,7.4392775,2.5999299875,10.659825,9.97,-12.6078,-2.03471658225,-0.29415325,2.07944,326.958,343.733,-5.242,5.264,-0.00545,0.91558,0.69494625,0.50298075,8.0595775,2.7066047615
1,0.75,394.3299124,9.40778962925,2.324670056,0.2815051935,-7.3265083335,-1.6324071925,-2.97385545,2.289135,0.39528101175,102.266,92.957351,7.46018,2.43507545,10.6375,9.98,-10.2784,-1.972498866,-0.3270305,2.054515,331.448,346.026,-4.6905,5.1875,-0.00693725,0.83467925,0.66228875,0.460149,7.65941425,2.395872912
1,1.25,393.31404605,9.13283835125,2.07,0.30518221875,-7.3264383335,-2.2943747225,-15.9696277375,2.395575,0.3984148515,102.238,93.174424675,7.8063575,2.420494174,10.6375,9.99,-10.89985,-1.995925699,-0.3218305,2.03729,331.5475,345.844,-4.3585,5.1735,-0.0051845,0.89395825,0.70262525,0.488799,8.20988375,2.46151409225
1,1.75,393.9907688,9.32429856,2.008407113,0.156986239,-7.8801666665,-2.186185015,-28.965400025,2.42034675,0.410430224,102.221,93.8399885,7.621625,2.517865224,10.60355,9.95,-10.3755,-1.967209633,-0.3044505,2.13546,328.168,345.3185,-4.456,5.1605,-0.006555,0.91538275,0.715747,0.53718775,8.32998275,2.38069715775
1,2.25,395.855533,8.909737115,1.91730321325,0.180091358,-7.3808616665,-1.3966855825,-14.5430185,2.432005,0.376418844,102.214,93.536225825,7.4519175,2.4185291885,10.536425,9.91,-9.997005,-1.943927055,-0.3686735,2.080355,329.6125,344.6255,-4.5045,5.149,-0.0058685,0.90053375,0.7206265,0.486148,8.62494575,1.867514258
1,2.75,396.27204995,8.911043742,2.15368378475,0.306102484,-7.62023,-1.598059,-10.2494897,2.39646,0.369102542,102.22,93.79652235,7.20105,2.2543841545,10.51425,9.86,-8.88448,-1.93151597,-0.3389725,2.001545,327.9375,344.045,-4.4665,5.1405,-0.00729575,0.959725,0.73988175,0.5178835,8.25098,2.4180020795
1,3.25,396.0490123,8.5499298735,1.96868607575,0.258929585,-7.6681666665,-2.53619425,-6.719880275,2.372262,0.3658120765,102.193,94.028688775,6.918505,2.1795639325,10.50575,9.84,-8.71536,-1.958956456,-0.3754495,2.062045,328.064,343.3075,-4.7135,5.133,-0.00944,0.927056,0.7674455,0.52241,8.06988575,2.344909036
1,3.75,393.4469459,8.8820159225,1.913099746,0.1656978215,-8.3576666665,-1.916154,-21.677129,2.39837,0.400386895,102.174,94.346134,6.744125,2.1893939845,10.4808,9.82,-8.023425,-1.982838211,-0.2516995,2.13408,327.85,343.0035,-4.8265,5.1285,-0.00634025,1.017047,0.75717775,0.5317315,8.041353,2.196484629
1,4.25,395.186135175,8.790144827,2.106454579,0.372727311,-9.071,-1.99565301,-0.3601979,2.2339575,0.38764287875,102.178,93.9710794,6.53314,2.138909172,10.4511,9.76672,-7.823475,-1.978626537,-0.3093795,2.06409,328.851,341.895,-4.867,5.125,-0.00498325,0.907236,0.714132,0.52278725,7.6970995,3.0307994455
1,4.75,395.2491551,8.788576051,1.7855516265,0.225684346,-8.3411666665,-1.4536141875,-7.50540578,2.27179,0.400559075,102.1795,94.68546805,6.432265,2.07383756575,10.4008,9.768305,-6.07036,-1.967445516,-0.30892875,2.149365,327.98075,340.78125,-4.814,4.967,-0.007759,0.91357375,0.73476375,0.51249875,7.541887,1.66579999425
1,5.25,395.19687815,8.4981807015,1.94,0.17500288,-8.2598516665,-2.0761941,-8.5208123875,2.1923925,0.396698652,102.1805,95.053562525,6.059435,2.01912751075,10.369,9.770175,-6.8286275,-1.929397246,-0.314425,2.13172,325.46,341.00075,-4.956,4.813,-0.00528475,0.92945125,0.70208175,0.511056,7.36462725,1.968197803
