DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,428.5015,3.117,420.7945,3.4995,1990.221,428.4895,3.0785,422.4065,3.665,1991.8165,428.707,2.9965,422.478,3.461,1993.5825,428.5185,2.902,420.662,3.475,1993.214,429.512,2.636,422.751,3.436,1989.926,1.367,-8.7265,0.214,421.646,3.102,0.255,0.019,0.318,0.373,-0.116,0.2185,-12.3585,-1.397,0.6155,1.04,0.9,0.735,0.355,-8.7975,-8.7255,-8.741,-8.854,-8.7185,-9.6535,78.469,80.52,0.592,-8.3,-8.68,-8.04,-5.57,0.35,-1.615,1.35,-0.805,-0.04,259.1,272.5,-20.55,284.7,287.25,0.175,-0.185,0.2,0,-0.21,-0.08,0.05,-0.03,-0.06,-1.903,-1.567,-1.257,-0.723,-0.2605,0.28,0.476,-1.399,-1.1625,-1.019,-0.135,-3.093,-2.592,-2.4235,-1.4075,-0.782,-0.0665,0.223,-1.758,-1.504,-1.086,-0.508,-0.507,0.364,0.663,1.017,-3.3505,-3.135,-2.7335,-2.217,-1.868,-1.3935,-1.43,-1.4435,-1.133
1,5.75,428.092,3.1585,421.3415,3.1285,1992.5245,428.234,3.046,422.711,3.062,1989.741,428.405,2.8995,421.755,3.98,1989.1035,428.425,2.9545,422.0475,3.4645,1991.933,428.772,2.737,425.2145,2.6485,1990.4,1.292,-8.964,0.22,421.968,2.9995,0.246,0.03,0.452,1.2655,-0.01,0.236,-17.536,-0.72,0.628,1.015,0.88,0.745,0.28,-8.887,-8.98,-8.7875,-8.897,-8.8,-9.953,78.4805,80.72,0.61,-8.65,-8.85,-8.23,-5.45,0.4,-1.7,1.35,-0.855,-0.075,258,272.6,-20.32,284.3,287.1,0.17,-0.175,0.2,0,-0.21,-0.17,0.05,-0.03,-0.06,-1.901,-1.572,-1.255,-0.699,-0.261,0.2835,0.488,-1.3985,-1.176,-1.038,-0.176,-3.108,-2.591,-2.424,-1.4025,-0.775,-0.068,0.227,-1.764,-1.517,-1.0935,-0.519,-0.511,0.365,0.6625,1.017,-3.3615,-3.139,-2.749,-2.2175,-1.868,-1.3945,-1.315,-1.4455,-1.122
1,6.25,428.105,3.0695,420.526,3.462,1989.086,428.538,3.003,420.7305,3.529,1991.778,428.3535,2.979,422.059,3.8585,1992.216,428.428,2.825,421.771,3.466,1992.232,428.6705,2.622,424.7015,3.152,1991.468,1.266,-8.778,0.254,421.89,3.024,0.221,0.0585,0.167,-0.242,-0.1995,0.243,-20.565,-0.367,0.621,0.995,0.87,0.71,0.29,-8.764,-8.936,-8.861,-8.9965,-8.7645,-9.976,78.512,80.84,0.615,-8.86,-8.89,-8.31,-5.62,0.35,-1.67,1.4,-0.84,-0.04,259.5,273.3,-20.54,284.85,285.45,0.19,-0.145,0.2,-0.01,-0.195,-0.06,0.05,-0.03,-0.06,-1.912,-1.573,-1.242,-0.7245,-0.2245,0.2835,0.482,-1.395,-1.176,-1.039,-0.15,-3.0925,-2.6,-2.397,-1.402,-0.772,-0.0675,0.228,-1.769,-1.514,-1.1,-0.522,-0.507,0.364,0.662,1.016,-3.366,-3.141,-2.75,-2.218,-1.869,-1.395,-1.311,-1.429,-1.198
1,6.75,426.952,3.011,422.3425,3.3675,1993.212,427.353,3.025,423.768,3.183,1991.3825,427.843,3.035,423.808,3.488,1989.27,427.872,2.888,422.295,4.0265,1989.023,427.991,2.717,425.148,3.186,1991.442,1.367,-8.615,0.235,422.525,2.895,0.1505,0.035,0.2985,-0.3735,-0.4345,0.254,-18.055,-0.879,0.607,1.01,0.83,0.69,0.28,-8.7325,-9,-8.6635,-8.741,-8.566,-9.998,78.51,81.05,0.6015,-8.94,-9.23,-8.66,-5.52,0.3,-1.89,1.2,-0.85,-0.09,254.8,271.7,-20.78,284.9,286.3,0.16,-0.19,0.2,-0.01,-0.21,-0.09,0.05,-0.03,-0.05,-1.926,-1.578,-1.258,-0.725,-0.272,0.28,0.475,-1.4,-1.1805,-1.032,-0.208,-3.102,-2.612,-2.424,-1.412,-0.77,-0.0665,0.228,-1.783,-1.516,-1.1,-0.523,-0.519,0.363,0.657,1.015,-3.36,-3.145,-2.76,-2.223,-1.872,-1.394,-1.398,-1.4235,-1.207
1,7.25,427.59,3.025,420.658,3.448,1990.7155,427.5845,2.997,421.091,3.697,1989.105,427.7415,2.983,421.922,3.582,1992.481,428.267,2.87,423.6945,3.5455,1993.823,427.8775,2.556,425.3545,3.1235,1993.088,1.28,-8.642,0.218,423.046,2.8875,0.277,0.038,0.184,0.24,-0.171,0.247,-18.838,0.263,0.601,1.02,0.855,0.695,0.285,-8.645,-8.827,-8.3605,-8.662,-8.687,-9.877,78.494,81.26,0.627,-8.765,-8.84,-8.15,-5.67,0.4,-1.67,1.45,-0.81,-0.01,258.4,272.3,-20.22,285.45,286.45,0.21,-0.045,0.275,0.03,-0.16,0.04,0.05,-0.03,-0.055,-1.929,-1.577,-1.266,-0.726,-0.283,0.28,0.475,-1.44,-1.1935,-1.031,-0.241,-3.114,-2.619,-2.424,-1.413,-0.767,-0.072,0.2225,-1.798,-1.531,-1.107,-0.5265,-0.5155,0.354,0.655,1.015,-3.369,-3.159,-2.767,-2.2295,-1.8765,-1.396,-1.384,-1.44,-1.242
1,7.75,427.2115,3.15,421.041,3.425,1992.824,426.941,3.104,422.897,3.36,1993.431,427.078,3.0065,422.176,3.263,1991.5595,427.6435,2.97,420.374,3.666,1991.982,427.9085,2.748,424.196,3.51,1989.143,1.374,-8.7575,0.2095,422.489,2.876,0.2095,0.004,0.1625,-0.5745,-0.125,0.2365,-18.863,0.271,0.5405,0.975,0.8,0.66,0.245,-8.694,-8.795,-8.5935,-8.8535,-8.797,-9.804,78.503,81.07,0.64,-8.745,-8.905,-8.515,-5.7,1.6,0.08,2.9,0.97,0.67,256.9,272.2,-21.69,285,286.95,3.415,2.88,3.2,2.305,2.08,1.51,0.11,-0.02,0.04,-1.9115,-1.576,-1.2775,-0.727,-0.283,0.278,0.475,-1.449,-1.189,-1.029,-0.2425,-3.1245,-2.6205,-2.447,-1.414,-0.764,-0.072,0.218,-1.8135,-1.5335,-1.1055,-0.529,-0.5155,0.346,0.654,1.014,-3.374,-3.158,-2.7705,-2.225,-1.869,-1.396,-1.426,-1.454,-1.279
1,8.25,427.6815,2.996,420.578,3.1785,1990.326,427.7945,3.02,421.651,3.284,1989.6,428.033,2.891,421.592,3.469,1989.976,427.8725,2.886,421.8245,3.2405,1992.508,427.937,2.633,425.066,3.016,1993.086,1.213,-8.747,0.217,421.965,2.806,0.154,0.045,0.106,-0.6125,0.064,0.236,-16.275,1.773,0.613,0.95,0.79,0.67,0.29,-8.4395,-8.836,-8.379,-8.642,-8.957,-9.774,78.485,81.26,0.6275,-8.96,-8.95,-8.37,-5.57,13,13.5,13.9,15.57,6.15,256,272.1,-9.85,285.5,286.8,31.02,26.36,26.935,21.11,18.83,14.06,0.27,0.24,0.19,-1.914,-1.5755,-1.271,-0.7275,-0.2625,0.288,0.474,-1.454,-1.187,-1.007,-0.134,-3.136,-2.63,-2.4245,-1.3995,-0.761,-0.0695,0.227,-1.819,-1.535,-1.105,-0.535,-0.515,0.359,0.6545,1.014,-3.399,-3.166,-2.772,-2.226,-1.868,-1.3965,-1.46,-1.495,-1.31
1,8.75,427.03,2.959,419.328,3.455,1988.486,426.841,2.927,420.2265,3.8255,1992.564,426.734,2.961,420.64,4.192,1992.721,426.8835,2.876,420.9485,3.7005,1987.912,427.237,2.715,424.216,3.436,1990.341,1.177,-8.575,0.197,421.916,2.7765,0.285,0.012,0.19,-0.6545,0.804,0.229,-11.5835,3.2475,0.584,0.93,0.78,0.65,0.29,-8.3215,-8.6235,-8.102,-8.727,-8.752,-9.903,78.491,79.79,0.657,-8.965,-8.95,-7.95,-5.41,40.4,49.12,49.1,50.41,18.46,258.4,273.5,10.73,285.8,287.5,99.07,76.34,73.255,60.02,51.44,41.07,0.61,0.64,0.29,-1.9175,-1.578,-1.249,-0.715,-0.272,0.288,0.474,-1.4645,-1.186,-1.0335,-0.163,-3.1445,-2.6305,-2.447,-1.3995,-0.7325,-0.0705,0.226,-1.8165,-1.529,-1.098,-0.515,-0.515,0.359,0.6535,1.0135,-3.396,-3.168,-2.774,-2.227,-1.866,-1.3985,-1.454,-1.4915,-1.3175
1,9.25,427.5995,3.103,420.924,3.293,1990.455,427.5525,3.019,422.9505,3.203,1991.148,427.3205,3.07,423.291,3.339,1990.02,427.5825,3.022,419.917,4.004,1988.321,427.7955,2.812,424.761,3.878,1991.172,1.015,-8.18,0.185,421.9435,2.7955,0.285,0.016,0.284,2.031,1.335,0.246,-4.908,4.609,0.558,0.82,0.71,0.61,0.27,-8.105,-7.954,-7.787,-8.115,-8.094,-9.25,78.5045,78.71,0.729,-8.335,-8.24,-7.68,-5.25,72.4,99.63,98.5,102.36,32.34,256.6,275.3,37.9,287.4,288.2,200.47,166.75,153.345,107.48,85.83,72.38,1.06,0.85,0.43,-1.9205,-1.5815,-1.239,-0.682,-0.2785,0.289,0.473,-1.462,-1.185,-1.026,-0.1515,-3.15,-2.63,-2.446,-1.379,-0.7315,-0.071,0.224,-1.808,-1.5285,-1.098,-0.538,-0.5115,0.362,0.6525,1.013,-3.376,-3.167,-2.773,-2.23,-1.867,-1.4,-1.448,-1.505,-1.3375
1,9.75,427.713,3.167,420.405,3.308,1989.825,427.427,3.199,421.023,3.346,1988.511,427.7385,3.1705,420.443,3.394,1992.893,427.338,3.228,421.102,3.893,1991.1045,427.6365,3.062,423.9795,3.4345,1989.9325,1.0065,-7.682,0.193,421.865,2.7105,0.349,0.051,0.438,3.9765,0.916,0.2555,14.4155,4.989,0.559,0.83,0.73,0.62,0.34,-7.246,-7.3015,-7.096,-7.304,-7.416,-8.5415,78.523,76.31,0.868,-7.955,-7.78,-7.2,-4.87,105.3,141.53,144.5,150.03,49.74,256.3,279.3,60.26,288.8,288.4,282.2,239.28,242.83,188.14,143.08,112.46,1.58,1.08,0.66,-1.923,-1.587,-1.249,-0.684,-0.2785,0.285,0.475,-1.4615,-1.1875,-1.025,-0.1045,-3.15,-2.6295,-2.446,-1.377,-0.731,-0.0725,0.223,-1.818,-1.53,-1.0985,-0.536,-0.509,0.362,0.651,1.0125,-3.365,-3.163,-2.768,-2.232,-1.872,-1.4025,-1.428,-1.498,-1.284
1,10.25,427.128,3.211,421.123,3.463,1989.778,427.199,3.301,421.46,3.866,1991.571,427.226,3.344,421.744,3.432,1988.9075,426.905,3.336,420.4845,3.5125,1990.4275,427.294,3.2135,424.732,3.537,1990.3865,1.129,-7.371,0.2355,423.257,2.94,0.498,-0.0045,0.387,4.564,0.5985,0.298,29.179,4.637,0.5915,0.91,0.815,0.68,0.42,-7.042,-7.143,-6.828,-6.854,-6.903,-8.2,78.5235,74.5,0.943,-8.06,-8.06,-6.845,-4.71,124.15,183.1,182.7,186.48,71.05,255.2,281.9,78.59,289.3,288.8,360.84,319.25,319.39,250.62,178.16,158.59,1.84,1.16,0.84,-1.9235,-1.592,-1.2665,-0.685,-0.257,0.285,0.475,-1.439,-1.185,-1.0225,-0.141,-3.1475,-2.625,-2.445,-1.374,-0.7305,-0.074,0.222,-1.819,-1.536,-1.098,-0.54,-0.512,0.3615,0.65,1.012,-3.355,-3.16,-2.7715,-2.2385,-1.882,-1.404,-1.397,-1.497,-1.137
1,10.75,427.985,3.263,420.071,3.387,1989.638,427.917,3.301,421.125,3.4475,1989,427.986,3.2825,420.905,3.4505,1989.214,428.151,3.3445,420.903,3.635,1991.821,427.955,3.3065,423.891,3.487,1990.2075,1.16,-7.0555,0.2865,423.0825,2.9875,0.572,-0.047,0.512,6.6355,0.878,0.3135,40.312,5.9195,0.6425,1.01,0.885,0.76,0.425,-6.604,-6.596,-6.3975,-6.3875,-6.5975,-7.201,78.532,73.13,0.975,-6.675,-6.59,-6.075,-4.665,142.8,220.935,223.8,227.89,93.37,257.2,284.1,97.88,289.75,289.85,461.36,402.795,403.71,330.2,288.68,208.67,2.025,1.615,0.93,-1.896,-1.59,-1.268,-0.686,-0.258,0.279,0.4745,-1.449,-1.186,-1.023,-0.107,-3.141,-2.62,-2.433,-1.372,-0.683,-0.071,0.22,-1.818,-1.54,-1.095,-0.5215,-0.505,0.3615,0.651,1.015,-3.338,-3.157,-2.7705,-2.2335,-1.873,-1.405,-1.342,-1.46,-1.148
1,11.25,427.899,3.349,420.8715,3.502,1988.219,427.6395,3.363,423.993,3.532,1991.7025,427.538,3.405,422.782,3.558,1991.377,427.689,3.439,420.9765,3.79,1992.541,427.697,3.322,423.684,3.524,1989.76,1.2975,-6.3455,0.3215,423.4205,2.929,0.468,-0.011,0.321,7.507,0.996,0.3295,39.647,4.87,0.6175,1.11,0.94,0.82,0.49,-6.187,-6.029,-5.911,-6.085,-5.7235,-6.83,78.508,72.24,1.128,-5.79,-5.825,-5.36,-4.38,168.15,255.54,262,262.38,108.145,254.1,286.65,111.565,292.2,291.8,537.17,466.01,475.39,393.67,343.27,244.68,2.43,1.62,0.93,-1.882,-1.592,-1.249,-0.615,-0.259,0.2855,0.469,-1.4065,-1.169,-1.03,-0.16,-3.097,-2.621,-2.4385,-1.3645,-0.6635,-0.0715,0.218,-1.83,-1.5355,-1.093,-0.531,-0.5115,0.363,0.648,1.011,-3.322,-3.16,-2.755,-2.231,-1.865,-1.401,-1.317,-1.4985,-1.1775
