DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,524.783395,14.0070012,4503.431387325,5.661122425,110.5949995,0.593187974999994,19.7794431499999,30.2895988,5.4705145,0.64952575,0.009045625,1.308902075,0.8320083,103.030825,99.4,11.74625,3.99030365,18.80264715,0.981751875,10.722999925,12.837667,10.90991665,10.873333,11.320333,0.104993274999996,26.201856,0.665188,0.227123999999998,2.69852964999999,369.6147814,374.54883535
1,0.75,532.324601,14.0802855,4775.967169,3.8402541,99.9568943,0.538433099999998,11.348632375,29.84412415,5.87920735,0.738683600000001,0.00841137499999999,1.3522024,0.85560325,103.0216,99.4,11.42125,3.91235669999999,18.48332195,1.006244725,10.676499925,12.70449985,10.880833,10.89,11.31883315,0.760377574999999,26.201856,0.665188,0.261438,2.7463235,369.332577,374.81227835
1,1.25,524.007918,13.7454765,4852.0108993,4.122134975,115.1371095,0.531791399999999,7.127163,28.877978725,5.94506545,0.72716755,0.011234,1.4066274,0.928635199999998,103.00195,99.4,11.458,3.75011029999999,18.699771075,0.9218424,10.560875,12.560583,10.84575,10.893666825,11.327833575,0.358464424999988,26.201856,0.665188,0.261438,2.602941,369.5107862,373.9763926
1,1.75,530.8915304,13.700092575,4453.17858755,4.11669524999998,135.4456702,0.46268345,10.942024025,25.977407625,6.2958088,0.708064799999999,0.009147,1.24490735,0.897771825,103.01325,99.4,11.56375,3.7791595,18.740355225,0.95607625,10.525166425,12.4645,10.816667,10.89575,11.32600015,0.235689124999999,26.201856,0.665188,0.230391999999998,2.75,368.8616414,373.2448004
1,2.25,520.4357878,13.516078,3992.988682975,4.40936895,130.75418035,0.489073200000001,14.25733275,23.69643815,6.40225119999999,0.727610799999998,0.007306775,1.3788003,0.96263665,103.0165,99.4,11.397,3.564242825,18.607014975,0.899389674999999,10.4866669,12.406083575,10.82400015,10.898667,11.3276669,0.0649286000000001,26.201856,0.665188,0.392157,2.426471,369.180023175,373.357614575
1,2.75,541.280171325,13.507603,4227.485857,4.2640975,126.5550555,0.501623099999999,9.044904975,29.0379274,6.79972114999999,0.72747015,0.008525,1.512299925,0.943766899999997,103.017325,99.4,11.289,3.4713448,18.5943966,0.989173400000001,10.466417,12.338167,10.82049995,10.900583,11.330250225,0.220375999999999,26.201856,0.665188,0.261438,2.68014705,369.19257075,373.11461065
1,3.25,526.23717025,13.47294825,4139.65265925,3.59136985,108.4811583,0.609496849999999,7.534161,29.243302375,6.720731525,0.771265800000001,0.00753985,1.5254664,0.938475249999999,103.028175,99.4,10.978,3.5907031,18.331120875,1.0172195,10.45325,12.34624985,10.819083,10.90199995,11.329167,0.263999125,26.201856,0.665188,0.233659999999999,2.279412,370.27716395,372.9099009
1,3.75,528.1490717,13.403109175,4247.4413517,5.365560625,159.83363165,0.624421874999999,9.50888289999998,29.3738868,6.372604325,0.750416075,0.008434,1.368057,0.937046,103.033975,99.4,10.84775,3.23495305,18.116377325,1.08548795,10.423083,12.318333,10.807666475,10.90250005,11.32808345,0.1774083,26.201856,0.665188,0.364378999999999,2.279412,370.1871809,371.3087267
1,4.25,543.727619,13.679411,4311.8090944,3.55432695,134.378107375,0.647448899999999,10.25501795,29.63079575,6.60331165000001,0.745807425000001,0.009819675,1.387895975,0.930911699999997,103.047175,99.495,10.74425,3.2759783,18.246075475,0.946595249999999,10.436583,12.26800015,10.790083475,10.89774995,11.327000225,0.0794910999999991,26.201856,0.665188,0.364378999999999,2.45955905,369.13044165,370.09378775
1,4.75,516.44758365,13.184813875,4193.7430429,3.5436329,126.13442235,0.608874725,9.73151755,29.1659435,6.53304002500001,0.67082675,0.010121625,1.3207714,0.901553149999999,103.04375,99.495,10.838,3.2698413,18.1215965,0.932183499999999,10.429833,12.18575,10.78349995,10.902083,11.327000225,0.388013774999999,26.201856,0.665188,0.261438,2.279412,369.65944425,370.6296029
