DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-76.32,-44.91324129,-5e-04,-7.270687375,-0.039742721245,0.1275488,398.3837,6.283399913,5.606796,86.5279,4.334,49.683,2.065,5.869,45.78870299,2.202555386,0,0,254.3,325.7,2.334,0.0259,0,4.96,9.1,10.6,6.4657,8.716,11.0655,11.83,13.7735,14.8915,6.90265,8.77805,11.461,12.0565,13.589,14.873
1,0.75,-75.84,-44.66364988,0.13678511105,-7.9921,-0.05239325716,0.1247,398.495167,6.2453,5.461437,86.517895,4.139000001,49.90355,2.057,5.6245,46.203658765,2.227627216,0,0,253.55,324.7,2.0120000005,0.0067,0,4.6800000005,8.9,10.5,6.15395,8.44785,11.047,11.8395,13.7755,14.892,6.6889,8.50135,11.4325,12.0715,13.5905,14.8745
1,1.25,-75.145,-43.67955,0.08672832561,-6.8193,-0.042799136105,0.12553745,398.349,6.2145,5.303338,86.51683,3.8545,50.4122,2.051,5.467,46.7592,2.2184179755,0,0,253.55,323.4,1.7565,0.01,0,4.4,8.66,10.5,5.85175,8.15115,11.026,11.851,13.765,14.889,6.41825,8.20005,11.39,12.0845,13.5845,14.8755
1,1.75,-74.07,-42.5181,0.1369100844,-8.3287200935,-0.043,0.12769275,398.4382,6.2272865355,5.1315145,86.51092,3.694,52.1195,2.069,5.4115,48.04908252,2.23215,0,0,252.4,322.55,1.708,0.0107,0,4.19,8.4,10.4,5.5765,7.85225,11.013,11.8655,13.761,14.883,6.1201,7.91835,11.3485,12.1025,13.587,14.8725
1,2.25,-73.745,-41.49366844,0.1030669362,-6.6818,-0.0354,0.12913665,398.384,6.222720134,5.063729,86.5107,3.49,53.5677,2.077,5.2625,48.890790315,2.2713906845,0,0,251.5,321.4,1.3685,0.00535,0,3.9,8.2,10.3,5.3645,7.60445,10.998,11.88,13.7575,14.888,5.8701,7.6724,11.3065,12.123,13.584,14.8765
1,2.75,-73.22,-41.03465,0.060019888145,-7.0815216795,-0.04722306603,0.1262,398.51083585,6.2846708935,4.882225,86.515,3.281,53.133814165,2.0555,5.088,49.0393,2.2201,0,0,250.6,320.2,1.267,0.0098,0,3.6,7.9,10.3,5.1314,7.36885,10.962,11.887,13.7555,14.889,5.62325,7.40465,11.2455,12.139,13.5715,14.8725
1,3.25,-72.31,-40.19721399,0.0136,-7.1019,-0.0367,0.1305,398.26531095,6.2702217865,4.529311,86.50951,3.0605,54.9,2.0799999995,4.71,49.9814,2.2588,0,0,250.6,319.4,0.908,0.010100500015,0,3.309999999,7.7,10.2,4.885,7.1207,10.9275,11.903,13.7595,14.8835,5.4023,7.1655,11.1755,12.159,13.577,14.869
1,3.75,-71.98,-40.04483723,0.00455,-7.196354389,-0.04641698456,0.1265661,398.1415651,6.23445,4.3264,86.50378,2.732,55.54465,2.0395,4.501,51.31570282,2.2378,0,0,250.4,317.5,0.688,0.01221,0,3.1,7.5,10.1,4.6864,6.8936,10.905,11.9125,13.755,14.8855,5.216,6.9593,11.115,12.178,13.5715,14.865
1,4.25,-71.38,-38.7905211,0.11105,-7.2701079305,-0.0406,0.118843,398.3357,6.220956471,4.156722,86.4953,2.697,56.214445135,2.061,4.22,51.4388,2.294591585,0,0,249.7,317.1,0.605,0.010201,0,2.9,7.4,10.01,4.45715,6.69745,10.8655,11.9295,13.7595,14.881,5.0234,6.7705,11.064,12.1995,13.5685,14.871
1,4.75,-70.87,-38.3495,0.0251,-7.578182088,-0.0432,0.12523905,398.1363023,6.2097,4.06,86.4965,2.6095000005,56.50074987,2.0635,4.097,52.2421,2.28405,0,0,249.1,316.4,0.307,0.01372,0,2.6,7.19,9.99,4.2073,6.4909,10.84,11.9355,13.757,14.8805,4.81985,6.62475,10.9995,12.203,13.5645,14.869
1,5.25,-70.58,-37.7212,0.13339758315,-7.352493173,-0.04986503926,0.125705,398.5019,6.2426,3.991031,86.495035,2.309,56.7398,2.102,4.1165,52.19860443,2.2437,0,0,249.05,315.7,0.14,0.0142814,0,2.5,7,9.9,3.99935,6.26275,10.8115,11.9485,13.7525,14.879,4.4817,6.47725,10.9605,12.223,13.57,14.867
1,5.75,-70.42,-37.6267,0.04600115669,-7.3729,-0.0496,0.1294987,398.3319824,6.2075,3.6846,86.499465,2.104,56.08304705,2.059,3.9565,52.85941442,2.2796,0,0,247.9,314.7,-0.096,0.0107,0,2.3,6.8,9.8,3.76915,6.0356,10.783,11.964,13.7455,14.8855,4.21395,6.25935,10.91,12.232,13.561,14.8655
1,6.25,-70.05,-37.30044085,-0.018110737675,-7.6147,-0.04916370312,0.1267,398.1477,6.175765587,3.429389,86.51204,1.92,57.7894,2.062,3.5305,53.613914385,2.3010594675,0,0,248.25,313.9,-0.188,0.0152,0,2.1,6.6,9.71,3.60805,5.8095,10.7665,11.9805,13.7505,14.881,4.0058,6.03985,10.8845,12.235,13.5705,14.8595
1,6.75,-69.755,-36.2436,0.06803218474,-7.5725,-0.0521,0.1239,398.33915,6.1493972845,3.2263,86.5362,1.853,58.4123,2.12,3.4595,54.19508581,2.3615,0,0,247.3,312.95,-0.42149999995,0.01919,0,1.9,6.5,9.65,3.47025,5.6145,10.7185,11.981,13.749,14.88,3.7909,5.8114,10.832,12.2395,13.565,14.8565
1,7.25,-65.325,-35.86336791,0.0986,-8.0976,-0.05583258271,0.1264,398.0216,6.1516,3.257251,86.5522,1.811,59.0879,2.163,3.3015,55.7052324,2.4105,0,0,247.55,312.5,-0.51,1.17807,7.5888,1.8,6.3,9.6,3.30465,5.44705,10.6795,11.986,13.748,14.8785,3.7613,5.59025,10.7715,12.2385,13.563,14.856
1,7.75,-31.195,-30.2397,1.3415619685,-6.92794989,-0.068176643925,0.1397,398.24962525,6.209751431,3.2486,86.5628,2.437000001,57.25894156,1.958,3.5875,54.11625,2.176644919,48.91,12.76,247.45,317.05,0.4220000018,8.5884,81.046,1.8,6.1,9.5,3.2547,5.3659,10.634,11.995,13.7425,14.879,3.95645,5.4626,10.7115,12.2345,13.5635,14.8545
1,8.25,29.28,-11.533,6.5472,11.7039,-0.12798163205,0.1631469,398.38183235,6.3616,4.5796,86.5742,4.4814999985,49.74225,1.699,4.901,50.4979,1.8749,146.15,29.72,250.8,328.9,3.068,25.018349985,251.105,2.1,6,9.4,3.6172,5.30905,10.587,11.993,13.742,14.8785,4.9541,5.4923,10.6405,12.23,13.5675,14.847
1,8.75,98.8,14.668989005,11.00975,38.51453135,-0.2642,0.1853653,398.881,6.3699,6.5170955,86.57822,6.6795,42.1297,1.6835,7.091,42.8974,1.829051162,242.85,47.36,256.6,343.2,6.166,47.69285,439.398,2.8,5.9,9.3,4.3517,5.35035,10.5225,11.9925,13.7375,14.8745,6.3015,5.75355,10.572,12.2265,13.5655,14.852
1,9.25,171.1,39.10241246,14.469163025,63.5762,-0.2032703552,0.19788925,399.3554,6.3121,8.324,86.58717,8.705,35.102429095,1.792499999,9.09,35.54756706,1.939650972,341.05,62.74,264.3,358.6,9.349999999,73.6384,624.414,4.1,5.76,9.2,5.4844,5.5297,10.4795,11.9715,13.737,14.877,7.97935,6.2319,10.501,12.215,13.565,14.8525
1,9.75,235.9,66.02329947,18.2572,90.629545865,-0.11187701285,0.23336595,399.5584,6.1394,9.43812,86.5948,10.21,31.364,2.127,10.29,31.7781,2.1944696375,431.45,79.1,268.7,373.5,11.885,97.51,788.9799997,6,5.76,9.16,6.9064,5.7754,10.43,11.9715,13.7435,14.873,9.6905,6.8494,10.424,12.1895,13.56,14.8515
1,10.25,291.1,93.313,20.52318458,116.89945,-0.0047,0.25468965,399.46915,6.040117355,10.2328,86.60823,11.07,28.6432,2.705,11.29,29.4713,2.872770967,510.6,93.7,273.7,385.3,14.18,120.8929,951.66,7.9,5.86,9.1,8.42085,6.2627,10.359,11.953,13.7405,14.882,11.0655,7.62605,10.3595,12.1755,13.564,14.8475
1,10.75,336.1,112.0409,22.8922,143.1100465,0.0892,0.2830794,399.25325405,5.89555,11.00624,86.5928,11.73,27.44591579,2.9349999995,11.9,28.12345,3.03052283,577,105.4,277.3,396.5,16,139.10895,1075.03,9.7,6,9,9.883,7.0447,10.2965,11.952,13.741,14.8745,12.527,8.5758,10.299,12.1675,13.5675,14.8505
1,11.25,367.3,124.3050259,24.94141085,159.9291752,0.16315,0.3077109,399.1124442,5.8075,11.647025,86.56203,12.37,26.252,3.138,12.6,27.340554,3.1971,627.7,114.9,280.4,407.8,17.91,154.375,1168.92,11.5,6.29,8.9,11.3935,7.82845,10.239,11.9535,13.7445,14.875,13.9685,9.4711,10.2475,12.156,13.568,14.849
1,11.75,387.8,131.144,25.5316,174.89945,0.2013,0.30845,399.0856,5.7059,12.2418,86.519285,13.16,24.0215,3.238,13.19,24.8635,3.2956564625,659.85,121.1,282.9,416.9,19.36,164.5536,1229,13.2,6.7,8.9,12.343,8.9135,10.1985,11.9465,13.7445,14.88,15.3515,10.4345,10.212,12.149,13.561,14.8525
1,12.25,394.4,135.2211,25.14505,184.5061236,0.2048784882,0.3042,398.9982,5.5988,12.84567,86.470015,13.73,22.41476348,3.249,13.97,23.29078171,3.2684025435,674.95,124,284.5,425,20.46,172.003,1262.4,14.6,7.2,8.9,13.2945,9.9095,10.16,11.943,13.749,14.8745,16.7195,11.458,10.1895,12.1375,13.5715,14.8535
