DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,-1.1379538,-147.3635307025,-7.115898655625,0.02708108975,361.97054,0.10243284,-19.5642,-19.82605,40.54055305825,0,0.2,-11.32205,-2.749175,-4.7226575,-2.43558,1.082465,0.06986125,-80.1377025,0.271755875,-0.9584005,-0.540875,93.7
1,0.75,-1.885641818975,-137.44585572,-13.709825872,0.01377164,362.466,0.10287875,-19.586,-19.882,42.249234305,0,0.2,-11.364,-2.6243075,-4.6970975,-2.18024,1.0780675,0.06724075,-79.20008,0.256144125,-0.9502465,-0.54608925,93.7125
1,1.25,-0.786556661,-129.476408,-5.7580210762,0.021012522,364.045135,0.1183635225,-19.646,-19.8944,40.9030036935,0,0.2,-11.32265,-2.650835,-4.91101,-2.49116,1.08079,0.06040975,-79.966845,0.247943875,-0.94921475,-0.553829,93.71
1,1.75,-1.187926213,-136.046242,-11.65237892,0.00718079360000001,364.053505,0.13939864,-20.2111,-20.5087,42.626390421,0,0.2,-11.46825,-2.7831625,-5.103205,-2.2542,1.08603,0.063703,-80.09795,0.28111,-0.94252575,-0.558856,93.7075
1,2.25,-2.0671601745,-115.0950908,-9.66376921915,0.012516808,363.43,0.13177423,-20.20315,-20.3125,43.23187779325,0,0.2,-11.5374,-2.6280975,-5.2992375,-2.64352,1.0824075,0.070271,-80.21866,0.25185075,-0.940024,-0.5653375,93.7075
1,2.75,-0.82511123295,-124.601899105,-7.388349546,0.0136220975,364.9057,0.1283716075,-20.234875,-20.5664,43.34613110575,0,0.2,-11.5475,-2.8112725,-5.15866,-2.51002,1.0928175,0.06843675,-80.21407,0.23931125,-0.951756,-0.56713575,93.71
1,3.25,-1.2981779728,-131.31042409,-15.225056736,0.02209899125,365.4295575,0.141968875,-20.36195,-20.6237,43.03507760725,0,0.2,-11.5538,-2.66309,-4.7702325,-2.80346,1.09794,0.06712,-79.75161,0.25237475,-0.956909,-0.5612355,93.62
1,3.75,-1.470282502975,-133.23857362,-10.06280179,0.024677685,365.428105,0.13134954,-20.56075,-20.7126,43.348637065,0,0.2,-11.6183,-2.4386625,-5.05097,-2.89278,1.1097825,0.067521,-80.328875,0.288586125,-0.96564825,-0.5644335,93.51
1,4.25,-1.17072066645,-141.722876515,-13.8249695505,0.0277824761,365.7595,0.1498834225,-20.7227,-21.12025,43.47163011,0,0.2,-11.5541,-2.2670525,-4.9049625,-2.89974,1.10199,0.06620425,-79.6076075,0.24956475,-0.9832065,-0.5616275,93.6
1,4.75,-0.9436541686,-101.56371946,-8.744653916375,0.0191376815,365.63552,0.1125473514,-21.0983,-21.35155,43.910424315,0,0.2,-11.55945,-2.2685925,-4.5766075,-2.82156,1.0986825,0.06369875,-80.77575,0.2717675,-1.0044185,-0.55608575,93.605
1,5.25,-0.8594643005,-112.0893343,-31.93455565575,0.011471677,365.142745,0.140956615,-21.21375,-21.51,42.426152451,0,0.2,-11.5874,-2.26663,-5.0934475,-2.66464,1.09739,0.05977,-80.6360875,0.305471125,-1.02715,-0.5583105,93.6075
1,5.75,-0.7739170558,-114.11145801,-14.397992754,0.0178434435,364.3922225,0.0974071625,-21.351475,-21.67205,43.4121641265,0,0.2,-11.6894,-2.3342575,-5.05539,-2.79616,1.095275,0.062911,-80.0993725,0.278858875,-1.04894,-0.56378225,93.705
1,6.25,-0.43364699,-111.2304596875,-9.7776065752,0.01848067,363.9789,0.1276458408,-21.19525,-21.74655,42.08782388,0,0.2,-11.7411,-2.268035,-4.95139,-2.7008,1.0873,0.068431,-80.1442475,0.31098575,-1.0731325,-0.5661255,93.7025
1,6.75,-1.50662775575,-115.44550048,-27.69888961575,0.02611986875,363.4170775,0.0911640331,-21.214325,-21.71025,42.223896217,0,0.2,-11.564,-2.2613925,-4.8474975,-2.3823,1.08927,0.065786,-80.412485,0.3527305,-1.0968175,-0.5682455,93.615
1,7.25,-0.768400867,-102.350393475,-7.8440562388,0.017714933,363.841675,0.116029480175,-21.4364,-21.81415,41.2480199615,0,0.2,-5.304455,-1.6290575,-1.53141,-1.24198,1.204495,0.14962,-76.219845,0.959431125,-1.117225,-0.567017,93.5
1,7.75,-1.469556843375,-114.93327088,-18.935162513,0.030537284,363.4147625,0.128429384825,-21.3178,-21.92825,42.0144213575,0,0.2,1.608355,0.0982605,2.32714,0,1.36642,0.321306,-65.51377,1.82406,-1.1347275,-0.5642415,93.4975
1,8.25,-0.876767550825,-107.618961405,-12.467545921325,0.0150452975,364.7816,0.099677572,-20.8174,-21.45955,39.036297837,0,0.2,6.6292,1.821045,5.8490275,1.67416,3.11489,0.593089,-20.510075,3.0468425,-1.1503525,-0.56094875,93.5925
1,8.75,-0.935063533025,-119.787197725,-8.9287202556,0.0272123865,365.901395,0.082897622,-19.83215,-20.269,36.58183707,0,0.2,11.5861,4.5596675,10.1945,2.96624,6.17497,2.18945,-0.13120475,4.23563375,-1.138315,-0.565319,93.7
