DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,0.25,428.605,7.1546,2276.15,1.15455,1.15455,52.3285,2.52165,35.555,2.43675,0.3959575,100.6725,90.55525,3.586625,1.252625,0,-7.9716,-0.408205,0.99251,312.8825,323.55,6.65495,5.8726
1,0.75,428.31,7.2554,2256.2,1.038025,1.026775,64.1835,1.1017,29.0575,2.4497,0.35813,100.63,90.984,3.658375,1.239475,0,-7.205125,-0.40169,1.06,315.245,323.61,6.6579,5.8757
1,1.25,427.385,7.15165,2260.975,1.0239175,0.97469,91.437,3.156475,29.4345,2.489,0.3814575,100.66,91.055,3.4157,1.249225,0,-7.664325,-0.49758,0.99778,313.925,324.22,6.65875,5.8825
1,1.75,426.055,7.1996,2273.85,1.005725,1.0602,85.1655,4.83745,28.674,2.4883,0.37272,100.68,91.0925,3.180125,1.284625,0,-4.733875,-0.60853,0.97398,314.1725,323.39,6.6571,5.8863
1,2.25,426.5,7.34135,2264.5,1.3267,1.50415,56.7245,6.9078,34.653,2.516125,0.34714,100.7,91.35775,3.256625,1.26195,0,-5.65195,-0.3574025,1.023425,312.525,323.04,6.641575,5.855475
1,2.75,426.68,7.2482,2282.6,1.0384,0.909625,61.6935,5.3553,27.30125,2.651325,0.33849,100.7,91.23225,3.103275,1.2516,0,-7.14825,-0.54732,0.9752325,311.765,323.2025,6.6409,5.852275
1,3.25,426,7.48,2274.75,1.2725,1.428875,55.058,5.788975,31.168,2.5308,0.3713925,100.7,91.50625,3.098925,1.2173,0,-8.9772,-0.5704075,1.0878,310.785,322.125,6.6505,5.84965
1,3.75,426.18,6.81735,2272.2,0.8698825,0.888825,38.61275,7.6002,33.8155,2.638525,0.3642725,100.7,91.3955,2.9259,1.226975,0,-8.57975,-0.46823,1.0486,310.45,321.9,6.6506,5.85265
1,4.25,425.94,7.1265,2269.225,0.717355,0.7044275,43.522,7.2223,34.0905,2.50025,0.348335,100.7,91.2145,2.7812,1.219125,0,-8.0699,-0.369965,0.95573,309.97,321.815,6.6501,5.8651
1,4.75,425.69,7.1362,2265.425,1.01797,0.76262,33.214,8.846075,35.298,2.520325,0.3654375,100.6925,90.9245,2.5872,1.183125,0,-7.6155,-0.599885,0.97088,309.73,321.87,6.653825,5.8711
