DOY2,HR2,USTAR,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.218072376321191,1.08902541092482,0.66906460283396,553.679140410789,30.0502402319748,573.510086507446,604.911680849329,29.5147642404255,613.948657065667,681.472841953917,29.4326986958548,667.146497275863,753.897116788494,31.0428337576721,764.259173911504,2.21990093839693,25.9223492152414,1.02717072330701,1.30425,0.91,0.23,23.092505,23.3426,22.9296725,22.76453,22.040265,101.81272225,99.3825,4.754375,23.43975,23.67675,22.873,1.5775,-0.522,2.7,1.53175,439.43,450.8625,436.6975,443.0325,0.19,0.17,0.49775,-0.0322500000000001,-0.23475,-0.0245000000000002,0.2955,0.231,25.4796,25.61435,24.306075,25.868075,26.385875,25.56155,26.464875,23.9997,24.1047,24.3432,24.154175,25.067875,25.22225,29.204675,24.8876,25.229675,25.376725,25.893425,26.0264,26.52755,26.646675,24.940325,25.48085,25.874075,25.98665,25.9621,26.500525,27.1916,-4.28625,-1.2895,-1.4265,-2.63600000000001
1,0.75,0.191454425363357,4.04302283745967,0.644444598840815,574.979851567716,29.7985105557771,600.759206702961,635.082538876238,29.2057702362652,630.42774088853,686.255554122409,29.0860584204151,659.260296250768,774.873356130817,28.7139524055242,762.927928744373,2.23278663438385,25.66800757058,0.687353018104312,1.3435,0.945999999999998,0.2655,22.94018,23.16815,22.7790175,22.6047675,21.82261,101.79758775,99.416,3.79706,22.7845,23.073,22.09,1.5,-0.995750000000001,2.7,1.3955,439.31,446.3325,433.3125,441.0875,0.19,0.17,0.49775,-0.03,-0.23425,-0.0345000000000002,0.2855,0.22325,25.3912,25.572475,24.2569,25.869275,26.38855,25.56055,26.463875,23.976425,24.067,24.341325,24.12015,25.06175,25.2483,29.197525,24.75105,25.138425,25.324,25.86405,26.02345,26.528,26.646675,24.8511,25.40185,25.862025,25.981775,25.9642,26.500525,27.19315,-4.39060000000001,-1.3203,-2.15395,-3.91850000000001
1,1.25,0.215622043193378,1.85480480821892,0.743193685061085,578.028548582118,29.5633356615423,574.860200732258,627.906340258565,29.0362429678554,640.434930244346,664.831840203805,28.9369012616933,687.700980651234,783.221669184353,28.6259288995079,770.429469142761,2.0968381471824,25.3859303434278,0.681038415371115,1.001,0.73775,0.24325,22.735785,22.844225,22.524715,22.38742,21.29245,101.772833,99.41925,5.62907249999999,22.78725,22.901,21.8815,1.4,-0.406000000000001,2.7,1.5985,439.15,448.625,430.5275,441.3125,0.18,0.17,0.49,-0.03,-0.27,-0.0522500000000001,0.28775,0.22325,25.32735,25.51885,24.21495,25.868475,26.391775,25.559825,26.463875,23.914925,24.04955,24.339775,24.093125,25.052625,25.23925,29.2014,24.675175,25.026075,25.268075,25.830575,26.022175,26.557375,26.661025,24.81375,25.35355,25.84655,25.97855,25.96465,26.49975,27.1926,-7.501625,-2.56145,-2.8465,-2.71025
1,1.75,0.197319342290999,2.48232227523317,0.744830755323421,590.48556132733,29.1057004741322,597.905896605782,633.754272852946,28.5513941451498,623.485536290149,669.001847938656,28.4677533822444,682.544195622727,767.467465353074,28.2512350532723,774.305873613665,2.15141290965124,24.9506832895266,0.86942241134745,1.05275,0.71325,0.22,22.591615,22.599725,22.317805,22.17426,21.1715925,101.733692,99.5155,5.35169499999999,22.56775,22.85375,21.8655,1.4775,-0.449,2.6775,1.47,437.0525,445.8775,430.035,439.11,0.19,0.17,0.49,-0.0322500000000001,-0.26475,-0.05,0.28775,0.221,25.262625,25.457375,24.1883,25.868225,26.390875,25.558825,26.462875,23.821075,24.031075,24.338125,24.06035,25.044875,25.22555,29.208075,24.58535,24.972225,25.258575,25.791825,26.021375,26.537625,26.647675,24.7844,25.322125,25.82775,25.973875,25.964325,26.49975,27.191675,-8.9238,-2.7888,-3.348975,-2.7355
1,2.25,0.181796097520036,2.20451344304771,0.656142868962312,611.782870814915,29.1781593574362,620.446910676733,654.458401493778,28.3281551431241,637.922194945522,674.018964683298,28.0819257224152,714.848608013541,785.28106975875,27.4370900501204,783.867553786167,1.61114039409506,25.1066206660406,0.813512586208976,0.944249999999999,0.65775,0.23875,22.5554075,22.7253,22.36387,22.19911,21.10087,101.707508,99.649,4.3373,22.512,22.9575,21.8455,1.5,0.0719999999999996,2.7775,1.472,436.4525,443.865,429.5025,436.5175,0.19,0.17,0.4855,-0.03,-0.2495,-0.06,0.2855,0.22325,25.209425,25.408925,24.1581,25.867425,26.3921,25.557825,26.462875,23.745175,23.97315,24.3378,24.038075,25.0432,25.235625,29.1981,24.50135,24.8937,25.207875,25.790275,26.02285,26.53585,26.6472,24.734975,25.291775,25.80815,25.968525,25.9651,26.499525,27.1872,-6.782,-2.195525,-3.523325,-3.51
1,2.75,0.189901117281527,5.03561401233839,0.758173314589279,608.409374317354,28.5466398097353,595.980659359778,653.693678087299,27.9676359656554,660.333539832644,748.724075776676,27.6306814576729,732.403415414854,776.317480156383,26.3803120388464,794.0191660009,1.97452367109864,25.6633514001412,0.598739898259718,1.332,0.981749999999999,0.20775,22.46022,22.770775,22.03568,21.9265875,21.0093625,101.6841715,99.7815,3.7751275,22.79525,23.12025,21.8815,1.3775,-0.480250000000001,2.6,1.68975,435.5975,443.4425,429.455,435.485,0.19,0.17,0.47,-0.03,-0.23375,-0.06,0.29325,0.20775,25.13955,25.3629,24.13,25.85865,26.3941,25.556825,26.461875,23.69025,23.9396,24.335275,24.014325,25.0403,25.23515,29.19515,24.439975,24.8365,25.1533,25.774775,26.024375,26.5408,26.6472,24.7602,25.2843,25.794225,25.964075,25.966875,26.4998,27.185475,-7.4674,-2.2656,-3.34675,-3.12625000000001
1,3.25,0.210194834875449,2.47930980893865,0.700159071246279,602.232854266967,27.8736347469586,634.127064135278,687.313217607847,27.8702187113959,640.084140369007,695.375215276477,27.2864563639179,740.972270345868,771.109835715364,26.4384326977755,770.830363665323,1.91499027569537,25.5722053775901,0.754426253296963,1.198,0.905999999999999,0.23,22.43186,22.7188,22.21012,22.1304875,21.2294075,101.66136375,99.781,3.96766,22.798,22.976,21.95,1.48,-0.264,2.76,1.948,433.88,443.28,430.38,435.44,0.19,0.17,0.492,-0.03,-0.236,-0.052,0.28,0.218,25.0798,25.312,24.103,25.8514,26.3958,25.555825,26.461875,23.658,23.936,24.3344,23.9891,25.0332,25.22885,29.195775,24.3944,24.7986,25.0956,25.7404,26.023,26.5366,26.6474,24.7464,25.2466,25.783,25.9604,25.9676,26.499,27.180425,-9.330725,-3.417425,-4.04815,-2.4785
1,3.75,0.195404707560148,3.06227330287508,0.821526287188526,605.10441550846,27.7559861260511,619.096995581433,691.673167086541,27.4381733387808,665.1268562,696.987489705281,26.7373784417783,670.150917551307,792.312535160767,26.6128737447913,775.196852978485,1.80010555315047,25.2542631159662,0.85228917788459,1.02,0.742,0.29,22.47082,22.6892,22.25092,22.077195,21.025765,101.639105,99.699,3.8531125,22.61,22.782,22.01775,1.5,-0.384,2.78,1.422,432.34,443.42,428.18,435.94,0.19,0.17,0.458,-0.032,-0.1925,-0.07,0.2865,0.218,25.0258,25.2646,24.078775,25.8378,26.3976,25.555825,26.460875,23.663,23.885,24.3224,23.97275,25.0188,25.2604,29.192825,24.3526,24.7412,25.0264,25.7132,26.0211,26.5316,26.64695,24.6532,25.2022,25.7632,25.954,25.9708,26.499,27.179425,-9.031525,-2.79275,-4.17495,-2.89800000000001
1,4.25,0.161190032024646,4.07884145028105,0.628784654662452,638.630447093362,27.3950233762222,617.284523879513,664.552857938843,26.855732596382,665.077964464489,712.229003916531,26.5961021524486,724.06597740671,795.303025339957,26.6704731842608,770.317189459973,1.55813815594954,25.1493588026869,0.755277708514594,0.97,0.785999999999999,0.216,22.50178,22.7588,22.32182,22.18378,20.803435,101.632702,99.709,3.96275,22.44,22.77,21.84425,1.4,-0.0900000000000001,2.6,1.524,430.92,442.56,426.3425,434.0325,0.19,0.17,0.492,-0.04,-0.2435,-0.072,0.2865,0.208,24.9758,25.2072,24.0597,25.8224,26.4003,25.5541,26.4606,23.5888,23.8552,24.307,23.94635,25.0002,25.26015,29.191625,24.273,24.6858,24.9776,25.6972,26.0191,26.5252,26.6464,24.5422,25.1386,25.7398,25.9454,25.9722,26.499,27.199775,-8.4939,-2.88825,-4.60975,-2.616
1,4.75,0.180587250872,3.82220617285689,0.764005532338766,618.398377291691,26.9629062432883,614.462720762373,671.60980453821,26.5081862695569,661.147479375968,722.283837098435,26.1097543538855,726.653629420905,775.143574105552,26.8248030281274,793.904358324573,1.32976968303465,25.3468302168159,0.768160737836617,0.964,0.728,0.194,22.477,22.8018,22.17726,21.8772375,20.62217,101.63560875,99.6675,4.0495025,22.092,22.44,21.514,1.48,-0.318499999999999,2.7,1.518,433.76,441.88,425.78,434.12,0.19,0.17,0.494,-0.03,-0.26,-0.07,0.28,0.218,24.901,25.1454,24.03655,25.806,26.4022,25.5531,26.459875,23.534,23.8282,24.2918,23.92515,24.9822,25.27365,29.189525,24.1728,24.5978,24.9372,25.6842,26.01725,26.521,26.64595,24.471,25.0658,25.7126,25.9364,25.9728,26.498,27.1886,-9.41047500000001,-3.522175,-4.998025,-2.77975
