DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,5.38772799999999,19.170899,2.386674025,0.38905,0.992650424999999,0,4.40394975,4.5049415,474.05768,0.333875,309.80586,312.052425,3.759625,-0.821853404999999,97.962751,3.694529375,2168.702,24.846254,0.128201,0.284523,1.488495,0.434244,97.3491565,1.38790705,1.419624525,0.6165759225
1,0.75,5.121355,12.1460405,2.403339,0.40132,0.889771775000001,0,4.54688199999999,4.41135799999999,536.923215,0.3632875,307.564135,308.787125,5.52454205,-0.3591525,97.18002,3.73140305,2191.94775,11.95110875,0.8788078625,0.39800075,1.44860125,1.40809,97.35143175,1.41170075,1.42026075,0.617741
1,1.25,4.3069517,19.0775445,2.415364,0.3847079625,0.863661347499999,0,5.0615575,4.868038,541.63461,0.319225,307.101835,308.566375,4.4793875,-0.4723185,97.376507,3.74398575,2183.300525,11.673796,0.526144942500001,0.405735249999999,0.68454,1.070096,97.3688275,1.2825901,1.299747675,0.57411205
1,1.75,5.453944,12.25234875,2.33346325,0.3905065,0.901381800000001,0,5.28499,4.83896400000001,482.64777975,0.3495505,307.1712,309.69394,5.68022499999997,-1.044520015,97.437507,3.7486765,2157.846,7.92082099999999,1.21476025,0.379693995,2.4134816,0.71859,97.37219575,1.257330875,1.3585099,0.57167373
1,2.25,4.800035,14.476499,2.72369,0.4073832,1.00693085,0,3.497097,3.4319655,516.724975,0.223024125,306.914545,308.189445,5.94998024999999,0,97.804396,3.6731782,2172.63095,12.862005,0.1294527075,0.325047465,1.2752786,1.018419,97.372715,1.30918325,1.4670105,0.6242422875
1,2.75,3.7218125,17.8824992499999,2.460876,0.393020055,1.104672725,0,3.278099,3.62707585,501.20215,0.2483611075,308.472595,308.7449625,5.031725,-1.0426350325,98.0906755,3.680537475,2161.446,9.41520724999997,0.1361325,0.383266,1.395076,1.50686199999999,97.392016,1.30257125,1.464675,0.57857
1,3.25,3.9040446,13.90245,2.329786125,0.395815,1.10375555,0,4.60739199999999,4.55256999999999,537.79832,0.24628,307.2966,307.5234,6.57429999999999,-0.638282000000004,98.14446075,3.69321025,2163.1262,19.461823,0.40821,0.318052999999999,1.35345,0.818065,97.3924555,1.398332,1.366224,0.591574
1,3.75,4.51107349999999,12.714259,2.3717895,0.355084565,0.994681,0,6.95884,7.11187,537.3827725,0.2421705,306.815965,306.820575,4.48162499999999,-0.142343250000002,97.99551475,3.69941045,2172.99145,10.54819625,0.14040125,0.375396,1.36276,0.772085,97.3730245,1.37847975,1.271166,0.5760727
1,4.25,3.8419365,11.8612215,2.20229275,0.3755165,1.0338039975,0,8.61052,8.91136,531.0949325,0.2696875,306.63222,305.920325,4.572425,-1.3606,97.95326,3.70540265,2182.996675,10.286384,0.3310565,0.25563875,0.73505625,0.8043825,97.374165,1.286533125,1.3515085,0.5744945875
1,4.75,4.822269,16.5914755,2.108205,0.360714,0.911180999999999,0,6.1579562,7.5017492,530.000605,0.261275,305.353995,306.23654,4.1382,-0.197068500000001,97.988664,3.72619525,2180.32,12.386335,0.15196925,0.2462826875,1.4650972,1.914475,97.375365,1.2478817,1.266933325,0.5523190425
