DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,437.24725,17.001625,7.23699999999999,4.67275,16.59365,76.3605499999998,5.1907,1.075825,1.72103,2.208845,1.24951,101.62825,100,16.6725,6.55799999999998,17.8297,0.571147,11.823925,12.321375,0.937,0.48755,2.596675,390.65,391.825
1,0.75,423.99,18.397,4.950025,4.73475,8.6472249999999,177.487999999999,4.75805,0.9894,1.8315,2.3323,1.3417,101.622,100,16.3719,6.77399999999999,17.939,0.550755,11.774675,12.3155,0.91125,0.476125,2.7818,385.825,390.47025
1,1.25,421.0445,17.9425,9.28219999999992,4.66925,3.261125,168.61,4.963,1.181,1.8425,2.2965,1.3056,101.558,100,16.29965,6.481,17.926,0.49597,11.6315,12.30725,0.9163,0.19155,2.633725,380.3,390
1,1.75,412.19725,19.35525,4.30275,5.54075,5.57364999999993,80.6,4.825,0.95775,1.7415,2.1235,1.2426,101.556,100,16.60705,6.505,17.6475,0.45056,11.584825,12.290375,0.9333,0.2643,2.769025,385.25,389.825
1,2.25,432.279,17.722,3.27905,5.89025,15.87975,232.849999999997,4.898,0.9252,1.8537875,2.08225,1.2541025,101.588,100,16.728,6.217,17.817425,0.4913,11.569,12.28575,0.9237,0.2358,2.715675,383.55,389.65
1,2.75,411.43475,17.1841,5.545,6.59749999999999,2.23135,134.8825,4.97,1.0616,1.896045,1.996435,1.227175,101.574,100,16.6162,6.153,18.24375,0.4853105,11.564425,12.281125,10.72455,0.4532,2.6198,383.825,390.825
1,3.25,429.4935,16.947925,6.195125,5.837375,8.05269999999999,82.0727000000005,5.566375,1.121875,1.75896,2.14917,1.310355,101.538,100,16.4715,5.898,18.2111,0.50407,11.566925,12.2715,10.7434,0.3794,2.707825,382.425,388.825
1,3.75,442.764,17.58575,3.40954999999999,5.018375,17.314625,135.99125,5.2648,0.985,1.712425,2.03784,1.178015,101.588,100,16.305,6.092,17.85535,0.467297,11.5506,12.25325,10.73885,0.49715,2.787575,383.025,386.91075
1,4.25,436.614,16.02815,10.285375,4.90375,3.54095000000002,50.8575,4.899175,0.980025,1.755555,2.133315,1.19846,101.606,100,15.8535,6.081,17.537175,0.4723355,11.557425,12.235,10.7071,0.595625,2.60825,380.825,387.475
1,4.75,424.568,16.310875,11.06465,5.4285,6.26010000000001,49.013,4.8115,1.0375,1.758405,2.089995,1.2067925,101.602,100,15.71235,5.93,17.215425,0.5123845,11.514325,12.206875,10.71395,0.365375,2.7525,382.3,385.65
1,5.25,405.3475,16.6985,14.46515,5.79374999999999,4.78479999999998,69.5262499999999,4.7282,0.9362,1.6423,1.83672,1.160535,101.59,100,15.6329,5.801,16.5036,0.468228,11.48875,12.180125,10.73225,0.2603,2.528425,382.125,385
