DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.182542,-0.006164,-0.0015805,0.0012955,-5.983415,-0.110918,0.668962,-0.023444,411.164395,2.485608,-7.8863225,-0.508536,-0.4262322,-0.38084925,-18.266785,83.54581,0,0.2982798,-9.973406,-5.9119805,-0.216565,0.408272466,1.554248,253.9498,276.49105,0,98.594527
1,0.75,0.178601,-0.05273875,-0.078395,0.00227525,-6.1174455,-0.181925,0.551359,-0.01905925,411.366163,2.349564,-7.9305325,-0.550151,-0.44551785,-0.3865997,-17.940805,83.54771,0,0.2923508,-9.850484,-6.048887221,-0.218598,0.411678374,1.548668,248.7009,275.75295,0,98.58751
1,1.25,0.172213,-0.045315,-0.0391095,0.001633,-6.340817,-0.184465,0.679704,-0.028852,410.998111,2.363984,-7.8406595,-0.5554579,-0.48870045,-0.3830979,-18.05183,83.46608,0,0.2920322,-10.11671,-6.0753175,-0.2126294,0.380600458,1.46624,247.2983,273.43905,0,98.5832175
1,1.75,0.1680645,-0.05080225,-0.061407,0.011731,-6.3657715,-0.11323,0.569655,-0.0324265,411.096559,2.3492365,-7.8493085,-0.5469264,-0.47872245,-0.3830213,-17.096475,83.01953,0,0.3325168,-10.05972,-6.129241,-0.2244142,0.363162518,1.4477585,247.0828,273.0975,0,98.61333
1,2.25,0.163765,-0.044371,-0.060957,0.0107505,-6.181283,-0.185184,0.534728,-0.014822,411.395522,2.230747,-7.991302,-0.5546443,-0.46504725,-0.3782172,-16.494035,82.98118,0,0.1103466,-10.46455,-6.1483225,-0.2355019,0.377303884,1.386891,246.9649,273.8874,0,98.61552
1,2.75,0.168046,-0.0462865,-0.04314,0.002128,-6.5769445,-0.1184125,0.779322,-0.020478,411.260898,2.490172,-8.13819,-0.5619405,-0.4719777,-0.3784324,-16.802805,82.96104,0,0.1211964,-10.12542089,-6.195725308,-0.23458395,0.37306655,1.3589675,244.8995,275.11465,0,98.6210645
1,3.25,0.1703915,-0.033289,-0.0526445,0.01077175,-6.085536,-0.192151,0.573247,-0.0293555,410.92512525,2.4417255,-8.2427455,-0.5703391,-0.47167675,-0.3777921,-14.594575,83.66752,0,0.1223253,-10.35089,-6.225158,-0.2346748,0.360754931,1.3971325,249.3501,274.51945,0,98.614386
1,3.75,0.17474025,0.0282045,0.002581,0.0068695,-6.50815175,-0.160147,0.36011,-0.0254465,410.342869,2.2994945,-8.1536215,-0.5737264,-0.4960594,-0.3704994,-14.228205,83.73752,0,0.09079329,-10.16730174,-6.2344315,-0.23483075,0.363703756,1.502677,248.1591,273.45225,0,98.597981
1,4.25,0.168963,-0.0224695,-0.037562,0.005524,-6.5357365,-0.1279225,0.4164025,-0.023898,410.5362005,2.3517105,-8.0755855,-0.5717595,-0.50803575,-0.3629697,-13.697105,83.76676,0,0.0599572,-9.993341341,-6.200173283,-0.22940875,0.357056998,1.438264,253.6169,275.36445,0,98.6041705
1,4.75,0.173134,-0.001763,-0.0354835,0.0044505,-6.100568,-0.139136,0.331478,-0.0176,411.352205,2.394225,-8.0504885,-0.5728496,-0.51641295,-0.38523495,-15.23105,84.16335,0,0.03921649,-10.12149,-6.262698,-0.22379175,0.351670979,1.4576195,248.3591,274.77665,0,98.63195175
