DOY2,HR2,USTAR,TA_1_1_1,WS,FC,SC,H,LE,G_1,TS_1,RH_1_1_1,CO2,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,TAU,SH,SLE,T_SONIC,PA,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1
1,0.25,0.8853145,20.80888,4.090864,8.30412,5.4417885,6.96830875,53.730695,5.07454999999999,18.8935,100,443.625,10.62275,0.305140625,2,0.430209299999985,0.00440799999999998,8.4373625,24.041025,28.07252,102.1466,23.5002425,1.6934,1.300854,1.045334,0.504947,6.81168095765001,1.2619682489,408.8024,421.167,1.240612,4.88681899999998,47.696425,44.9131,4.57552775,19.90876,19.87447,19.59788,19.02888,17.08,19.36094
1,0.75,0.9151,20.7416375,3.7725,8.0030085,4.39135824999999,10.55416,56.9469774999998,5.50907499999999,18.84575,100,450.15115,10.87955,2.35156399999998,2,1,0.00141125,7.786495,32.45235,27.501875,102.147625,23.500625,1.67892875,1.34910125,1.01400375,0.577653625,12.445283843,0.8901338922,409.8765,417.935125,1.2504675,3.63507567499998,5.0289125,1.842745,3.86868,19.8038125,19.739975,19.3907,18.809425,17.12411,19.32264
1,1.25,0.9426,20.547975,4.055323,8.661675,4.74954799999999,8.39965874999999,46.2169049999999,5.36765,18.846,100,443.006775,12.53154,2.27037199999996,3,1,0.00178359999999998,8.91557125,44.88984,27.78984,102.1386,23.312025,1.769826,1.419774,1.103504,0.5347154,11.6746950269999,1.5739660028,410.1184,419.814,1.18443175,2.85077954999998,3.22246599999999,1.185244,3.94014175,19.82468,19.74214,19.50912,18.92458,17.10198,19.25866
1,1.75,0.9272648,20.2538925,4.3138995,9.316633,5.41755596964999,7.74700599999999,79.4675549999992,4.942725,18.90275,100,456.055125,14.0894,0.746121274999976,2.60000000000002,1,-0.00254200000000002,6.59699799999999,73.28699,27.5895,102.1422,23.1254175,1.983512,1.540918,1.070578,0.6745146,20.7776017969999,2.97308466225,411.7432,419.6848,1.0867245,2.52769774999998,3.158056,1.268966,3.7315515,19.81932,19.70937,19.4841,18.86908,17.07582,19.19364
1,2.25,0.899017825,19.9007075,4.1337,15.98951,9.19448101842501,11.1173499999999,55.4566,4.77317499999999,18.8225,100,453.3952,14.596855,2.24619149999994,3,1,-0.000962200000000003,8.41654,61.07943,27.39586,102.1392,23.121615,1.841324,1.40241,1.045132,0.9209478,22.417331886,3.34204819785,410.9076,417.8398,1.13467175,2.41735549999998,3.219582,1.584644,3.81882,19.776,19.67589,19.45844,18.83032,17.0647,19.12512
1,2.75,0.848875,19.662855906,3.6848875,6.94735899999999,14.4326349999998,13.90415,56.0754499999999,4.8457,18.768,100,464.4763,16.00397,1.972,2.60000000000002,1,0.00612599999999999,10.631576,62.5374924999998,27.2549,102.1358,23.102065,1.612116,1.290426,1.0316208,0.702025599999999,18.7189652995,2.756397211775,409.7262,416.777,1.12499925,2.18091649999998,3.348816,0.256865199999992,3.61874,19.76888,19.57885,19.3457,18.76692,17.062,19.05052
1,3.25,0.890461499999999,19.6591571915,3.967404,7.952014445,11.44149219175,14.3578,52.2448599999997,4.59742499999999,18.6975,100,468.17335,15.938795,1.41314949999995,3,1,0.000585999999999978,8.63475,24.0704299999999,27.0437625,102.126,23.205735,1.762994,1.496122,1.022688,0.973268399999999,24.627251545,3.420320639025,411.215,417.3984,1.2697865,1.89163324999998,3.649434,0.527540299999995,3.6164235,19.80356,19.42142,19.34346,18.70704,17.05918,18.97112
1,3.75,0.83469365,19.564725,3.7932545,8.327354,18.114665,15.7622199999999,66.091525,4.35797499999997,18.778,100,488.611675,16.539035,1.974,2,1,-0.00321200000000001,8.97606,40.0817199999998,27.0004,102.1314,23.16166,1.781248,1.278156,1.042758,1.157206,35.645756715,4.00604786244999,413.1824,417.1578,1.186025,1.79138474999998,3.715566,0.829903299999998,3.752915,19.81932,19.38115,19.27776,18.63424,17.06022,18.8888
1,4.25,0.8898576,19.42417993075,3.7388,10.9723975,14.31197,29.8642,72.0334,4.28234999999999,18.71575,100,477.9789,15.818085,6.12499999999993,3,1,0.004978,10.78828,28.11394,27.435025,102.1238,22.961645,1.752972,1.403842,1.177314,0.7445222,34.4479421682499,2.61176632564998,411.6196,416.2306,1.219669,1.59510224999998,3.762406,1.092245,3.52803975,19.75868,19.41396,19.2132,18.5564,17.07746,18.79772
1,4.75,0.937126474999997,19.29774,3.725196,9.72891699317501,18.901375,14.823,84.2671600000001,4.01479999999998,18.542,100,494.6705,15.20298,5.00949999999998,3,1,-0.00301200000000001,9.25741199999998,39.32915,27.157425,102.1228,21.90918,1.822684,1.27538,1.047866,1.3348,28.5439715784999,4.453711592,411.7446,416.1724,1.0885435,0.837189249999983,3.792992,1.186765,3.3645325,19.69932,19.29593,19.21576,18.54718,17.07706,18.70036
