DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_5_1,CH4_1_6_1
1,0.25,0.369988959252482,-3.02471928449224,0.0439945495033242,-0.655176005104264,-2.17027466084569,-10.3631961183842,-47.4317920512844,0.0410035471085335,-33.3799633890015,-30.7250323450111,0.126116425995064,0.334,0.23,0.17,0.14,0.1,-3.34009,-4.33975,-3.3303775,-2.576015,-4.73694,-1.5091,-5.0671275,100.68246025,39.6045,0.11936,-1.7985,-2.4455,0.81375,-1.35775,-1.844,0.4,-5.82475,1.3725,-1.1355,213.735,299.585,266.95,295.375,-0.03425,-0.1255,-0.34,-0.29,-0.66,-0.25025,-0.07,-0.3,-0.32,-0.05925,3.9109,4.87065,6.39525,7.483,8.39475,11.016275,13.098675,14.664725,15.48485,2.699,3.8513,5.786925,6.8204,7.798825,10.411275,12.460375,13.838675,14.89185,4.8945,5.340375,7.04795,8.1068,8.8078,11.591875,13.3689,14.5419,15.5605,3.729975,4.498575,6.410075,7.346025,8.36295,12.8777,14.374725,15.0105,4.69725,5.747625,7.341375,8.541,9.235,13.533725,15.5589,14.9408,-33.740975,-35.1605,-34.3945,-107.41425,3.22003627883195,3.05236257112256,3.11545840073489,3.15760018840263,3.09762968370367,3.40132411279775,3.77332424462406,416.470339548611,409.789352255316,409.295784986409,409.633666462293,407.627385024616,409.838851445365,407.723826820926,413.564979593214,413.300218124468,416.29559037545,418.520661905963,419.322821831381,2005.05833753324,1989.39301079238,1985.7847571431,1993.06916508158,1998.24464782968
1,0.75,0.417180355395864,-3.30041616402066,0.0305327604442732,-4.18642874734761,-2.93492017244701,-6.54821665192717,-32.8345205283798,0.0357484918925246,-51.1028410867287,-23.7482508394143,0.126208828140406,0.308,0.24,0.18925,0.12725,0.10525,-3.603555,-4.44335,-3.5869375,-2.7733425,-5.09702,-1.6943,-5.293875,100.69059025,39.7295,0.2237625,-1.949,-2.68025,0.68225,-1.60375,-1.996,0.4,-6.08975,1.3725,-1.162,213.135,298.285,265.46,295.035,-0.02425,-0.1455,-0.34,-0.29,-0.66,-0.25,-0.065,-0.3,-0.32,-0.05925,3.8389,4.81265,6.3837,7.4787,8.401375,11.0166,13.098675,14.66405,15.48385,2.654175,3.798525,5.759475,6.808875,7.809475,10.4138,12.462075,13.83995,14.91785,4.774025,5.267925,7.03495,8.103325,8.813425,11.587075,13.3689,14.542075,15.558775,3.701825,4.466875,6.384875,7.34085,8.353525,12.8777,14.373725,15.0085,4.619625,5.7165,7.32475,8.531,9.2385,13.5339,15.5579,14.9398,-33.7697,-35.5363,-34.980625,-108.67625,2.86798765666949,2.92867879478982,3.13230226528455,2.94814618370751,3.13924669411502,3.46367546246282,3.80143133498023,417.463385199435,409.724509615623,409.032333220367,409.826714897089,418.270856509996,410.996067519339,421.809959451771,414.268692081145,412.100042637767,410.575099339239,418.47644216111,415.283676070118,1986.9547229427,1990.72250046105,1993.72894781792,2006.20630415996,1992.81069789251
1,1.25,0.410407742559964,-3.65759009535878,0.0300737159344499,-2.70491334950647,-4.12080435372351,-7.74161541073335,-29.9729800141548,0.04224080561379,-35.6333750881408,-30.9267310441608,0.124593686927635,0.414,0.29025,0.18,0.12725,0.09,-3.9156075,-4.7808,-3.916765,-2.9917725,-5.33513,-1.94758,-5.560985,100.68785075,40.56725,0.17284,-2.022,-2.91025,0.67,-1.71525,-2.068,0.4,-5.811,1.2,-1.2685,213.09,297.04,263.93,294.43,-0.03,-0.14275,-0.34,-0.29025,-0.66,-0.26,-0.07,-0.3,-0.32,-0.05925,3.75805,4.7542,6.372425,7.47345,8.407275,11.016975,13.09835,14.66205,15.482175,2.569125,3.73835,5.7332,6.79735,7.82085,10.414225,12.4625,13.83895,14.956,4.673375,5.201225,7.021675,8.09995,8.8195,11.582275,13.3689,14.541075,15.557775,3.622225,4.418225,6.35795,7.33585,8.34575,12.8777,14.372725,15.0075,4.539125,5.665875,7.29875,8.523875,9.247125,13.5339,15.5569,14.9388,-34.5393,-34.46355,-34.519025,-108.068,2.64011983188654,2.74688141794339,2.7274120402685,2.97178784055826,3.23476747639161,3.56474967811883,3.75833266133821,417.023153060157,409.59625325159,409.854671117068,409.84470697146,410.196453866882,410.078899278741,409.982717564255,413.789915859973,412.613619595674,416.072451239794,417.677029587757,424.340423899832,2019.86279632905,2007.76641003304,1985.52138382512,1988.30640943974,1982.79393566048
1,1.75,0.484747869274851,-4.02801989283521,0.0308636361967394,-1.55708189229086,-2.54857943032026,-13.0458218421174,-23.8063597779213,0.0352461464837965,-35.1502486076925,-22.2013515715909,0.149852492468162,0.438,0.27,0.19925,0.13725,0.1,-4.27766,-5.262125,-4.29416,-3.50919,-5.79261,-2.04068,-5.7320875,100.68560625,41.47875,0.105425,-2.29775,-2.85925,0.44925,-1.85325,-2.17,0.4,-5.58825,1.2725,-1.164,212.7425,295.84,262.99,294.495,-0.024,-0.15,-0.34,-0.29025,-0.67,-0.25,-0.07,-0.31,-0.32,-0.05,3.686375,4.694675,6.372125,7.467225,8.413625,11.016825,13.09835,14.661375,15.481175,2.477575,3.67295,5.708925,6.784375,7.83195,10.4173,12.4462,13.83795,14.970925,4.5871,5.16035,7.016525,8.0963,8.822225,11.5765,13.369525,14.540075,15.556775,3.510975,4.337625,6.33185,7.329475,8.33935,12.8777,14.37105,15.0065,4.450125,5.605,7.27175,8.515375,9.257875,13.5336,15.5549,14.9378,-35.3662,-39.338,-35.482675,-106.631,2.55755604437124,2.6959465675362,2.98260572869971,2.95824725953215,3.27662319461065,3.57228409985381,3.82125466994648,415.697134554779,412.33126508867,410.112620397243,412.224844596497,408.947547900823,412.384442400237,415.200614827018,418.430836752861,414.60604988978,411.997231708499,421.380161657092,413.735488559098,1978.97820364615,2008.32354321431,2002.74400075436,2015.55038089533,2003.66551147567
1,2.25,0.510494995331266,-4.0453910268694,0.0315438930005468,-2.98849164210753,-6.54684000832682,-22.9183831390043,-42.9742292469911,0.0275321865566876,-51.3878446723394,-23.67588225438,0.107842997332052,0.42,0.2535,0.18925,0.12725,0.1005,-4.40796,-5.105375,-4.46778,-3.810895,-5.75496,-2.12232,-5.3817625,100.6895735,42.03,0.04588,-2.306,-2.83225,0.39575,-1.954,-2.373,0.3,-5.5655,1.3725,-1.142,212.415,295.2075,262.405,293.925,-0.024,-0.15275,-0.34,-0.29,-0.67,-0.25,-0.065,-0.3,-0.32,-0.05,3.6145,4.62825,6.376675,7.460975,8.41925,11.017675,13.09835,14.660375,15.47985,2.399125,3.608675,5.6841,6.773125,7.8387,10.339975,12.436425,13.83695,14.97315,4.49985,5.103725,7.0221,8.09165,8.8196,11.521375,13.3688,14.539075,15.55505,3.40915,4.2618,6.306925,7.32255,8.34105,12.877375,14.37005,15.0045,4.400375,5.539875,7.245875,8.507875,9.267625,13.5336,15.5539,14.9368,-36.103,-34.8739,-34.1922,-106.144,2.45167729941185,2.94019728790651,3.05964664637335,3.11792002768995,3.53499651046541,3.60666976984665,3.77633951673297,416.187797132931,410.501697506594,414.531988700644,410.383029841197,415.247679331572,410.356118769178,410.574448893288,415.492615277195,413.064303354747,417.224484333956,421.441473783481,422.232225192295,1977.79533482997,1992.655171302,1978.40570579597,1985.611708411,2005.587441678
1,2.75,0.45683791039468,-4.19262446617245,0.0407985174552658,-1.18760075143543,-4.45673743127996,-21.3253647317147,-55.096240388259,0.037263577656542,-33.0356991128882,-26.2847240841758,0.162567806613122,0.408,0.307,0.159,0.13,0.09,-4.59295,-5.19405,-4.685485,-4.007325,-6.0450375,-2.141915,-5.8163,100.71273225,42.305,-0.0600175,-2.75475,-3.5815,0.28475,-2.135,-2.944,0.37,-5.678,1.31,-1.168,212.44,293.69,261.505,289.75,-0.03425,-0.143,-0.34,-0.29,-0.67,-0.26025,-0.07,-0.31,-0.32,-0.05925,3.5383,4.5605,6.379225,7.453775,8.41545,11.0161,13.0983,14.659375,15.476,2.3236,3.544425,5.659,6.76105,7.831175,10.419525,12.4377,13.8348,14.9703,4.4392,5.031475,7.0057,8.0859,8.819625,11.524625,13.3688,14.5365,15.553775,3.321,4.19595,6.28255,7.3149,8.346275,12.87725,14.36905,15.0035,4.3335,5.4674,7.217125,8.499375,9.273625,13.5336,15.5508,14.9347,-35.93575,-37.5142,-34.60095,-106.96,2.51885769628417,3.16573389368114,3.23232597745864,3.25003292417557,3.56224263623323,3.55485806074564,3.7936730755344,416.794932370309,413.46065404074,411.173017211295,413.683975520954,417.360883639955,413.88518741455,416.525447615332,414.326965536318,418.494248372318,415.592847569448,421.475305187449,423.09471147986,1980.66309019622,1985.92575046368,2007.31616648987,1987.16954560278,2021.44810536581
1,3.25,0.476347034284067,-4.70925860099224,0.0298527120079744,-0.907895830121967,-5.61007627467051,-10.8898857877657,-29.2081696264148,0.0394590098328592,-42.9091695989476,-23.2623598205637,0.134612077128591,0.43,0.30025,0.18925,0.12725,0.09525,-4.9758,-5.705175,-4.98688,-4.171335,-6.47295,-2.525,-6.47995,100.70694175,44.23275,-0.1020475,-2.7605,-3.80425,0.1035,-2.4005,-3.206,0.3,-5.4665,1.2725,-1.00375,211.3725,292.8775,261.29,288.63,-0.02,-0.15,-0.34,-0.29,-0.67,-0.26025,-0.06,-0.31,-0.32,-0.05925,3.470175,4.507525,6.38005,7.445575,8.407025,11.018425,13.09835,14.658375,15.4765,2.300425,3.491425,5.63345,6.748975,7.826875,10.421775,12.43755,13.83495,14.970825,4.372675,4.9722,6.98205,8.081,8.819475,11.527975,13.368525,14.53735,15.552775,3.2397,4.135875,6.257625,7.306525,8.350625,12.877375,14.36805,15.0025,4.2545,5.4115,7.188625,8.4895,9.279,13.5333,15.5512,14.9337,-36.3324,-41.193175,-36.97755,-110.41625,2.71182953405918,3.06025655588447,2.99354177288231,3.08284449864779,3.36613676985045,3.37961058086978,3.71006746256624,415.636000536928,412.143179956943,411.483296744306,412.074547636871,411.166818907241,412.075439834293,410.558735544359,415.01388508273,415.382277156347,413.277819073272,421.467915396838,420.316008043249,2005.39596819236,1983.71975930057,1987.62677586157,2009.81429519541,2012.40135628073
1,3.75,0.480129453906983,-4.90887854755399,0.033243044487439,0.114623794279062,-5.68295101753428,-10.1208653963604,-31.2342241579245,0.0321301465865215,-41.6321778162368,-22.2669983588077,0.140094411271342,0.38,0.30025,0.1885,0.15725,0.1,-5.20624,-5.829475,-5.31537,-4.3406,-6.6771125,-2.49032,-6.5229825,100.68250875,44.8655,-0.11965,-2.8015,-3.9205,0.01925,-2.43375,-3.332,0.3725,-5.45375,1.2725,-0.9455,210.445,291.905,260.24,288.395,-0.024,-0.14275,-0.34,-0.29,-0.67,-0.27,-0.07,-0.31,-0.32,-0.05,3.430725,4.45965,6.374,7.437375,8.3986,11.019275,13.09835,14.657375,15.4755,2.262425,3.4389,5.610375,6.737175,7.816825,10.423025,12.4384,13.83395,14.9695,4.29555,4.925175,6.9575,8.073625,8.814975,11.557375,13.368525,14.535625,15.55105,3.127025,4.064325,6.232525,7.297425,8.309575,12.877375,14.36705,15.000825,4.170375,5.3565,7.161,8.478,9.283375,13.5324,15.5502,14.93195,-36.459175,-38.2478,-37.58475,-109.445,2.94862316701311,3.06345274128928,3.18266922501683,3.30056115001146,3.33047948420737,3.36186982133066,3.62354358655087,416.02153100307,412.220459966817,415.051256093848,412.343727488301,417.17760154971,412.366376826687,414.470105712757,415.242762081703,417.611007433019,414.711797250811,421.592960120252,424.241227089119,1980.15424442765,1982.96797688336,1978.76477507162,2013.13066610445,2009.61268536571
1,4.25,0.357402695001041,-5.00524769231879,0.0290283813809409,0.179902709032633,-3.57331669331714,-19.6947617851958,-27.379061595463,0.0437703849103371,-42.0777523219809,-22.7535934518837,0.148343748055868,0.324,0.24,0.22,0.13725,0.11,-5.36807,-5.921425,-5.45576,-4.498185,-6.909825,-2.70064,-6.55965,100.67365775,45.626,-0.14466,-3.0175,-4.02025,-0.14825,-2.537,-3.418,0.3725,-5.603,1.2725,-1.11825,208.5225,291.0975,258.635,288.26,-0.03,-0.16,-0.34,-0.29,-0.67,-0.26025,-0.065,-0.31,-0.32,-0.05925,3.394675,4.408825,6.35165,7.42915,8.383375,11.020125,13.09835,14.656375,15.47485,2.23385,3.396475,5.5875,6.7259,7.81265,10.424275,12.438825,13.833625,14.9685,4.226725,4.860575,6.931225,8.064525,8.80685,11.552575,13.3678,14.534625,15.55005,3.067175,4.00935,6.20815,7.28805,8.304825,12.87705,14.36605,14.999825,4.10375,5.295875,7.130625,8.4655,9.284875,13.5324,15.5492,14.93095,-37.8425,-39.602375,-38.0315,-108.7195,2.81481636824107,2.94904688231515,2.98959596759299,3.0253850950927,3.36116231847174,3.38800357839868,3.65660966963037,417.814652853551,412.713555014847,412.02312224156,412.851045093171,412.335959147835,412.541380392414,415.0958661814,416.084488197375,417.731427967301,416.697345369136,421.548728516461,422.587959163601,1976.84000259862,2008.79721006532,1978.2901187593,2012.0262375064,2013.52071884182
1,4.75,0.368704021261454,-5.33231457040437,0.0246190262917652,-1.55698617014032,-7.0038135364445,-10.5985161993642,-20.3214507929422,0.0346071271596759,-49.8619246755982,-20.7338882751537,0.139079989561994,0.388,0.31,0.20625,0.14725,0.12,-5.69139,-6.367875,-5.68139,-4.69664,-6.95091,-2.89337,-7.0245,100.6719845,46.089,0.07501,-3.21925,-4.22325,-0.29925,-2.72075,-3.614,0.3,-5.7185,1.3725,-1.06925,209.715,290.335,258.705,287.3,-0.024,-0.15275,-0.34,-0.29,-0.67,-0.26,-0.06,-0.31,-0.32,-0.06,3.327025,4.3464,6.3291,7.418975,8.37105,11.0205,13.098025,14.655375,15.4735,2.154325,3.33685,5.561775,6.71525,7.80875,10.4258,12.4391,13.832625,14.9665,4.1603,4.803625,6.910575,8.05615,8.79845,11.5478,13.3678,14.533625,15.548775,2.97935,3.966125,6.192475,7.25285,8.300525,12.876375,14.301825,14.90115,4.037875,5.237875,7.102125,8.453625,9.2805,13.532075,15.5479,14.92995,-38.5156,-39.53745,-37.6941,-106.171,2.97951413549073,3.0531540341078,3.10599304447661,3.1706889476027,3.31894851018671,3.31688283982281,3.6381040169604,417.623319751212,413.037435806643,415.34371893062,413.419528492699,417.02994414907,413.157973451886,415.786882249046,415.177111502326,416.069320427428,417.214691421938,419.670483358548,425.660410595611,1979.19043355255,1991.12528815311,1980.30851827303,2014.01072730394,2012.47169642711
