DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH,T_SONIC,TA,VPD,TS_1_2_1,TS_2_2_1,USTAR,WS,G_1_2_1,G_2_2_1
2,13.25,625.82365,-0.25767875625,6.6323815,281.5,53.7,94.195175,31.566465,25.68094,24.4475,27.05,25.15,20.2,0.432933725,3.486896917,54.6725,27.78
2,13.75,627.7227,-0.258091886,6.073627,298,56.2,94.15588,29.58308,26.4296525,24.895,28.4,26.42,21.43,0.474754,3.60999235625,78.74,34.7425
2,14.25,625.7443,-0.42958246775,5.982366,304,55.375,94.11439,28.73693,26.5793525,25.3825,29.1,27.59,21.25,0.4693427,3.598317399,95.15,38.1525
2,14.75,626.3667,-0.30983045625,5.8474,291,51.55,94.0925975,27.6437175,26.95439,25.765,29.875,27.9,21.08,0.4819539,3.81260779875,96.775,37.44
2,15.25,619.791525,-0.396885443,5.793115,287,48.3,94.06895,26.2534325,27.02534,25.855,30.1,28.715,21.35,0.4961734,3.89118779825,87.45,34.805
2,15.75,617.073625,-0.4169307765,5.80685175,250.75,47.15,94.0415975,25.62266,27.1866875,26.28,30.75,28.875,21.145,0.503680175,4.0334182665,61.6225,31.2775
2,16.25,616.5666,-0.263338978,5.512341,238.25,43.85,94.0137125,24.20205,27.2427775,26.13,30.85,28.33,20.96,0.5010256,4.1835565235,45.7875,31.6475
2,16.75,621.6095,-0.228017332,5.33192575,202,40.5,93.9968725,24.43588,27.24301,26.045,31.2,27.66,20.76,0.469495125,3.79130263975,37.875,37.185
2,17.25,623.4704,0.056751102,5.668405,160,38.4,93.99979,24.1352,27.4316825,26.3025,31.2,26.97,20.61,0.4853517,3.75791991925,40.58,34.4875
2,17.75,618.3246,0.00793464875,5.56016225,115,31.7,94.00572,24.8489,27.302615,26.055,31.4,25.7375,20.57,0.480383775,3.88914529425,38.8775,30.0525
2,18.25,618.595175,0.27975893925,5.678246,59.9,20.55,94.0214075,25.52996,27.063715,25.495,30.275,24.1025,20.3575,0.4339889,3.83117166875,26.5625,25.075
2,18.75,617.879425,0.464788806,5.7775065,16.65,15.65,94.028465,27.62883,26.31279,24.8925,29,22.77,20.22,0.3904895,3.4385986205,10.36,17.885
2,19.25,619.150775,0.40987855,5.997077,-2.665,6.59,94.0342925,30.184925,25.34842,23.325,27.3,21.51,19.815,0.2846501,2.858879852,-0.4865,10.125
2,19.75,619.9095,0.40957571025,6.03671925,-3.42,4.895,94.04631,31.577,24.5584775,22.4225,25,20.24,19.39,0.2382836,2.5183287915,-7.006,4.1775
2,20.25,622.86845,0.4841106235,6.232136,-7.11,6.385,94.071285,32.420365,23.76258,21.61,22.6,19.4225,19.045,0.229083,2.2463200135,-11.26,-0.3505
2,20.75,626.69685,0.4568115135,6.27267,-5.295,3.7725,94.091455,34.91095,22.63246,20.56,21.85,18.7125,18.6525,0.2155613,2.156214746,-13.77,-4.0565
2,21.25,628.4099,0.53272452575,6.318951,-3.135,3.08,94.10948,34.80934,21.7935175,19.9325,20.475,18.04,18.34,0.2096423,2.0440646045,-15.54,-6.6655
2,21.75,625.459375,0.49235331075,6.31361175,-5.0925,3.75,94.1178975,35.9298175,20.80337,18.9225,19.4,17.54,18,0.2121422,2.0601275225,-16.765,-8.31
2,22.25,636.6372,0.50328161325,6.5025675,-3.505,2.99,94.136405,38.00059,20.1480075,18.1375,18.1,17.05,17.77,0.2127321,1.996830161,-17.445,-10.37
2,22.75,633.602675,0.4997132425,6.5300005,-4.57,3.97,94.14693,39.611125,19.586715,17.645,17.15,16.58,17.51,0.2014259,2.1165021955,-18.185,-11.625
2,23.25,631.9635,0.585303964,6.619817,-4.7525,3.2275,94.14494,41.3175,19.187835,17.255,16.7,16.105,17.2725,0.1874597,1.943958193,-18.725,-12.855
2,23.75,634.481,0.5798282,6.731665,-6.16,3.5,94.14436,42.2349,18.54978,16.44,15.8,15.7475,17.045,0.1873911,1.7141375975,-19.485,-14.005
3,0.25,620.4456,0.495703,5.2776845,-1.1,2.48,94.02734,29.18136,22.06302,19.83,21.8,19.4625,21.0375,0.26355705,2.34699850275,-22.4725,-15.585
3,0.75,622.7861,0.5608714765,5.3692775,-2.27,2.8125,94.0050625,31.4449325,21.4460225,19.225,20.725,18.915,20.605,0.2561401,2.295189732,-22.7425,-16.755
3,1.25,623.5469,0.520310479,5.63282675,-2.3475,1.78,94.00368,32.6195,20.11151,18.33,19.3,18.435,20.2975,0.257124,2.285465166,-23.1225,-17.7875
3,1.75,625.8798,0.545030966,5.516989,-5.925,2.19,94.00375,32.9187,19.75775,17.64,18.1,18.0225,20.005,0.2538839,2.037473384,-23.74,-18.6575
3,2.25,626.494,0.513267368,5.386968,-3.4625,1.915,94.00294,34.31259,19.59729,17.26,17.5,17.63,19.7175,0.2487888,1.876413958,-24.2675,-18.9075
3,2.75,627.3433,0.533342556,5.447274,-5.04,2.46,93.99585,36.622,19.00013,16.84,17.3,17.2525,19.4175,0.2154509,1.850754945,-24.36,-20.1025
3,3.25,627.3608,0.496362665,5.565948,-3.075,2.875,93.98316,37.30811,18.49446,16.59,16.8,16.9725,19.1325,0.2212078,1.766953519,-24.76,-20.33
3,3.75,628.049425,0.52013561075,5.48186025,-3.43,1.77,93.9681625,37.843825,17.9734975,15.9225,16.2,16.74,18.8575,0.2520415,1.600759034,-25.4175,-20.79
3,4.25,628.434325,0.43444357775,5.4357275,-5.2,1.6,93.9500825,38.28386,17.544685,15.4525,15.4,16.6375,18.6075,0.2174004,1.7224105,-25.83,-21.44
3,4.75,628.8154,0.44726177075,5.49899675,-3.62,2.1075,93.947625,39.2272,17.5052175,15.4025,14.8,16.45,18.385,0.2224246,1.764851434,-26.0325,-22.0575
3,5.25,629.430275,0.421246305,5.40933525,-1.705,2.0125,93.945005,40.8705675,17.30294,15.1875,14.45,16.285,18.1475,0.23666,1.660347172,-25.795,-22.1675
3,5.75,630.904775,0.39014699325,5.341146,-3.63,1.99,93.958895,41.3810775,16.8338175,14.975,14.25,15.99,17.9275,0.21459,1.576954958,-26.2325,-22.6925
3,6.25,629.3963,0.34039848925,5.3434265,-2.0075,1.77,93.9685975,42.773025,16.6823225,14.7025,13.675,15.6275,17.7075,0.2146422,1.66962365,-26.0375,-23.19
3,6.75,631.678975,0.35619133325,5.40025925,-1.38,1.9775,93.9939125,43.83565,16.3974125,14.3375,13.7,15.2275,17.495,0.2517166,1.595333946,-26.5675,-23.6475
3,7.25,632.7675,0.4527075245,5.3592505,-3.37,2.2525,94.0080725,44.668525,16.1287775,14.165,13.025,14.8975,17.27,0.2328857,1.716386376,-27.425,-23.9225
3,7.75,633.8354,0.3526643775,5.4515515,-0.69,1.9025,94.02386,45.34635,15.8428975,14.195,13.225,14.8975,17.045,0.2141263,1.429172716,-26.435,-24.185
3,8.25,632.26735,0.457860478,5.3779065,8.365,4.35,94.03656,42.072155,16.383445,15.225,14.05,15.15,16.9675,0.23910845,1.457572579,-23.77,-23.14
3,8.75,628.580175,0.53385533625,5.58177425,46.55,9.145,94.065605,38.918825,17.51687,16.83,15.1,15.7125,17.505,0.3147025,1.720820295,-18.95,-19.3725
3,9.25,623.595075,0.33078796625,5.65653425,84.9,13.65,94.0983825,34.108425,19.5476775,18.3975,17.5,16.9675,18.535,0.396578,2.116259441,-13.645,-15.135
3,9.75,619.4089,0.1125370165,5.625458,122,19.475,94.1284825,30.6613425,21.7221775,20.5525,20.475,18.62,19.725,0.4153011,2.272406528,-7.7965,-9.605
3,10.25,613.735025,-0.2303461615,5.753553,178.25,22.55,94.1517275,28.81373,23.4478225,22.4225,23.275,20.29,20.9625,0.4501758,2.399932244,-0.877,-3.23725
3,10.75,609.736825,-0.187518383,5.6086305,207,31.575,94.1718775,25.855875,24.863375,23.665,26.2,21.8375,21.68,0.3902788,2.031135331,7.4985,3.35025
3,11.25,607.8409,-0.22638097375,5.39370175,255,33.875,94.1739175,23.9403,25.9914525,25.01,29.7,24.0825,21.94,0.4008982,2.391822578,15.97,6.5575
3,11.75,606.252275,-0.35338937075,5.110323,274.25,39.875,94.164695,22.04925,27.04238,25.87,31.725,27.1125,22.8625,0.4360442,3.061598809,31.8075,10.74
3,12.25,605.033475,-0.61855211625,4.802001,313.25,32.025,94.14209,20.594525,27.6553575,26.5125,33.5,29.395,24.455,0.460114,3.05179967,44.2125,18.8125
3,12.75,603.953575,-0.70357912375,4.5302365,320.5,38.4,94.1115575,18.79685,28.4373525,27.3575,35,32.25,26.22,0.4871209,3.33098061,49.015,24.3075
3,13.25,603.19045,-0.879804024,4.5952785,340.25,36.8,94.08681,17.96995,29.1898625,27.72,36.6,35.1475,27.8725,0.5187475,3.62876663,58.8225,29
3,13.75,602.1249,-0.81131906525,4.425808,342.75,42.225,94.047815,17.504875,29.701445,28.1225,38.55,36.5775,28.8225,0.5449985,3.6213595,91.875,36.1175
3,14.25,601.4786,-0.99214851325,4.225735,351,40.35,94.0084125,16.47455,29.85479,28.495,39.65,38.195,28.7125,0.5459822,3.942313835,110.875,47.475
3,14.75,600.404125,-1.05760781975,4.20181875,348,36.5,93.97141,15.41925,30.3617225,28.9725,40.1,38.9725,28.485,0.5421406,3.93303561,108.025,56
3,15.25,600.0322,-0.938667354,4.13382425,326,37,93.941355,15.23335,30.68543,29.46,40.4,38.2075,28.795,0.54577245,4.076476288,91.525,56.9
3,15.75,599.18545,-0.7254617895,3.9809105,320,35.775,93.91559,15.00895,30.82945,29.4,41.4,36.425,28.6425,0.5909616,4.162449306,76.1925,51.2625
3,16.25,598.4984,-0.7355954705,3.916131,282.5,31,93.894375,15.26085,31.2310675,29.86,42.1,34.885,28.1325,0.559710625,4.397739933,71.175,50.87
3,16.75,598.6704,-0.433398652,3.87360775,256,29.675,93.877655,15.23195,31.1697075,29.615,41.85,34.86,28.1275,0.584681225,4.361740407,70.3275,55.96
3,17.25,598.59055,-0.5039854945,3.8276925,218,27.1,93.863745,14.96255,31.164075,29.75,41.9,33.5225,27.77,0.589007925,4.24080536,65.6825,53.995
3,17.75,598.89075,-0.205584684,3.83022,168.5,20.9,93.858545,15.118625,31.011475,29.505,41.45,31.8225,27.3175,0.558394275,4.35756984,55.2425,49.2075
3,18.25,599.36305,-0.0178332575,4.06829,117.5,14.55,93.868035,15.46215,30.7002675,29.355,40.05,30.3625,26.97,0.5580865,4.35670699,34.8225,42.5225
3,18.75,600.370275,0.1747230235,4.037529,61.95,11.2,93.8654575,16.0849,30.314825,28.7575,38.8,28.925,26.605,0.5135788,4.156617483,17.35,32.745
3,19.25,601.332225,0.581982679,4.34016325,13.7,5.4025,93.8857175,16.8331575,29.5879725,27.815,37.175,27.415,26.0925,0.4500929,3.707737533,4.03375,22.9275
3,19.75,604.38685,0.58335545275,4.23249,-4.3475,3.5775,93.8923925,18.38335,28.6455225,26.395,34.95,25.93,25.445,0.3392321,3.16810814,-4.89625,13.82
3,20.25,606.885725,0.5372649935,4.367525,-11.525,3.3575,93.9191525,20.1859,27.558265,25.3275,32.725,24.665,24.7825,0.3100848,2.817469534,-10.4225,5.897
3,20.75,608.28845,0.566053464,4.755329,-8.36,4.355,93.938745,20.6249475,26.64261,24.665,31.375,23.66,24.155,0.2869439,2.574903388,-14.4125,0.18225
3,21.25,611.640275,0.65170618175,4.5518955,-5.94,3.64,93.9594875,21.9002,26.101385,23.845,29.225,22.8225,23.6025,0.3036839,2.616630747,-16.975,-3.7305
3,21.75,612.66695,0.5623474085,4.705722,-4.1875,4.3,93.96653,22.8039,24.987455,23.1975,28.05,22.17,23.12,0.30631545,2.571218706,-18.5325,-6.80125
3,22.25,615.235025,0.546057685,4.867828,-5.945,3.85,93.991575,23.8115,24.8064675,22.675,26.5,21.52,22.655,0.2987663,2.537560904,-19.5525,-9.3675
3,22.75,615.5871,0.45734471325,4.961498,-3.7825,2.42,94.0098625,24.779475,23.8627525,21.8525,25.325,20.9225,22.26,0.3038329,2.366794336,-20.4775,-11.2125
3,23.25,615.851475,0.5661692175,5.186865,-3.65,3.0975,94.0125975,25.9778875,23.2008125,21.09,24.075,20.4575,21.9075,0.2976357,2.338390239,-21.325,-12.9075
3,23.75,619.281675,0.48660248825,5.157036,-4.64,2.98,94.01919,26.8692975,22.795275,20.9525,23.625,20.185,21.565,0.2943415,2.378200188,-22.0975,-14.1275
4,0.25,614.280425,0.43150984275,6.89155425,-3.61,0.6625,93.8923625,29.350525,24.49218,22.1425,24.775,23.3825,25.4325,0.20681255,2.1421870595,-25.515,-16.25
4,0.75,615.8724,0.36646450575,6.89964325,-3.37,1.31,93.89266,30.21,24.5952075,22.1875,24.65,23.285,25.135,0.18611825,1.9389829295,-25.665,-16.915
4,1.25,617.4288,0.470831549,6.863228,-3.97,0.975,93.88493,31.208,24.11838,21.61,23.4,22.515,24.7475,0.20001905,1.88770716025,-25.87,-18.385
4,1.75,619.207075,0.39790512325,6.84727075,-2.4825,1.05,93.86217,31.7544225,23.325055,21.0225,22.05,22.23,24.435,0.1754993,1.7817952905,-26.645,-19.4125
4,2.25,619.5619,0.331833621,6.762242,-1.635,0.94,93.83993,32.9121,22.93492,20.44,21.2,21.8375,24.115,0.163043075,1.60023093975,-26.8,-20.385
4,2.75,620.0799,0.410928023,7.037532,-1.725,0.95,93.82021,33.7526,21.85898,19.6,19.9,21.465,23.76,0.1922646,1.689110022,-27.325,-21.185
4,3.25,621.359625,0.42594676375,6.91231375,-2.1525,0.59,93.8132825,34.0817325,21.57128,19.1675,18.775,21.21,23.4025,0.1745561,1.7580397665,-28.1525,-22.12
4,3.75,623.0135,0.32845755,6.721344,-4.32,0.33,93.80499,34.20173,21.06111,18.87,18.7,21.01,23.0675,0.17540835,1.56572467075,-28.2625,-22.75
4,4.25,623.1667,0.331116183,6.691618,-2.825,0.935,93.80708,34.9263,20.76905,18.57,18.1,20.7075,22.7625,0.1731047,1.61578569,-28.5075,-23.205
4,4.75,624.978175,0.35264574825,6.70581575,-0.68,1.165,93.8130825,36.65425,20.32917,17.9125,17.55,20.335,22.4675,0.17835395,1.496336559,-28.75,-23.61
4,5.25,624.5338,0.393555937,6.735705,-0.9425,1.2,93.80452,37.355,19.8479,17.36,16.7,20,22.205,0.181794575,1.337872386,-29.11,-24.2825
4,5.75,624.816,0.300165229,6.665589,0.24,1.25,93.81647,38.2464,19.45467,17.14,16,19.6725,21.94,0.181860075,1.38701874475,-29.4175,-24.825
4,6.25,625.828625,0.2777816065,6.7568795,0.74,0.9625,93.81883,38.50225,19.2207225,16.7975,15.7,19.3825,21.68,0.17081185,1.4099168025,-29.3525,-25.215
4,6.75,627.3181,0.267447727,7.050701,-2.25,0.44,93.83305,39.2327,18.82615,16.43,15.1,19.1275,21.41,0.1685732,1.30710280875,-29.415,-25.725
4,7.25,627.733,0.302994131,6.800441,2.16,1.1575,93.87007,39.7722,18.60073,16.53,15.1,19.0175,21.1775,0.17366765,1.40086001575,-29.1925,-25.9775
4,7.75,628.481175,0.39436578375,6.83188625,11.9,2.9075,93.895135,38.5468975,19.15514,17.845,15.775,19.2575,21.1325,0.1935658,1.081240273,-26.7025,-24.6025
