DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_2_1_1,G_3_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,TS_1_1_1,TS_2_1_1,TS_3_1_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,413.0295,2060.93,0.66302,0.4165035,15.7791,-4.51376,-8.652615,-26.9447,0.763463,101.06,84.95665,-22.858,-12.825,0.262048845823047,255.5335,260.562,0,0,-14.4378,0,-5.29999999999995,-6.00799999999998,-6.15799999999996,-0.121921,0.809802972150584,0.576509138067039,0.340700462870344,0.293028,6.594605
1,0.75,412.372,2070.1,0.679611,0.4165035,20.1378,-4.49883,-8.629795,-31.7097,-0.674651,100.869,84.94855,-22.438,-12.787,0.265470673773773,255.823,260.304,0,0.2120355,-16.47155,0,-5.29999999999995,-6.04499999999996,-6.197,-0.13248,0.802588935881875,0.63761900849959,0.356569768769031,0.305826,6.063
1,1.25,414.7775,2063.045,0.649804,0.4165035,23.25255,-4.494795,-8.67712,-29.2575,-0.670362,101.073,84.9862,-23.1175,-12.6355,0.268499220488682,255.153,260.355,0,0.186672,-12.238535,0,-5.29999999999995,-6.07299999999998,-6.19999999999999,-0.1187065,0.792190104705008,0.544744169730029,0.370925993446969,0.2895175,6.29179
1,1.75,416.634,2071.39,0.6475595,0.4165035,21.84325,-4.5191,-8.54589,-34.47105,0.0715205,101.091,85.672,-23.0585,-12.112,0.258738965639566,256.17,261.476,0,0.272014,-9.38613,0,-5.35099999999997,-5.94999999999996,-6.24399999999997,-0.1399865,0.796467036608881,0.660300976895975,0.3660328836018,0.3124025,6.85851
1,2.25,412.519,2055.86,0.6470565,0.4165035,24.9559,-4.11035,-8.43575,-35.19075,-0.706471,101.081,86.5446,-23.083,-11.751,0.269812958235431,258.908,263.912,0,0.218323,-13.3555,0,-5.33249999999995,-5.94999999999996,-6.24249999999998,-0.192498,0.917622313713742,0.654601013472402,0.407513525656812,0.367699,6.89464
1,2.75,409.045,2056.28875,2.59906,0.4165035,24.1449075,-4.05218,-8.5863,-21.2222,0.818573,100.255,86.41,-8.63649999999999,-11.583,0.278401538930693,261.943,265.014,0,0.221361,-12.3314,0,-5.30749999999998,-5.94999999999996,-6.23299999999998,-0.06302645,0.653937738617959,0.548728066004698,0.260321219598819,0.216461,4.786485
1,3.25,408.21275,2056.7175,2.73375,0.417957416666667,23.333915,-4.00209,-8.65419,-20.56935,0.116997,100.2575,86.3288,-8.05599999999998,-11.509,0.282405333262564,262.818,264.312,0,0.152672,-10.6507,0,-5.29999999999995,-5.94999999999996,-6.20999999999998,-0.05837325,0.714730420559514,0.490904586339635,0.240059368094799,0.2091675,5.034965
1,3.75,407.3805,2057.14625,2.75772,0.419411333333333,22.5229225,-3.98248,-8.14102,-22.60535,-0.219856,100.296,86.5074,-7.65799999999996,-11.217,0.29608270425114,264.025,265.237,0,0.146139,-3.80823,0,-5.17499999999995,-5.83599999999999,-6.04999999999998,-0.0643926,0.744657639455878,0.543199779086848,0.259750457169954,0.21923,5.57024
1,4.25,406.54825,2057.575,2.56652,0.42086525,21.71193,-3.699215,-7.71676,-20.6974,-1.23079,100.221,86.5736,-10.067,-11.17,0.288656784038126,267.06,264.512,0,0.200198,-3.99778,0,-5.01499999999999,-5.52499999999998,-6,-0.0516943,0.637554703535312,0.588211696585507,0.247172611751383,0.197035,4.93556
1,4.75,405.716,2058.00375,4.5641,0.422319166666667,20.9009375,-3.71948,-7.85521,-17.57515,2.62226,100.475,86.59395,-1.255,-11.2845,0.285674358291919,266.3485,263.6905,0,0.204494,-4.963335,0,-5.00199999999995,-5.5,-6,-0.226585,1.07445800290193,0.725949722776998,0.461746683799678,0.427325,8.38408
1,5.25,407.8085,2058.4325,2.468745,0.423773083333333,20.089945,-3.706975,-7.72028,-25.8285,-0.6383315,100.233,86.84,-10.2045,-11.3265,0.301345024254546,268.0145,263.9175,0,0.2373335,-5.963775,0,-5,-5.5,-6,-0.06917155,0.707919235319478,0.509906828860246,0.278839379123694,0.231372,5.235165
1,5.75,409.901,2058.86125,2.460485,0.425227,19.2789525,-3.41603,-7.33517,-21.42505,0.690005,100.257,87.8817,-9.13349999999999,-10.955,0.31438493923723,270.473,264.679,0,0.2222,-5.09519,0,-4.8725,-5.25,-5.77899999999999,-0.07049895,0.756127421446075,0.55163618738132,0.275237384287826,0.230074,5.23938
1,6.25,409.331875,2059.29,2.48082,0.40104475,18.46796,-3.40692,-6.583675,-21.53185,-0.1573675,100.232,87.9672,-8.90049999999997,-10.794,0.335840208897681,271.613,267.43,0,0.1424655,-3.8334,0,-4.71999999999997,-4.99699999999996,-5.53299999999996,-0.07674465,0.686946449601185,0.491468704588466,0.287678162942579,0.2401775,5.243595
1,6.75,408.76275,2059.71875,2.488355,0.3768625,17.6569675,-3.42087,-6.596685,-26.64705,-0.240451,100.2155,87.5293,-8.56399999999999,-11.0145,0.352295142008963,265.625,266.633,0,0.05628415,-2.241615,0,-4.70499999999998,-4.95499999999998,-5.512,-0.0735684,0.733426779546578,0.491337184691624,0.273610067094226,0.236199,5.33876
1,7.25,408.193625,2060.1475,2.68018,0.35268025,16.845975,-3.453415,-6.6263,-25.7909,-0.503901,100.225,87.56165,-7.64400000000001,-11.2765,0.359146619476155,265.8175,266.005,0,0.06616035,-0.624798,0,-4.69999999999999,-4.90699999999998,-5.5,-0.0854929,0.780428728328218,0.547190094939592,0.2988067937648,0.250311,5.78377
1,7.75,407.6245,2060.57625,3.265415,0.328498,16.0349825,-3.37452,-6.19866,-4.084014,4.00418,100.486,87.5951,-6.03099999999998,-11.193,0.358757630686107,266.547,265.767,0,0.0850939,-2.16309,0,-4.14999999999998,-4.12749999999997,-5.14999999999998,-0.181627,1.01386795991562,0.769974581279555,0.40652425646656,0.3726855,7.5859
1,8.25,407.231916666667,2061.005,2.830915,0.30431575,15.22399,-3.33969,-6.31252,-22.22625,0.895245,100.251,87.638,-9.43199999999999,-11.005,0.355864042444332,271.023,266.485,3.46944695195361e-18,0.318634,-3.22797,0.106843,-4.14999999999998,-4.10249999999997,-5.14599999999998,-0.107252,0.86117212315586,0.540495141035573,0.334553304674211,0.286355,6.333655
1,8.75,406.839333333333,2061.43375,3.87544,0.2801335,14.4129975,-2.796095,-5.654055,-19.3711,2.86528,100.738,87.9529,-5.52599999999995,-10.627,0.373208894479339,273.619,267.27,1.31218,1.60766,-2.9867,4.027595,-4.14999999999998,-4.09999999999997,-5.1225,-0.0870405,0.719658252228098,0.533674057829308,0.295645226580779,0.250615,6.30339
1,9.25,406.44675,2061.8625,3.87268,0.25595125,13.602005,-2.31985,-4.89019,-14.1253,2.0925,101.507,87.5381,-4.99799999999999,-9.92999999999995,0.394272219801385,273.376,269.078,7.9288,6.15396,-2.69708,21.7334,-4.14249999999998,-4.09999999999997,-5.10149999999999,-0.0689305,0.791260386977637,0.566658627393954,0.25555645168925,0.223295,5.51694
1,9.75,406.054166666667,2062.29125,4.077385,0.231769,12.7910125,-2.141025,-4.89442,-13.575025,2.3784325,102.1885,87.35745,-4.23699999999996,-7.66999999999999,0.425725284644151,275.1315,278.268,21.7606,15.8422,4.16648,48.16915,-4.69999999999999,-4.77199999999999,-5.5,-0.07669105,0.770388949727284,0.645437075664627,0.268509831486546,0.2384235,5.34647
1,10.25,405.661583333333,2062.72,4.31837,0.20758675,11.98002,-2.32524,-5.36292,-13.02475,2.664365,102.103,87.382,-3.29699999999997,-8.733,0.410901744928205,272.345,274.908,51.2158,33.0092,4.98784,105.081,-4.79749999999999,-5.10999999999999,-5.60549999999998,-0.0800309,0.93363965211424,0.680062497128021,0.274998727269782,0.255678,5.24367
1,10.75,405.269,2063.14875,5.38209,0.1834045,11.1690275,-3.27206,-6.545545,-10.7077,4.9311,100.401,82.372,1.41700000000003,-11.568,0.369508548787688,268.917,266.6465,76.4001,52.48565,8.888555,141.153,-4.98999999999995,-5.59999999999997,-5.72999999999996,-0.16227,0.870963833921937,0.618753585848195,0.380996062971785,0.346711,8.62093
1,11.25,407.7235,2063.5775,2.94028,0.165385,10.358035,-3.59618,-6.90774,-10.7178,3.19064,100.313,81.61705,-6.98349999999999,-12.3305,0.378097071756699,265.075,264.2965,98.5661499999977,73.6946500000012,12.5218,218.4665,-5,-5.79999999999998,-5.79999999999998,-0.14151675,0.873890108501846,0.680199785169808,0.372752870455235,0.3250385,6.98028
1,11.75,416.9905,2064.00625,4.72835,0.12972825,9.5470425,-3.75367,-6.68266,-7.69346,6.3237,102.1395,81.6612,-1.70599999999998,-13.005,0.377169699777114,251.879,259.221,117.675,87.6945,17.5511,265.837,-5.29999999999995,-6,-6.29999999999995,-0.0870594,0.899106571826783,0.613443135956168,0.289601757558997,0.255427,7.126345
1,12.25,413.6835,2064.435,5.06953,0.0940715,8.73605,-3.725615,-6.63139,-6.721365,4.748085,101.7485,80.95845,-1.02049999999997,-12.8485,0.365496942684897,254.638,260.255,154.2035,109.3735,20.5114,316.4225,-5.50399999999996,-6,-6.44999999999996,-0.09159825,0.889865876932957,0.609056932894696,0.291984194474184,0.263045,7.16992
1,12.75,416.4905,2064.86375,5.1451,0.05841475,7.9250575,-3.58196,-6.59403,-7.41213666666667,7.08497333333333,101.7175,82.5234,-0.812499999999971,-12.013,0.367763879584739,264.405,267.182,174.672,123.166,24.1369,364.248,-5.298,-6,-6.29999999999995,-0.119361,1.00900231922089,0.739852580442842,0.348794868129957,0.3019065,7.056045
1,13.25,416.1125,2065.2925,3.56356,0.022758,7.114065,-3.75737,-6.60984,-8.10290833333333,9.42186166666666,101.692,84.469,-5.43149999999997,-12.22,0.392486213806702,259.022,263.709,172.43,133.515,30.1201,385.654,-5.673,-6,-6.59999999999997,-0.07001045,0.922088450644516,0.594914693623369,0.326499683949868,0.3023765,6.27739
1,13.75,407.6535,2065.72125,2.099475,-0.01289875,6.3030725,-3.68168,-6.40971,-5.41751,3.82852,100.838,84.845,-10.8375,-12.076,0.3771302183532,252.982,264.006,179.856,133.868,25.1113,394.401,-5.64999999999998,-6,-6.59999999999997,-0.1501075,0.96778445014537,0.736888381436855,0.373447998744332,0.3441545,6.754885
1,14.25,413.823,2066.15,2.74799,-0.124524,5.49208,-3.606,-6.36893892210257,-2.88295,13.03385,101.043,84.5536,-9.56299999999999,-11.97,0.359506332290455,250.839,264.345,181.245308054379,143.023,24.4045,390.027477007604,-5.62299999999999,-5.99299999999999,-6.59999999999997,-0.132729,0.951643840940506,0.738534359390272,0.353799378179216,0.309954,7.75375
1,14.75,412.7205,2038.28,3.032775,-0.00282608,7.67128666666667,-3.52534,-6.11249,-0.523399,14.849,100.411,84.3357,-7.82499999999996,-12.039,0.368287631499972,259.073,264.544,168.138812249667,133.136,23.0642,372.375988829943,-5.59999999999997,-5.995,-6.59999999999997,-0.131544,0.907314585645199,0.615944972200366,0.340186356089164,0.3362505,7.003235
1,15.25,413.656,2010.41,3.18019,0.0251693,9.85049333333333,-3.30321,-5.911235,2.143775,15.77605,100.787,84.00065,-7.411,-11.8955,0.35708077277511,261.878,266.9565,142.254,110.373,18.6996,302.492,-5.40460248235313,-5.94899999999996,-6.44999999999996,-0.1193165,1.00414009403086,0.632048422347775,0.347685989802242,0.3067845,7.239285
1,15.75,411.757,1995.26,3.91726,0.0718561,12.0297,-3.237155,-5.778955,-9.77652,1.38616,100.669,83.8222,-5.71099999999996,-11.844,0.36388474027127,263.591,266.831,115.42,92.2248,15.69435,256.508,-5.40799999999999,-5.93899999999996,-6.44999999999996,-0.125954,0.9781380270698,0.626434354102647,0.344564943080401,0.312745,7.0881
1,16.25,411.937,2006.36,4.704505,0.14677,9.77614,-3.06229,-5.46099,-6.47967,1.41183,100.613,84.6689,-1.88099999999998,-11.475,0.360307892279314,264.367,268.89,88.3396,64.0006,15.2919,203.73,-5.19999999999999,-5.87199999999996,-6.29999999999995,-0.1128552,0.878164256219274,0.637407419918303,0.334034635165989,0.292864,6.978465
1,16.75,409.1045,2004.42,2.365925,0.550305,11.8479,-3.02058,-5.67529,-5.41986,2.08387,100.62,84.7497,-9.68749999999997,-12.162,0.369910942972261,261.666,263.845,71.7502,48.9378,8.88887,152.893,-5.20699999999999,-5.904,-6.29299999999995,-0.1080155,0.843704295301166,0.641869509976421,0.333120571944699,0.286458,6.578655
1,17.25,412.268,2080.17,0.812456,0.2571005,5.73196,-2.99359,-5.91115,-18.0865,-0.923042,101.175,85.4067,-21.351,-12.258,0.343383532398393,256.881,263.077,46.1786,29.9293,3.62826,105.229,-5.19999999999999,-5.89999999999998,-6.255,-0.145676,0.929003767484287,0.684804351621688,0.391314451560379,0.338776,6.45071
1,17.75,407.3575,1991.615,4.701595,0.4937985,10.1212,-3.04504,-6.10846,-12.02635,3.04696,100.5375,85.43285,-0.739499999999965,-12.6555,0.320326940437195,256.9675,261.853,25.6719,15.1588,-3.10169,54.9923,-5.20149999999998,-5.89999999999998,-6.29999999999998,-0.0893403,0.657641731379388,0.553941729488711,0.301437614947861,0.2652475,5.515535
1,18.25,408.419,1998.05,3.99281,0.156872,7.95722,-3.0269,-6.13211,-9.87679,2.08298,100.481,84.59655,-2.88999999999999,-12.6545,0.29718166504737,256.2745,261.3675,9.853065,6.599365,-9.25475,23.2694,-5.22399999999999,-5.91999999999999,-6.296,-0.0742764,0.674345608720039,0.536739229048893,0.313601817596774,0.241502,5.15428
1,18.75,409.309,1998.15,3.99374,0.235825,4.92398,-3.43724,-6.46656,-5.23141,1.000225,100.45,85.3827,-2.82399999999996,-12.644,0.315188032936851,254.419,261.881,1.0275,1.63351,-13.6162,3.65523,-5.20299999999997,-5.89999999999998,-6.19999999999999,-0.104312,0.675783989156298,0.538714209948095,0.338360754225427,0.286034,5.90457
1,19.25,412.3635,2087.97,0.716925,0.448125,12.61641,-3.40473,-6.87238,-41.36855,2.419705,100.6325,85.2268,-22.0675,-12.462,0.292738230414771,255.56,262.387,0,0.428616,-11.6558,0.143155,-5.22199999999998,-5.89999999999998,-6.19299999999998,-0.1785735,0.843703768475248,0.577659977472672,0.402928035259585,0.3556855,6.46198
1,19.75,412.246,2087.13,0.7139285,0.656602,5.14986,-3.40604,-7.28406,-32.5941,0.5255335,100.656,85.2136,-22.191,-12.286,0.288773736317582,257.006,262.749,0,0.389409,-15.714,0,-5.25199999999995,-5.89999999999998,-6.14699999999999,-0.1306385,0.800992628818535,0.601363264368709,0.372547418965502,0.3037265,6.53072
1,20.25,427.506,2085.14,0.7052155,0.3242075,25.1141,-3.43797,-7.73464,-31.43605,-0.6068825,101.0985,85.3292,-22.788,-12.099,0.266894187503928,256.623,263.225,0,0.262659,-9.42826,0,-5.28199999999998,-5.89999999999998,-6.10299999999995,-0.1435635,0.831755967113272,0.703200028667122,0.408269165822371,0.3810445,4.99689
1,20.75,412.183,2081.03,0.70723,0.475321,14.3594,-3.5261,-7.91804,-35.2819,-0.26035475,100.989,85.1016,-22.646,-12.0549999999999,0.293653028526597,261.89,263.631,0,0.265613,-7.12021,0,-5.298,-5.89999999999998,-6.09999999999997,-0.177906,0.875724842630378,0.611216819140311,0.366863734920747,0.356111,6.66955
1,21.25,412.183,2071.77,0.636808,0.53743,2.76688,-3.608375,-7.449605,-33.7073,0.114941,101.037,85.4188,-23.4105,-12.6175,0.295587932485031,256.7315,262.2235,0,0.248676,-12.054,0,-5.19999999999996,-5.91849999999999,-6.09849999999997,-0.1301125,0.890617894140193,0.614363853921578,0.368035867476089,0.3033155,6.26231
1,21.75,412.118,2086.59,0.684177,0.532005,15.3664,-4.07397,-7.622045,-24.3684,0.288902,100.959,85.31025,-22.861,-12.681,0.302614699546209,256.22,261.9405,0,0.242653,-14.71155,0,-5.19999999999996,-5.90849999999998,-6.09999999999997,-0.121875,0.912425339411395,0.544813729636102,0.357025209193973,0.294931,6.43272
1,22.25,412.239,2061.17,0.685318,0.36693375,14.8228,-4.22781,-7.79692,-37.159,-1.3027,101.067,85.3983,-22.948,-12.712,0.302833851898198,256.6435,260.9235,0,0.04526554,-12.422415,0,-5.19999999999996,-5.9015,-6.09999999999997,-0.150046,0.880504968753726,0.685022627363505,0.384260328423323,0.325868,7.45314
1,22.75,412.243,2076.685,0.694912,0.2018625,16.403,-4.38092,-8.15731,-39.2479,-0.974351,100.992,85.71595,-22.3335,-12.7115,0.296521384097214,258.0865,259.8495,0,0,-10.29597,0,-5.19999999999996,-5.89999999999998,-6.09999999999997,-0.1619435,0.983266262862053,0.677536551440358,0.380540981797361,0.3395355,7.61481
1,23.25,412.2725,2095.5,0.7739655,0.279054,16.4224,-4.61907,-8.86291,-22.8386,-0.82669,101.03,86.4201,-21.8515,-12.978,0.285629939116892,253.59,259.567,0,0,-8.6358,0,-5.19999999999996,-5.89999999999998,-6.09999999999997,-0.1417905,0.88532609163627,0.623491091031777,0.362149670071333,0.3169045,5.96826
1,23.75,412.942,2079.535,0.742789,0.4538035,17.9835,-4.51961,-9.08263,-26.3616,-0.682906,100.918,85.4024,-22.216,-12.767,0.26576135647963,255.681,262.017,0,0,-13.1492,0,-5.19999999999996,-5.89999999999998,-6.10599999999997,-0.134461,0.785980279650832,0.552928566814919,0.33907521289531,0.308009,6.12278
2,0.25,410.94325,2042.86,1.72793,0.4165035,10.2833625,-4.51376,-8.652615,-25.0698,0.763463,100.606,84.95665,-15.4505,-12.825,0.262048845823047,255.5335,260.562,0,0,-14.4378,0,-5.29999999999995,-6.00799999999998,-6.15799999999996,-0.09704765,0.719381612633395,0.58723659190446,0.293058421870855,0.264962,5.6903625
2,0.75,410.581,2047.175,1.7868005,0.4165035,12.217625,-4.49883,-8.629795,-27.59085,-0.81163825,100.5085,84.94855,-15.393,-12.787,0.265470673773773,255.823,260.304,0,0.2120355,-16.47155,0,-5.29999999999995,-6.04499999999996,-6.197,-0.099795,0.735524927354797,0.594504535035626,0.311571980534143,0.266672,5.441475
