DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,TS_3,G_1,G_2,WS
1,11.25,0.297540671,-2.6636,2.8398,0.0701,14.06,6.441,-18.385,30.808,17.2335,0.276955,78.935,98.55,-14.3705,-0.85,-3.796,-3.8605,-7.10875,-4.85675,0.45332
1,11.75,0.255182475,-2.6068,2.0358,0.0791,24.03,10.515,-7.7585,41.426,22.588,0.29619,79.185,98.6,-13.4435,-0.85,-3.7955,-3.864,-7.1095,-4.84675,0.477125
1,12.25,0.261723452,-1.2975,2.486,0.0977,34.016,14.165,-6.296,50.434,26.1595,0.322735,78.172,98.6,-13.447,-0.833,-3.799,-3.8615,-7.11075,-4.84,0.480555
1,12.75,0.123149317,1.167,2.07165,0.0784,38.295,16.315,-10.685,54.956,28.563,0.385585,77.965,98.65,-13.2135,-0.832,-3.793,-3.858,-7.1175,-4.838,0.51947
1,13.25,0.229693632,-0.51451,2.0264,0.10341,51.08,18.09,-8.149,62.252,32.9945,0.445745,76.0725,98.65,-12.8535,-0.844,-3.7965,-3.8535,-7.198,-4.83275,0.67149
1,13.75,0.184043223,-1.1683,1.18065,0.0708,44.001,16.35,-9.645,53.735,29.9215,0.442175,73.537,98.6,-12.54,-0.852,-3.7995,-3.853,-7.266,-4.8245,0.54979
1,14.25,0.485977297,-4.8628,1.156295,0.091,28.356,12.02,-7.7305,43.6035,24.0785,0.40954,75.439,98.6,-12.5935,-0.839,-3.788,-3.864,-7.309,-4.8205,0.57484
1,14.75,0.415250017,-4.1993,1.016705,0.0645,17.682,8.625,-11.915,29.568,16.791,0.369895,77.6795,98.6,-12.6805,-0.818,-3.755,-3.88,-7.32875,-4.8145,0.55956
1,15.25,0.4046041505,-6.0197,0.291745,0.0703,7.58255,4.602,-17.44,19.7165,10.09695,0.325265,78.2975,98.6,-13.4225,-0.8035,-3.732,-3.9075,-7.34875,-4.80675,0.46212
1,15.75,0.356834214,-8.89035,0.26656,0.09165,2.7273,2.0445,-20.175,9.23785,3.9486,0.275365,79.155,98.6,-13.723,-0.803,-3.735,-3.909,-7.37175,-4.7995,0.475385
1,16.25,0.528637529,-6.4903,0.52077,0.0844,0.328,0.988,-21.37,2.20025,0.681265,0.28756,79.095,98.6,-14.3585,-0.799,-3.7315,-3.9035,-7.402,-4.795,0.401925
1,16.75,0.330248105,-7.01845,1.3177,0.08675,0,0.4985,-21.31,0.175175,0,0.27987,79.3135,98.55,-13.8705,-0.794,-3.7235,-3.8995,-7.3785,-4.80275,0.44519
1,17.25,0.402871273,-10.151,1.3737,0.07785,0,0.486,-22.885,0,0,0.29848,79.249,98.55,-14.6345,-0.7875,-3.7185,-3.8965,-7.351,-4.8115,0.43689
1,17.75,0.474253287,-7.16135,0.53503,0.08,0,0.547,-22.585,0,0,0.33661,80.085,98.65,-15.18,-0.7945,-3.722,-3.8925,-7.33275,-4.82225,0.456785
1,18.25,0.442379737,-8.0148,1.117,0.0687,0,0.4505,-20.98,0,0,0.31389,80.015,98.6,-15.48,-0.8275,-3.741,-3.8855,-7.312,-4.8345,0.495525
1,18.75,0.551905811,-8.5565,0.60481,0.07895,0,0.388,-21.37,0,0,0.28269,79.28,98.6,-15.62,-0.8215,-3.754,-3.877,-7.28775,-4.84675,0.46236
1,19.25,0.424722375,-10.912,0.85315,0.0696,0,0.5175,-20.74,0,0,0.266655,77.942,98.65,-15.74,-0.8165,-3.7665,-3.8715,-7.255,-4.8575,0.523445
1,19.75,0.2199618415,-8.75695,0.67899,0.054,0,0.628,-18.8,0,0,0.243325,79.66,98.65,-15.52,-0.809,-3.7685,-3.865,-7.21925,-4.8435,0.415235
1,20.25,0.51541601,-8.1258,0.69382,0.0755,0,0.514,-19.02,0,0,0.2519,78.133,98.65,-15.295,-0.803,-3.7805,-3.858,-7.18,-4.82975,0.409645
1,20.75,0.459313187,-8.468,0.44285,0.0963,0,0.489,-18.78,0,0,0.246045,79.615,98.6,-15.115,-0.8155,-3.7975,-3.8485,-7.132,-4.813,0.45144
1,21.25,0.455141774,-6.4388,0.37332,0.0928,0,0.469,-19.29,0,0,0.24105,79.2535,98.55,-14.899,-0.814,-3.803,-3.8565,-7.09425,-4.801,0.494135
1,21.75,0.479175205,-6.0983,0.665735,0.078,0,0.4175,-16.52,0,0,0.25348,77.8315,98.55,-15.195,-0.828,-3.7815,-3.8815,-7.03575,-4.78775,0.473285
1,22.25,0.453816998,-10.503,0.19868,0.07945,0,0.468,-20.515,0,0,0.24739,78.2245,98.6,-15.02,-0.8405,-3.7595,-3.9095,-6.99175,-4.775,0.430005
1,22.75,0.74909409,-8.2396,0.45976,0.07625,0,0.578,-19.84,0,0,0.24663,78.7,98.6,-15.08,-0.8425,-3.7435,-3.9395,-6.941,-4.75675,0.44916
1,23.25,0.523785802,-10.237,1.29165,0.0783,0,0.5625,-22.205,0,0,0.25696,78.0525,98.65,-15.5175,-0.8425,-3.7485,-3.952,-6.8955,-4.73925,0.41695
1,23.75,0.404499507,-7.79505,0.52609,0.0635,0,0.5865,-22.745,0,0,0.246435,77.775,98.65,-15.571,-0.8485,-3.7615,-3.965,-6.84325,-4.72075,0.45402
2,0.25,0.455832844,-9.5564,0.207555,0.0565,0,0.54,-20.28,0,0,0.222335,80.6,99.5,-14.95,-2.6495,-5.414,-5.51,-7.6065,-4.646,0.4291
2,0.75,0.485557372,-7.4612,0.0592,0.05355,0,0.5575,-20.035,0,0,0.227535,81,99.5,-14.8975,-2.641,-5.4305,-5.5105,-7.63225,-4.666,0.398875
2,1.25,0.305248425,-6.5571,-0.0873,0.0485,0,0.5025,-19.37,0,0,0.23069,80.6,99.5,-14.956,-2.6505,-5.4545,-5.526,-7.7375,-4.74125,0.41902
2,1.75,0.381632299,-6.5481,0.158825,0.05125,0,0.5645,-19.525,0,0,0.241425,80.25,99.5,-14.2375,-2.616,-5.4915,-5.5495,-7.6775,-4.76725,0.37284
2,2.25,0.4029373955,-5.69285,0.0511,0.0547,0,0.5995,-18.87,0,0,0.226135,80.18,99.45,-14.6475,-2.6285,-5.522,-5.568,-7.7,-4.76925,0.424205
2,2.75,0.442008676,-8.8385,-0.12839,0.05985,0,0.561,-19.19,0,0,0.225155,80.15,99.45,-15.1,-2.622,-5.539,-5.587,-7.749,-4.75675,0.3852
2,3.25,0.336352497,-11.383,-0.21343,0.0693,0,0.587,-18.74,0,0,0.211115,81.1,99.4,-15.465,-2.609,-5.547,-5.6075,-7.737,-4.7255,0.372345
2,3.75,0.519980328,-8.9121,0.035,0.0618,0,0.5435,-18.11,0,0,0.21133,81.95,99.4,-15.405,-2.608,-5.5605,-5.622,-7.847,-4.6985,0.39281
2,4.25,0.373009489,-7.6558,0.33205,0.0606,0,0.5305,-17.35,0,0,0.212515,82,99.4,-15.045,-2.5855,-5.565,-5.6305,-7.9295,-4.68375,0.393555
2,4.75,0.36250572,-5.9794,0.89039,0.0533,0,0.4665,-18.43,0,0,0.211825,79.565,99.4,-14.635,-2.593,-5.5855,-5.641,-8.00225,-4.675,0.38844
2,5.25,0.5864186505,-8.3641,0.17489,0.0708,0,0.536,-19.09,0,0,0.207155,80.4,99.4,-14.019,-2.612,-5.6015,-5.654,-8.081,-4.66075,0.379965
2,5.75,0.27377514,-7.6794,0.20549,0.061,0,0.551,-17.825,0,0,0.218205,81.2,99.45,-14.15,-2.5935,-5.62,-5.669,-8.16,-4.64225,0.389405
2,6.25,0.504767663,-3.1325,0.41535,0.055,0,0.5265,-18.425,0,0,0.21275,81.1,99.45,-13.82,-2.603,-5.6285,-5.6845,-8.247,-4.624,0.37047
2,6.75,0.222437932,-5.7605,0.24022,0.058,0,0.532,-17.91,0,0,0.218025,81.6,99.4,-14.65,-2.6235,-5.628,-5.697,-8.34625,-4.6085,0.347005
2,7.25,0.338537646,-9.9613,0.22072,0.05935,0,0.5385,-17.46,0,0,0.20955,81.95,99.4,-15.245,-2.627,-5.6235,-5.703,-8.402,-4.597,0.39254
2,7.75,0.5099473515,-7.1273,0.51703,0.05615,0,0.598,-18.57,0,0,0.21342,82.05,99.4,-15.29,-2.599,-5.6135,-5.7235,-8.405,-4.615,0.385405
2,8.25,0.417972445,-7.93175,0.41118,0.0594,0,0.715,-17.82,0.40532,0.19873,0.218825,81.9,99.4,-15.355,-2.579,-5.607,-5.75,-8.343,-4.63275,0.3727
2,8.75,0.324833383,-10.11,1.16,0.0644,1.58,1.634,-17.26,5.0804,3.1807,0.223875,81.95,99.4,-15.095,-2.5855,-5.602,-5.7745,-8.236,-4.653,0.37014
2,9.25,0.660790332,-6.8603,0.67666,0.07505,7.676,5.0765,-16.185,19.994,11.6995,0.21572,81.3,99.4,-14.6955,-2.6,-5.6055,-5.7825,-8.2835,-4.6605,0.372365
2,9.75,0.317302538,-9.8689,3.408,0.0791,22.31,10.925,-11.05,49.13,25.5365,0.227195,79.155,99.4,-14.225,-2.6075,-5.619,-5.792,-8.27925,-4.659,0.43004
2,10.25,0.236055213,4.61845,5.3943,0.09405,55.36,19.535,-2.62,99.113,40.1215,0.260885,80.35,99.4,-13.25,-2.6085,-5.643,-5.8115,-8.40475,-4.63875,0.459215
2,10.75,0.204207289,9.1408,3.67615,0.11315,84.15,32.775,5.9585,155.995,64.4605,0.344835,77.6335,99.45,-12.55,-2.595,-5.655,-5.7985,-8.37875,-4.613,0.597175
2,11.25,0.095773904,13.181,3.7457,0.11836,116.1,38.825,15.4,186.85,82.5335,0.438495,75.015,99.45,-11.925,-2.568,-5.651,-5.7815,-8.32875,-4.58575,0.68876
2,11.75,-0.0457,14.6465,3.7872,0.141835,135.7,46.95,25.49,234.59,95.4065,0.50662,72.81,99.45,-11.5,-2.5585,-5.65,-5.766,-8.2595,-4.575,0.80935
2,12.25,-0.0391,15.927,3.9995,0.14265,148.5,54.435,25.64,260.69,105.05,0.685085,71.1725,99.4,-9.97,-2.541,-5.645,-5.7665,-8.174,-4.5635,0.86233
2,12.75,0.199186526,18.172,3.3109,0.16434,151.95,54.465,22.08,249.995,106.28,0.80193,67.815,99.45,-9.14,-2.5365,-5.621,-5.7605,-8.0795,-4.544,0.899485
2,13.25,0.0619,17.921,3.64065,0.17255,178,53.475,26.16,257.21,103.28,1.019495,64.785,99.5,-8.295,-2.5275,-5.584,-5.746,-7.93275,-4.51975,0.91012
2,13.75,0.050075205,19.953,4.0075,0.16155,171.1,52.68,28.42,248.045,100.92,1.06535,64.066,99.45,-7.337,-2.507,-5.5365,-5.738,-7.7875,-4.4945,1.0635
2,14.25,0.1217970865,11.918,4.1465,0.14865,163.5,47.54,26.51,218.03,95.051,1.12195,62.44,99.45,-7.114,-2.48,-5.4905,-5.7255,-7.678,-4.46175,1.0911
2,14.75,0.171853927,5.9474,2.6907,0.12758,155.5,38.52,16.055,190.78,78.002,1.21445,62.82,99.5,-6.7565,-2.517,-5.461,-5.719,-7.6255,-4.471,0.930555
2,15.25,0.204627087,2.5591,1.5151,0.121515,115.5,25.98,8.14,140.65,60.117,1.32985,61.8,99.5,-6.628,-2.518,-5.418,-5.725,-7.4025,-4.447,0.8363
2,15.75,0.197025695,-2.60645,0.88511,0.0839,63.525,18.34,-4.979,92.183,44.072,1.27585,62.235,99.4,-6.9125,-2.474,-5.365,-5.708,-7.2325,-4.4175,0.795965
2,16.25,0.209739993,-3.4005,0.24756,0.07,30.74,11.95,-9.975,52.3915,31.68,0.973045,65.925,99.4,-7.819,-2.47,-5.349,-5.695,-6.9875,-4.395,0.680575
2,16.75,0.328627306,-7.5888,0.0732,0.05225,13.91,7.817,-20.86,33.255,20.296,0.68593,72.098,99.4,-9.385,-2.496,-5.341,-5.701,-6.8895,-4.3675,0.362725
2,17.25,0.382860105,-9.948,-0.51455,0.0538,5.575,3.636,-23.125,12.6685,7.4641,0.49343,75.485,99.4,-9.72,-2.513,-5.358,-5.688,-6.8545,-4.3365,0.42343
2,17.75,0.264428389,-7.2472,-0.37867,0.0455,0.209,1.056,-25.19,2.0244,1.3639,0.40292,76.6555,99.4,-10.635,-2.526,-5.37,-5.698,-6.8675,-4.3185,0.37896
2,18.25,0.482975021,-7.6302,-0.101955,0.0431,0,0.752,-25.65,0.11407,0,0.400565,77.8485,99.4,-11,-2.547,-5.361,-5.706,-6.9055,-4.309,0.37546
2,18.75,0.351462041,-6.9894,-0.10365,0.0507,0,0.687,-24.945,0.0208775,0,0.34364,80.725,99.4,-11.175,-2.574,-5.347,-5.69,-6.9705,-4.3095,0.361045
2,19.25,0.322128055,-11.575,-0.31283,0.0503,0,0.68,-25.19,0.0064242,0,0.285095,82.1,99.4,-11.35,-2.587,-5.362,-5.667,-6.9155,-4.3185,0.36458
2,19.75,0.445588904,-11.2225,-0.20608,0.05295,0,0.578,-25.75,0,0,0.26347,81.95,99.4,-11.815,-2.572,-5.328,-5.653,-6.885,-4.333,0.345705
2,20.25,0.4424763745,-12.3125,0.43787,0.0692,0,0.607,-23.08,0,0,0.252225,82.2,99.4,-12.79,-2.581,-5.316,-5.639,-7.0055,-4.363,0.407465
2,20.75,0.326304083,-11.144,0.142915,0.0676,0,0.589,-22.88,0,0,0.23193,83.25,99.4,-13.82,-2.605,-5.348,-5.621,-7.207,-4.394,0.423375
2,21.25,0.3928480225,-12.838,-0.63426,0.0564,0,0.572,-21.88,0,0,0.230335,82.85,99.4,-13.47,-2.634,-5.387,-5.605,-7.2695,-4.431,0.42698
2,21.75,0.416723296,-9.4413,0.12908,0.0609,0,0.578,-18.88,0,0,0.21466,82.65,99.4,-12.975,-2.65,-5.429,-5.587,-7.3085,-4.472,0.45228
2,22.25,0.4838834175,-10.723,0.10301,0.0704,0,0.522,-19.11,0,0,0.21884,82.2,99.4,-13.505,-2.656,-5.426,-5.561,-7.3375,-4.522,0.40864
2,22.75,0.4539055465,-8.345,-0.0735,0.0653,0,0.561,-21.08,0,0,0.22429,81.55,99.5,-13.655,-2.667,-5.41,-5.533,-7.4055,-4.5705,0.44321
2,23.25,0.382861011,-7.8773,0.01435,0.0628,0,0.605,-20.85,0,0,0.218385,81.3,99.5,-14.055,-2.664,-5.368,-5.505,-7.4605,-4.6245,0.386135
2,23.75,0.4553528,-13.224,-0.28899,0.0588,0,0.524,-20.275,0,0,0.22892,80.9,99.5,-14.4,-2.67,-5.348,-5.478,-7.563,-4.6715,0.420395
3,0.25,0.415769244,-6.5517,-0.39765,0.0518,0,0.656,-23.82,0,0,0.477695,80.415,99.2,-9.19,-3.5345,-4.9555,-4.633,-3.8565,-2.47375,0.335985
3,0.75,0.24212151,-7.4843,-0.24,0.0599,0,0.587,-23.84,0,0,0.41699,82.6,99.2,-9.84,-3.5285,-4.9525,-4.6195,-3.8755,-2.43625,0.35268
3,1.25,0.431556951,-5.8605,-0.363695,0.05745,0,0.57,-23.7,0,0,0.44083,82.2,99.2,-10.26,-3.538,-4.939,-4.6145,-3.8895,-2.453,0.33577
3,1.75,0.5200821875,-4.68265,-0.35531,0.05765,0,0.5015,-22.96,0,0,0.368295,83,99.2,-10.355,-3.5595,-4.9475,-4.613,-3.9375,-2.44875,0.344485
3,2.25,0.2825703715,-5.4504,-0.43885,0.05195,0,0.5945,-21.94,0,0,0.35231,82.95,99.2,-10.81,-3.571,-4.989,-4.613,-4.1465,-2.461,0.396595
3,2.75,0.4178553465,-7.0885,-0.34672,0.056,0,0.539,-21.52,0,0,0.299085,85.4,99.2,-10.935,-3.573,-5.044,-4.6145,-4.369,-2.47375,0.333455
3,3.25,0.3879844335,-3.3952,-0.52015,0.0514,0,0.494,-22.265,0,0,0.28779,85.65,99.15,-11.28,-3.574,-5.051,-4.6225,-4.424,-2.493,0.358495
3,3.75,0.402980112,-11.48,-0.806945,0.0594,0,0.506,-19.86,0,0,0.290265,85.45,99.15,-11.54,-3.574,-5.0635,-4.6345,-4.502,-2.51925,0.367
3,4.25,0.376120268,-4.5982,-0.430975,0.04925,0,0.4725,-22.675,0,0,0.263055,85.6,99.2,-11.555,-3.593,-5.0815,-4.6465,-4.6385,-2.54325,0.32957
3,4.75,0.4565568175,-5.0867,-1.0528,0.04985,0,0.5485,-23.23,0,0,0.25493,84.25,99.2,-11.485,-3.6165,-5.1345,-4.661,-4.808,-2.5905,0.3381
3,5.25,0.908875662,-5.6902,-0.674,0.0554,0,0.5655,-21.74,0,0,0.256205,85.25,99.2,-11.335,-3.64,-5.1885,-4.682,-4.9645,-2.66,0.349045
3,5.75,0.334885305,-5.95275,-0.89562,0.05515,0,0.48,-18.605,0,0,0.236725,84.75,99.2,-11.12,-3.644,-5.2175,-4.717,-5.114,-2.725,0.354455
3,6.25,0.447749754,-10.7056,-0.10204,0.0583,0,0.5925,-13.82,0.051116,0,0.242145,85.55,99.2,-11.235,-3.649,-5.2355,-4.77,-5.266,-2.7865,0.352165
3,6.75,0.57988471,-8.2611,0.24245,0.0582,0.393,0.851,-9.33,1.6489,0.812255,0.24872,84.7,99.2,-12.025,-3.651,-5.259,-4.8235,-5.3905,-2.83525,0.36765
3,7.25,0.550597555,-4.3928,-0.24084,0.05125,4.9645,3.1625,-9.05,11.6,7.0968,0.304115,84.7,99.2,-12.1,-3.666,-5.2895,-4.8455,-5.448,-2.85275,0.32964
3,7.75,0.447465591,-3.036,0.44615,0.05795,22.23,9.42,-3.666,38.04,21.26,0.335825,83.6,99.2,-11.375,-3.716,-5.3355,-4.8715,-5.49125,-2.9115,0.350955
3,8.25,0.443235372,-0.31871,0.56925,0.05925,50.48,22.17,12.16,101.55,45.9975,0.4091,80.4,99.2,-10.525,-3.7325,-5.3845,-4.901,-5.545,-2.98175,0.38894
3,8.75,0.3267473915,1.7571,2.09115,0.08375,83.1,34.695,25.35,158.46,74.9655,0.46389,78.67,99.2,-9.7,-3.7425,-5.398,-4.932,-5.571,-3.04175,0.50122
3,9.25,0.369431565,9.37705,3.6895,0.11158,124.65,49.905,39.05,246.525,110.385,0.650745,74.92,99.25,-7.762,-3.7285,-5.3965,-4.9705,-5.51825,-3.04975,0.628805
3,9.75,0.0199,20.368,4.727,0.13054,154.15,68.885,45.86,316.285,143.89,0.996715,70.26,99.2,-5.669,-3.697,-5.38,-5.0215,-5.43875,-3.0365,0.91989
3,10.25,-0.0147,36.7145,5.3275,0.16802,204.5,86.55,55.77,384.025,184.19,1.1993,66.605,99.2,-5.109,-3.6775,-5.3505,-5.045,-5.34225,-3.02225,1.05705
3,10.75,-0.3440976835,51.028,7.24585,0.18884,254,99,82.7,474.07,228.585,1.4212,63.825,99.2,-3.9565,-3.663,-5.326,-5.0355,-5.23225,-3.006,1.2636
3,11.25,-0.5000705065,56.794,9.25165,0.22275,283,108.8,86.8,517.94,246.605,1.6402,61.4,99.2,-2.7825,-3.646,-5.295,-5.037,-5.11525,-2.98025,1.2505
3,11.75,-0.670442768,66.755,10.04295,0.22511,326.45,128.35,111.35,574.775,299.815,2.00235,57.14,99.2,-1.804,-3.639,-5.271,-5.04,-4.9695,-2.9365,1.273
3,12.25,-0.6781199305,74.792,13.209,0.24963,336.8,123.5,119.95,595.115,286.335,2.34655,54.41,99.2,-0.6955,-3.6315,-5.2575,-5.0515,-4.82825,-2.89775,1.1938
3,12.75,-0.823986384,69.4955,13.693,0.25108,351.9,126.9,126.65,604.715,283.15,2.7574,53.58,99.1,-0.127,-3.609,-5.216,-5.031,-4.711,-2.8185,1.5823
3,13.25,-0.656163233,71.752,15.891,0.271715,345.55,128.15,120.2,626.375,291.42,3.0419,50.13,99.1,0.157,-3.6245,-5.179,-5.0305,-4.622,-2.79375,1.6232
3,13.75,-0.786324853,73.3335,16.3555,0.269745,328.1,132.55,114.2,558.47,297.91,3.16065,49.205,99,0.5475,-3.606,-5.1485,-5.008,-4.51225,-2.736,1.6729
3,14.25,-0.6753428335,62.396,17.536,0.26661,305.1,119.3,110.2,501.13,266.46,3.4009,48.1,99,0.544,-3.608,-5.112,-5.012,-4.458,-2.718,1.73955
3,14.75,-0.7089418595,57.059,14.657,0.265125,285.45,101.5,103.25,451.335,229.93,3.3715,46.95,99,1.615,-3.513,-5.064,-4.997,-4.347,-2.6665,1.6464
3,15.25,-0.5801082075,47.2845,13.72,0.27473,242.85,85.6,79.925,382.175,192.995,3.48295,47.3,99,1.0985,-3.495,-5.044,-4.965,-4.20925,-2.6175,1.6536
3,15.75,-0.4258429765,40.049,11.891,0.27036,188.2,66.7,58.64,306.78,155.91,3.46575,47.195,99,1.8695,-3.4985,-5.027,-4.952,-4.1115,-2.58725,1.6822
3,16.25,-0.268735511,25.949,11.9205,0.248015,148.5,57.915,53.275,262.86,121.455,3.30005,46.545,98.95,1.888,-3.4985,-5.019,-4.934,-4.0105,-2.56,1.6689
3,16.75,-0.121003412,14.906,9.40945,0.248815,96.25,39.31,27.51,187.43,89.8415,3.37355,46.47,98.95,1.1525,-3.494,-5.005,-4.913,-3.91025,-2.533,1.5379
3,17.25,-0.0567,12.186,7.2514,0.20057,76.48,29.205,10.155,122.32,70.5875,2.77745,47.55,98.95,0.1295,-3.465,-4.9885,-4.894,-3.8,-2.509,1.3331
3,17.75,-0.037,8.95305,5.9543,0.209505,38.91,20.21,-3.673,82.74,51.397,2.43605,50.715,98.95,-0.749,-3.47,-4.9725,-4.87,-3.6985,-2.477,1.1364
3,18.25,0.09415,-1.4337,3.2323,0.162095,16.25,11.185,-20.67,43.674,27.1,2.1115,55.6,98.95,-2.374,-3.474,-4.9525,-4.844,-3.60975,-2.44825,0.73389
3,18.75,0.292509182,-6.84585,1.98175,0.13194,5.891,4.623,-30.65,13.201,8.4851,1.70605,63.545,99,-2.5405,-3.484,-4.949,-4.8315,-3.54125,-2.41925,0.46081
3,19.25,0.350488972,-9.3231,1.1644,0.0746,1.282,1.4005,-28.44,1.5532,1.116725,1.3741,68.745,99.05,-3.622,-3.495,-4.9435,-4.8055,-3.493,-2.401,0.4363
3,19.75,0.360496575,-9.0991,0.57346,0.0694,0,0.993,-27.84,0.124385,0,1.2179,71.52,99.05,-4.3125,-3.5045,-4.958,-4.777,-3.4625,-2.38375,0.41123
3,20.25,0.250907007,-7.5656,0.99622,0.0595,0,0.584,-28.195,0.022105,0,1.1605,73.45,99.05,-4.2945,-3.5125,-4.957,-4.749,-3.45025,-2.3605,0.43127
3,20.75,0.333072749,-7.6135,0.71405,0.06805,0,0.5855,-27.61,8.34e-05,0,1.03116,74.23,99.05,-4.964,-3.5185,-4.9385,-4.7185,-3.56225,-2.336,0.44372
3,21.25,0.447124815,-9.2252,0.41418,0.0574,0,0.5855,-28.28,0,0,0.93033,75.535,99.1,-5.0525,-3.52,-4.9195,-4.6885,-3.54725,-2.31775,0.45302
3,21.75,0.355286847,-9.7535,0.536295,0.0688,0,0.5425,-27.51,0,0,0.8404,76.03,99.1,-5.4895,-3.522,-4.9335,-4.666,-3.51325,-2.30175,0.43367
3,22.25,0.290492241,-10.611,0.699005,0.06615,0,0.6045,-26.59,0,0,0.757825,77.06,99.1,-6.1275,-3.5265,-4.931,-4.647,-3.4805,-2.3445,0.38957
3,22.75,0.2645989595,-6.07135,0.47573,0.0632,0,0.504,-25.86,0,0,0.667155,79.14,99.15,-6.9175,-3.519,-4.926,-4.6325,-3.60025,-2.41275,0.46949
