DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,9.28867530250583,-15.8461953627107,0.301015983884098,0.120676253841898,0.272156161369706,0.348973336294059,-5.13827964698972,0.269373400770747,0.73805877924679,5.89,5.495,-15.571025,-18.807,-16.5315,-18.8187,102.6179475,82.545,0.286675,-15.86,-15.975,-10.9325,1.675,-0.61,2.975,-0.0625,231.275,236.075,250.475,259.25,0.08,0.6,0.75,0.02,-0.01,-0.11,-0.21,-8.14925,-7.8095,-6.83875,-6.49725,-5.7435,-5.001,-3.9465,-3.6965,-8.278,-7.65775,-4.379,-3.57275,-2.996,-2.17,-7.098,-6.70075,-6.58425,-6.3375,-3.224,-4.26525,-3.214,-2.74975,-2.381,-10.05525,-9.84325,-8.4015,-7.627,-7.13125,-6.36725,-5.0525,-4.7895,-11.21425,-10.018,-8.97275,-7.6655,-7.541,-5.9205,-4.75975,-4.08825,-3.5825,-1.8065,-1.445,0.877644255853737,0.509095337562233,1.00967925053401,0.476294108765672,0.98673386338031,0.46566084986426,1.00004243055673,0.625876645151679,1.00714688650615,424.162659646488,429.806597094424,425.97767380175,426.596678635176,425.495846869304,430.56120778429,425.815990588132,430.049137217531,427.227969249326,2066.89948035638,2067.29944514442,2069.72600441469,2073.83617392586
1,0.75,9.17819335721155,-15.9622966673252,0.334290625429002,0.120961760067391,-0.0493298061984909,0.333967189553101,-5.01594753617502,0.348778589001759,0.785747143953361,5.74,5.38,-15.9912,-19.088,-16.587425,-18.8105,102.63235,82.79,0.278225,-15.97,-16.0825,-10.9525,1.7,-0.615,3.1,-0.1025,228.825,236.05,250.975,258.825,0.09,0.61,0.75,0.0275,-0.01,-0.1025,-0.21,-8.15425,-7.80525,-6.8425,-6.4995,-5.788,-5.00475,-3.94975,-3.69875,-8.27875,-7.64325,-4.383,-3.576,-2.999,-2.172,-7.10025,-6.70225,-6.5805,-6.3425,-3.228,-4.27225,-3.21875,-2.665,-2.382,-10.0535,-9.84725,-8.408,-7.627,-7.1325,-6.37,-5.0545,-4.7915,-11.2315,-10.01825,-8.96925,-7.66325,-7.541,-5.907,-4.7625,-4.071,-3.4525,-1.738,-1.5525,0.884722867918382,0.464601018540266,0.998234498773444,0.430781766831115,0.984369656313413,0.43002461951173,0.989079116074709,0.598883623224387,0.981500613253988,424.254455940644,429.601591893323,425.110995970977,427.071124907499,425.072971566479,430.371488049826,425.150264516832,430.818037110606,426.678371734972,2065.85546315464,2067.07058328899,2068.47180551965,2071.76307244027
1,1.25,8.60647669700164,-16.1138347845831,0.322304348060779,0.198106839902293,0.0295562209489485,0.325046235747981,-4.58395447341943,0.736583934743524,0.645333294819428,5.74,5.165,-16.101175,-18.88525,-16.7567,-18.87935,102.6162475,82.59,0.27565,-16.1,-16.0625,-10.9575,1.8,-0.55,3.1,-0.06,228.7,236.425,250.575,258.775,0.08,0.6175,0.75,0.0275,0,-0.1025,-0.21,-8.158,-7.802,-6.84525,-6.50325,-5.807,-5.0085,-3.952,-3.7015,-8.2785,-7.6655,-4.3875,-3.57975,-3.001,-2.172,-7.1025,-6.70375,-6.57675,-6.349,-3.23275,-4.27875,-3.22375,-2.667,-2.403,-10.0515,-9.851,-8.4135,-7.628,-7.1345,-6.372,-5.0575,-4.7935,-11.23375,-10.00325,-8.964,-7.66025,-7.546,-5.91,-4.765,-4.073,-3.467,-1.749,-1.44,0.867428311338775,0.421335975887791,1.01105448366109,0.396873477011011,0.977000020726794,0.403349874843526,0.980535729010312,0.548375013065847,0.957242516171409,424.02021401421,430.22726090147,425.464538296789,427.158415861353,425.106066462265,430.084969649299,425.745862820815,430.588896352374,426.118360223899,2065.67040239857,2067.98360783895,2063.73019399691,2068.9087474899
1,1.75,8.68981484216788,-16.0300214417204,0.336452145978623,0.244949512439627,0.26280107761711,0.310273015080669,-2.3465292864,0.466663725572913,0.673808953564373,5.955,5.41,-16.4372,-18.8825,-16.251,-18.876525,102.608715,82.475,0.2765,-15.98,-15.8625,-10.9625,1.8,-0.5925,3.2,-0.14,230.45,236.9,250.625,258.45,0.09,0.61,0.76,0.0275,0,-0.11,-0.21,-8.16625,-7.80375,-6.849,-6.50625,-5.81125,-5.01225,-3.955,-3.7045,-8.279,-7.6745,-4.3915,-3.583,-3.004,-2.173,-7.10175,-6.70625,-6.57375,-6.35475,-3.236,-4.285,-3.22875,-2.63475,-2.405,-10.04975,-9.85575,-8.4185,-7.628,-7.1365,-6.374,-5.0595,-4.7955,-11.25,-9.98975,-8.9585,-7.6645,-7.55,-5.9125,-4.767,-4.0755,-3.961,-1.809,-1.56,0.863312807059558,0.42604824521737,1.07423734327274,1.08412561938606,1.0139221311533,0.356472008052764,1.1432143513904,0.44383507261039,1.0775429357204,424.129396763352,429.44911196571,425.323793974034,426.628046362448,425.15798533775,429.240540449935,424.845019235428,430.074180682996,425.941418657992,2064.33077583654,2062.2573928616,2065.93733036013,2073.35593637806
1,2.25,8.89750306445283,-16.3461782929011,0.299047232385723,0.174629319586364,0.095204844593845,0.314324485402074,-2.7132319500789,1.2892177481265,0.658928005330262,5.73,5.625,-15.47515,-19.1725,-16.2321,-18.9151,102.5992375,82.6825,0.27595,-15.88,-15.9875,-10.9425,1.875,-0.56,3.2,-0.0925,229.525,236.8,251.1,259,0.09,0.61,0.76,0.0275,-0.01,-0.105,-0.21,-8.17875,-7.80525,-6.85175,-6.50925,-5.81475,-5.016,-3.95775,-3.70675,-8.2805,-7.67775,-4.396,-3.587,-3.006,-2.174,-7.0985,-6.70875,-6.571,-6.3605,-3.24,-4.29175,-3.2335,-2.63775,-2.406,-10.04675,-9.8595,-8.424,-7.629,-7.13875,-6.376,-5.0615,-4.79825,-11.2345,-9.97775,-8.954,-7.6695,-7.55725,-5.915,-4.7695,-4.0775,-3.956,-1.76,-1.3325,0.852366365539525,0.402554962631863,1.03870376504795,0.38680983446368,1.05837938094896,0.358764759378427,0.99333337638818,0.400010541814012,1.0346552088761,424.164089024306,429.258606648472,424.968852379433,427.490748744205,424.974330482045,429.528458487052,425.650795333102,429.766592204373,426.401639814101,2048.68614700541,2056.82466316056,2064.8654971201,2068.39961288799
1,2.75,8.64071851424393,-16.2884021516735,0.300123152721585,0.109834220944994,0.0250372554315299,0.312571551573939,-2.26236832184619,0.176853156271517,0.648314103520548,5.89,5.55,-15.31905,-19.21625,-15.5812,-19.298775,102.6020075,82.82,0.2763,-15.92,-16.115,-10.9675,1.7,-0.5375,3,-0.06,228.6,236.675,251.575,259.2,0.08,0.6075,0.76,0.0175,-0.01,-0.11,-0.21,-8.1915,-7.80675,-6.8545,-6.51225,-5.81825,-5.0205,-3.96,-3.7095,-8.288,-7.66775,-4.39975,-3.59,-3.009,-2.175,-7.09525,-6.7115,-6.56725,-6.36625,-3.24475,-4.299,-3.2385,-2.64125,-2.389,-10.043,-9.86325,-8.429,-7.63,-7.14,-6.37825,-5.06375,-4.80025,-11.24425,-9.94725,-8.95625,-7.66925,-7.56175,-5.918,-4.772,-4.08,-3.8595,-1.691,-1.42,0.862541181857824,0.402137361450126,1.01810811481448,0.392938256413118,0.993859686351477,0.355637431551764,1.10411694061291,0.384387171221217,0.993831911599195,424.186252403023,429.198467582102,425.096451710216,427.522532044895,424.867547908589,429.231135456817,424.836478966491,429.776336582908,425.787176691384,2065.27412014611,2067.19297401056,2066.89817170129,2057.33937873552
1,3.25,8.73799786372621,-16.3558329011122,0.280177816566857,0.251973854518433,0.223392045427886,0.323321519809617,-2.26072777125775,0.980652281994428,0.659881810251626,5.73,5.6925,-15.18845,-19.22125,-15.635,-18.6226,102.6074975,82.9275,0.280675,-16.03,-16.0775,-10.98,1.8,-0.54,3.1,-0.0925,230.875,238.55,251.4,259.725,0.09,0.6075,0.76,0.0325,-0.01,-0.11,-0.21,-8.201,-7.80575,-6.8575,-6.51525,-5.822,-5.02425,-3.963,-3.7125,-8.30075,-7.6565,-4.4045,-3.59325,-3.011,-2.175,-7.0905,-6.7135,-6.5645,-6.37225,-3.2485,-4.30625,-3.24325,-2.64425,-2.39075,-10.04125,-9.86775,-8.433,-7.63,-7.142,-6.381,-5.06575,-4.80225,-11.25325,-9.916,-8.959,-7.66825,-7.5655,-5.9205,-4.7745,-4.082,-3.5665,-1.7295,-1.3425,0.853524102776211,0.702286570166615,1.01874999844843,0.93263407843873,1.01046689524979,0.70359233040992,1.10008934407477,0.740238770159476,1.02289481368453,424.398659268637,429.387699102685,425.657469026993,427.063672838374,425.732872524481,429.568796406468,425.741070841329,430.225624934783,426.289494839885,2061.86273524214,2067.0734068432,2051.87321307787,2067.89298193832
1,3.75,9.04605837339167,-16.4535631252975,0.255675461712811,0.110433551274129,-0.051393206693687,0.315569553755542,-3.34056717894427,0.518114160297726,0.66190124884279,5.425,5.59,-15.34605,-19.2155,-16.14495,-19.74895,102.60313,82.895,0.2754,-16.075,-16.16,-11.005,1.8,-0.585,3.15,-0.115,229.75,237.75,251.4,259.2,0.09,0.6,0.75,0.02,-0.01,-0.11,-0.21,-8.2135,-7.816,-6.899,-6.5265,-5.845,-5.047,-3.9975,-3.7145,-8.3135,-7.667,-4.458,-3.597,-3.014,-2.176,-7.099,-6.737,-6.612,-6.456,-3.2745,-4.3375,-3.2885,-2.659,-2.3985,-10.0825,-9.909,-8.4435,-7.63175,-7.167,-6.4045,-5.0865,-4.8245,-11.2775,-9.8915,-8.9705,-7.66725,-7.5715,-5.93825,-4.77725,-4.103,-3.707,-1.673,-1.615,0.842523390615829,0.706693969551316,1.18318185317135,1.036387790527,1.181111188852,0.697344704324784,1.10603390196887,0.707419094495073,1.00333397449607,424.069479682949,429.394806521582,425.131620728966,426.401574014212,424.329456213653,429.61166150296,424.422677005871,430.185267668924,426.173034158022,2064.35760272756,2044.88892323163,2065.9064727327,2071.49624921131
1,4.25,8.39404889417404,-16.7304832648787,0.270029740988358,0.0749822566199892,-0.00336735552152687,0.303394945951607,-2.73639321208666,-0.06743896391498,0.616492840844601,5.61,5.4825,-15.4583,-19.282,-16.28395,-20.442375,102.59357,82.775,0.2686,-16.09,-16.2025,-10.9775,1.775,-0.6175,3.1,-0.1325,228.9,236.125,250.75,259.225,0.09,0.61,0.75,0.0175,0,-0.11,-0.21,-8.21325,-7.819,-6.86425,-6.52175,-5.829,-5.03175,-3.968,-3.7175,-8.3195,-7.653,-4.413,-3.60025,-3.016,-2.177,-7.08325,-6.722,-6.56075,-6.38475,-3.258,-4.319,-3.25375,-2.65075,-2.3945,-10.046,-9.87875,-8.442,-7.632,-7.1455,-6.38525,-5.07,-4.80625,-11.2605,-9.88925,-8.9495,-7.66775,-7.57375,-5.9265,-4.7795,-4.0865,-3.498,-1.6575,-1.6125,0.881052051492703,0.667957377660025,1.22869391173741,0.993767279171829,1.22687507702902,0.66312753926046,1.2095454843883,0.709476466649221,1.15000007896626,423.992111551472,429.370814037027,425.084401423583,426.79533587934,424.344167327135,429.524002801564,425.443852850899,430.473812739283,426.135465025161,2049.81292985396,2067.57395237822,2070.72254619613,2072.35986247691
1,4.75,8.38664562816537,-17.0598382624425,0.302494871614997,0.161612231444965,-0.0291311738941678,0.305560308471997,-2.35588284825759,0.131004076284655,0.624754647032322,5.645,5.7,-15.744975,-19.195,-16.58035,-20.2603,102.601915,83.0075,0.26795,-16.075,-16.24,-10.96,1.8,-0.58,3.1,-0.15,228.9,237.4,251.1,258.8,0.09,0.61,0.76,0.02,-0.01,-0.11,-0.21,-8.216,-7.822,-6.832,-6.517,-5.812,-5.017,-3.939,-3.691,-8.33,-7.648,-4.3665,-3.561,-3.01375,-2.17,-7.059,-6.706,-6.5155,-6.312,-3.242,-4.302,-3.219,-2.643,-2.391,-10.009,-9.8495,-8.437,-7.61075,-7.124,-6.366,-5.053,-4.788,-11.257,-9.864,-8.943,-7.659,-7.576,-5.9145,-4.781,-4.07,-3.707,-1.6475,-1.75,0.877034968609782,0.384212279863948,1.11809768953206,0.37733311251043,1.06709094120333,0.345612724395569,1.22982149985748,0.322173296864826,1.14294649973287,424.164221976495,429.150599562711,425.041316547949,426.824176313244,424.845215505304,429.097917531324,424.61873896572,429.505376617204,426.062517351849,2064.94750727695,2067.35378113248,2069.76438417823,2077.8867351828
