DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-69.38,-24.9247,1.7734,-23.56355,0.2595,0.15385,407.05,5.995,8.8643,87.4,8.33,37.75,1.9274,0,0,258.1,325.958,0,0,4.67005,6.0667,6.805,7.4637,8.16105,10.5537,5.44695,6.82545,10.245,10.705,9.445,10.955
1,0.75,-70.15,-25.5341,1.5035,-22.9559,0.2513,0.15355,406.9032,6.0018,8.764,87.3886,8.25,38.44,1.97255,0,0,257,325.6,0,0,4.4501,5.9016,6.76835,7.4608,8.19105,10.55685,5.0867,6.6611,10.24,10.71,9.455,10.95
1,1.25,-69.43,-25.5373,1.8647,-22.64075,0.25865,0.15415,406.44625,5.9082,8.7132,87.38045,8.12,38.3335,1.893,0,0,256.1,324.8,0,0,4.2866,5.8085,6.7575,7.47,8.1871,10.55685,4.866,6.501,10.245,10.71,9.465,10.945
1,1.75,-69.1182,-24.8803,1.7562,-23.06735,0.2499,0.15295,406.73795,5.91325,8.3985,87.383,8.02,38.95,1.9325,0,0,255.979,324.3,0,0,4.14195,5.6497,6.73155,7.47735,8.18605,10.55185,4.746,6.4203,10.245,10.71,9.465,10.945
1,2.25,-68.81,-24.17,1.80885,-23.7325,0.25795,0.1558,406.6619,5.8287,8.3145,87.3799,7.987,39.2968,1.9367,0,0,256,324.2898,0,0,4.01285,5.5545,6.7192,7.46385,8.21105,10.55685,4.6661,6.29455,10.245,10.715,9.47,10.94
1,2.75,-68.6,-24.77,1.8193,-23.40915,0.232,0.15465,406.527,5.85475,8.22995,87.37275,7.848,38.8,2.0373,0,0,255.6,325.0275,0,0,3.8964,5.4414,6.6775,7.4583,8.205,10.55685,4.5552,6.202,10.245,10.72,9.48,10.93
1,3.25,-68.6074,-24.75,1.9635,-25.39,0.25755,0.16005,406.52855,5.89445,8.20225,87.36855,7.739,38.6838,1.9685,0,0,255.4,323.9222,0,0,3.771,5.3444,6.6477,7.4942,8.205,10.55685,4.452,6.101,10.245,10.72,9.485,10.93
1,3.75,-68.8728,-24.13,2.19,-24.6528,0.2565,0.1572,406.4768,5.884,8.256,87.3586,7.704,38.2917,1.953,0,0,255.9632,322.8616,0,0,3.722,5.244,6.5877,7.45,8.2469,10.55685,4.3748,5.969,10.245,10.725,9.495,10.93
1,4.25,-69.11,-24.0356,2.098,-25.28,0.2649,0.1565,406.39965,5.80785,8.21845,87.35,7.766,38.8265,2.02975,0,0,256.5,323.1773,0,0,3.6538,5.14,6.546,7.5052,8.2171,10.55185,4.2809,5.85,10.245,10.725,9.505,10.925
1,4.75,-68.2835,-23.75,2.0325,-26.6845,0.2659,0.1612,406.7582,5.86205,8.1788,87.34355,7.646,38.38,1.9966,0,0,255.3963,323.7271,0,0,3.5498,5.0081,6.5092,7.4956,8.2542,10.55185,4.1714,5.698,10.24,10.73,9.5,10.92
1,5.25,-68.18,-23.71,2.29205,-26.18585,0.26435,0.162,406.1681,5.85,8.075,87.3487,7.721,38.18,1.977,0,0,255,323.2,0,0,3.484,4.9302,6.4777,7.5035,8.2569,10.55185,4.054,5.6352,10.245,10.735,9.505,10.92
1,5.75,-68.81,-23.31,2.0857,-25.8412,0.254,0.16625,405.7557,5.8781,8.156,87.35025,7.712,37.36,1.9641,0,0,254.4574,322.6,0,0,3.3608,4.8182,6.4277,7.51,8.2742,10.54955,3.962,5.558,10.245,10.735,9.505,10.92
1,6.25,-69.1348,-22.55,2.2404,-27.64745,0.25245,0.1679,406.096,5.822,8.199,87.37,7.627,37.18,2.056,0,0,254.9988,323.6,0,0,3.3283,4.716,6.3977,7.5035,8.2542,10.54955,3.8987,5.472,10.245,10.745,9.495,10.915
1,6.75,-69.3264,-22.7334,2.1036,-26.5529,0.23885,0.1693,406.00825,5.80475,8.2229,87.38295,7.662,36.5503,2.1035,0,0,254.3068,323.4372,0,0,3.2746,4.623,6.3502,7.51,8.2371,10.54955,3.822,5.4104,10.255,10.74,9.49,10.905
1,7.25,-67.2863,-22.3584,2.054,-26.08,0.2315,0.169,406.0841,5.82215,8.07855,87.4,7.581,36.6,2.10905,0,0,253.4212,322.5717,0,6.014,3.2566,4.5615,6.3148,7.49,8.2571,10.55,3.729,5.3192,10.26,10.745,9.48,10.905
1,7.75,-57.51,-19.5903,3.1992,-24.0096,0.2174,0.1716,405.9208,5.8541,8.3386,87.42,7.858,34.66,2.069,14.985,4.75085,254.3155,326.222,6.705,46.74,3.16025,4.5026,6.28405,7.49255,8.26275,10.5537,3.59695,5.2319,10.29,10.75,9.47,10.92
1,8.25,-18.8087,-14.71,4.751,-20.93,0.1727,0.1856,405.5384,5.9001,8.994,87.43075,8.51,32.9044,1.818,67.2134,17.34955,253.7,332.1699,21.53,151.4,3.0807,4.448,6.2197,7.5108,8.26555,10.55,3.6407,5.1574,10.29,10.75,9.47,10.91
1,8.75,57.2087,-6.1807,13.0962,1.933,0.05402,0.2068,406.5901,5.988,10.445,87.46,10.625,30.1801,1.33,218.26085,56.39,257.2,349.1,73.5,433.0348,3.0928,4.37935,6.1826,7.50035,8.26315,10.55,3.6688,5.1089,10.29,10.76,9.46,10.91
1,9.25,120.2608,6.3451,20.86,31.0654,-0.02551,0.21875,406.37425,5.893,11.5693,87.48295,12.13,28.1513,1.0615,314.56515,75.9,260.9,364.0903,113,613.6,3.18795,4.3011,6.0769,7.433,8.1753,10.5454,3.7946,5.01735,10.29,10.76,9.46,10.91
1,9.75,186.8695,19.7156,25.9199,62.06,-0.01268,0.2075,406.4756,5.8669,12.3283,87.5,12.93,26.5517,1.1762,407.75,90.4269,264.4,376.2062,141.63,781.3582,3.4466,4.24685,5.95485,7.3607,8.09595,10.5454,4.0663,4.988,10.28,10.76,9.46,10.9
1,10.25,244.8695,33.266,32.14375,94.08,-0.009,0.22155,406.9008,5.876,12.8205,87.52,13.4,25.97,1.41645,489.34165,104.56085,267.0513,387.1,163.2,930.488,3.88935,4.2629,5.8572,7.2657,8.0444,10.54,4.5395,5.0033,10.265,10.735,9.45,10.9
1,10.75,293.6521,42.6031,34.3729,122.39315,-0.03335,0.23055,406.711,5.87415,13.4478,87.51,14.14,24.79,1.5635,556.06155,116.0065,269.2,397.2,179.2,1057,4.3779,4.38135,5.7587,7.2,8.00135,10.5328,5.06675,5.04715,10.255,10.73,9.44,10.895
1,11.25,327.4,55.75,36.61,143.8448,-0.03969,0.2321,406.53205,5.8995,13.97,87.5,14.62,24.2092,1.73735,608.60855,124.75,272.0323,405.8749,190.9862,1153,4.9646,4.4751,5.70945,7.15,7.97325,10.5378,5.54905,5.15905,10.255,10.725,9.425,10.895
1,11.75,351.8,64.0542,37.85,159.7,0.05043,0.2445,406.63965,5.92425,14.47,87.47,14.945,23.50675,1.7835,644.65425,132.39125,275.1,413,199.4,1218.41,5.59235,4.667,5.65725,7.1002,7.93895,10.54,6.11125,5.31175,10.26,10.75,9.43,10.91
1,12.25,361.2996,66.7382,38.7439,169.7,0.036845,0.2539,406.4948,5.871,14.83,87.4297,15.45,22.89505,1.794,662.3,136.5,276.3489,419.6845,203.2956,1252.2575,6.2046,4.9293,5.64415,7.07125,7.91635,10.5378,6.8169,5.52735,10.255,10.72,9.41,10.895
1,12.75,360.85685,69.28495,38.4576,179.3303,0.056215,0.25145,406.5783,5.881,15.155,87.3862,15.76,22.4195,1.87065,665.3911,138.60435,277.3541,422.96125,204.763,1259.35,6.754,5.21195,5.63535,7.05085,7.89815,10.5405,7.49165,5.77135,10.25,10.72,9.4,10.895
1,13.25,341.4956,64.63,39.62,171.5,0.06935,0.26605,406.34255,5.7729,15.413,87.3493,16.1,21.76,1.8852,649.1303,137.0434,277.70335,425.7,202.08,1226.9051,7.23895,5.5322,5.6845,7.035,7.87125,10.5477,8.19805,6.0109,10.265,10.77,9.425,10.945
1,13.75,315.9439,59.4902,36.3703,164.75,0.0834,0.2763,406.2363,5.7065,15.7405,87.3245,16.33,21.2868,2.0802,617.75705,132,278.6209,424.4,193.6,1160.28,7.7196,5.8767,5.71925,7.00895,7.85315,10.5537,8.73535,6.25705,10.28,10.79,9.42,10.95
1,14.25,279.1783,46.72865,35.28,147.2972,0.1457,0.2912,406.1592,5.7021,15.98355,87.31,16.47,20.8026,2.08875,564.79125,124.1739,279.9619,421.6,181.53,1060.77205,8.09875,6.1904,5.80945,7.00895,7.86315,10.5537,9.20885,6.58405,10.28,10.79,9.41,10.95
1,14.75,230.5217,34.06,29.7245,126.43365,0.1339,0.27075,406.0294,5.6645,15.975,87.3003,16.23,20.825,2.15655,498.10645,112.2,279.1763,416.7,165.06,939.17525,8.4793,6.5074,5.8562,7.00835,7.88585,10.5537,9.57965,6.8545,10.27,10.79,9.4,10.95
1,15.25,176,22.27,26.433,100.3555,0.1579,0.2674,405.77765,5.60885,15.93815,87.29805,16.18,20.3926,2.2045,419.65205,97.9,278.5886,409.8,144,797.87,8.61845,6.76495,5.90545,7.0078,7.87585,10.5537,9.68905,7.208,10.27,10.78,9.38,10.94
1,15.75,109.7603,11.36,21.15,68.5461,0.19235,0.27805,405.803,5.51605,15.73645,87.2946,16.08,20.6486,2.21365,328,82.21,277.9661,400.7,119.35,629.853,8.7251,7.03385,6.02495,7.00095,7.8544,10.5537,9.68275,7.46345,10.26,10.78,9.37,10.93
1,16.25,45.35,2.812,16.74,35.25,0.2221,0.267,406.01975,5.60635,15.32,87.3,15.76,21.411,2.1647,233.23945,65.38355,276.9195,390.4,90.09,446.14125,8.73365,7.2426,6.0823,7.0295,7.8544,10.54955,9.6812,7.7025,10.25,10.76,9.36,10.93
1,16.75,-12.38,-4.9695,10.9636,3.4758,0.22545,0.2355,405.92575,5.6535,14.8994,87.3,15.22,22.3037,1.9982,132.60435,45.62175,275.1703,378.7,55.2,257.0561,8.63395,7.4068,6.1523,7.0446,7.9043,10.54955,9.5447,7.86365,10.25,10.755,9.355,10.93
1,17.25,-57.9217,-13.6088,5.5415,-12.335,0.2042,0.2077,406.4321,5.88145,13.8411,87.31,14.265,23.7657,1.482,45.90675,17.76025,272.765,362.2,18.68,90.0882,8.3801,7.4696,6.24335,7.07605,7.9293,10.5454,9.24885,7.9375,10.24,10.73,9.36,10.92
1,17.75,-75.38305,-21.9194,1.6978,-17.95,0.19145,0.1802,406.7901,6.081,12.38,87.3275,12.355,28.62175,1.3381,0,0,268.9124,346.4604,0,10.72915,8.12385,7.53395,6.3704,7.13675,7.952,10.5427,8.9923,8.0129,10.235,10.715,9.35,10.91
1,18.25,-76.022,-25.18865,1.6303,-19.7946,0.2939,0.1432,407.1151,6.1868,11.38,87.333,10.975,31.7157,1.653,0,0,265.97145,339.0587,0,0,7.8325,7.5448,6.4855,7.2107,7.994,10.5477,8.67585,8.05315,10.23,10.715,9.35,10.905
1,18.75,-75.49735,-26.5914,1.8432,-22.9176,0.301,0.1463,407,6.177,10.7848,87.3493,10.175,33.6254,1.8701,0,0,264.7389,336.8372,0,0,7.49905,7.5471,6.56055,7.28905,8.04295,10.5477,8.36375,8.0474,10.23,10.715,9.35,10.905
1,19.25,-73.8739,-27.4914,1.69875,-21.9341,0.2811,0.1505,406.9204,6.2677,10.3861,87.365,9.815,35.62495,1.8706,0,0,264.0227,335,0,0,7.1777,7.49485,6.64595,7.34195,8.09785,10.5477,7.9754,7.99825,10.225,10.71,9.35,10.905
1,19.75,-73.55675,-27.50325,1.8954,-23.32,0.2857,0.15,407.1434,6.2247,10.13,87.38,9.655,36.79055,1.9148,0,0,262.89165,333.8,0,0,6.9455,7.4157,6.73125,7.3678,8.1143,10.5477,7.67165,7.94385,10.225,10.71,9.355,10.905
1,20.25,-73.86815,-28.5401,1.9119,-23.7535,0.2771,0.1489,407.43195,6.1988,9.864,87.3918,9.215,36.714,1.999,0,0,261.5238,333.4473,0,0,6.6162,7.30405,6.82585,7.3978,8.13375,10.55,7.3647,7.8595,10.225,10.705,9.37,10.9
1,20.75,-72.75475,-28.4,1.90355,-23.8162,0.2936,0.1519,407.1752,6.169,9.6694,87.3925,9.05,36.56,2.032,0,0,260.13745,332.1754,0,0,6.3887,7.14675,6.85125,7.41835,8.14575,10.55,7.15845,7.7725,10.22,10.705,9.38,10.9
1,21.25,-72.8904,-27.3,1.9666,-24.34725,0.2677,0.1572,406.849,6.1337,9.5753,87.4,9.06,36.7198,2.016,0,0,260.2045,331.4,0,0,6.0902,7.01925,6.88405,7.44535,8.15305,10.55,6.9479,7.65705,10.22,10.71,9.385,10.9
1,21.75,-72.32,-27.2322,1.96015,-24.42435,0.27795,0.1589,406.89505,6.14525,9.576,87.4062,8.96,36.8,2.0322,0,0,259.1902,330.1,0,0,5.81655,6.89325,6.9201,7.45325,8.15075,10.55,6.7102,7.5624,10.22,10.705,9.395,10.895
1,22.25,-71.38,-27.3528,1.75775,-23.2215,0.2556,0.1508,407.2085,6.0983,9.33755,87.4165,8.855,37.4309,2.0027,0,0,259.0695,329.5,0,0,5.5789,6.7465,6.93165,7.4468,8.15255,10.55185,6.4171,7.44995,10.22,10.71,9.405,10.89
1,22.75,-70.0539,-26.8647,1.66965,-23.32,0.2546,0.1523,407.1486,6.1224,9.3035,87.41,8.71,36.9369,2.0066,0,0,259.8,329.1699,0,0,5.38865,6.62385,6.9236,7.4552,8.16325,10.5537,6.2116,7.3105,10.24,10.71,9.45,10.93
1,23.25,-70.6687,-26.74,1.73975,-24.44,0.2698,0.15335,406.8629,6.047,9.2209,87.414,8.48,37.0607,1.9909,0,0,257.8,327.4384,0,0,5.1564,6.49165,6.92555,7.47125,8.1847,10.5537,6.04175,7.1905,10.24,10.7,9.46,10.93
1,23.75,-70.073,-26.37555,1.7027,-23.01,0.2733,0.1545,406.8304,5.99405,8.975,87.41,8.425,37.345,1.96165,0,0,258.3653,326.6388,0,0,4.9649,6.36065,6.91885,7.47625,8.1871,10.5537,5.7931,7.05575,10.24,10.7,9.47,10.93
2,0.25,-73.67,-28.1155,1.855,-23.491,0.3039,0.1473,406.38555,6.007,9.872,87.32125,9.34,36.5781,2.041,0,0,260.13435,332.1764,0,0,6.5998,8.2231,8.8275,8.8808,9.4038,10.9162,7.2954,8.63,10.66,11.05,10.06,11.1
2,0.75,-73.87,-27.9427,1.889,-24.28115,0.2987,0.14995,406.2191,6.0362,9.7094,87.31175,9.08,37.5699,2.0886,0,0,260.2869,332.2819,0,0,6.4601,8.0492,8.80425,8.89695,9.3947,10.9162,7.09155,8.5679,10.65,11.06,10.07,11.1
