DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,422.70815,2.033745,2073.3465,0.30590725,5.54183675,0.641603725,-10.55,-0.564008225,0.7651046,3.43101375,0.40489865,96.4541425,-5.2138335,-4.789834,-4.884667,-4.903,-4.924,-0.6683333,-0.34783335,-0.028166665,0.3376667,2.4393335,3.5806665,4.0600175,-4.6431055,0,0,0.77113935,286.328175,294.357575,-5.0093335,-4.9745,0.3196861
1,0.75,421.9413,2.04826275,2073.628,0.29929195,5.87587875,0.58066055,-10.5525,-0.6604742,0.901099,3.337045,0.38708025,96.4469775,-5.0952505,-4.9714165,-5.02,-5.0638335,-5.0464165,-0.82041665,-0.41425,-0.0222500025,0.347583325,2.46841625,3.58100025,4.0265505,-3.9686305,0,0,0.704304525,287.5458,294.39845,-5.1164165,-5.0706665,0.3150628
1,1.25,422.03805,2.0426885,2071.222,0.28459725,5.456063,0.407325825,-10.65583,-0.4686864,0.7220607,3.335105,0.4007862,96.44131,-5.09101625,-5.1038335,-5.19524975,-5.22475,-5.27049975,-0.80883335,-0.41325,-0.053000005,0.34299995,2.474833,3.5665835,4.02581725,-3.891098,0,0,0.680293725,288.1647,294.6194,-5.2918335,-5.2973335,0.3463211
1,1.75,422.155275,2.046968,2074.067,0.2881074,6.34173,0.7196644,-10.68,-0.30103715,0.78968095,3.23082725,0.391028,96.4448225,-5.09460025,-5.347667,-5.37625,-5.4076665,-5.4365835,-0.844833375,-0.44941665,-0.053833335,0.341083325,2.46325,3.55625,4.024102,-3.928467,0,0,0.6908882,289.62635,294.221275,-5.46,-5.42108375,0.3031206
1,2.25,423.036,2.079935,2070.724,0.300890375,5.739716,0.475651975,-10.6583325,-0.00429138925,0.93212885,3.3284665,0.3868084,96.470485,-5.168625,-5.0725,-5.2585835,-5.38258275,-5.505667,-0.8346667,-0.432250025,-0.03741666675,0.32408335,2.423333,3.54141675,4.0179585,-4.334752,0,0,0.672092525,288.4724,294.1241,-5.43666725,-5.41674925,0.3076153
1,2.75,423.2684,2.06063,2072.12925,0.319004175,4.675011,0.5744964,-10.81,-0.3140466,0.77648465,3.211501,0.3868484,96.48216,-5.293933,-5.362,-5.585001,-5.587667,-5.735334,-0.8606666,-0.495,-0.071,0.3316667,2.464,3.557333,4.0168925,-3.892334,0,0,0.6290513,289.6551,296.0483,-5.611,-5.623333,0.33410505
1,3.25,423.216725,2.08954,2075.425,0.271734625,5.33470675,0.614842475,-10.81,-0.2088474,0.65247435,3.204603,0.3712063,96.4734175,-5.317334,-5.498,-5.631,-5.639667,-5.875,-0.865,-0.487,-0.1043333,0.2966667,2.439333,3.553,4.01664025,-3.64499975,0,0,0.6711912,288.548,296.0412,-5.847333,-5.816333,0.3246889
1,3.75,423.52345,2.0818845,2075.476,0.26660395,5.347099,0.42360125,-10.81,-0.2303297,0.491111275,3.1073565,0.365891375,96.45139,-5.335084,-6.038,-6.038,-6.026,-6.044,-0.8433333,-0.4916667,-0.09766666,0.272,2.431667,3.541,4.00749,-3.39957725,0,0,0.584102875,291.52385,297.28655,-6.051,-5.980667,0.310476125
1,4.25,423.4102,2.108533,2077.55325,0.311350825,5.944516,0.5081872,-10.81,-0.373943375,0.62902095,3.1609735,0.368530225,96.4523225,-5.525,-6.03883325,-6.01658375,-6.00799975,-6.0281665,-0.846249975,-0.51466665,-0.0777500025,0.2615,2.410917,3.554667,4.01545675,-3.3734745,0,0,0.79896835,289.4772,297.4556,-6.00525,-6.0028335,0.3348711
1,4.75,423.2955,2.10352725,2081.78575,0.276864825,6.0396885,0.5048985,-10.93,-0.4152032,0.93662005,3.144363,0.37126375,96.4489775,-5.4341995,-6.221333,-6.210333,-6.222,-6.272,-0.855,-0.5173333,-0.08633333,0.2637,2.4,3.554,4.018632,-3.3937985,0,0,0.642175725,294.520125,298.024725,-6.279,-6.267,0.2817699
1,5.25,423.5762,2.0508555,2079.621,0.33016035,4.5620905,0.6717886,-10.96,-0.20774,0.7532766,3.261226,0.38009865,96.46416,-5.3923835,-6.210001,-6.238667,-6.421,-6.438,-0.9246666,-0.5226666,-0.08466667,0.262,2.391667,3.539,4.0180495,-3.855,0,0,0.7193339,295.4445,298.135,-6.459,-6.479,0.34064375
1,5.75,423.6021,2.0090895,2085.254,0.3066374,4.909873,0.9266453,-10.96,-0.45292305,0.4931907,3.20559,0.3789229,96.4453,-5.2883495,-6.217,-6.343667,-6.559333,-6.685333,-0.936,-0.4973333,-0.104,0.2303333,2.397333,3.526333,4.017966,-3.9911495,0,0,0.731298,294.172125,298.488375,-6.679,-6.629,0.3510723
