DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A,T_SONIC_SIGMA
1,0.25,0.7845,0.0475,0,0,-36.3681645,0,99.56395,-24.4038,463.6082725,-0.04006,-1.429445,-1.429445,-36.368815,-21.0315,0.0396725,0.047725,143.89525,178.41875,0,0,-17.081225,-19.20895,-14.111175,-15.475725,-14.029075,-14.301625,-14.4874,-14.166425,-15.02434,-11.82002,-17.22649,-14.51511,-12.89754,-14.13074,-13.96117,-14.04156,-11.11485,-16.0826,-13.48013,-12.576715,-13.32794,-13.25405,0.000375
1,0.75,0.4943075,0.0262925,0,0,-35.86305,0,99.5862625,-24.7895,461.6934,-0.0762,-4.73036,-4.73036,-39.337905,-17.808475,0.03692,0.0494475,143.06725,177.73325,0,0,-17.1372,-19.29705,-14.04295,-15.411325,-14.02535,-14.321675,-14.510475,-14.177125,-15.03633,-11.82326,-17.22651,-14.53402,-12.89077,-14.13789,-13.9701,-14.03837,-11.11104,-16.078005,-13.47573,-12.579265,-13.338475,-13.25114,0.0044825
1,1.25,0.55837,0.032765,0,0,-35.7881365,0,99.6217,-24.5392075,463.9215525,-0.0755075,-4.93549,-4.93549,-37.424925,-17.68612,0.060535,0.09261,142.36875,176.92375,0,0,-17.046125,-18.950325,-14.155625,-15.307925,-14.01735,-14.3531,-14.5244,-14.17745,-15.03174,-11.80842,-17.22916,-14.54243,-12.89121,-14.14946,-13.9698,-14.04724,-11.10829,-16.082905,-13.47039,-12.57352,-13.34134,-13.25309,0.00396
1,1.75,0.863695,0.0279525,0,0,-35.628481,0,99.5701625,-25.0519475,463.64467,-0.07315,-2.204,-2.204,-38.7339375,-15.43952,0.0289325,0.015885,143.3465,176.882,0,0,-17.027475,-18.985325,-13.993075,-15.4401,-14.001625,-14.345625,-14.539925,-14.17045,-15.03717,-11.80739,-17.22515,-14.55018,-12.904,-14.15564,-13.97402,-14.04045,-11.11411,-16.08227,-13.4697,-12.576985,-13.34851,-13.2472,0.00157
1,2.25,1.1004125,0.046915,0,0,-35.85309675,0,99.5125125,-25.6025075,441.8759825,-0.07013,-2.817135,-2.817135,-37.3215825,-39.0902625,0.050425,0.0451225,144.0135,175.5805,0,0,-16.90255,-18.9263,-13.793825,-15.43975,-13.996875,-14.3431,-14.5466,-14.170775,-15.04393,-11.80702,-17.21827,-14.56955,-12.90699,-14.16395,-13.98232,-14.03628,-11.09632,-16.08139,-13.45851,-12.57418,-13.35524,-13.24441,0.00206
1,2.75,1.277495,0.054045,0,0,-35.58906775,0,99.4880875,-25.85798,462.6640675,-0.05536,-3.65098,-3.65098,-42.0301,-13.659835,0.0554175,0.028815,144.31175,176.52025,0,0,-16.98695,-18.917975,-13.940475,-15.182825,-14.00885,-14.356025,-14.542525,-14.171625,-15.05645,-11.79877,-17.21704,-14.57867,-12.91704,-14.16593,-13.99851,-14.03368,-11.11088,-16.08016,-13.45284,-12.58099,-13.36617,-13.24578,0.00281
1,3.25,1.42676,0.04836,0,0,-35.9090645,0,99.56975,-25.56098,461.798325,-0.05496,-2.4005025,-2.4005025,-40.86375,-13.3959825,0.059245,0.055615,143.61275,176.7065,0,0,-16.887,-18.53005,-13.73295,-15.18665,-14.024175,-14.36685,-14.532,-14.1687,-15.05145,-11.80256,-17.21561,-14.59569,-12.92003,-14.17498,-14.00298,-14.04596,-11.09117,-16.08741,-13.44411,-12.58578,-13.37002,-13.24129,0.0035375
1,3.75,1.50621,0.032325,0,0,-35.90092,0,99.644085,-25.505335,461.4755,-0.05301,-2.43486,-2.43486,-44.3292425,-15.7154575,0.055655,0.04244,142.8235,176.963,0,0,-16.84445,-18.758975,-13.7953,-15.167025,-14.02975,-14.33355,-14.522225,-14.1616,-15.04639,-11.81574,-17.21977,-14.61203,-12.93134,-14.18212,-14.01112,-14.04073,-11.09466,-16.084135,-13.44227,-12.58792,-13.38759,-13.24181,0.0038575
1,4.25,1.6161,0.03475,0,0,-35.334549,0,99.70215,-25.22035,457.977355,-0.0556725,-2.95864,-2.95864,-44.261295,-16.2236625,0.0389875,0.03778,143.572,175.89225,0,0,-16.649575,-18.834125,-13.619075,-15.25645,-14.012375,-14.319875,-14.528,-14.161575,-15.04686,-11.82665,-17.21928,-14.61962,-12.93638,-14.1948,-14.02505,-14.03651,-11.1048,-16.08089,-13.45526,-12.59048,-13.393055,-13.2365,0.00192
1,4.75,1.4285725,0.023785,0,0,-35.9159155,0,99.702745,-24.68313,456.21165,-0.0545,-5.9151,-5.9151,-44.2325,-14.9284375,0.039085,0.1081,142.685,175.49975,0,0,-16.593225,-18.744475,-13.74385,-15.23695,-14.00945,-14.3075,-14.529125,-14.162575,-15.04626,-11.83075,-17.22814,-14.61836,-12.92565,-14.20548,-14.02937,-14.04691,-11.09832,-16.08421,-13.46392,-12.592055,-13.39847,-13.23523,0.0041425
