DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_5_1
1,0.25,0.457855721069348,-30.8177382123397,0.039222353522201,-0.295493167144708,-0.298440083914755,-0.391821845722109,-2.60747906204461,-2.03698394748349,0.0364287230745862,-127.907300782236,-13.232083831075,0.157896547059956,0.464,0.2585,0.12775,0.055,-32.2274,-31.9334,-32.158525,-36.14256,-39.8507125,-38.71277,92.036573,48.22725,0.1129,-34.89625,-33.826,-29.555,-29.555,0,-4.80175,0,-2.3275,151.8025,185.8025,173.08,186.7975,-0.42275,-0.74,-0.43,-0.4355,-0.56,-0.48,-0.10275,-0.31,0,-6.571425,-5.7801,-4.686725,-3.7221,-4.023875,-3.0954,-2.66,-2.2031,-1.192725,-21.6775,-18.624775,-4.405025,-2.744,-1.8089,-1.3798,-0.7982,-14.363875,-12.391225,-9.124375,-7.45555,-6.712075,-5.9496,-5.462725,-12.913575,-12.14335,-10.481675,-9.131625,-8.613375,-7.443625,-6.785375,-10.450975,-9.497725,-8.451775,-7.65245,-7.014925,-6.3523,-11.0601,-3.709125,-99.5565,0.0803789371358539,0.186873756943833,0.164461481818651,0.157932479643302,0.0512817544149697,0.0754504821529005,412.651526867113,416.047698995886,417.921064864302,416.870225066564,417.859323445838,416.759269612571,417.836274472921,416.41375018785,418.022887567143,416.375666184478,419.040377864677,1973.29688751504,1975.32229934404
1,0.75,0.609399602955092,-30.8424159232089,0.0419066780025229,-0.970423862859875,-0.217684461300948,-0.764116897190489,-3.50577733451451,-1.94091921320188,0.0406734230218476,-118.324412451122,-16.8410063056157,0.19476717177037,0.407,0.257,0.12775,0.0475,-31.8982,-32.240525,-32.38754,-36.545915,-40.260675,-37.73575,92.040882,47.137,0.1157,-34.69875,-33.24,-28.90675,-29.578,0,-4.5895,0.0725,-2.39925,151.6025,185.3125,173.5375,187.1225,-0.42275,-0.74,-0.43,-0.4355,-0.56,-0.48,-0.11275,-0.31,0.01,-6.57315,-5.78365,-4.690175,-3.72195,-4.027875,-3.0971,-2.656925,-2.2045,-1.191825,-21.711275,-18.6715,-4.412275,-2.7451,-1.8107,-1.3821,-0.7992,-14.40205,-12.4022,-9.122875,-7.4515,-6.71315,-5.948975,-5.46335,-12.946175,-12.172775,-10.486125,-9.1322,-8.60525,-7.4406,-6.78555,-10.44295,-9.500375,-8.44975,-7.655725,-7.0071,-6.352825,-10.693975,-3.4234,-97.5535,0.0735090959977305,0.160493767233761,0.152967428723983,0.134614947272763,0.0573805784886501,0.0830214298645187,412.272608649331,416.27457110267,417.858394267734,416.210749765429,418.03169985496,416.261274465453,418.331028003324,416.578593083937,417.849423278898,416.611533957177,417.861776671267,1973.32419379868,1970.91593620396
1,1.25,0.545519563251151,-30.6375422664787,0.05144551949831,-0.439643109035016,-0.47578041216506,-0.38607458821704,-4.98519537696794,-2.31063532030775,0.0379316661175293,-152.074615594494,-24.3996116706673,0.186450857644342,0.437,0.2425,0.12,0.04,-31.6292,-31.411,-32.14385,-36.507145,-39.722875,-37.86185,92.031235,47.555,0.115785,-34.35475,-33.354,-28.95225,-29.7005,0,-4.8555,0.1,-2.601,153.75,185.255,174.4675,186.6775,-0.42,-0.74,-0.43775,-0.44,-0.56,-0.48,-0.1,-0.31,0,-6.5705,-5.7852,-4.693175,-3.722275,-4.0326,-3.094925,-2.654575,-2.20575,-1.19165,-21.750075,-18.725325,-4.4166,-2.7451,-1.8122,-1.38455,-0.79985,-14.422475,-12.411525,-9.1231,-7.44655,-6.714225,-5.950425,-5.463975,-12.979225,-12.202375,-10.48985,-9.131775,-8.60655,-7.43785,-6.786275,-10.431925,-9.501025,-8.44655,-7.65955,-6.999,-6.35065,-10.637,-3.4774,-97.25,0.0725729645862588,0.16902243218164,0.151992546572883,0.115377480836664,0.0693236913487996,0.0906950933497144,412.502165935825,416.000443818468,418.606972686812,416.537067509274,418.477899398984,416.621773889953,418.123520426705,416.484347872102,418.702280309209,416.544171839172,418.940371540088,1977.61887421135,1975.56723721592
1,1.75,0.518302664345178,-30.4377463245499,0.0438232561997905,-0.0916133304597524,-0.469420527170816,-0.556572516601716,-1.84975887120221,-4.05645039426715,0.0521868335385266,-149.980559547932,-31.9998613873088,0.203455149000314,0.388,0.2185,0.12775,0.05,-31.731,-31.4391,-31.4484825,-35.989565,-39.5956875,-37.87868,92.042522,48.161,0.1174,-34.34025,-33.622,-28.935,-29.367,0,-5.1045,0.1,-2.293,153.945,186.1025,177.61,187.9725,-0.42,-0.74,-0.43775,-0.44,-0.56,-0.48,-0.11,-0.31,0,-6.56025,-5.786025,-4.696625,-3.7216,-4.036325,-3.09095,-2.6515,-2.207,-1.191475,-21.800925,-18.764975,-4.419275,-2.7457,-1.81325,-1.386275,-0.801,-14.413225,-12.424225,-9.119875,-7.433325,-6.7153,-5.952325,-5.4646,-13.01355,-12.232525,-10.4953,-9.131625,-8.60785,-7.434825,-6.78555,-10.419075,-9.500625,-8.439575,-7.660725,-6.989825,-6.347125,-10.05375,-3.7286,-98.505,0.0721391496752227,0.189056045551247,0.16807412602655,0.134478500965281,0.0647067190411352,0.0857396314579992,412.551228526066,416.332978860317,417.938988773239,416.360340083374,417.954086301002,416.021661955992,418.067557805809,416.436130805713,418.418241078636,416.559884958422,417.974455211543,1973.85070411392,1971.35555040065
1,2.25,0.437471906820933,-30.3340501216974,0.0307730511456522,-1.06956009368105,-0.246800610606957,-0.979260768520217,-3.34031426987696,-4.77057445887044,0.0480889739220868,-150.333348807814,-35.7078458773919,0.181354206545158,0.462,0.2585,0.12,0.0475,-31.2614,-31.26505,-31.131915,-35.7021,-39.7108,-37.88382,92.0290515,48.954,0.1213625,-34.412,-33.635,-28.94875,-28.926,0,-5.315,0,-2.39125,154.21,188.0475,177.52,190.5125,-0.42,-0.74,-0.44,-0.451,-0.56,-0.48,-0.10275,-0.31,0.00725,-6.54955,-5.785025,-4.697975,-3.7233,-4.041325,-3.08725,-2.648875,-2.20925,-1.1913,-21.843225,-18.80225,-4.410425,-2.7463,-1.814875,-1.387975,-0.8013,-14.401925,-12.42525,-9.112925,-7.4201,-6.7161,-5.9557,-5.465225,-13.047875,-12.26295,-10.48725,-9.1312,-8.60915,-7.432075,-6.7851,-10.407025,-9.502,-8.43215,-7.66125,-6.982825,-6.3442,-9.884,-3.47,-95.94,0.074656406509305,0.18531762756034,0.173986860269803,0.151613268736005,0.058513953685594,0.0806164954004467,412.613472116968,416.603556096998,418.122985751193,416.67376979431,419.307204126399,416.025079204959,418.08688387422,416.699328536122,418.147603874713,416.878969160802,418.161687189206,1978.54333330728,1971.84516402069
1,2.75,0.481100900360947,-30.3389556657743,0.0441917658645609,-0.173699009842029,-0.658649014000802,-0.384548293391657,-2.89354841621695,-3.36022442509115,0.0391448888824,-107.674814698429,-21.2329841707694,0.170680154310328,0.428,0.2385,0.11,0.05,-30.8251,-31.365175,-31.5543575,-35.8628,-39.804425,-37.868415,92.01691925,50.973,0.12343,-34.45925,-33.5025,-28.851,-28.85875,0,-5.452,0.1,-2.4385,153.4775,190.3525,177.575,190.06,-0.42,-0.74,-0.438,-0.45,-0.56,-0.48,-0.11,-0.31,0,-6.5413,-5.785475,-4.697225,-3.725,-4.04505,-3.082275,-2.647975,-2.2088,-1.1904,-21.894375,-18.827775,-4.3969,-2.74585,-1.8175,-1.389625,-0.8034,-14.40275,-12.4095,-9.100075,-7.41295,-6.715825,-5.9572,-5.46585,-13.08175,-12.29165,-10.4738,-9.13105,-8.61045,-7.42905,-6.78465,-10.397975,-9.503225,-8.43025,-7.66105,-6.9802,-6.3465,-10.2948,-3.3853,-87.6995,0.0679529226757363,0.181139221237613,0.160896280986922,0.159085746724869,0.0550442929484677,0.0823416466193478,413.084348185947,416.647732176154,418.280227715372,417.36585003959,418.303526149591,417.438332776532,418.318114937557,417.461068513579,418.34923934368,418.128032114691,420.819534219972,1974.35729660516,1974.34473371003
1,3.25,0.507113373434805,-30.3964687972045,0.0462604585610352,-0.379567222363729,-0.575853843710656,-0.586157611171124,-1.9435961793171,-5.86715096289578,0.0532441028317331,-171.773856120941,-28.5582934981933,0.16612729904741,0.536,0.2555,0.13,0.06,-30.938305,-31.359875,-31.356685,-35.9544925,-39.7964375,-37.8385375,92.011529,49.368,0.1236,-34.4,-33.34,-28.856,-29.17175,0,-5.47525,0.1,-2.585,153.325,190.7925,177.72,188.745,-0.42,-0.74,-0.43,-0.44,-0.56,-0.47275,-0.10275,-0.31,0,-6.53405,-5.785375,-4.696925,-3.727175,-4.04905,-3.0783,-2.6507,-2.20655,-1.190225,-21.9527,-18.851825,-4.38035,-2.7445,-1.8194,-1.391275,-0.803125,-14.425875,-12.411875,-9.0981,-7.413325,-6.713025,-5.9583,-5.4662,-13.114075,-12.3208,-10.4608,-9.1309,-8.611475,-7.426025,-6.783475,-10.39185,-9.5043,-8.44095,-7.661575,-6.97595,-6.3502,-10.28395,-3.739925,-86.03175,0.10124501274113,0.17547146986564,0.166510179968956,0.184722538449596,0.0511075294408576,0.081149596067286,413.130537216665,415.834526046357,418.143182579063,417.125003653553,418.432522640365,416.818591167026,418.158963513861,417.433740207493,418.157708613552,416.957070418597,418.149022611351,1974.13655850199,1971.77006475495
1,3.75,0.476012512265355,-30.4483654002276,0.0426442675712991,-0.439196367269236,-0.709692293994368,-0.67765222386837,-6.91631177676569,-3.07700545184526,0.0475393678002197,-169.777062359726,-18.1027362985946,0.174570226452627,0.457,0.21,0.11,0.05725,-30.9420775,-31.203275,-31.51746,-36.4908,-40.0888125,-37.84176,92.002184,49.926,0.12297,-34.3495,-33.14625,-28.42825,-29.2005,0,-5.544,0.1,-2.2265,154.0675,189.825,177.81,187.4725,-0.42,-0.74,-0.43,-0.45,-0.56,-0.48,-0.11,-0.31,0.01,-6.5287,-5.787275,-4.699525,-3.72935,-4.052775,-3.074325,-2.652425,-2.20445,-1.19005,-21.99475,-18.881375,-4.371125,-2.74315,-1.821025,-1.39225,-0.8041,-14.4634,-12.43065,-9.109175,-7.413425,-6.710225,-5.95865,-5.46855,-13.14585,-12.3494,-10.4478,-9.133375,-8.6156,-7.422275,-6.783025,-10.391375,-9.5063,-8.45165,-7.6621,-6.98285,-6.3526,-10.18205,-3.3266,-90.387,0.106301772974667,0.180869889623208,0.164355296040759,0.142561134479975,0.0482943868037498,0.0778986402590111,413.167635473254,416.118583289794,418.588960380856,417.109107693359,418.385419636936,416.165469086134,417.991298296559,417.255098065306,418.548804260068,417.733951039192,419.281837711537,1978.54577250071,1979.07836388949
1,4.25,0.425695143421669,-30.4763848648003,0.0380606072187263,-0.410743017782312,-0.808676777283319,-0.853495313464293,-4.03433507688271,-4.3349925560234,0.0366662419831492,-124.674518279317,-21.0082025100086,0.165488021533332,0.485,0.227,0.1175,0.05,-31.31105,-31.031225,-32.281725,-36.321915,-39.9128,-38.0030525,92.0039675,47.215,0.11675,-34.32525,-33.24625,-28.30825,-29.2255,0,-5.264,0.2,-2.398,153.935,186.7675,177.3025,187.8975,-0.42275,-0.74,-0.43,-0.45,-0.56,-0.48,-0.11275,-0.31,0,-6.524625,-5.78855,-4.7043,-3.731,-4.05705,-3.07035,-2.654875,-2.20265,-1.189875,-22.04655,-18.91,-4.3582,-2.7418,-1.82265,-1.393575,-0.803975,-14.497125,-12.458025,-9.1266,-7.413075,-6.707425,-5.95955,-5.4716,-13.176625,-12.378,-10.434525,-9.14265,-8.6172,-7.41475,-6.78185,-10.395825,-9.510225,-8.459375,-7.661625,-6.99165,-6.356325,-10.036875,-3.298,-96.314,0.105731503314818,0.166209332754539,0.150355980472719,0.127339387698952,0.0451667969744695,0.0774902963953115,413.15121197593,416.37741845708,418.195737418291,416.557968516451,418.041741307109,416.003094493922,418.315365208478,416.705001985395,418.72230166073,416.676349881637,418.091397998404,1983.52906294635,1974.32502828421
1,4.75,0.513284492945816,-31.1250008940969,0.0394184370855807,-0.350570612622135,-0.590050995753231,-0.688558157808469,-3.33877986577338,-10.8664230079021,0.0509910912127542,-131.379862547953,-19.0495009079008,0.200359502511075,0.467,0.263,0.1275,0.0475,-32.0074,-31.436225,-32.47646,-35.7038,-40.05207,-38.05824,91.99252525,43.035,0.1168,-34.43,-33.73,-28.437,-29.47575,0,-5.4255,0.1,-2.256,153.7025,186.5775,177.2575,185.9575,-0.42275,-0.73575,-0.43,-0.45,-0.56,-0.48,-0.11,-0.31,0,-6.52145,-5.791375,-4.708625,-3.73265,-4.061325,-3.065825,-2.6566,-2.20055,-1.1897,-22.096475,-18.914,-4.335875,-2.745525,-1.825,-1.3944,-0.8053,-14.519175,-12.475425,-9.1394,-7.41245,-6.7039,-5.961175,-5.4757,-13.20695,-12.405425,-10.421525,-9.15555,-8.6188,-7.4065,-6.781125,-10.40045,-9.5138,-8.465125,-7.661875,-6.99955,-6.357675,-9.95545,-3.526725,-96.77175,0.130502854463002,0.156082075976243,0.124026072309934,0.0942858749753103,0.0426903056226239,0.0750991450085944,413.137054800145,416.264459827793,418.139863139041,416.3549762093,418.948590720944,415.948976974135,417.94275350889,416.421120666715,418.65736594183,416.36473518482,418.174207713938,1973.71095170604,1984.49220745513
