DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,G_1_1_1
1,5.25,399.25680895,2.80202671575,1987.76885575,-1.134178706,1.5145,-20.513758585,0.277181902,2.9423581775,0.124233647,-0.127073337,0.444730175409474,0.321893661612638,0.133139523148243,100.300615175,73.6675,-23.1475,1.484043253,-8.20053534999998,0.125095690836039,-58.5235,-0.1075,-0.092,-2.30825,0.4375,187.025,213.6,-0.97625,-2.3355,-1.00725,-1.8545,-47.2973275
1,5.75,399.1644188,2.441669271,1988.465775,0.193832172,1.775,-13.0398261,1.24697790175,2.0713484155,0.15033079575,-0.131784737,0.445472563361898,0.44697615787091,0.156656152877002,100.259174975,73.6875,-23.61,1.45637729375,-8.1147422,0.0943119349872951,-57.9325,-0.11225,-0.10425,-2.47725,0.5885,186.95,211.7,-0.9775,-2.3265,-1.002,-1.8375,-47.0108525
1,6.25,398.67158355,2.525893635,1985.462434,0.214726428,-4.8,-14.072022695,-0.38060050075,2.11269857475,0.15094009775,-0.1593522945,0.557610218343279,0.423062301644608,0.150223047867072,100.2062844,74.4675,-23.6325,1.46359111625,-8.35921232499998,0.11528719262151,-51.9755,-0.10675,-0.10325,-2.00225,-0.0205,185.825,212.65,-0.9775,-2.3145,-0.99975,-1.8595,-46.725475
1,6.75,397.7706953,2.5652862865,1990.0207345,0.235620684,1.13,-15.59523123,-0.746099750833333,2.229196137,0.153288408,-0.1479984115,0.518725443756136,0.432207356485287,0.171172427686237,100.1373173,76.7925,-23.83,1.376997552,-8.58787369999999,0.116189500386222,-58.54975,-0.1065,-0.09675,-2.529,0.053,189.725,214,-0.96375,-2.3115,-0.99675,-1.80075,-46.4439525
1,7.25,398.2904126,2.10901970825,1987.43389125,0.2184276965,0.538,-17.425903045,-1.11159900091667,2.88693026575,0.142809232,-0.08115,0.691917826140421,0.425411933509687,0.178013067239568,100.17527245,78.09,-23.82,1.3359502395,-8.03716414999997,0.108660663612761,-56.2145,-0.10775,-0.094,-1.96475,0.2485,205.05,215.15,-0.96025,-2.31075,-0.9975,-1.90775,-46.320085
1,7.75,398.3803888,2.0287784975,1989.828114,0.189927224,1.43,-17.63012126,-1.477098251,2.7142981645,0.14191692325,-0.105714046,0.528524259193524,0.432732737678645,0.155284111617162,100.062331675,76.0325,-23.3375,1.32341512775,-8.71401812499999,0.142404401110103,-55.6215000000001,-0.1095,-0.09775,-2.13425,0.19,205.075,217.775,-0.96025,-2.3105,-0.9855,-1.88225,-46.279845
1,8.25,398.525788925,1.87278535525,1990.16838175,0.1614267515,-0.49,-18.1108978025,-3.2151704155,2.396655527,0.14009941075,-0.12438757475,0.554793930860341,0.455173587013329,0.159999088018613,100.09821615,76.875,-22.495,1.200469253,-9.42758487499998,0.108999052833106,-53.126,-0.1045,-0.09575,-2.3465,0.041,205.6,220.55,-0.95225,-2.3035,-0.9925,-1.87475,-46.2407525
1,8.75,398.6087924,1.8054730355,1987.200156,0.09919313475,-2.02775,-19.0833339075,-4.95324258,2.6115408695,0.1141330335,-0.166909899,0.430985352915035,0.39072358982295,0.145543825854134,100.05818105,76.8025,-22.005,1.27634142325,-8.74079114999995,0.125591457047072,-55.344,-0.0995,-0.09125,-2.50475,0.23,204.1,220.625,-0.95125,-2.2925,-0.984,-1.86225,-46.19919
1,9.25,398.1523713,1.573650737,1986.04462975,0.20340729825,1.47,-22.258916005,-0.2014519165,2.4555001605,0.1337530065,-0.194600767,0.542295394171358,0.377401376121844,0.1514665868393,99.93201193,75.6075,-21.185,1.204024454,-8.84224354999997,0.0955059027951011,-57.76225,-0.11175,-0.10425,-2.091,0.02575,202.825,220.325,-0.963,-2.29,-0.9885,-1.6725,-46.157385
1,9.75,399.294437625,1.28224207025,1983.70921175,0.289982453,0.798,-21.5741140975,-1.347826164,2.8332754905,0.154220378,-0.150290448,0.6034586990932,0.469675876968163,0.160434706818672,99.884229275,75.81,-21.2175,1.1295589675,-8.610255,0.160287610891618,-55.821,-0.10325,-0.08975,-2.3665,0.17225,200.125,216.9,-0.95375,-2.281,-0.98425,-1.81125,-46.1060175
1,10.25,398.999917875,1.2065536175,1984.72767775,0.323477088,-2.3575,-20.5296491975,-1.998489786,2.9417736185,0.1893668405,-0.180228636,0.60385545329386,0.466324485266505,0.211097989658753,99.8567459575,74.945,-22.19,1.086819936,-8.79871269999997,0.112535855178379,-66.0455,-0.076,-0.068,-2.19725,0.5305,189.125,214.95,-0.94325,-2.282,-0.9825,-1.781,-46.176695
1,10.75,400.241540275,1.170584134,1984.600144,0.017964080875,1.15025,-19.732950995,3.89412549575,2.6972629875,0.1576406145,-0.1797254935,0.670367613402449,0.436884802545527,0.191955220788953,99.87537944,75.21,-21.345,0.9674517807,-8.02181074999999,0.107753229080418,-60.94675,0.2695,0.32975,-1.78625,0.70225,187.125,219.975,-0.948,-2.271,-0.98725,-1.84675,-46.2493
1,11.25,400.3497294,1.13726118925,1986.909952,-0.28754892625,-0.4135,-14.5833363275,0.7506396275,2.68675015575,0.16881506025,-0.16752974225,0.625906257142409,0.522270956346388,0.17699875376228,99.904147295,74.845,-22,1.0470020965,-7.05860982499996,0.120917517429179,-58.101,2.496,3.08775,0.02325,2.069,194,217.675,-0.94375,-2.26725,-0.98675,-1.88075,-46.3175325
1,11.75,400.0385208,0.901294833,1988.330599,0.3340275395,-4.81,-14.94918009,1.44890213825,3.04196724875,0.142518575,-0.3233088845,0.574647850010023,0.436144288571286,0.195498309839582,99.9153612625,75.6525,-21.8825,1.074591353,-6.54953887499995,0.11336234649392,-64.325,8.7725,10.62,3.4845,4.693,195.475,218.1,-0.94725,-2.2615,-0.98525,-1.84775,-46.376005
1,12.25,399.799921,0.830088273,1991.1175535,-0.1768549925,0.96475,-14.16683078,2.147164649,3.43282787675,0.15211562775,-0.24161110125,0.585153169326321,0.564865250676737,0.200717361807614,99.954191345,74.7875,-22.9575,1.087463987,-6.2240001,0.108972292087768,-55.395,20.865,23.705,11.6625,10.44,194.775,218.325,-0.94575,-2.25475,-0.9885,-1.84975,-46.4247575
1,12.75,399.758629825,1.15281654075,1990.4986225,0.474129855,1.4,-17.2896986075,0.907932896,3.90273979875,0.23854377625,-0.21295686425,0.788525182746751,0.552193390582539,0.212447686196363,99.9935286325,74.93,-22.9,1.07311147425,-6.69927922499995,0.109399245002324,-46.21,38.77,39.925,19.1625,29.5,194.525,217.05,-0.9485,-2.24175,-0.98625,-1.78175,-46.4617575
1,13.25,399.2282032,1.23034503225,2001.915649,0.556963953,0.934,-24.02464131,1.941980593,3.56501042625,0.20431032175,-0.223087766,0.583652079636023,0.524535799211204,0.230589945153493,100.01926796,74.3725,-22.8375,1.17392841825,-7.06083424999998,0.133284271247462,-51.6300000000001,57.3075,53.2325,26.105,31.1125,190.875,218.5,-0.949,-2.237,-0.9845,-1.955,-46.4896925
1,13.75,399.5069357,0.963179777,2003.194542,0.19982634225,0.652,-15.66088448,1.621092306,2.834232896,0.163181698,-0.23607425,0.717817602876943,0.507279511709275,0.23895606290697,100.0396143,74.2425,-22.1825,1.09204761625,-6.72246569999999,0.14247806848775,-48.5449999999999,65.505,63.6275,30.36,33.1425,188.475,218.275,-0.9425,-2.22725,-0.98475,-1.9675,-46.513675
1,14.25,399.1948449,1.01491149,2003.098966,0.284314356,-0.7595,-19.81834531,2.020695035,2.907095912,0.192734277,-0.20628392025,0.586723626590919,0.475212650294581,0.189208879284245,100.0092705,75.485,-22.7725,1.124296865,-6.88032759999999,0.13856406460551,-50.1725,63.395,58.255,29.8625,31.6325,187.725,215.7,-0.945,-2.21575,-0.98425,-2.01525,-46.52721
1,14.75,399.2905245,0.993706071,2000.053636,0.266135722,0.384,-21.410397915,-0.307849781,2.810805873,0.209501188,-0.232266058,0.719740019034651,0.568227173760636,0.25219040425837,99.97799008,75.9925,-22.405,1.134052127,-5.93232309999996,0.150665191733194,-51.8,49.33,49.1525,23.02,30.1225,184.85,215.425,-0.94675,-2.199,-0.98625,-2.03,-46.5263825
1,15.25,399.5497756,1.4603357335,2009.4479775,0.200592525,-3.74,-25.587274725,-2.0685760615,3.0402911195,0.18700056925,-0.1752310435,0.771694551938393,0.502409657308309,0.198177552593173,100.0171828925,75.2625,-22.0325,1.112797573,-5.85730687499999,0.179892756285227,-50.78,35.0025,40.965,21.635,28.01,180.675,215.55,-0.94975,-2.18675,-0.9835,-2.01325,-46.5165175
1,15.75,400.4328565,1.439640427,2008.41982275,0.196039949,-0.567,-29.296128035,3.083613224,2.77001588275,0.18596374925,-0.2337926265,0.648247348840741,0.521325822763914,0.20777230605517,100.01860791,75.33,-23.12,1.113146954,-6.03542899999999,0.150665191733194,-55.74,21.93,25.755,10.3875,25.14,177.3,214.575,-0.95075,-2.17575,-0.98525,-1.96875,-46.4926475
1,16.25,402.271015775,1.0267627855,2000.01351225,0.189662678328125,0.3276,-20.17032985,1.17797331575,2.815401465,0.16451658,-0.270278395,0.576020747022188,0.487279291577223,0.1994993734326,100.2581347,75.6925,-23.4475,1.11282972105,-6.50370599999997,0.141774468787578,-58.04,9.8575,11.49,3.25425,14.59,176.75,213.725,-0.9475,-2.15825,-0.9845,-1.67475,-46.4632225
1,16.75,402.11748515,1.3958260825,2020.7917965,0.18328540765625,-0.136,-18.3019279325,-0.7276665925,3.022306845,0.211752624,-0.307971704,0.748596041266583,0.551474835327959,0.212132034355964,99.99545377,76.57,-23.845,1.1125124881,-7.01071339999999,0.135646599662505,-62.6725,4.0135,3.9355,0.22125,5.5735,176.1,213.725,-0.95175,-2.1545,-0.9925,-1.665,-46.43002
1,17.25,401.963954525,1.7648893795,2010.75526825,0.176908136984375,-0.896,-17.71213792,-2.63330650075,3.31075866325,0.14063329925,-0.232210798,0.566078114679331,0.533161557113328,0.15052187939749,100.0403004,75.4725,-23.4675,1.11219525515,-7.39252344999997,0.136375965898256,-57.5735,0.434,0.425,-1.16125,1.13925,176.025,214.375,-0.95025,-2.137,-0.985,-1.8505,-46.379435
1,17.75,397.894781,2.1339526765,2038.724194,0.1705308663125,2.69,-21.33181026,-4.538946409,2.330511585,0.188836973,-0.23239049025,0.782438448697404,0.459226602016913,0.157162336455017,100.0424889,75.115,-23.0725,1.1118780222,-8.02241279999998,0.137840487520902,-56.21525,-0.0525,-0.041,-2.38025,-0.04425,176.45,213.675,-0.95825,-2.1395,-0.992,-1.8855,-46.3330925
1,18.25,399.876676475,2.14145606275,2033.34181875,0.164153595640625,0.116485,-20.28632585,-6.44458631725,2.574681966,0.172367331,-0.14504848925,0.623297064007204,0.458102790866853,0.160312195418814,100.1255788,74.7425,-22.96,1.11156078925,-8.10505339999997,0.128452325786651,-57.986,-0.09075,-0.08775,-2.66325,0.1845,180.125,214.3,-0.956,-2.12325,-0.993,-1.85975,-46.2744675
1,18.75,399.37416415,2.145801116,2042.08442125,0.15777632496875,2.4682425,-28.2109021575,-8.3502262255,3.075776727,0.17718931775,-0.16442673625,0.628922440508993,0.493875053977582,0.190013569023336,100.1505928,74.3325,-23.4725,1.13172367,-7.70916054999998,0.105754172419876,-54.547,-0.103,-0.09825,-2.5775,0.384,173.975,213.3,-0.959,-2.117,-0.98975,-1.77925,-46.2480325
1,19.25,399.3289881,2.11471600875,2028.21604125,0.151399054296875,4.82,-25.12120622,-10.25586613375,2.73150496975,0.16776782875,-0.188103308,0.600755821627425,0.518550792112998,0.173994958733692,100.15465945,73.55,-23.4625,1.11378979025,-7.95080612499999,0.115866151867482,-50.97175,-0.109,-0.1045,-2.43825,1.11525,175.55,210.425,-0.95925,-2.1255,-0.9945,-1.891,-46.319655
1,19.75,399.1220882,2.577756767,2013.4277915,0.145021783625,2.30125,-22.9163231175,-4.541795301875,2.371433364,0.15840095,-0.15247512325,0.650371850559355,0.373570862086432,0.162480768092719,100.1703216,73.175,-23.5025,1.12732404775,-7.6315611,0.117898261225516,-52.73225,-0.0985,-0.0955,-2.4285,0.269,178.8,211.9,-0.959,-2.116,-0.998,-1.85275,-46.398595
1,20.25,400.3440506,2.572076834,2004.122359,0.138644512953125,0.285,-13.6320040775,1.17227553,2.563282559,0.190313902,-0.1959563005,0.850814660193394,0.535524802413483,0.21142374511866,100.2148581,72.72,-23.725,1.11789140775,-6.8544895,0.113137084989848,-59.471,-0.1185,-0.102,-2.245,0.646,179,210.25,-0.964,-2.12125,-0.9985,-1.77675,-46.46197
1,20.75,399.44773185,2.17028964775,1998.81765625,0.13226724228125,2.7175,-13.060950445,1.17227553,2.543300117,0.151587155,-0.15327436725,0.649313141712071,0.467649209343927,0.159687194226713,100.2369821,72.265,-24.72,1.141277288,-7.03994689999996,0.115758369027902,-56.50525,-0.1095,-0.1035,-2.29775,0.1775,182.025,209.6,-0.96675,-2.11625,-1.00075,-1.70775,-46.53053
1,21.25,399.0658968,2.12499173575,2002.335188,0.125889971609375,5.15,-23.58471312,1.17227553,2.282560776,0.172078801,-0.244520274,0.672927080001987,0.460421002996171,0.159373774505092,100.2399061,73.1975,-24.315,1.200580767,-7.52234569999996,0.129614813968157,-55.429,-0.103,-0.09925,-2.0205,0.114,181.925,209.275,-0.97025,-2.12375,-1.00475,-1.75025,-46.5870625
1,21.75,400.10797375,2.25984242295,1990.64877125,0.1195127009375,0.555,-15.3902893,1.17227553,2.99032479775,0.15998323925,-0.1345614115,0.559834025650023,0.552839182847919,0.174210925914331,100.278548125,74.8925,-24.0775,1.20488978225,-7.46054112499996,0.115573328060997,-47.5485,-0.11225,-0.103,-2.068,0.135,181.75,209.825,-0.968,-2.13425,-1.00475,-1.783,-46.640935
1,22.25,399.11691165,2.39469311015,1993.06943125,0.113135430265625,1.3775,-18.834306435,1.17227553,3.115880944,0.139210166,-0.167199619,0.559315790050665,0.411510360744417,0.163095064303001,100.2309132,74.2675,-23.925,1.2091987975,-7.9474912,0.101488915650922,-47.707,-0.105,-0.103,-2.47075,0.294,182.75,211.025,-0.97025,-2.14075,-1.0045,-1.78625,-46.7037825
1,22.75,399.886846375,2.52954379735,1992.03359,0.10675815959375,1.8025,-20.37420268,1.17227553,3.294860684,0.132644278,-0.15645781675,0.676329677006709,0.362466403960422,0.194679223339318,100.1841371,73.115,-24.2975,1.21350781275,-7.53950709999998,0.0768765243751303,-42.755,-0.09975,-0.094,-2.25375,0.205,186.25,211.675,-0.96675,-2.1545,-1.00375,-1.8775,-46.75017
1,23.25,398.64158015,2.66439448455,1994.26093875,0.100380888921875,1.88,-17.7493494125,1.17227553,3.08345229175,0.16598105425,-0.151415509,0.588215104982687,0.425837950721222,0.166903277084084,100.2410119,74.045,-24.0325,1.217816828,-7.47103047499999,0.125515703116149,-42.0865,-0.10675,-0.09675,-2.28575,0.2605,186.725,210.325,-0.97375,-2.15825,-1.00675,-1.71975,-46.7956825
1,23.75,398.9171151,2.79924517175,2003.256674,0.09400361825,3.36,-20.15804224,1.17227553,2.57344518525,0.16474500025,-0.1816744135,0.674871337877073,0.467125052531028,0.156870598373247,100.224326275,73.53,-24.365,1.37066601175,-7.55940419999999,0.123354519401136,-54.302,-0.116,-0.10375,-2.154,0.178,187.525,211.825,-0.97925,-2.1785,-1.00975,-1.74175,-46.91572
2,0.25,398.8788953,2.0068271445,1989.201863,0.36666588625,-0.906,-17.59259012,-0.325235159,2.61080373275,0.1616588995,-0.174844399,0.663666676801984,0.42849502248377,0.169188038535822,100.219391075,89.425,-8.745,1.30096540225,-7.92474024999998,0.145544501780757,-39.0785,-0.085,-0.07975,-1.689,0.08475,250.2,266,-0.3935,-0.668,-0.18625,0.3045,-15.1016725
2,0.75,399.422786925,2.0068271445,1992.108049,0.3002191999,-1.91,-24.689712105,-0.325235159,3.39620884875,0.17436872825,-0.114835898,0.604434004560575,0.408369953657869,0.199122958924143,100.21418285,87.6,-8.8275,1.30096540225,-7.99215254999996,0.186917568871766,-44.01675,-0.09575,-0.0825,-1.7385,-0.0615,262.05,267.775,-0.403,-0.6695,-0.191,0.29125,-15.1516125
2,1.25,399.4491237,2.0068271445,1987.35534975,0.23377251355,-2.24,-20.90454937,-0.325235159,3.19995077425,0.181080487,-0.10350690475,0.693075076257054,0.460367695832677,0.176847349428795,100.12483065,87.65,-8.745,1.30096540225,-7.78701762499997,0.15132309245945,-42.4635,-0.08975,-0.07675,-1.91025,0.0295,252.3,269.6,-0.3925,-0.67,-0.19375,0.2585,-15.204305
2,1.75,399.607217175,2.0068271445,1988.356177,0.1673258272,-1.59935,-15.42233927,-0.325235159,1.842145897,0.1699683765,-0.1333811345,0.588218582227209,0.49732067320152,0.156524432465857,100.30592025,89.8,-8.8475,1.30096540225,-8.08777404999998,0.116182327087734,-44.511,-0.093,-0.07775,-1.6515,0.244,226.5,266.25,-0.39625,-0.67,-0.192,0.3055,-15.257345
2,2.25,399.7126031,2.0068271445,1988.94786,0.10087914085,-0.9587,-16.94817435,-0.325235159,1.78478462275,0.157047541,-0.113765158,0.509636901289005,0.475745607031189,0.146797082239797,100.450072525,89.525,-8.785,1.30096540225,-8.50824022499997,0.145422863678379,-48.68,-0.088,-0.079,-1.44,0.253,223.925,265.625,-0.407,-0.67375,-0.19175,0.307,-15.3035625
2,2.75,399.024307575,2.0068271445,1988.778604,0.0344324545,1.86775,-19.9315897475,-0.325235159,1.939741829,0.1210853965,-0.1084052995,0.484623901788462,0.507330468564178,0.123847583200751,100.3011129,89.35,-8.9025,1.30096540225,-8.49642574999996,0.121652473437553,-51.998,-0.096,-0.078,-1.47875,0.1055,222.575,266.6,-0.3985,-0.6765,-0.1895,0.26825,-15.3429625
2,3.25,398.8611508,2.00143209325,1992.02744,0.090411665,0.89275,-16.415736755,-0.325235159,1.7452740165,0.1674402625,-0.175442687,0.521226277173519,0.403348274299822,0.141870937497087,100.31070205,91.1,-8.862,1.217132989,-8.31610474999997,0.16077326095368,-55.16025,-0.088,-0.078,-2.223,0.0785,227.975,267.9,-0.39725,-0.67175,-0.195,0.245,-15.3797225
2,3.75,399.3845199,2.360238118,1990.56061125,0.1463908755,1.02,-14.7693250025,-0.325235159,1.9424855295,0.154124262,-0.119750148,0.495521438166168,0.391736693768111,0.152054470233194,100.28524575,88.825,-8.625,1.310921525,-7.98870939999998,0.121285183590605,-45.298,-0.10175,-0.0845,-0.88125,0.274,233.375,270.075,-0.40225,-0.6755,-0.1905,0.274,-15.4162425
2,4.25,398.5946256,2.57722738075,1990.79585825,0.202370086,0.9935,-23.2100453225,-1.487581721,2.3313337485,0.15345599475,-0.10687979425,0.511185350996678,0.426294041104857,0.155237770366806,100.361855925,88.65,-8.4525,1.386237808,-8.36694575,0.155547808280334,-46.698,-0.1035,-0.085,-1.55775,0.146,232.2,270.1,-0.394,-0.673,-0.19,0.265,-15.4523675
2,4.75,398.787547925,2.714959134,1985.180795,0.11405771325,1.254,-15.689765545,2.674090712,2.48244675125,0.13251819775,-0.0914,0.484619211104439,0.47704724448412,0.13334206617883,100.340584075,88.95,-8.3825,1.536982057,-8.23067027499999,0.12574714147208,-38.896,-0.102,-0.091,-1.13675,0.04,238.325,272.275,-0.3985,-0.6745,-0.19875,0.277,-15.4829575
2,5.25,399.25680895,2.80202671575,1987.76885575,-1.134178706,1.5145,-20.513758585,0.277181902,2.9423581775,0.124233647,-0.127073337,0.444730175409474,0.321893661612638,0.133139523148243,100.300615175,89.3,-7.75625,1.484043253,-8.20053534999998,0.125095690836039,-38.995,-0.0945,-0.08175,-1.02225,0.13025,244.025,271.55,-0.40775,-0.6745,-0.19375,0.22975,-15.5109725
2,5.75,399.1644188,2.441669271,1988.465775,0.193832172,1.775,-13.0398261,1.24697790175,2.0713484155,0.15033079575,-0.131784737,0.445472563361898,0.44697615787091,0.156656152877002,100.259174975,89.55,-8.77875,1.45637729375,-8.1147422,0.0943119349872951,-34.3065,-0.1025,-0.087,-0.85425,0.24675,249.475,271.35,-0.39575,-0.67725,-0.18625,0.2355,-15.5364575
2,6.25,398.67158355,2.525893635,1985.462434,0.214726428,-4.8,-14.072022695,-0.38060050075,2.11269857475,0.15094009775,-0.1593522945,0.557610218343279,0.423062301644608,0.150223047867072,100.2062844,90.15,-8.73775,1.46359111625,-8.35921232499998,0.11528719262151,-28.739,-0.10075,-0.08125,-1.00475,0.266,258.225,272.15,-0.4015,-0.678,-0.186,0.2125,-15.5593375
2,6.75,397.7706953,2.5652862865,1990.0207345,0.235620684,1.13,-15.59523123,-0.746099750833333,2.229196137,0.153288408,-0.1479984115,0.518725443756136,0.432207356485287,0.171172427686237,100.1373173,89.475,-8.71175,1.376997552,-8.58787369999999,0.116189500386222,-26.52575,-0.0935,-0.0855,-1.31625,0.183,259.675,271.675,-0.40125,-0.673,-0.18375,0.2445,-15.502355
2,7.25,398.2904126,2.10901970825,1987.43389125,0.2184276965,0.538,-17.425903045,-1.11159900091667,2.88693026575,0.142809232,-0.08115,0.691917826140421,0.425411933509687,0.178013067239568,100.17527245,88.225,-8.655,1.3359502395,-8.03716414999997,0.108660663612761,-25.508,-0.101,-0.0815,-1.67,0.26,264,272.1,-0.403,-0.6735,-0.1985,0.26375,-15.49534
2,7.75,398.3803888,2.0287784975,1989.828114,0.189927224,1.43,-17.63012126,-1.477098251,2.7142981645,0.14191692325,-0.105714046,0.528524259193524,0.432732737678645,0.155284111617162,100.062331675,89.1,-9.1475,1.32341512775,-8.71401812499999,0.142404401110103,-33.223,-0.0995,-0.0855,-1.38625,0.22175,262,271.775,-0.40375,-0.68,-0.185,0.251,-15.502455
2,8.25,398.525788925,1.87278535525,1990.16838175,0.1614267515,-0.49,-18.1108978025,-3.2151704155,2.396655527,0.14009941075,-0.12438757475,0.554793930860341,0.455173587013329,0.159999088018613,100.09821615,91.525,-9.3425,1.200469253,-9.42758487499998,0.108999052833106,-47.5035,-0.10075,-0.085,-1.323,0.3515,248.65,269.775,-0.40025,-0.674,-0.19275,0.28025,-15.5102125
2,8.75,398.6087924,1.8054730355,1987.200156,0.09919313475,-2.02775,-19.0833339075,-4.95324258,2.6115408695,0.1141330335,-0.166909899,0.430985352915035,0.39072358982295,0.145543825854134,100.05818105,90.25,-8.40075,1.27634142325,-8.74079114999995,0.125591457047072,-47.379,-0.0815,-0.07425,-0.82225,0.189,249.825,268.275,-0.404,-0.676,-0.19325,0.24775,-15.5075925
2,9.25,398.1523713,1.573650737,1986.04462975,0.20340729825,1.47,-22.258916005,-0.2014519165,2.4555001605,0.1337530065,-0.194600767,0.542295394171358,0.377401376121844,0.1514665868393,99.93201193,88.975,-8.741,1.204024454,-8.84224354999997,0.0955059027951011,-38.515,-0.06275,-0.05,-0.52225,0.36975,243.825,270.7,-0.40725,-0.671,-0.19325,0.288,-15.453125
2,9.75,399.294437625,1.28224207025,1983.70921175,0.289982453,0.798,-21.5741140975,-1.347826164,2.8332754905,0.154220378,-0.150290448,0.6034586990932,0.469675876968163,0.160434706818672,99.884229275,88.45,-8.47475,1.1295589675,-8.610255,0.160287610891618,-31.779,0.44975,0.60275,0.01,0.94,247.475,272.475,-0.4055,-0.672,-0.18,0.2855,-15.4008125
