DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH,T_SONIC,TA,VPD,TS_1_2_1,TS_2_2_1,USTAR,WS,G_1_2_1,G_2_2_1
2,1.75,551.059645,-0.24879132745,1.62142265,-65.8875,-2.982,93.558287,16.101695,7.7208976,6.318825,3.18061,8.68175,10.03975,0,0,-35.41775,-33.59875
2,2.25,552.109675,-0.25571070245,1.68711595,-60.25,-1.6955,93.5527905,16.798005,7.226894,5.685575,3.095525,8.372,9.8205,0,0,-36.23375,-34.194
2,2.75,552.685765,-0.41526693315,1.6611486,-62.08,-1.79375,93.5526525,17.155195,6.2416708,5.004825,2.852705,8.0908,9.6,0,0,-35.97075,-34.8
2,3.25,551.335195,-0.29105345525,1.7450956,-63.575,-2.32575,93.5512075,18.4602925,6.3052412,4.999075,3.48547,7.856125,9.39875,0,0,-35.69475,-35.041
2,3.75,553.82527,-0.4472037168,1.797003225,-79.32,-2.24775,93.53357275,18.25895,6.6555322,5.38555,3.2315,7.61315,9.21825,0,0,-35.74275,-35.15325
2,4.25,554.5183,-0.427959952,1.593034,-72.8,-2.54475,93.51067,19.0901725,6.613073975,5.24645,2.97716,7.381,9.0275,0,0,-36.2095,-35.261
2,4.75,554.7294,-0.264193864,1.759625,-98.13,-2.35225,93.497395,19.9336575,6.19947005,4.90915,2.88701,7.1797,8.8595,0,0,-35.8035,-35.413
2,5.25,555.64575,-0.485836349,1.6103985,-68.64,-2.15,93.49294,19.35609,6.151775175,4.6311,2.7693675,6.98165,8.7,0,0,-36.0985,-35.4205
2,5.75,554.4177425,-0.717523574525,1.753367,-79.295,-2.69475,93.49620475,19.89755,5.693766025,4.30865,2.69905,6.7894,8.54,0,0,-35.681,-35.146
2,6.25,557.0656,-0.55429522,1.8013505,-59.6575,-2.244,93.49889,19.1072025,4.945435025,4.64385,2.6001375,6.60905,8.38755,0,0,-35.914,-35.613
2,6.75,555.0658,-1.940307474,1.823107075,-74.68,-2.3245,93.49347,20.0188125,5.74614555,4.8845,2.56795,6.4343,8.22475,0,0,-36.009,-36.1875
2,7.25,556.67945,-0.3571857461,1.81164135,-66.96,-2.4085,93.509405,19.722765,5.79051945,4.4835,2.440495,6.302825,8.1076,0,0,-36.07325,-36.46325
2,7.75,556.4721325,-0.4162794529,1.381281675,-61.54,-1.976,93.555821,20.56439,4.943313425,3.4325,2.186815,7.3212,8.991,0,0,-36.315,-36.925
2,8.25,557.8093,-0.861823586875,1.696443025,-52.3325,-2.301,93.592255,20.0576975,5.321676425,3.894,1.90115,7.098625,8.842875,0,0,-35.765,-36.67
2,8.75,556.317,-0.7887586505,1.602233,-54.25,-1.79,93.65103,18.938625,5.80242175,4.936575,2.2310325,7.3223,8.8502,0,0,-31.1555,-34.56125
2,9.25,554.118015,-1.302715725,1.6819045,-50.0125,-2.08275,93.6290055,18.25625,6.3541278,5.630875,2.648975,7.31195,8.184,0.063787954,0.11471654575,-26.55825,-29.55775
2,9.75,552.0483275,-2.966975264025,1.678046275,-8.59075,0.741,93.65084075,16.272765,8.0781808,7.1886,3.0295425,8.3725,8.635,0.07971363875,0.498216185325,-21.48,-24.014
2,10.25,548.054655,-2.181530287675,1.6628248,10.789,-0.4945,93.6515295,14.525795,9.113123125,7.8946,3.456555,9.7045,9.26625,0.092783224,0.3027653616,-14.0715,-19.62825
2,10.75,543.3105975,-2.8929350602,1.3266634725,22.54,-0.2555,93.655092,12.36041,10.4434124,9.548,4.812425,10.729,10.8115,0.105886408,0.4515775261,-7.17695,-16.66725
2,11.25,540.688075,-3.10591725125,0.83926025,65.475,2.49375,93.656125,10.640025,11.0974855,10.094,6.1008,12.53925,12.10325,0.11169552425,0.5618270613,-2.649275,-13.91975
2,11.75,538.5877,-2.79138259575,0.8255447,55.9,3.6005,93.6588625,9.443575,11.23334375,10.79,6.6776,14.61025,12.5865,0.0711667805,0.34503679175,-0.32305,-9.9055
2,12.25,535.70212,-3.5028003265,1.173645295,80.525,2.739,93.60749,8.74606,11.561605,11.16,7.32692,14.03525,12.58925,0.116564208,0.416477185875,-0.5766,-7.9137
2,12.75,534.6067,-3.8006500422,0.75219202,68.56,0.05,93.57855,8.31272,12.27722375,11.242,6.95938,14.585,12.9085,0.15877774,0.731553538625,-0.134899999999999,-3.9597
2,13.25,533.613405,-3.68623800255,0.910068925,65.5625,1.874,93.533294,8.1104475,12.757833,11.23275,7.4418875,15.656,13.29,0.1570898,0.83258664965,4.033675,-3.049075
2,13.75,532.73722,-4.5172585942,1.094668975,70.64,4.146,93.47466,7.28034,13.3548325,11.22875,8.17108,16.562,13.744,0.15714662,0.692349811,14.22975,-3.718175
2,14.25,531.78648,-3.990290075025,1.12230336,91.28,4.36425,93.421552,7.11188,13.639495,11.64,8.38906,17.316,14.02,0.19483202,0.8403288495,12.5045,-1.7228
2,14.75,531.1906825,-3.900887568425,1.37577,86.99,1.10175,93.36481075,6.7119225,13.741244,11.9245,8.2346225,18.15775,14.25875,0.1082573,0.75206160275,2.626,-0.845475
2,15.25,530.6005075,-4.09051498855,1.359774,82.175,0.358,93.32799175,6.6444075,13.806428,12.0275,8.1894475,18.82275,14.77425,0.16108682,0.953445263625,4.389875,-0.311675
2,15.75,529.813825,-3.2033555485,1.21405106,91.155,-0.2195,93.317927,6.495925,14.93823825,12.844,8.78767,20.341,14.7755,0.129054065,0.368875238625,3.869775,0
2,16.25,529.2322475,-2.9375348548,1.215698855,48.23,1.693,93.299077,6.492555,13.55031875,11.6005,8.462025,18.294,14.268,0.1321264475,1.219197411,0.62275,-1.779325
2,16.75,529.00737,-3.13495745995,1.2701048575,30.24,0.365,93.287286,6.36836,13.3492975,11.46375,8.83842,17.366,14.274,0.1799344775,0.96240115075,-1.42545,0.405025000000001
2,17.25,528.9725,-2.0608176572,1.12854128,7.684,-0.83575,93.278914,6.31952,13.25706,11.47,8.18248,17.026,14.216,0.16349696,1.031513729,-1.979675,-0.655075
2,17.75,528.39322,-1.62902625175,1.382681575,-5.636,-2.46875,93.284596,6.3647,13.1571595,11.379,7.857,18.4445,14.0675,0.1654653825,0.806565004125,-4.7516,-3.739825
2,18.25,528.9860475,-1.176326614075,1.2950265,-4.845,-2.03,93.28669725,6.5361125,11.438849,9.2975,6.4052575,17.492,13.91575,0.093433106,1.03914520225,-8.8905,-8.479275
2,18.75,528.4687325,-0.70010417515,1.21354625,-20.3225,-2.4845,93.28501925,7.279845,13.046023,11.43425,7.8555675,16.3955,13.746,0.076345972,0.8678230951,-16.2185,-12.7375
2,19.25,530.666645,-0.6789086405,1.26084325,-52.95,-2.568,93.3152895,7.751715,12.604708,10.1115,7.754065,15.447,13.4515,0.050823898,0.4359780421,-26.909,-18.311
2,19.75,532.2147425,-0.694208195425,1.1569433925,-48.67,-2.322,93.33215475,8.3897975,12.221406,9.70175,6.8445275,14.664,13.1455,0.048331304,0.24813958975,-25.8105,-20.311
2,20.25,534.27348,-2.034032126,0.88801745,-59.995,-3.2535,93.3435925,9.12785,11.95134,9.316,6.922525,13.97125,12.85625,0.045051872,0.3165111025,-27.1985,-21.9965
2,20.75,537.1345,-1.1856852675,1.20745805,-61.64,-2.67775,93.3516975,9.917625,12.153046,9.364,6.3172,13.405,12.59625,0.046581238,0.2742144515,-29.261,-23.1645
2,21.25,536.8612825,-1.15924922715,1.11940686,-62.275,-2.457,93.3876935,10.87495,10.98017275,8.9123,5.6682125,12.889,12.347,0.012921168,0.1484852148,-31.147,-25.5465
2,21.75,538.5457525,-0.466025491675,1.0990500575,-54.9225,-2.378,93.395345,11.711285,10.2048119,8.00105,5.25537,12.428,12.124,0.03124316,0.20697549895,-32.679,-27.2955
2,22.25,540.285695,-0.72572029335,1.1076129,-61.3725,-2.36,93.40460825,12.0341925,10.13996495,7.833375,5.18341,12.025,11.9,0.012410912,0.0891036215,-33.3375,-28.5055
2,22.75,544.1959375,-0.981966155925,1.13843248,-55.6525,-2.672,93.41760225,12.3113475,9.94231245,7.8618,4.5411525,11.663,11.687,0.022662792,0.189487389,-32.975,-28.9375
2,23.25,545.38139,-0.4432768495,1.14348088,-60.4225,-2.221,93.513522,13.45062,9.74873375,7.4965,4.47788,11.32775,11.4815,0,0,-33.201,-29.491
2,23.75,545.59571,-0.311026999,1.3551905,-82.5375,-2.39,93.538044,13.82334,9.34387775,7.249,3.96155,11.0325,11.317,0,0,-33.4445,-29.807
3,0.25,556.36565,-0.566589537,0.9060894575,-59.94,-4.656,93.557705,10.084,12.780225,10.82,6.27545,13.76475,15.31175,0.06833562325,0.341614600875,-32.27825,-25.6375
3,0.75,558.5218975,-0.75838672035,0.938249235,-60.44,-2.878,93.545585,10.443675,12.488562,10.4485,6.103065,13.4965,15.06275,0.05397139,0.291904607,-33.058,-26.319
3,1.25,560.34115,-0.782299806,0.936326735,-58.925,-2.09,93.556535,10.9425,11.52702,9.765,5.87285,13.152,14.81375,0.070384585,0.318167025,-33.50525,-27.31425
3,1.75,561.415,-0.5034566255,0.8786079,-59.415,-1.43,93.55784,11.7961,11.40353,9.555,5.29795,12.77775,14.56375,0.05180837,0.315596138,-33.14675,-28.1975
3,2.25,562.53025,-0.6349374355,0.8929697,-63.1375,-4.1975,93.55668,11.8851,11.4772,9.525,5.4529,12.4435,14.306,0.05258426,0.2419521435,-33.4805,-28.8145
3,2.75,562.86955,-0.534988949,0.9283643,-76.06,-2.32175,93.548445,12.08105,10.75195,8.825,4.96,12.1225,14.06275,0.054823855,0.208091189,-34.14975,-29.08875
3,3.25,563.0974,-0.517668754,0.93268065,-68.6,-5.0225,93.535165,12.20815,10.666715,8.705,4.7218,11.827,13.82725,0.044774255,0.249600147,-34.79275,-29.89225
3,3.75,564.425295,-0.3112276876,0.92870971,-75.225,-1.582,93.50818675,12.453765,10.295338,8.4185,5.3484975,11.5515,13.60175,0.03487059,0.1762396895,-35.1595,-30.67425
3,4.25,566.0685575,-0.1906440195,0.939638615,-76.74,-2.95825,93.4789305,13.4626505,9.7018938,7.85765,4.6117425,11.25825,13.394,0.05072642,0.144767381,-35.44525,-31.431
3,4.75,566.7966975,-0.208176970425,0.940715575,-63.605,-4.258,93.47015475,13.16656,9.573322175,7.56975,4.3655925,10.98825,13.18175,0.053186605,0.3748561655,-35.80975,-32.14075
3,5.25,567.043605,-1.287137790175,0.98041417,-76.405,-1.552,93.46962025,13.0454625,9.0615988,7.24805,4.0582225,10.74375,12.9895,0.03583894,0.19987347,-36.146,-32.81675
3,5.75,567.914785,-0.537565251575,1.00915145,-76.1125,-2.328,93.46885025,13.24233,8.913739325,6.85115,3.8538825,10.50375,12.805,0.04722379,0.1802393255,-36.5395,-33.32675
3,6.25,568.6387475,-1.100861553975,0.95534576,-68.77,-2.512,93.485729,13.60722,8.666040275,6.837925,3.7308575,10.24175,12.5995,0.03720228,0.1828865825,-36.81575,-33.59575
3,6.75,567.4505225,-0.469326528375,0.96760148,-63.195,-3.0455,93.5179735,13.680585,8.979167125,6.90415,3.620615,10.03075,12.3985,0.055284,0.2738957085,-36.5445,-33.827
3,7.25,569.2234025,-0.453856515025,0.98361444,-62.2625,-2.9115,93.526923,14.2100775,8.3171253,6.31845,3.804985,9.78875,12.2175,0.05110252,0.23119521,-36.5395,-34.01425
3,7.75,567.11563,-0.455520700225,1.05786615,-72.46,-2.53125,93.54474425,15.600583,8.1458281,6.289375,3.788875,9.59875,12.042,0.04708749,0.3117898535,-35.71825,-33.9675
3,8.25,569.80477,-1.61682994295,1.011785925,-40.5725,-1.65,93.5594045,15.025345,8.158033925,6.676725,3.62257,9.6585,11.93875,0.05250899975,0.1692030415,-32.48075,-32.96825
3,8.75,573.0065,-2.01031324015,0.9702475075,-29.605,-2.24875,93.60422125,14.027592,8.876249925,7.396575,4.32047,10.17275,12.1355,0.06269314,0.0843764665,-28.5135,-30.27
3,9.25,567.253495,-3.642080108925,0.9387626425,-33.795,-0.438,93.625797,13.25506,10.17231625,8.80875,5.3515275,11.515,13.0255,0.077994465,0.279581044,-23.8565,-25.798
3,9.75,562.4924675,-2.4012534413,0.8728350575,1.73525,-2.3775,93.64282375,11.932605,11.74046375,10.4755,6.27462,13.19275,14.41875,0.10182324,0.315951555,-18.78225,-21.09775
3,10.25,557.528555,-2.65817241185,0.79814433,18.84,0.3495,93.66139625,10.08322,12.993958,12.09175,7.3025875,14.2305,15.2155,0.10006205,0.6061634805,-13.716,-15.38525
3,10.75,554.0052675,-3.2123148408,0.7478903425,30.16,2.06075,93.672972,9.1380825,13.82744725,12.8895,8.683455,15.97475,15.45625,0.06765222,0.6000306155,-7.84265,-10.19875
3,11.25,551.1571975,-3.29982038375,0.6277311775,39.52,-1.84425,93.67151475,7.627385,14.6818155,13.53475,8.75245,17.548,15.79975,0.098582485,0.5844933475,0.421725,-9.3495
3,11.75,549.20094,-3.79780345585,0.659739625,28.42,-1.091,93.66661775,6.86705,15.3227365,14.13275,9.35765,19.6065,17.21625,0.13536085,0.678829545,7.729225,-6.28545
3,12.25,547.424105,-3.325807367875,0.52211066,83.26,-1.0525,93.64714925,6.506853,16.102086,14.7395,9.9797425,21.701,18.92325,0.1381481,0.590009949,13.77375,0.344475
3,12.75,545.8703725,-3.4293995723,0.40034848,95.43,1.688,93.62794475,5.4842175,17.00147625,15.40825,10.5369575,22.964,20.0575,0.14176725,0.5835622795,10.69075,5.981425
3,13.25,544.6462675,-3.7699335972,0.226223855,103.8,-0.638,93.60587325,5.29362,17.125525,15.77225,11.1351975,23.7555,20.376,0.161778,0.6588829385,22.802,6.184375
3,13.75,543.8690875,-3.869655253925,0.28742916,132.375,-0.5135,93.582292,5.4133625,17.38792525,16.1445,12.245,25.351,20.69475,0.1558993,0.33306811,38.229,16.5775
3,14.25,542.68197,-3.708735802175,0.39540516,136.125,-0.353,93.542804,5.0293625,17.56767175,16.466,12.9825,27.0345,20.49675,0.14188405,0.865675284,50.4935,24.7655
3,14.75,542.0663675,-3.8954725914,0.4192100375,125.6,-0.372,93.506126,5.23489125,17.9727985,16.915,14.0875,27.472,20.78325,0.2093015,0.8870097715,57.972,28.55075
3,15.25,541.27382,-3.4863748871,0.4211986625,109.25,-0.135,93.464268,5.3728345,18.25806925,17.25675,14.28,26.915,20.43875,0.127878955,1.027033001,46.51475,25.34
3,15.75,541.083175,-3.26870172465,0.4842132,100.7,-0.377,93.424887,5.395611,18.719286,17.35175,14.835,26.42525,20.05975,0.183209405,1.0597021455,17.93125,18.47825
3,16.25,540.91312,-3.1223259825,0.3772699,60.89,-0.96,93.409497,5.319618,18.42469825,16.7795,12.34,26.021,19.99775,0.223134955,0.9894241555,12.95225,16.62775
3,16.75,540.91851,-2.6015587405,0.266777815,47.55,-0.633,93.385775,5.423678,17.933919,16.211,12.05,25.2375,19.91725,0.2099070525,1.076467767,10.813725,12.50275
3,17.25,540.500645,-2.27496075205,0.23977654,39.435,-0.8845,93.3741625,5.4606285,17.58102275,15.80875,12.35,24.03775,19.964,0.1631545075,1.5461617645,14.89875,10.183
3,17.75,540.578095,-2.0301424663,0.3318155,18.61,-2.435,93.3613245,5.446944,17.173016,15.685,12.29,23.333,19.631,0.2248897925,1.5154698885,11.6615,10.36675
3,18.25,540.879045,-1.55264920205,0.28408732,-0.1335,-1.8965,93.3606135,5.454881,17.0258195,15.50025,12.085,22.0715,19.417,0.205091805,1.228327417,7.28555,8.41595
3,18.75,540.69162,-1.003953827025,0.41988936,-12.1675,-2.32,93.367322,6.075366,16.61276975,14.923,12.025,20.62175,19.096,0.178040045,0.771951609,-4.562175,3.193475
3,19.25,541.537305,-0.732857343125,0.5339765625,-37.2525,-3.0585,93.37048425,6.09191125,16.074737,14.2245,12.095,19.4875,18.681,0.122839,0.8809433055,-14.8705,-3.3315
3,19.75,542.973285,-0.46973281485,0.6010042275,-46.015,-1.787,93.373512,6.143483,15.534885,13.6365,12.2125,18.4675,18.21775,0.07319581,0.7808437565,-21.2385,-9.467
3,20.25,544.0630975,-0.480110466775,0.57373722,-66.9025,-1.97725,93.403856,6.78984775,15.22621125,13.25,9.9050575,17.634,17.768,0.069393045,0.601663655,-24.27475,-13.938
3,20.75,544.35902,-0.39073799085,0.49757403,-58.955,-2.0345,93.42384675,7.6129155,14.99117375,12.8425,9.3756025,16.939,17.36825,0.05630603,0.222970138,-26.574,-15.9735
3,21.25,547.5791325,-0.680640774525,0.62546181,-64.48,-2.84625,93.45206275,8.0807025,14.87584275,12.6885,8.91592,16.4365,17.02075,0.05183728,0.3754492035,-27.21375,-17.049
3,21.75,550.98645,-0.9235371338,0.673135835,-62.3725,-2.701,93.4842565,8.5126565,14.63736275,12.4865,8.31801,16.01375,16.72,0.07002809725,0.372301356,-27.9975,-18.467
3,22.25,551.9437075,-0.79177168725,0.71415748,-74.795,-4.458,93.5233335,8.743,14.2881445,12.22475,7.56178,15.4705,16.4,0.07099653,0.21097296,-28.8225,-20.2765
3,22.75,553.3642725,-0.42631167255,0.723491065,-73.3175,-3.02,93.54663475,9.2438575,13.938152,11.88475,7.1480175,14.97825,16.0955,0.06492945,0.389629781,-29.89125,-22.043
3,23.25,554.4848875,-0.5702478141,0.663398315,-60.28,-2.443,93.56468,9.888055,13.67858275,11.48325,6.8964025,14.55475,15.801,0.05342531,0.5738067275,-30.35075,-23.7015
3,23.75,556.82356,-0.5480403465,0.8207031,-65.32,-2.939,93.56135275,9.4669,13.31693775,11.238,6.4633075,14.15025,15.54525,0.049132105,0.4369433405,-31.13025,-24.7165
4,0.25,460.9968775,-0.320979353375,1.457326025,-46.525,-3.75975,93.3844865,11.997975,14.35999325,12.47775,8.861675,17.47575,19.79375,0.0505459475,0.6102479615,-34.74025,-27.701
4,0.75,462.714185,-0.35125784305,1.526183225,-50.35,-2.95,93.3724345,11.15748975,13.721372,11.74875,7.969025,17.085,19.4725,0.0635328125,0.20747517275,-34.21,-28.825
4,1.25,464.0407,-0.3679268256,1.6058138,-51.6475,-3.2,93.378536,11.787563,13.361153,11.419,7.36599,16.70125,19.1385,0.05664596375,0.319719180525,-34.6085,-29.76775
4,1.75,464.8015925,-0.533280408625,1.760391525,-51.1125,-4.1775,93.37243825,12.43324725,13.07813225,11.09575,6.7705175,16.29675,18.82675,0.050883865,0.2073545635,-34.65425,-29.796
4,2.25,461.61584,-0.3339917799,1.7787937,-45.675,-2.431,93.35906,13.314601,13.15714,10.951,6.38636,15.93675,18.515,0.05211823925,0.2595413621,-35.265,-30.66875
4,2.75,464.18415,-0.4606287027,1.8869345,-49.7,-5.076,93.346201,13.70806,12.814908,10.64,6.05996,15.59225,18.2205,0.0358367695,0.1247867987,-35.54625,-31.24925
