DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,9.75,0.3721655,7.9356325,-8.12848,58.494,-12.2975,-1.09925,76.5075,0.367128,92.6,72.3667,0.84453175,0.659453,-0.2175,3.96175,-0.1015,-0.8725,6.196,-1.034,-0.54925,0.246875,443.225
1,10.25,0.43031225,10.55052,-3.4135025,86.238,-12.115,-1.0825,76.515,0.3650885,92.6,99.404125,0.328396,3.6198685,-0.19975,3.5685,-0.123,-0.87625,6.1505,-0.783,-0.557,0.734625,443.9
1,10.75,0.59175225,5.0924175,-10.44855,102.6115,-12.225,-1.07725,76.485,0.342812,92.6,115.1,-0.19393,9.37962,-0.20725,3.44625,-0.105,-0.85875,6.10975,-0.812,-0.522375,1.21575,443.8
1,11.25,0.3987035,12.236925,-4.23387,1.1334825,-11.945,-1.06675,76.81,0.373648,92.6,4.23431,0.008864575,16.27735,-0.18825,3.857,-0.115,-0.922,6.131,-0.983,-0.5345,0.7585,447.3
1,11.75,0.233545,8.678975,-1.976556,6.09363,-12.345,-1.066,76.59,0.334999,92.625,10.2816,-1.23670125,24.1869,-0.16125,3.689,-0.2,-0.777,6.147,-0.826,-0.4785,0.694,448.9
1,12.25,0.3353275,6.53739,0.862403,8.745909,-12.03,-1.048,76.63,0.3549875,92.6,34.3048925,-2.030155,29.822225,-0.1275,4.0455,-0.00925,-0.69175,6.33375,-1.00525,-0.513375,0.7975,448.4
1,12.75,0.2741035,10.6981,-2.02551,11.141325,-12.335,-1.05875,76.59,0.3448995,92.6,30.541225,-2.35022,31.0597,-0.10625,4.0795,0.004,-0.69,6.326,-0.85775,-0.50325,0.58575,448.125
1,13.25,0.6872845,10.729255,-7.266005,12.08546,-12.2375,-1.045,76.8125,0.36794725,92.7,22.0309,-2.00671,31.24195,-0.1095,3.56625,0.021,-0.72275,6.17775,-0.874,-0.499625,0.457125,446.25
1,13.75,0.66824925,12.1906,-6.60222,12.924275,-12.4725,-1.0565,76.5375,0.381185,92.7,35.283125,-0.2527018,27.0111675,-0.09525,3.31375,-0.026,-0.8035,6.44125,-0.991,-0.536625,0.648375,448
1,14.25,0.397563,9.55231,-5.58231,7.8216175,-12.25,-1.055,76.84,0.36689675,92.7,27.0247,-1.27112,19.1084,-0.0345,3.175,-0.015,-0.843,6.236,-1.0335,-0.5495,0.135,445.45
1,14.75,0.505228,6.89989,-3.91018,4.7674875,-12.39,-1.07575,77.17,0.31783875,92.7,4.75127,-0.718189,10.229465,-0.02925,2.796,-0.21825,-0.81975,6.00025,-1.09225,-0.562375,0.41025,446.1
1,15.25,0.4125355,7.6245725,-2.34627925,107.50685,-12.3975,-1.05725,77.145,0.318402,92.7,1.48475,-0.393387725,5.1927825,-0.0075,2.851,-0.10325,-0.76775,5.971,-1.197,-0.53825,0.1965,443.625
1,15.75,0.4478325,4.9186325,-5.9192975,71.6439,-12.01,-1.02825,76.61,0.30786,92.7,87.999775,-0.8146635,1.14861,0.007,2.7455,-0.115,-0.73575,6.18175,-1.222,-0.535375,0.032875,446.075
1,16.25,0.4548975,5.4556725,-3.99437,54.4364,-12.32,-1.022,76.675,0.3275185,92.7,53.48955,-0.2666645,0.1022769,0.01575,3.2375,-0.136,-0.723,5.9385,-1.2165,-0.4735,0.0755,446.25
1,16.75,0.4495315,5.56824,-6.264385,24.211025,-11.95,-1.052,76.0875,0.333745,92.7,30.73826,0.8625925,0.00649469,0.007,4.0235,-0.1165,-0.72275,6.09525,-1.149,-0.470625,0.052625,446.65
1,17.25,0.452253,9.83263,-0.191738,6.54867,-12.28,-1.0415,75.915,0.365531,92.7,9.19754,0.42069685,0,0.006,3.77725,-0.11775,-0.7175,5.98175,-1.2305,-0.467125,0.074125,447.8
1,17.75,0.51150375,6.6201425,-12.2072,0.70536875,-12.205,-1.0475,75.305,0.334675,92.7,2.0891725,-0.62026475,0,-0.02875,3.5515,-0.103,-0.69225,5.93975,-1.22225,-0.496125,0.0759498585,447.65
1,18.25,0.64604,9.69124,-8.28976,0,-12.17,-1.047,75.6625,0.335044,92.7,0.4187815,0.10582,0,-0.0665,2.9965,-0.07475,-0.64275,5.9085,-1.23825,-0.4885,0.01725,447.875
1,18.75,0.5915705,10.721625,-3.828355,0,-12.245,-1.05575,76.32,0.361042,92.7,0.4885195,0.0735676625,0,-0.1325,2.95325,-0.0555,-0.64975,5.86225,-1.268,-0.473125,0.135875,447.8
1,19.25,0.3169745,7.06748,-4.9013625,0,-12.505,-1.05375,76.1375,0.351202,92.7,0.4674165,0.63160375,0,-0.1345,3.22275,-0.07575,-0.682,5.77225,-1.277,-0.445875,0.12775,449.95
1,19.75,0.3475635,6.93702,-2.1025125,0,-12.53,-1.07975,76.27,0.33488,92.7,0.7188485,1.436595,0,-0.20575,3.281,-0.07,-0.671,5.864,-1.29125,-0.4275,0.04,447.975
1,20.25,0.374991,7.044335,-8.576895,0,-12.3475,-1.09625,76.47,0.31030525,92.7,0.957072,0.75644,0,-0.24025,3.067,-0.065,-0.647,5.81,-1.28925,-0.4635,0.022,446.9
1,20.75,0.239148,4.35598,-3.423205,0.007817375,-12.41,-1.1205,75.95,0.3288065,92.7,0.96077625,0.669624,0,-0.2615,3.195,-0.1,-0.681,5.8,-1.24625,-0.4765,-0.0095,442.425
1,21.25,0.555422,6.46912,-3.355425,0,-12.345,-1.1185,76.03,0.33150975,92.7,1.21841,0.3659703,0,-0.254,3.539,-0.155,-0.77,5.729,-1.079,-0.4815,0.078607143,446.1
1,21.75,0.307543,8.082215,-7.31492,0,-12.595,-1.1205,76.39,0.307852,92.7,0.75201675,0.86647225,0,-0.2425,2.9,-0.163,-0.735,5.708,-1.158,-0.5195,-0.0265,446.6
1,22.25,0.57575375,9.11202,-1.385543,0,-12.2,-1.10975,75.65,0.360154,92.7,0.75941825,1.1166625,0,-0.21625,2.593,-0.123,-0.72,5.729,-1.18675,-0.4785,-0.01,448.35
1,22.75,0.3112715,5.998,-2.18434,0,-12.48,-1.1035,76.26,0.3214285,92.7,0.37831525,1.86246,0,-0.204,2.8295,-0.0545,-0.764,5.815,-1.12275,-0.45025,-0.0205,446.6
1,23.25,0.616515,9.64942,-5.030655,0,-12.245,-1.09525,76.92,0.3338155,92.7,0.27741925,1.00128575,0,-0.18725,3.097,-0.053,-0.819,5.813,-1.206,-0.52375,0.005625,446.75
1,23.75,0.3545495,8.16123,-7.2123675,0,-12.145,-1.048,77.1,0.322488,92.75,0.685141,1.00567,0,-0.244,3.032,-0.037,-0.79,5.869,-1.169,-0.4755,0.398864796,446.7
2,0.25,0.357866,5.4567225,-6.20884,0,-12.465,-1.03425,75.4725,0.3102255,92.5,0.50502325,2.46275,0,-0.29075,4.7065,-0.1265,-0.9565,-0.29,-2.6145,-0.49175,-1.655125,460.375
2,0.75,0.379161,6.4830325,-7.27552,0,-12.93,-1.04925,75.4325,0.275434,92.575,0.20368325,2.190762,0,-0.30575,4.6575,-0.09125,-0.78375,-0.2975,-3.531,-0.431125,-2.2615,457.4
2,1.25,0.3683175,8.97349,-3.156945,0,-13.24,-1.05025,74.925,0.2735525,92.6,0.614672,2.19932,0,-0.296,4.62325,-0.1565,-0.79325,-0.668,-3.9105,-0.57725,-2.584,459.9
2,1.75,0.2714275,9.19866,-1.97739,0,-13.4525,-1.07225,75.055,0.272594,92.6,0.49297375,1.70416,0,-0.2855,4.976,-0.15725,-0.81025,-0.73025,-3.952,-0.588,-2.630375,460
2,2.25,0.3916565,6.09157,-4.1999325,0,-13.29,-1.068,74.4875,0.28591525,92.5,0.45852675,1.7439225,0,-0.26075,4.73625,-0.20175,-0.824,-0.7165,-3.984,-0.619,-2.66275,462.25
2,2.75,0.4216725,3.76428,-2.701445,0,-14.25,-1.08125,74.9675,0.279025,92.5,0.4963855,1.649475,0,-0.26825,4.8975,-0.21925,-0.83,-0.7345,-3.995,-0.642125,-2.6745,467.6
2,3.25,0.4082,6.30462,-0.54131575,0,-13.88,-1.072,74.7925,0.273942,92.5,0.44304725,2.82877,0,-0.25175,4.54225,-0.2415,-0.8505,-0.72675,-3.9465,-0.650625,-2.658375,460.3
2,3.75,0.389186,3.7589075,-2.5670975,0,-14.05,-1.07675,74.8825,0.27269725,92.5,1.07010925,2.7070775,0,-0.25225,4.36475,-0.2275,-0.87725,-0.6795,-3.991,-0.629625,-2.6835,461.225
2,4.25,0.300078,4.345555,-2.266715,0,-13.1275,-1.06525,74.7125,0.274216,92.5,0.396076,2.12734,0,-0.25075,4.4905,-0.22875,-0.88375,-0.70925,-4.0075,-0.6115,-2.691875,461.4
2,4.75,0.373803,4.136105,-0.711053,0,-13.435,-1.06325,74.63,0.26359,92.5,0.51159,1.93851,0,-0.241,4.2245,-0.20625,-0.887,-0.7005,-3.969,-0.57775,-2.674375,467.4
2,5.25,0.363693,4.34898,0.56810875,0,-14.3725,-1.0435,74.73,0.2641925,92.525,0.44891875,2.527675,0,-0.24075,4.21725,-0.2105,-0.851,-0.69025,-3.94575,-0.592375,-2.547625,467.3
2,5.75,0.3211295,2.958185,-2.058355,0,-13.72,-1.041,74.8525,0.26770575,92.525,0.5861125,2.2382025,0,-0.24925,4.063,-0.2015,-0.89025,-0.68975,-3.932,-0.57775,-2.592375,460.65
2,6.25,0.392149,2.2589275,0.185845,0,-13.3125,-1.03975,75.1525,0.23173025,92.5,0.524211,2.60203,0,-0.23675,4.16275,-0.218,-0.89725,-0.684,-3.947,-0.587125,-2.57625,460.7
2,6.75,0.42176125,2.676595,-1.85253,0,-12.74,-1.039,75.0575,0.242456,92.5,0.91857725,2.689945,0,-0.23625,4.19575,-0.218,-0.9195,-0.72075,-3.9915,-0.6255,-2.4145,451.2
2,7.25,0.405354,1.77596,-2.572455,0,-12.65,-1.02975,75.91,0.255597,92.5,1.1276625,2.31767,0,-0.23725,3.954,-0.211,-0.892,-0.689,-4.055,-0.63,-2.3985,451.6
2,7.75,0.212312,2.83099,-0.355918,1.029675,-12.83,-1.05125,76.135,0.232883,92.5,3.8726175,2.489835,0.27313295,-0.23,3.84675,-0.182,-0.86825,-0.679,-4.065,-0.625875,-2.4555,447.3
2,8.25,0.44590675,2.6585,-3.1483025,9.26766,-12.6725,-1.0705,75.2575,0.2402975,92.5,13.7803,2.735075,4.269215,-0.23125,3.808,-0.218,-0.86075,-0.6775,-4.007,-0.644375,-2.416625,450.6
2,8.75,0.484124,2.78707,-2.635825,29.5091,-12.21,-1.10575,74.8425,0.2341005,92.5,31.292,2.5390775,15.19505,-0.258,4.0905,-0.1785,-0.855,-0.68875,-3.974,-0.63825,-2.4835,450.5
2,9.25,0.3850895,3.15594,-0.98208825,45.15015,-12.26,-1.1015,74.2975,0.248211,92.5,49.6593,1.320964,41.2874,-0.23725,3.8345,-0.10875,-0.85275,-0.64675,-3.9005,-0.636875,-2.47075,446.975
2,9.75,0.40105475,4.80008,-1.55992,58.494,-11.545,-1.09925,74.1725,0.292762,92.575,72.3667,-0.0010068075,79.684785,-0.2175,3.9985,-0.0635,-0.82775,-0.50475,-3.974,-0.612625,-2.403625,456.9
2,10.25,0.425355,4.600835,-1.201415,86.238,-11.6125,-1.0825,74.3225,0.28283175,92.5,99.404125,-1.88603,121.464,-0.19975,4.21075,-0.03475,-0.82175,-0.306,-4.01475,-0.59525,-2.387625,462.4
2,10.75,0.2970625,7.1352,-2.4656575,102.6115,-11.78,-1.07725,74.18,0.27479975,92.5,115.1,-6.87232,167.847475,-0.20725,4.28575,0.03175,-0.81925,0.00925,-4.00975,-0.416375,-2.382625,455.55
2,11.25,0.40926625,5.22837,-2.26306,125.64675,-11.61,-1.06675,73.985,0.25749575,92.5,136.857875,-9.544267,203.50755,-0.18825,4.34475,0.09975,-0.81725,0.0015,-3.98175,-0.371375,-2.259375,427.8
2,11.75,0.357492,5.859815,-2.121685,136.1775,-11.865,-1.066,73.6775,0.281055,92.5,158.2005,-9.889265,231.241,-0.16125,4.79,0.05625,-0.798,-0.00575,-3.9795,-0.3625,-2.25175,426.925
2,12.25,0.4482275,8.7477,-1.0334405,157.745,-12.11,-1.048,73.32,0.261433,92.6,178.293,-9.1789795,243.7155,-0.1275,4.643,0.024,-0.791,-0.023,-3.979,-0.3465,-2.364,422.15
2,12.75,0.348488,7.4522225,0.375134,161.92075,-11.58,-1.05875,72.58,0.254815,92.6,183.465,-9.0649,274.8185,-0.10625,4.677,0.056,-0.75,-0.008,-3.944,-0.332,-2.2175,414.8
2,13.25,0.2938505,10.3086,0.62218025,159.155,-10.945,-1.045,72.9975,0.26764,92.6,189.9625,-7.59279,260.4138,-0.1095,4.41125,0.02575,-0.7545,-0.0495,-3.932,-0.334125,-2.233,417
2,13.75,0.2587465,6.41436,-2.2144525,150.703325,-11.305,-1.0565,73.02,0.2581515,92.6,171.3535,-6.2393005,249.353075,-0.09525,4.47825,0.01825,-0.77075,-0.1015,-3.9565,-0.33075,-2.31875,435.225
2,14.25,0.301053,7.16748,-0.336194,140.789825,-11.41,-1.055,73.38,0.2421145,92.6,165.7662,-7.17929,231.6115,-0.0345,4.669,-0.01325,-0.80875,-0.1755,-3.9565,-0.35825,-2.336,416.2
2,14.75,0.380898,5.078935,0.710716,126.28775,-10.55,-1.07575,73.1,0.27246225,92.6,146.635,-3.5894485,211.515,-0.02925,4.791,0.002,-0.8,-0.2,-3.921,-0.3825,-2.3525,424.5
2,15.25,0.388419,6.490585,-0.1148705,107.50685,-11.1025,-1.05725,72.93,0.26209,92.6,122.75375,-2.10605,167.095,-0.0075,4.529,-0.057,-0.836,-0.344,-3.896,-0.462,-2.4355,447.4
2,15.75,0.412567,4.22518,-0.177994,71.6439,-11.17,-1.02825,73.63,0.2478565,92.6,87.999775,-0.742817425,113.436675,0.007,4.41675,-0.07125,-0.846,-0.35275,-3.859,-0.5725,-2.499125,418.575
2,16.25,0.426844,3.142555,-2.60965,54.4364,-11.44,-1.022,74.28,0.241611,92.6,53.48955,0.420469,74.7371,0.01575,4.5,-0.105,-0.874,-0.457,-3.98375,-0.629,-2.5555,454.6
2,16.75,0.4254205,2.85912,-1.00767625,24.211025,-11.975,-1.052,74.67,0.221537,92.6,30.73826,3.1054375,39.044825,0.007,4.114,-0.172,-0.85,-0.647,-3.953,-0.671,-2.596,463.3
2,17.25,0.392635,5.44954,1.74315,6.54867,-12.45,-1.0415,74.8,0.24208775,92.6,9.19754,3.875115,14.07495,0.006,3.69825,-0.23675,-0.88025,-0.6545,-4.0055,-0.682625,-2.5285,463.85
2,17.75,0.502915,2.8183425,-0.299604,0.70536875,-12.61,-1.0475,74.9675,0.250996,92.6,2.0891725,3.4167825,2.671075,-0.02875,3.759,-0.24025,-0.87625,-0.75375,-4.018,-0.663875,-2.664875,461.1
2,18.25,0.327198,2.5603425,-1.5733,0,-12.655,-1.047,74.84,0.238246,92.6,0.4187815,3.83029425,0.049035845,-0.0665,3.763,-0.251,-0.855,-0.744,-3.9915,-0.655,-2.6425,466.425
2,18.75,0.399503,4.055335,-2.41539,0,-12.2,-1.05575,75.3475,0.2441205,92.6,0.4885195,3.72868,0,-0.1325,3.90725,-0.26375,-0.85425,-0.7125,-4.02,-0.678125,-2.615,463.5
2,19.25,0.5019105,2.64785,-2.46515,0,-12.42,-1.05375,74.97,0.259403,92.6,0.4674165,3.469554,0,-0.1345,4.066,-0.2515,-0.86075,-0.7115,-4.014,-0.66625,-2.653875,466.1
2,19.75,0.3774355,3.4794025,-2.89791,0,-12.42,-1.07975,75.07,0.2804815,92.6,0.7188485,1.65524,0,-0.20575,4.17275,-0.21675,-0.8615,-0.6725,-4.018,-0.62125,-2.639625,463.15
2,20.25,0.400203,7.299175,-1.714205,0,-11.91,-1.09625,75.26,0.242409,92.6,0.957072,2.16094025,0,-0.24025,4.52025,-0.2035,-0.8555,-0.599,-4.0045,-0.628625,-2.518875,467.7
2,20.75,0.3755195,5.31047,-2.5405925,0.007817375,-12.6875,-1.1205,75.85,0.274779,92.6,0.96077625,3.2488575,0,-0.2615,4.186,-0.193,-0.862,-0.5925,-3.899,-0.64425,-2.5745,463.9
2,21.25,0.39849,5.36676,-2.15118,0,-12.03,-1.1185,75.27,0.300596,92.6,1.21841,4.14197,0,-0.254,4.527,-0.2025,-0.865,-0.668,-3.95425,-0.6575,-2.56475,462.65
2,21.75,0.412229,6.77538,-5.32698,0,-11.705,-1.1205,74.78,0.302102,92.6,0.75201675,3.672032,0,-0.2425,4.337,-0.197,-0.9,-0.6845,-3.9735,-0.62975,-2.56925,455.675
2,22.25,0.357186,7.970375,-2.33418,0,-11.8275,-1.10975,74.8325,0.3182965,92.6,0.75941825,3.5277075,0,-0.21625,4.85375,-0.2215,-0.8955,-0.695,-4.0045,-0.65025,-2.51775,462.975
2,22.75,0.438537,6.615035,-4.2136425,0,-11.6975,-1.1035,74.93,0.304103,92.6,0.37831525,2.51385,0,-0.204,4.6725,-0.22325,-0.86425,-0.68725,-4.0225,-0.638625,-2.485625,459.15
2,23.25,0.322627,5.7063525,-2.55476,0,-11.85,-1.09525,74.88,0.306904,92.6,0.27741925,1.711225,0,-0.18725,4.39925,-0.23325,-0.8925,-0.66425,-4.10525,-0.651375,-2.530625,457.15
2,23.75,0.41176875,6.6310775,-4.6097175,0,-11.9975,-1.048,75.145,0.305291,92.525,0.685141,2.11587,0,-0.244,4.6285,-0.217,-0.9915,-0.5045,-3.073,-0.634,-2.193625,460.6
3,0.25,0.3543115,3.55991,-3.71207,0,-9.5925,-1.309,76.37,0.258127,92.8,1.028545,0.00145169,0,0.053,5.28425,0.645,0.25375,1.27025,-1.6965,0.358625,-0.055375,414.1
3,0.75,0.450745,5.4057175,-4.191675,0,-9.7925,-1.302,75.95,0.2720415,92.8,0.9062695,-0.15109025,0,0.052,5.32175,0.7035,0.297,1.20125,-1.86425,0.38675,-0.084125,413.8
3,1.25,0.365685,3.692015,-5.1901475,0,-9.5775,-1.2875,76.06,0.279315,92.8,0.763245,-1.4856475,0,0.07625,5.41625,0.66775,0.244,1.15275,-1.902,0.40825,-0.0568644585,412.9
3,1.75,0.334941,4.205685,-5.6985025,0,-9.405,-1.2995,76.375,0.275203,92.8,1.05991,-1.028158,0,0.06725,5.49275,0.626,0.231,1.15475,-1.86225,0.43375,-0.18675,413.175
3,2.25,0.43146,3.66731,-5.421455,0,-9.495,-1.28625,75.5725,0.263815,92.8,0.9387405,-0.2720327,0,0.07875,5.179,0.65325,0.21925,1.0405,-1.85925,0.440625,-0.22925,413.6
3,2.75,0.31406,4.0818725,-2.5913975,0,-9.485,-1.2965,75.845,0.258206,92.8,1.20592,-0.98551775,0,0.0805,5.14525,0.61375,0.21425,1.09125,-1.8685,0.42275,-0.2755,413.725
3,3.25,0.302272,6.08351,-3.834125,0,-9.55,-1.30775,76.035,0.254675,92.8,1.0448905,-0.59529895,0,0.066,5.21425,0.589,0.239,1.041,-1.8745,0.409625,-0.24425,413.575
3,3.75,0.35291,5.31662,-4.61835,0,-9.3825,-1.31675,76.355,0.253302,92.8,0.790041,-1.133270775,0,0.07075,4.851,0.57375,0.23725,1.06125,-1.8735,0.416875,-0.2025,413.5
3,4.25,0.4504845,5.26273,-5.0852125,0,-9.6225,-1.31975,76.205,0.2736625,92.8,1.110215,-0.3037447,0,0.06275,4.91775,0.5525,0.2335,1.02,-1.9055,0.394625,-0.1115,413.4
3,4.75,0.278964,4.9524125,-4.05797,0,-9.36,-1.30525,76.2025,0.2784425,92.8,0.83488675,-1.083451,0,0.06475,4.95125,0.57425,0.22575,1.0375,-1.88,0.411875,-0.10775,413.375
3,5.25,0.334167,5.42555,-2.1311,0,-9.27,-1.297,77.07,0.269044,92.7,1.075183,-1.2501175,0.00691187,0.05875,4.875,0.591,0.23025,1.0735,-1.91825,0.388375,-0.15275,413.45
3,5.75,0.230733,6.46737,-1.581295,0.0136271375,-9.005,-1.30825,77.1275,0.27953975,92.7,2.3451725,-0.741624,0.43961,0.05075,5.14,0.6375,0.227,1.0275,-1.879,0.39225,-0.163875,413.9
3,6.25,0.29426175,6.11527,-3.95358,4.32414,-9.125,-1.30425,76.8075,0.273693,92.7,4.866885,-0.276089,5.54833,0.071,5.2635,0.65025,0.23175,1.0335,-1.867,0.37775,-0.126125,414.575
3,6.75,0.368229,6.152455,-3.57597,18.86245,-9.19,-1.3115,76.655,0.28629,92.7,22.73685,0.078420425,23.8459,0.05025,5.252,0.646,0.23625,1.01625,-1.845,0.39975,-0.081875,414.3
3,7.25,0.253972,4.95295,-0.871553,44.41005,-9.3525,-1.30875,76.9325,0.2817065,92.7,41.035075,-2.08677,63.1152,0.0525,5.17125,0.6045,0.235,0.988,-1.86525,0.401625,-0.103375,413.95
3,7.75,0.3123485,5.70814,-1.539385,75.394075,-8.985,-1.319,76.46,0.289453,92.725,69.446475,-3.7566,118.22,0.04275,5.10775,0.663,0.2395,0.93825,-1.8705,0.3965,-0.067625,414.275
3,8.25,0.274367,5.90956,-2.918635,109.4734,-9.025,-1.32,76.26,0.267725,92.8,102.4055,-6.61369,183.676,0.04775,5.34175,0.73425,0.29175,1.0295,-1.952,0.444,-0.057375,414.55
3,8.75,0.29517975,6.84331,-3.65483,150.264,-8.9025,-1.306,76.255,0.28491075,92.725,150.991,-8.61086,264.90925,0.05875,5.482,0.79625,0.35525,1.11225,-1.83125,0.481375,-0.0395,414.425
3,9.25,0.2594985,7.06472,-3.216625,197.9855,-8.23,-1.285,75.1775,0.26452925,92.8,205.717,-10.2595,348.12175,0.0665,5.141,0.8405,0.37325,1.14225,-1.871,0.556375,-0.0615,414.675
3,9.75,0.32086375,5.79238,-1.601685,234.76875,-7.79,-1.2795,75.635,0.2633375,92.8,246.6591,-12.189475,414.42975,0.06925,5.06525,0.848,0.392,1.15475,-1.8285,0.596625,-0.074625,415.175
3,10.25,0.2816015,6.263195,-2.0486,281.634325,-8.1275,-1.26475,74.41,0.256899,92.8,296.4065,-19.0637,482.61725,0.09025,4.7555,0.87875,0.3725,1.137,-1.837,0.580875,-0.01575,413.9
3,10.75,0.221611,6.316275,-1.6147675,320.124,-7.3005,-1.26675,73.28,0.245409,92.8,344.101,-18.75327,560.5175,0.114,4.7015,0.86425,0.3585,1.1395,-1.869,0.528125,0.022375,414.05
3,11.25,0.2624915,6.89127,-1.1776375,346.645,-6.93675,-1.236,71.945,0.23519075,92.8,378.9995,-26.418135,605.2835,0.11875,4.7055,0.83975,0.3335,1.109,-1.86775,0.504375,0.01175,414.5
3,11.75,0.265585,7.19992,-0.74716125,368.20875,-6.64325,-1.22525,71.07,0.2510625,92.8,412.237025,-28.0586175,643.50825,0.14175,4.75975,0.84025,0.302,1.07925,-1.888,0.5005,0.0085,414.6
3,12.25,0.2525515,8.893535,-0.532094,382.745,-6.57675,-1.21975,71.395,0.26591225,92.8,427.43025,-28.966665,660.0245,0.12425,4.7535,0.82375,0.3095,1.0135,-1.905,0.485875,-0.06575,414.475
3,12.75,0.233303,9.24142,1.272262,403.067,-6.42225,-1.22975,71.4775,0.24489125,92.8,440.2973,-26.7015,676.1947,0.12975,4.745,0.742,0.23575,0.956,-1.931,0.457,-0.1145,414.6
