DOY2,HR2,LE,H,FC,G_1_1_1,G_2_1_1,G_2_1_2,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,SW_IN,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1
1,0.25,-34.1791116675,-125.5832674,-2.305918020875,-40.33378825,-50.20515875,-15.53969517925,-109.83181,-22.677625,-23.35508875,13.527621856,0.0826386929,64.52545975,0.101056961,1.18550505,389.68879987,0.748305372875,-12.74444,0,-11.02475,-10.01125,-8.1622,-10.40575,-9.07075,-7.66005
1,0.75,-42.78218219,-130.0909403875,-2.6728429555,-42.80627,-49.85389125,-16.2289532725,-108.39581,-22.40041,-23.333191,13.97750004125,0.0619020458,64.50388,0.0825543115,1.087962,389.63995559,0.75733089215,-12.86949525,0,-11.055,-10.0765,-8.17105,-10.4855,-9.0435,-7.654975
1,1.25,-40.1452082385,-122.70478245,-2.6570511147,-42.752041,-48.71998125,-14.58607439225,-108.97531,-22.483867,-23.370095,14.263019752,0.05188702605,64.496961,0.09872129275,1.0117210675,389.6659330925,0.801979448275,-12.878764,0,-11.07075,-10.11,-8.175825,-10.5265,-9.0235,-7.666575
1,1.75,-36.890055012,-134.24782688,-2.218760384,-40.932603,-48.087616,-13.2368570555,-111.92524,-23.026187,-23.537785,13.84766516375,0.0639675491500001,64.50203775,0.082021539,0.998284755,389.60899648,0.78660662355,-13.029276,0,-11.10275,-10.18075,-8.1464,-10.545,-9.1015,-7.668025
1,2.25,-30.487796575,-137.53974271,-2.7083071027,-41.60317,-48.18912,-13.0767663465,-112.0604325,-23.07193,-23.61535725,13.551719205,0.0782883346,64.49416,0.0939501125,0.997336575,389.6264739,0.751432668,-13.198532,0,-11.12025,-10.23775,-8.12175,-10.56325,-9.174,-7.62975
1,2.75,-43.78906629475,-135.5464836375,-2.31521089955,-42.9498605,-47.9124775,-12.79231624225,-110.984705,-22.853083,-23.40010125,13.49032399625,0.06617688735,64.50953275,0.08987324375,0.90025336,389.56431001,0.7366749807,-13.3055,0,-11.12225,-10.2785,-8.13495,-10.57625,-9.23825,-7.644825
1,3.25,-45.21843457375,-128.272165085,-1.8306351965,-42.3981745,-47.79202775,-13.239691393,-110.848505,-22.39054875,-23.3381405,11.9381392725,0.0680311803,64.49113875,0.113311475,1.044438,389.546010805,0.7091633645,-13.355798,0,-11.10975,-10.33375,-8.149725,-10.5665,-9.2845,-7.64135
1,3.75,-46.660860616,-125.98918255,-2.2474410778,-41.38775,-47.0284505,-13.63709688175,-112.19997,-22.904516,-23.48910125,13.845863622,0.0613841561,64.47733,0.11678354,1.0533408,389.49689982,0.735818045125,-13.464246,0,-11.089,-10.3655,-8.165975,-10.5695,-9.33525,-7.6425
1,4.25,-42.764443347,-122.70396699,-3.40734604895,-39.56420775,-45.3373665,-13.77327987325,-112.45221,-23.092765,-23.748713,14.7737782015,0.04872686795,64.39828975,0.10792445,1.3434926,389.56471038,0.7842307625,-13.548284,0,-11.06825,-10.37575,-8.21875,-10.55425,-9.386,-7.607125
1,4.75,-49.54750114625,-128.06624897,-2.8633929773,-41.0107895,-44.98581425,-13.75792332825,-112.568595,-22.54116475,-23.9377225,14.12147797,0.0436264247,64.4233615,0.09989801675,0.9913753175,389.4550957,0.782474150325,-13.62822,0,-11.0695,-10.3805,-8.2595,-10.5455,-9.424,-7.6135
1,5.25,-56.704162075,-130.5841003125,-2.5824545364,-42.39304,-48.1282515,-14.07145791675,-111.88677,-22.89872375,-23.8848565,12.71491831,0.0436591505,64.42946,0.09338117625,0.92507485,389.5455368125,0.74336870575,-13.69549175,0,-11.06425,-10.378,-8.28575,-10.553,-9.49275,-7.66165
1,5.75,-54.603583195,-135.0721863825,-2.6385142242,-42.27185,-46.95899,-14.23877338625,-111.0633375,-22.508435,-23.93271,12.282418012,0.04542383045,64.44751,0.0988550945,1.15274085,389.50042006,0.6702391427,-13.718306,0,-11.0545,-10.3845,-8.322,-10.5415,-9.501,-7.69515
1,6.25,-48.551731343,-130.084831475,-2.976850231425,-40.864005,-49.46325,-14.19386542875,-110.0529775,-22.679034,-24.017747,10.54059464,0.03491457315,64.42056,0.0941271715,0.81166616,389.38124728,0.6701982385,-13.75039025,0,-11.01375,-10.37025,-8.33825,-10.50175,-9.494,-7.7195
1,6.75,-37.21492247,-129.50260485,-3.27342154425,-41.17334575,-48.247325,-12.9020737405,-108.974895,-22.743131,-24.211073,10.7552769035,0.05899324665,64.434082,0.10795274,1.0802613,389.4108989075,0.6575522676,-13.783198,0.032773691425,-10.98675,-10.3605,-8.38175,-10.512,-9.48975,-7.768075
1,7.25,-41.51791208,-131.9692236,-2.398414262825,-41.143837,-51.544665,-12.63483534475,-107.297015,-22.760522,-24.2271485,11.94521213,0.0422541018,64.46754975,0.086430352,1.04310726,389.5747272,0.673834754,-13.8041745,2.157276958575,-11.005,-10.35975,-8.428,-10.49225,-9.50075,-7.79665
1,7.75,-38.657187939,-116.01518372,-2.704387436775,-38.535694,-50.50714975,-11.9440101525,-94.7650895,-22.54303,-24.1129785,13.35723620425,0.0415119761,64.461001,0.094051664,1.09065504,389.59040766,0.7585302831,-13.8492735,10.426529272675,-11.04225,-10.36175,-8.43875,-10.47875,-9.50725,-7.847975
1,8.25,-25.9110620735,-107.15145799,-2.97161639355,-35.725225,-47.622335,-10.146308749025,-84.3481,-22.542005,-23.7174415,11.75118229875,0.077959918,64.438158,0.08046557225,0.9358598925,389.72980407,0.70298071155,-14.0056925,25.45928883425,-11.114,-10.362,-8.47325,-10.43275,-9.50475,-7.874075
1,8.75,-33.345520595,-93.29072871875,-2.1156318348,-29.62649675,-37.81637125,-8.662442023,-84.1169435,-21.307592,-23.1808175,11.850434125,0.103213085625,64.42117225,0.100906992,0.86361371,389.845445595,0.7107761558,-14.00329,34.17688217,-11.14125,-10.33675,-8.504,-10.47825,-9.48775,-7.912225
1,9.25,-32.15654216925,-91.75355560875,-2.6130053306,-24.7869545,-30.963992,-7.365740779575,-78.22090625,-21.21550725,-23.11366825,11.2412176175,0.117094680525,64.4127445,0.098964352,0.750666375,389.8267952625,0.772840740125,-13.39881575,55.51619683575,-11.17225,-10.33425,-8.53475,-10.52275,-9.4825,-7.922225
1,9.75,-23.94699365,-78.0857293375,-2.9814868805,-21.8248775,-33.26241275,-6.652728674625,-74.0087455,-20.8524885,-23.07258125,11.53915299425,0.117648603625,64.4401445,0.14184503,0.6440823225,389.81490508,0.7995004288,-13.264766,70.265644725,-11.175,-10.29625,-8.58275,-10.5555,-9.4745,-7.9595
1,10.25,-23.0805570995,-72.308780234,-3.39567751065,-16.598205,-25.7711725,-4.7826064386,-70.83675,-20.69338775,-21.8300905,11.847144959,0.1428683157,64.491649,0.11688459,0.67634596,389.8679428725,0.774402363275,-13.72661075,100.15524469,-11.184,-10.26925,-8.571,-10.58175,-9.41925,-7.982575
1,10.75,-11.843877078,-57.536918658,-2.57966155945,-13.2114325,-19.3125915,-4.7587148793,-61.9877685,-20.9699,-21.9098215,13.0537958425,0.15149771285,64.519526,0.1226321,0.986766,389.81638095,0.835810805,-13.302542,103.7519033425,-11.1875,-10.2095,-8.5775,-10.5735,-9.4085,-8.011
1,11.25,-18.998861584,-50.7222310255,-2.023313578,-11.22174975,-17.54733125,-4.1277005564,-50.41277475,-20.99425275,-21.7630875,13.156324727,0.149042974375,64.5144385,0.1313362125,0.99867339,389.84107676,0.9071707336,-13.06894075,123.4814083575,-11.16025,-10.157,-8.57125,-10.5415,-9.3705,-8.04
1,11.75,-16.986019945,-31.88261627525,-1.60878176105,-9.490812,-21.869524,-3.82060849385,-39.05597,-21.1584695,-21.650082,12.1742974965,0.154612622825,64.46307,0.1546247375,1.230902,389.8352500325,0.896744075725,-12.6443625,134.027252515,-11.1,-10.1915,-8.575,-10.534,-9.299,-8.031
1,12.25,-9.6689741244,-29.2525998765,-1.7283515355,-7.66107125,-20.82978625,-4.224604995875,-48.649136,-21.1985175,-21.3449,13.0035564175,0.149280624625,64.441613,0.1460223925,1.298395125,389.797656855,0.949414223625,-12.3541845,136.8811008575,-11.058,-10.20225,-8.5515,-10.49375,-9.26175,-8.01155
1,12.75,-3.76131269319999,-20.915787355,-1.555259716125,-7.210048375,-12.6035184,-4.115580143825,-41.025802,-21.43395975,-21.1511575,12.769459554,0.16508516255,64.43623375,0.1504904275,1.41767595,389.85766337,1.0030730485,-12.09974475,150.113895,-11.00325,-10.204,-8.538,-10.439,-9.2165,-8.00255
1,13.25,-9.21149681345,-33.9779355045,-2.7608030285,-6.812442975,-21.515423,-3.917423079675,-34.195246,-21.305084,-21.29387625,12.597135205,0.158441888375,64.4195675,0.1484760375,1.54936405,389.983750465,0.9998567193,-11.784459,129.1991758425,-10.9575,-10.19125,-8.519,-10.4005,-9.2,-7.976575
1,13.75,-9.8037335019,-46.311539254,-2.4966683399,-10.01102345,-28.782995,-3.807818042625,-41.7000335,-21.3768,-20.989443,13.3531958675,0.1554791744,64.41682,0.1363738,1.479785,390.007104865,0.969389650475,-11.5573735,117.785164235,-10.89075,-10.1675,-8.491,-10.35025,-9.19175,-7.967875
1,14.25,-22.6501984725,-38.15321000875,-1.665875627875,-12.737095,-27.0108975,-3.845988611,-41.7492215,-21.02907425,-21.1079225,13.8907736455,0.16807752285,64.41309,0.1411448025,1.300561825,389.9653774325,1.01167603835,-11.287185,83.95889883575,-10.84325,-10.141,-8.4955,-10.29175,-9.16975,-7.93655
1,14.75,-25.21371955425,-47.83550775,-2.211163108,-16.05102125,-24.249727,-3.99689582405,-49.5578725,-20.39626825,-21.331415,14.43851230425,0.164851356125,64.4294215,0.1288511525,1.134160975,390.0790533825,1.0196124626,-11.5028665,65.95591866575,-10.80475,-10.119,-8.453,-10.26875,-9.177,-7.902175
1,15.25,-31.1479031725,-56.1515460505,-3.982037360825,-22.919552,-36.01592125,-5.206898712275,-64.1853395,-20.4435825,-21.3407475,13.3977156805,0.151418791,64.460769,0.1115600325,1.15891505,389.9754366525,1.00088484535,-11.416051,42.74428416425,-10.7345,-10.087,-8.4085,-10.243,-9.14775,-7.8974
1,15.75,-24.81823207875,-76.24901590525,-2.755539072375,-30.491676,-41.368215,-5.913357664625,-73.3035265,-20.4415285,-21.69876,13.236502738,0.11210363175,64.519426,0.1047567,1.0188886275,390.0430429325,0.97263959095,-11.390836,21.76165333,-10.697,-10.056,-8.404,-10.21825,-9.1375,-7.8584
1,16.25,-26.81999628475,-79.965419609,-2.10594336145,-37.0798995,-42.508528,-7.43539925205,-85.34575125,-20.8752885,-21.89956125,13.99191264425,0.095501489125,64.52304875,0.1022584825,0.9276874725,390.0924320625,0.9414617391,-10.64968125,8.648326583575,-10.67025,-10.015,-8.37675,-10.20625,-9.14925,-7.829825
1,16.75,-28.884106695,-97.744064712,-3.058502019125,-47.2422125,-51.0087925,-9.896399625625,-102.261385,-21.62571575,-22.1102405,13.8784359555,0.10268176705,64.567234,0.0962355035,0.950545365,389.93259194,0.9265688188,-10.8248325,1.72459622515,-10.6575,-10.022,-8.3405,-10.19525,-9.14725,-7.80315
1,17.25,-38.706701766,-111.9500988925,-3.0139288517,-50.655359,-48.57407125,-12.0655081985,-107.92384,-21.81768,-22.0546225,15.3444758,0.10182094125,64.6117365,0.07526262,0.896622,389.92882505,0.882624157,-11.176398,0.019069750575,-10.63925,-9.99925,-8.297,-10.1835,-9.1345,-7.763725
1,17.75,-32.291760359,-113.01498662,-3.4921057836,-49.707386,-51.27050575,-13.32624665175,-110.29377,-22.139713,-22.49470375,15.085231636,0.10461363625,64.629877,0.074830863,0.620289785,389.95190209,0.90917089275,-11.606637,0,-10.63375,-10.01725,-8.267,-10.199,-9.12625,-7.73705
1,18.25,-47.630678781,-128.360331745,-2.3787295116,-47.479339,-49.580273,-13.21161886475,-111.27325,-21.72612,-22.497208,14.863108868,0.0933043174,64.64330425,0.062503565,0.6463462,389.88795284,0.8959477191,-11.67299875,0,-10.6255,-10.00175,-8.24075,-10.17725,-9.12075,-7.736025
1,18.75,-40.307436661,-131.8412432275,-2.607787759375,-48.90622,-50.4320285,-13.242103076,-112.51168,-21.7095405,-22.00239375,15.31250974025,0.081282070125,64.616918,0.06528622,0.604296225,389.882040425,0.9124600033,-11.7062285,0,-10.621,-10.01075,-8.227,-10.16825,-9.1325,-7.702825
1,19.25,-35.86546968,-125.17953475,-2.3464887254,-48.604625,-50.909756,-13.92913786025,-110.473225,-21.7332165,-22.1773525,16.135381786,0.08965064075,64.61256025,0.0745561595,0.736870815,389.73137959,0.9157858586,-11.7895975,0,-10.6165,-9.979,-8.21075,-10.181,-9.12425,-7.69965
1,19.75,-63.878878525,-120.650766,-2.115423341,-49.261075,-50.906783,-15.12665842475,-110.6751875,-21.757629,-22.30059625,15.703979828,0.1027913565,64.62175875,0.06845842,0.8564474675,389.8174230525,0.8905895828,-11.956531,0,-10.60925,-9.9735,-8.15175,-10.172,-9.1315,-7.665275
1,20.25,-34.43720696875,-124.3667299825,-2.7380890086,-45.34315275,-50.64995375,-14.8030552215,-109.60259,-21.8451295,-22.163155,17.162852178,0.0827664321,64.59070775,0.064854748,0.81112404,389.663594345,0.885023380675,-12.16671475,0,-10.68725,-9.97075,-8.159725,-10.16025,-9.1515,-7.648175
1,20.75,-34.979670622,-119.647451925,-2.8942752615,-44.680514,-53.710058,-15.0350164775,-108.96266,-21.975297,-22.15043125,14.5098093625,0.067187082625,64.624432,0.072136474,0.841375265,389.83584229,0.863509489175,-12.24632,0,-10.80225,-9.97525,-8.169,-10.14025,-9.1315,-7.638025
1,21.25,-45.97864784225,-120.0977069425,-2.5287313618,-44.9292495,-53.508314,-15.17645087875,-109.3499375,-22.00789,-22.13640125,14.376891086,0.1006753055,64.63330175,0.08888108,0.9364076,389.701291215,0.7499230756,-12.17551675,0,-10.863,-9.96975,-8.1635,-10.114,-9.117,-7.637725
1,21.75,-37.414832713,-125.808869955,-2.67537899625,-45.025821,-53.11248125,-14.48629908025,-108.62188,-22.0191415,-22.3378275,13.455910743,0.0906445917,64.612608,0.071163491,0.936965785,389.7043158325,0.83304941875,-12.2029485,0,-10.9355,-9.92625,-8.17655,-10.0695,-9.1215,-7.654975
1,22.25,-46.15915955025,-116.3897439825,-2.85112984195,-41.9526375,-52.736666,-14.841272316,-110.22402,-22.1385,-22.35100225,12.78045096625,0.078749482775,64.5670435,0.0623880845,0.88936379,389.639791015,0.7319523681,-12.225504,0,-10.953,-9.95525,-8.1664,-10.09675,-9.11975,-7.65875
1,22.75,-40.9933312265,-121.364174025,-2.660331167525,-42.755188,-51.98924,-15.222961447,-109.05555,-22.21477,-22.2672525,12.22476636825,0.08057409325,64.545615,0.06490503,0.7311538,389.7527991525,0.7396348263,-12.3546315,0,-10.95325,-9.93975,-8.167275,-10.1865,-9.1015,-7.649325
1,23.25,-43.646010836,-123.6622238375,-2.835346070025,-42.973944,-52.063982,-15.45635013325,-110.943045,-22.10198,-22.11255625,11.814893952,0.08608780425,64.57873,0.08040952,0.844787,389.4785944,0.7465533987,-12.477749,0,-10.9845,-9.92525,-8.1564,-10.2435,-9.0915,-7.66775
1,23.75,-39.852618468,-121.1953578,-2.4955812088,-41.92233075,-52.4950525,-15.69600680375,-113.172275,-22.259894,-22.16639375,12.1051596275,0.07111182425,64.572229,0.092307474,1.042782355,389.7033107,0.773289053,-12.5570465,0,-11.00825,-9.9805,-8.18235,-10.34325,-9.07975,-7.66295
2,0.25,-39.727913469,-123.54688428,-2.293870518625,-40.46272,-42.15489,-13.204549381,-110.112125,-21.2147965,-21.75983,18.70173373575,0.091875573,64.67336,0.11239757,0.895889945,391.549696045,0.946196989425,-12.45195575,0,-7.2546,-6.6355,-5.697675,-7.36325,-6.5004,-5.64335
2,0.75,-58.87198505,-132.026169065,-2.15044704855,-40.82722,-40.84224625,-14.185069131,-110.0163,-21.646318,-21.84194,19.7412288815,0.080689821,64.64297125,0.0809219055,0.9341831,391.396029575,0.9711255348,-12.493015,0,-7.311675,-6.687525,-5.719275,-7.518375,-6.545725,-5.658125
2,1.25,-47.0495839525,-131.11947324,-2.52082748135,-39.91239,-39.424968,-13.950727885,-110.6153875,-21.2581075,-21.8592,18.205181318,0.10463793,64.65033,0.08517147625,0.8375955425,390.8326511,0.9979398903,-12.51447025,0,-7.498675,-6.7537,-5.7166,-7.7119,-6.59525,-5.6607
2,1.75,-43.649110743,-126.04468066,-1.6722545446,-41.261789,-38.655832,-13.3817652273,-109.12356,-21.406598,-22.07917875,16.662381275,0.101039933525,64.6645775,0.08238728825,0.9751296325,391.2131341625,0.91883486075,-12.5246075,0,-7.67075,-6.785325,-5.722625,-7.87885,-6.633775,-5.667575
2,2.25,-61.7123365325,-124.479663,-2.15529427245,-43.43862,-41.353837,-12.4942146255,-108.8319,-21.4966065,-22.10852,14.436922001,0.123580312,64.6520825,0.08114794575,0.8359695575,391.48927765,0.829300095,-12.52622075,0,-7.771,-6.838875,-5.73245,-7.9818,-6.652525,-5.660875
2,2.75,-57.560382272,-129.39075364,-3.064948616875,-42.3870765,-39.52277825,-11.893435175,-108.25026,-21.227197,-21.74892475,14.5207812275,0.136579752475,64.6368185,0.08583665,1.2000021,391.47828586,0.802023375475,-12.51521,0,-7.846375,-6.875275,-5.72115,-8.06115,-6.694625,-5.68795
2,3.25,-46.02137909,-131.1531525575,-1.9722453964,-40.9263,-41.0603205,-11.835168448,-107.9119375,-21.22602425,-21.67411725,14.116546504,0.15013583075,64.62289,0.09482609025,0.9835301275,391.5842267675,0.7764221315,-12.5124295,0,-7.9282,-6.930925,-5.757125,-8.14935,-6.8136,-5.696275
2,3.75,-42.206990715,-123.5380175525,-3.7659549205,-39.6725,-41.5328185,-13.598700938,-105.1334375,-21.347629,-21.89096075,14.319426124,0.1487325193,64.641835,0.1107046575,0.8757250925,391.37486195,0.7781619934,-12.50597675,0,-8.008575,-7.03905,-5.756925,-8.2235,-6.9379,-5.714925
2,4.25,-40.314400109,-112.24390714,-3.9367197686,-40.06139125,-40.905232,-14.919645188,-106.04717,-21.51791425,-21.922182,15.3853300485,0.149201500375,64.644886,0.096469689,0.6495582725,391.39194409,0.78709143975,-12.53086,0,-8.057075,-7.17195,-5.754525,-8.28475,-7.07425,-5.69555
2,4.75,-35.72178363,-122.989304075,-2.690021304,-40.65474175,-40.59394,-15.725594589,-103.72544,-21.4463915,-21.98352125,15.68397004125,0.140453068825,64.6564555,0.0842538275,0.654733495,391.0385553425,0.79257388875,-12.618079,0,-8.1608,-7.2923,-5.7608,-8.3595,-7.17945,-5.729875
2,5.25,-43.4716430885,-122.27486882,-2.9415235265,-41.2575445,-40.8953665,-15.886403507,-105.30045,-21.7984495,-21.8982625,16.104208683,0.158268120925,64.653416,0.078274665,0.784947265,391.27382186,0.7746154351,-12.6965425,0,-8.241625,-7.379175,-5.7725,-8.41525,-7.2742,-5.750925
2,5.75,-48.287324534,-129.950758905,-2.7641462887,-40.54802025,-40.58141425,-15.62484385,-105.9935375,-22.09551675,-22.2655985,14.06619516925,0.140628451775,64.6414315,0.07942528575,0.8319708,391.2914307625,0.747191333325,-12.853075,0,-8.261,-7.442425,-5.786275,-8.47925,-7.3354,-5.752075
2,6.25,-36.940167012,-123.77625732,-2.185826233,-39.0195025,-41.26960675,-15.776636487,-106.3319175,-22.10014075,-22.32281,12.60405691075,0.132152014,64.639663,0.072131728,0.6194917175,391.258178395,0.76969943845,-13.065435,0,-8.30775,-7.50215,-5.842625,-8.51575,-7.365475,-5.7797
2,6.75,-33.442949514,-120.111937815,-2.37809005415,-38.1451975,-44.82818,-15.829729949,-107.874965,-22.3916375,-22.821931,12.07447084,0.13938477695,64.67261,0.08078598,0.91955933,391.51470418,0.7334790474,-13.2456625,0.492737992,-8.3515,-7.542475,-5.8372,-8.56225,-7.4133,-5.8007
