DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SC_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,397.60439,0.2701431125,1961.9194,-0.91763015,-9.2212463,-0.355170305,-3.1676506,-53.3350025,-43.099724,-4.08777545,-6.468752325,-4.050185025,0.2861954,0.02768564875,94.143058,-28.72098225,-26.61,-27.6749975,-29.7625,-30.8816675,-17.145,-13.5908325,-10.1749975,-4.00458325,0.29525,2.0710835,2.930074675,-66.1280955,0,0,-0.09367867375,144.84826,194.38604,-31.64,-32.2525,-0.968962
1,0.75,397.57205,0.264009025,1961.5263,-0.8661672875,-15.8303875,-0.31062066,-3.1733448,-53.7010885,-38.9464965,-3.96716215,-6.4683546,-3.4218556,0.29538342,0.025147241,94.152968,-29.09625425,-26.77975,-28.37358075,-30.29399925,-31.84974925,-17.29174925,-13.4756685,-10.009750225,-3.990842075,0.295558315,2.085292,2.926682925,-64.85394775,0,0,-0.0200212425,145.29952,194.75648,-32.13524925,-32.39316225,-0.98048352
1,1.25,397.104445,0.2553370975,1961.0075,-1.161686,-13.1844725,-0.2966278175,-5.151393775,-53.71925075,-39.22499875,-4.45100805,-6.3882117,-1.90725,0.30932477,0.02622088775,94.2107085,-29.550752,-27.417,-28.748,-30.14291925,-31.30775,-17.1265,-13.93700075,-10.07333075,-3.976049925,0.2943333,2.075592,2.9259204,-65.16690425,0,0,-0.007403704425,146.960075,194.3859725,-32.18925075,-32.55275,-0.9026859
1,1.75,397.37913,0.2468478275,1961.56895,-0.750957,-11.52068025,-0.37196953,-2.600063625,-53.97274925,-37.159176,-3.1684999,-5.699520075,-2.081233775,0.2490154,0.026246965,94.201025,-30.1165,-27.69733075,-29.15733075,-30.3065,-31.82849925,-17.07041925,-13.66191925,-9.989,-3.985250075,0.2940083,2.059749925,2.92439625,-65.0252,0,0,-0.0022278431,146.18076,193.27041,-32.3516615,-32.5259985,-0.8378523525
1,2.25,397.7974975,0.245360335,1968.13895,-0.8609377275,-10.0189895,-0.28616347,-5.953139225,-54.45458575,-39.023667,-4.662556,-8.40376,-1.837531175,0.2798739625,0.026531839,94.19041275,-30.68604075,-27.366,-29.61483575,-30.80266575,-32.1520815,-17.39475,-13.54216425,-10.17091425,-4.006416425,0.2977333425,2.076883425,2.9005668,-63.234134,0,0,-0.005122992025,144.4146925,192.54073,-32.95925,-33.30983425,-1.0345793
1,2.75,398.032115,0.23623271,1971.7105,-1.02005235,-13.626474,-0.393302,-3.856391625,-54.304,-37.5022485,-4.032711175,-7.45177825,-2.418294225,0.2058534,0.02860555575,94.151183,-30.73025,-28.446666,-29.63867,-31.123334,-32.530002,-17.376,-13.753998,-10.848,-4.0384,0.28800002,2.0528664,2.9215007,-63.12892625,0,0,0,144.1116525,190.9720375,-33.707334,-33.72933,-1.109800525
1,3.25,397.96228,0.2293696,1970.3749,-0.98980692,-7.776358925,-0.29973766,-5.230454075,-53.468002,-33.894505,-3.01393205,-7.631884575,-2.2375646,0.2551282925,0.02739317375,94.1464225,-31.0325,-28.250666,-29.589334,-30.843336,-33.402002,-17.38,-14.446664,-10.5720028,-4.0611336,0.28253336,2.0496664,2.9212942,-60.809948,0,0,-0.0424372475,144.02946,190.96253,-33.908666,-33.73733,-0.823041875
1,3.75,397.8854725,0.222348645,1967.606425,-0.881917115,-10.972751,-0.275965085,-3.34265355,-52.612666,-32.763432,-3.0809675,-6.55165775,-2.055163,0.3167028,0.02752423375,94.13468125,-31.3,-28.791334,-29.929998,-30.936666,-31.879334,-17.602,-14.170002,-10.55067,-4.075933,0.28373334,2.0689998,2.918626,-61.55815,0,0,-0.033341675,144.22646,190.60744,-32.506666,-32.389332,-0.919151855
1,4.25,397.75926,0.21158605,1964.5214,-0.858874185,-15.407675,-0.2820825,-3.99088,-54.0133385,-34.433624,-3.2348484,-7.3209978,-2.2035637,0.25202006,0.02067715325,94.07036925,-31.3076665,-28.57099925,-29.79775,-30.59049925,-31.0507485,-17.7915,-14.0784185,-10.5805815,-4.089883075,0.2916917,2.05135815,2.9170667,-60.972544,0,0,-0.001053738,146.441535,190.74994,-31.43549925,-31.56199925,-0.9886822
1,4.75,398.17689,0.2122763575,1963.631275,-1.6981795,-7.945201175,-0.29191287,-4.645646475,-55.415334,-33.7939125,-2.704635,-5.764836,-2.038523875,0.26866596,0.029137992,94.08334225,-31.49342825,-28.883334,-29.724,-30.248666,-30.62,-18.141334,-13.984666,-11.030664,-4.1086,0.31159998,2.0463334,2.91574985,-61.947,0,0,-0.013927475,146.47063,187.9478075,-30.88,-30.868666,-1.48464725
1,5.25,398.23213,0.20400253,1965.43925,-0.96495118,-18.349443,-0.2431820275,-2.5699344,-56.208666,-33.858,-2.48781815,-5.189953925,-1.90782,0.34909066,0.02909788675,94.016204,-32.06381375,-28.825334,-29.604,-30.168664,-30.564,-18.338,-14.04067,-11.204664,-4.1296664,0.30000002,2.0418006,2.913596925,-60.53534,0,0,-0.0048722743,145.444175,186.061975,-30.878664,-30.746664,-0.824426055
1,5.75,397.5802125,0.19752481,1966.3508,-0.8373127575,-19.049539,-0.40106835,-3.321879825,-55.803994,-36.82331875,-3.576062525,-6.2508744,-1.72457405,0.27703095,0.0328433385,94.14767,-31.6586,-29.111336,-30.324,-30.677334,-31.244,-18.160664,-14.28733,-10.94133,-4.157334,0.29313336,2.0235334,2.91225,-59.3681355,0,0,-0.00371446999999999,145.036695,186.3494075,-31.66,-32.384,-0.8381101
1,6.25,397.52581,0.195891195,1967.976275,-1.333112525,-9.507490325,-0.426368335,-3.469385275,-56.01933,-32.34775,-2.8642167,-7.66420575,-1.8054953,0.29969505,0.030448445,94.08113175,-31.83475,-29.708664,-30.464,-31.578668,-32.546,-17.526664,-14.652002,-10.744666,-4.1678,0.2780667,2.0148668,2.90898455,-58.978651,0,0,-0.0026139465,141.22372,186.1581,-32.996,-33.914,-1.214683675
1,6.75,396.717025,0.187233355,1969.08075,-0.9446174,-9.580427125,-0.31880734,-4.561923,-56.93,-33.2178395,-2.47085655,-6.167998,-1.6412946,0.338841975,0.0292595435,94.090773,-31.33291175,-30.042,-30.936,-31.60667,-31.924002,-17.213334,-14.959998,-10.556664,-4.2032668,0.279,1.9958666,2.908255975,-58.23132475,0,0,0.038522534,141.41857,186.01915,-32.755334,-32.754664,-1.0973916275
1,7.25,396.867805,0.18662794,1970.5789,-0.7764301725,-6.9517684,-0.3737367,-4.641962,-57.430006,-31.095,-2.0632216,-5.482747,-1.69231995,0.35816972,0.032211085,94.08088,-31.3584635,-29.844006,-29.94133,-30.23067,-30.49533,-16.846664,-14.941336,-10.398664,-4.2224664,0.27346672,1.9997334,2.90792165,-58.17439425,0,0,0.006975000025,144.65263,186.35776,-30.628662,-30.802002,-0.9050191
1,7.75,396.732405,0.188466165,1971.23485,-1.1108696,-15.49393525,-0.25971105,-3.826481075,-58.167336,-32.504795,-2.7263648,-3.6265568,-1.89992165,0.3270274025,0.039721752,94.062947,-31.264755,-29.347336,-29.323336,-29.364,-29.391336,-16.358,-14.817334,-10.0500026,-4.2419334,0.26879998,1.9967336,2.9066725,-52.39443225,0,0,0.4611833,145.5571,187.228055,-29.71,-29.752666,-1.0258501
1,8.25,396.912305,0.2021970625,1973.671,-1.27632515,-10.2448,-0.347979355,-2.2339224,-57.4850025,-27.706336,-3.46597255,-3.769236275,-2.0168792,0.25630389,0.0380118725,94.1118875,-30.1457095,-27.9583325,-28.33167,-28.6025,-28.7,-15.51,-14.035,-9.6899995,-4.27108325,0.24575,1.99008325,2.8651991,-25.37912675,12.38190225,5.2265,1.9035885,142.44074,195.44231,-28.6583325,-28.58167,-1.501658275
1,8.75,397.310105,0.228105555,1974.83995,-1.63293965,-14.43565,-0.4159202575,-5.2734294,-55.577336,-15.5224125,-2.7611225,-3.045037525,-1.8194034,0.247960875,0.059878015,94.09976475,-28.627389,-26.164,-26.775332,-26.710666,-26.698,-14.930664,-13.509336,-9.5879998,-4.3348006,0.22533336,1.9832668,2.854406175,-12.54886575,22.5337515,10.73957325,4.11266675,140.37,200.63245,-25.362,-23.074,-1.48536865
1,9.25,395.8357875,0.24276672,1976.6214,-2.00709085,-13.3535715,-0.62270576,-7.91799175,-52.29849925,-14.1102575,-4.939658625,-2.609249125,-2.290021,0.436420775,0.07854855875,94.0430795,-27.35843175,-25.39333075,-25.56275,-25.69925,-25.31475075,-14.40075,-12.14825,-9.15941615,-4.416633075,0.164083315,1.8957,2.8591686,-8.0653574,54.868692,19.08919,7.94640485,144.4525,208.05845,-22.4025815,-21.26466925,-2.490020625
1,9.75,395.214585,0.251237,1971.9874,-2.46564805,-32.3145535,-1.027989,-6.92242415,-48.7826685,-1.378955625,-3.258043375,-1.94611825,-2.05791575,0.541311145,0.10137666,94.13021125,-26.0566655,-25.1059185,-24.9055,-24.50175,-24.42291925,-13.46392,-11.0315815,-8.822249925,-4.461774925,0.08833333225,1.824033075,2.88222905,-2.7120264,47.9687945,22.0438925,6.7809884,149.1742,218.2492,-20.5582515,-18.56350075,-3.21150875
