DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1
1,0.25,0.9781,12.193,4.465,2.9178,2.809225,1.251875,26.3515499999999,14.636,4.8323,8.61249999999999,99.3775,103.0375,431.218475,4.43875,3.99509999999996,0.131575,0,2.9978,345.38,363.95
1,0.75,0.946774999999999,12.30625,4.31479999999999,3.2805,3.45405,1.100175,21.86725,18.16,4.89147499999999,8.61299999999999,99.9,103.1,429.476375,4.34825,3.06479999999996,0.139,0,2.9352,343.68,363.25
1,1.25,0.96475,12.475,4.122425,2.72615,2.4465,1.333075,27.6297,14.3835,4.82859999999999,8.64724999999999,99.9,103.1,430.5525,4.40575,1.71972499999998,0.127625,0,2.8973,345.6275,362.625
1,1.75,1.00585,12.77525,4.146925,2.95815,2.9283,1.511975,14.16115,13.172975,4.636125,8.68149999999999,99.9,103.1,433.6059,4.09575,1.40222499999998,0.12115,0,2.873075,344.895,362.85
1,2.25,1.008,12.93575,4.403475,2.744,2.38,1.4985,4.18329999999989,25.2754,4.81137499999999,8.69099999999999,99.9,103.1,434.4435,3.91575,1.38614999999999,0.12445,0,2.828,355.5025,365.04
1,2.75,0.972,12.8965,4.84517499999999,3.0934,2.96889999999999,1.909825,10.06475,24.590075,4.728175,8.69049999999999,99.9,103.1,435.858425,3.9115,3.96527499999998,0.125925,0,2.8,352.415,365.3675
1,3.25,0.993,13.1755,4.82152499999999,2.682375,2.607225,1.88585,12.5822,13.3695,4.24157499999998,8.67049999999999,99.9,103.1,436.5188,4.0405,2.6621,0.12125,0,2.8527,359.62,363.3825
1,3.75,0.96445,13.1445,4.437625,2.9535,2.5024,1.346325,19.787775,22.732275,4.396975,8.62849999999999,99.9,103.138125,440.20895,4.20525,2.5856,0.127675,0,2.903075,349.315,361.19
1,4.25,0.955875,13.073,4.8868,3.0728,2.9336,1.641875,7.34504999999998,20.103425,4.243875,8.6035,99.9,103.1375,440.7912,4.2405,4.23954999999997,0.12225,0,2.8,346.3575,360.4975
1,4.75,1.021875,12.9935,4.92772499999999,2.89515,2.8842,1.958875,5.02819999999999,23.2605,4.17335,8.571,99.9,103.1375,442.4343,4.04724999999999,4.28814999999998,0.10925,0,3.086025,345.7575,360.875
1,5.25,0.972325,12.94575,4.6667,2.554,2.735575,2.397,5.6121999999999,15.90695,4.08422499999999,8.54025,99.9,103.2375,443.39525,3.86074999999999,4.43829999999996,0.107775,0,3.1,347.405,360.9875
1,5.75,1.008325,12.88525,4.74739999999999,3.84525,3.85865,2.19425,9.48899999999995,13.968375,4.071975,8.56932499999999,99.9,103.235,442.354,3.77149999999999,3.58515,0.116,0,2.8955,354.355,361.1175
1,6.25,1.018,13.0845,5.044775,3.6245,3.5445,1.7555,7.30960000000002,12.022475,4.11102499999999,8.62794999999999,99.9,103.3,440.86215,3.6205,3.31869999999999,0.1171,0,2.89235,362.375,362.64
1,6.75,1.0017,13.27,4.92817499999999,4.0372,3.5177,1.96384999999999,8.2498,13.2561,4.3841,8.63217499999999,99.9,103.300325,440.246,3.442,2.009775,0.8,0.4,3.2,368.6125,367.95
1,7.25,0.9278,13.3915,4.64974999999999,3.0964,3.6215,2.429825,17.5337,14.5102,4.82314999999999,8.63355,99.9,103.333175,440.287,3.3105,5.59887499999995,26.5625,13.3525,6.693,366.5075,370.855
1,7.75,1.05205,13.265,4.66865,4.61129999999999,4.6245,2.33935,39.6866,22.8987999999999,4.99414999999998,8.63495,99.9,103.33565,440.0595,3.262,18.516,134.9775,75.515,21.63825,360.7425,372.3475
