DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-1.29316,0.6214305,2.13039,0.3796595,0.273061,0.014125,0.00403,394.421,1.03862792,7.8826675,0.0866815735,0.760534,0.710893,0.251184,3.72937,0.200602,9.23027,0.618387,8.045,57.81,85.9,7.144645589,4.766,4.417,6.022,-12.44175,-16.32064,-0.000927395,-0.02635675,-49.465,0.001867098,-0.120595975
1,0.75,-2.86246,0.8409055,2.431655,0.36129625,0.32987675,0.0172,0.00532,394.657,1.05579057,7.82382,0.0919211,0.84926,0.685943,0.248513,3.6643,0.215697,9.12367,0.636941,8.16,57.24,85.9,6.885,4.577,3.946,5.8255,-12.149925,-16.265,-0.00049657175,-0.0277245,-49.934,0.00177755775,-0.120542025
1,1.25,-2.377395,0.722552,2.1058425,0.4757785,0.274378,0.017,0.0051725,394.2295,0.956263015,7.82377,0.088611064,0.80994525,0.7045875,0.24247225,3.7774425,0.22156725,8.822005,0.6518635,7.915,60.08,85.9,6.8354007135,4.2695,3.6705,5.5975,-11.779,-16.05062,-0.0006393835,-0.03028275,-50.922,0.00169762525,-0.117044425
1,1.75,-2.28971,0.863922,2.137015,0.42495075,0.284962,0.0107,0.00262,394.486,0.93917173,7.843635,0.07804673225,0.726914,0.663345,0.233036,3.72108,0.206053,8.7159,0.587878,7.783,61.57,86,6.554198313,3.8295,3.4265,5.3805,-11.6681,-16.979,-0.00068744,-0.02873425,-49.334,0.0018179935,-0.11708385
1,2.25,-2.42997,0.995838,2.2130775,0.3784955,0.3491225,0.0213,0.00495,394.387,1.00251768,7.8288175,0.08230940225,0.772045,0.682526,0.231111,3.72921,0.213328,8.425,0.61873,7.532,61.02,86,6.548973565,3.489,3.3205,5.1875,-12.1046425,-16.19964,-0.0007101775,-0.027249,-50.365,0.00178390025,-0.11354
1,2.75,-0.84886075,0.655101,2.29211,0.67250225,0.26941425,0.0145,0.00406,394.3045,0.95197299,7.85348,0.07323984,0.76336125,0.71583725,0.243053,3.57522,0.224161,8.058055,0.601175,7.4475,60.82,86,6.3689,3.288,3.2375,4.9975,-12.453,-15.99346,-0.00076374975,-0.02802025,-46.518,0.001316925,-0.1170721
1,3.25,-2.3545975,1.07398,2.5028,0.364766,0.26752825,0.0124,0.0054025,394.4645,0.9821345925,7.70178,0.088081617,0.80345975,0.71256775,0.23163175,3.43971,0.22663775,8.103625,0.6046665,7.4255,61.23,86,6.354046486,3.056,3.036,4.882,-12.50775,-15.8947,-0.000788075,-0.0257655,-47.186,0.00120636775,-0.124156075
1,3.75,-1.6924525,0.968005,2.6187075,0.36503,0.30406875,0.019375,0.00507,394.735,1.03774872,7.64484,0.080021591,0.844845,0.720422,0.245942,3.53029,0.241889,7.80252,0.612537,7.1395,60.735,86,6.11267667825,2.7955,2.856,4.759,-12.4653,-16.792,-0.00085211175,-0.02302625,-46.848,0.000843702,-0.118285
1,4.25,-1.592805,0.594873,1.715285,0.38755175,0.27189175,0.0155,0.0046575,394.91475,0.9998945475,7.55315,0.073220545,0.842081,0.72504275,0.228631,3.3234875,0.22342625,7.7000025,0.62784225,7.1105,63.8425,86,5.9764210985,2.58,2.6595,4.5735,-12.1816625,-15.937,-0.00111202875,-0.02706925,-46.507,0.00075486775,-0.118247075
1,4.75,-1.4922225,1.303625,1.2552375,0.4907805,0.2394105,0.0138,0.0060525,395.0595,0.9577844025,7.480645,0.079454443,0.86498675,0.71563875,0.235599,3.2667475,0.20554925,7.763785,0.6171195,7.225,61.61,85.9,5.968394852,2.468,2.5085,4.4905,-13.188845,-15.786,-0.00120915425,-0.03088325,-50.003,0.000668005,-0.1218037
