DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,416.92775,-1.396206,0.820268875,-0.27940505,-66.375355,-2.09695125,96.5095175,68.5964925,-20.948275,-24.368,0.022024545,156.99485,215.53425,-79.1081225,-14.636435,-13.30417,-1.0251658,0.0526875,0.550372625,-0.5,-0.710175,-0.9009,0.148925655,0.005572327
1,0.75,416.85855,-1.05035275,0.793353375,-0.5148376,-61.99645,-1.9397625,96.4606325,69.71234,-21.30735,-24.39135,0.02446474125,155.76885,212.615375,-78.5988425,-14.404375,-13.410005,-1.341736,0.0385375,0.352535475,-0.5,-0.722825,-0.9021,0.18987656835,0.0071053646
1,1.25,417.055025,-1.488914,0.78062755,-0.2844254,-65.4237375,-5.0469435,96.431275,69.855,-21.6543,-24.3348,0.022389125,154.446025,213.961275,-78.201655,-14.197095,-13.42768,-1.1121275,0.036815,0.44235065,-0.5,-0.744175,-0.9821,0.188921172975,0.0071208864
1,1.75,416.79085,-1.291647875,0.7627835,-0.92088805,-52.117875,-4.2491525,96.409535,69.663775,-22.2192,-24.619125,0.02508660525,154.05015,215.002725,-77.7931425,-14.5229025,-13.5327425,-1.222856,0.035035,0.312918625,-0.5,-0.797825,-1,0.1970999678,0.0064578345
1,2.25,417.0197,-3.065142,0.7433866,-0.5857337,-68.460875,-4.488196,96.38118,69.98365,-22.003425,-24.92895,0.02508660525,153.520625,214.0428,-78.46582,-15.618735,-13.582675,-1.020872225,0.0314525,0.464626675,-0.5,-0.8,-1,0.1573762295,0.0066255149
1,2.75,417.0131,-1.608777,0.72381895,-0.905047,-69.064545,-5.977825,96.3409225,70.4962425,-22.2379,-24.867575,0.0195163415,153.48015,213.601175,-77.908745,-16.1287675,-13.5524375,-0.9311821,0.047805,0.315243125,-0.5055,-0.8,-1.0099,0.12680759485,0.0060664005
1,3.25,416.7385,-1.5974715,0.706413275,-0.45279805,-71.111005,-8.5568975,96.317625,71.6905275,-22.677325,-25.207775,0.0195163415,152.6787,212.212925,-77.0958375,-15.7721075,-13.3362575,-1.00874935,0.041875,0.385426675,-0.521175,-0.8,-1.03,0.179965773325,0.006550712775
1,3.75,417.346225,-2.54110625,0.696451075,-0.531443675,-69.729795,-9.458647,96.29189,71.808705,-22.7236,-25.582625,0.0137794075,152.24855,212.71465,-75.7265875,-16.2408875,-14.517575,-0.9651597,0.05755,0.2990382,-0.5275,-0.8,-1.03,0.209867341825,0.004063735125
1,4.25,417.864425,-3.49908375,0.673440225,-0.4014546,-57.4140125,-8.60814625,96.2943225,70.954755,-22.948275,-25.6481,0.0137794075,152.04035,212.021525,-75.426985,-16.7816075,-14.2495125,-0.9131324,0.059155,0.343963125,-0.5275,-0.8,-1.03,0.16979427005,0.0054323465
1,4.75,417.212975,-1.4236895,0.677501375,-0.311067075,-62.6764025,-4.26295375,96.297225,71.832525,-22.994175,-25.175125,0.00779732625,151.950575,212.5415,-74.32606,-16.908725,-13.920065,-1.0045736,0.055805,0.60600075,-0.5275,-0.8,-1.03,0.1733012512,0.0047767005
1,5.25,417.1765,-4.526708,0.6745436,-0.23034625,-62.9235425,-9.165122,96.334975,72.6613275,-23.15595,-25.087375,0.00779732625,151.95465,213.24965,-74.1542525,-16.293405,-14.27737,-0.82205785,0.07865,0.689171325,-0.5275,-0.8,-1.03,0.22702343725,0.004460075225
1,5.75,417.21985,-3.0844535,0.6367679,-1.012730625,-53.88007,-6.0380065,96.3652075,73.1984225,-23.585825,-25.563275,0.005842196,152.439975,210.424825,-75.731915,-16.4371525,-14.1742,-0.8303409,0.0591725,0.510962375,-0.5275,-0.8,-1.03,0.155424004,0.004521485
1,6.25,417.6361,-8.559443,0.632408325,-0.5894924,-81.9195,-8.077515,96.3403225,74.1468325,-23.71195,-25.480925,0.005842196,152.6674,208.517,-73.54372,-16.30806,-13.73483,-0.7042204,0.0555175,0.498121375,-0.53,-0.793,-1.0325,0.175104507625,0.004314305
1,6.75,417.183,-5.90875425,0.625038925,-0.3972726,-66.100625,-4.876855,96.399845,73.850015,-23.835325,-25.584975,0.0058211745,152.5684,209.4544,-73.57187,-15.72028,-13.45375,-0.7443414,0.04031,0.48528515,-0.5349,-0.793,-1.0325,0.1692967891,0.004972436675
1,7.25,416.304,-2.967392,0.6258569,-0.6189229,-64.7311475,-8.548496,96.39565,74.0761375,-23.82105,-25.29675,0.0058211745,153.2765,208.4082,-72.22721,-14.51234,-12.90779,-0.69939985,0.05503,0.55050655,-0.5881,-0.8,-1.0325,0.170060073375,0.004502774
1,7.75,416.251,-12.0870905,0.644500775,-0.53026615,-61.2586125,-8.580799,96.39955,72.625385,-23.992375,-25.36285,0,154.159,212.5227,-60.65242,-11.54154,-12.37619,-0.79828255,0.04869,0.567206375,-0.6,-0.8,-1.0325,0.1311670414,0.005120858675
1,8.25,416.455175,-0.9510124,0.7267362,-0.7993269,-40.8195375,-12.360855,96.42199,72.22462,-23.54,-24.1174,0,155.1215,215.762,-39.0525,-2.300728,-8.842513,-0.6662615,0.0845575,0.6964091,-0.6081,-0.8,-1.0325,0.1497575728,0.00539947835
1,8.75,418.347725,-1.9972175,0.806366625,-0.542506475,-39.83266,-4.7590195,96.4160425,68.3251025,-22.412025,-22.865425,0.00156383975,156.7558,222.8145,-10.391371,10.44806,-5.473985,-0.736748,0.090285,0.69249865,-0.6291,-0.8,-1.0325,0.1737021111,0.009073739625
1,9.25,418.9235,-2.70850575,0.88826435,-0.85915375,-43.2486125,-3.78996,96.20197,64.48904,-20.9191,-22.5831,0.001706007,158.5169,229.4119,11.209282,22.89956,-1.969374,-0.666104775,0.073935,0.930775,-0.63,-0.8159,-1.03925,0.2298831652,0.010851033
1,9.75,418.9375,-3.9616745,0.956493625,-1.102214,-42.8219,-0.919070625,96.2098675,64.7312275,-19.77705,-21.169,0.00187629975,160.5482,235.1164,22.94338,44.1967,1.779511,-0.8572753,0.085585,0.728924475,-0.6339,-0.83,-1.0325,0.220887187,0.01400172795
1,10.25,418.9225,-32.6465015,1.0126472,-1.17260125,-8.07319,-2.334766,96.2413,62.743065,-18.5754,-20.8988,0.0020206305,162.423,241.105,27.4677,47.41376,1.397294,-1.1880255,0.1454954,1.0064032,-0.6561,-0.83,-1.0325,0.215881041125,0.015505079
1,10.75,418.62045,-17.0868625,1.04762915,-0.894675475,-3.7081575,2.512375,96.2164225,60.0880075,-18.249925,-19.986,0.00610738375,164.6343,246.9608,34.38141,70.91728,16.287834,-1.215522,0.1224039,1.22425225,-0.66,-0.83,-1.0325,0.2138442678,0.020273221525
1,11.25,418.073475,-8.4214905,1.0837572,-0.8568275,-6.2504748,0.5076526,96.18471,56.3403075,-17.932,-19.74415,0.00516778625,166.92415,250.1199,35.192505,107.9645,26.93898,-1.27444,0.107244925,1.22944175,-0.67,-0.83605,-1.0375,0.2307473482,0.02266007985
1,11.75,417.74,-5.539742,1.149885,-0.24745975,-8.4078635,5.30574375,96.161385,55.42571,-17.3901,-18.6707,0.015803277,169.4937,254.8538,35.15531,109.1924,18.87632,-1.0284545,0.139391475,1.0921005,-0.66,-0.833,-1.0325,0.260066170875,0.02231081475
1,12.25,417.942,-5.855515,1.17202625,-0.5896246,-5.451899,5.849435,96.15172,56.0741775,-17.1591,-18.239275,0.01660007175,170.838,257.4676,39.85143,103.57028,26.12243,-1.141471775,0.124410425,0.943084125,-0.66,-0.83,-1.0035,0.28205590875,0.024653574
1,12.75,418.0293,-4.83731,1.205086,-0.3164846,-25.229775,6.572595,96.16742,54.46225,-16.654,-18.7776,0.043028382,171.833,258.6973,34.5716,105.297,22.88055,-1.350766,0.1225338,0.889292,-0.66,-0.83,-1,0.2380816962,0.024361354875
1,13.25,417.357925,-4.456295,1.239258,-0.1927951,-33.58796,5.8500845,96.18208,52.94423,-16.3602,-18.6131,0.043028382,173.646125,259.6669,33.921935,89.353215,14.7771025,-1.313258,0.1119828,1.237452,-0.655,-0.806325,-0.966,0.233006858575,0.025120518775
1,13.75,417.403875,-4.498009,1.2641175,-0.41052215,-29.5605125,4.34615,96.210375,53.1705875,-15.746,-18.625125,0.02921664,176.2315,259.65075,24.866925,96.791145,14.003905,-1.231318,0.137061,0.799435875,-0.65,-0.8,-0.9219,0.226823568625,0.0214315684
1,14.25,417.443,-4.2485495,1.2771055,-0.311135675,-48.2747125,5.6374335,96.253535,53.3223,-15.22465,-18.46,0.08700538,175.299,258.7775,23.316475,61.2609,4.6940775,-1.244767,0.1428664,0.85157785,-0.65,-0.8,-0.9069,0.16251669675,0.020805925
1,14.75,417.4024,-15.410914,1.268221,-1.325632,-53.21958,3.452086,96.30687,52.49424,-15.0965,-18.26,0.113339236,173.329,257.233,14.5025275,43.75775,4.00358,-1.34317,0.09936,0.9986041,-0.63325,-0.8,-0.8601,0.195094028,0.0202722688
1,15.25,416.1374,-2.35464,1.228322,-0.438100175,-40.348645,2.0953325,96.34082,52.026545,-15.393,-18.43,0.112037554,171.048475,253.9913,6.720804,24.589905,-2.25289525,-1.306892,0.1272316,0.9997048,-0.586175,-0.8,-0.8325,0.2379828449,0.01596555335
1,15.75,415.5716,-1.4679735,1.237618,-0.359285625,-59.347365,1.28958405,96.3799,55.231495,-15.455,-18.7402,0.0961205725,170.003675,251.813125,-8.08662375,12.799095,-4.8887735,-1.187602,0.08868,0.8221822,-0.555,-0.8,-0.8325,0.2089945368,0.014048736725
1,16.25,415.64955,-0.994689475,1.22576,-0.228009525,-51.46023,-1.5187309,96.41356,57.02597,-15.631,-18.88475,0.0961205725,168.222375,248.9722,-32.3393775,3.8270645,-8.301575,-0.9953102,0.08448,0.680541,-0.553075,-0.7855,-0.8325,0.19433429135,0.010930430625
1,16.75,416.5938,-0.76846875,1.17683825,-0.1955866,-44.67146,-2.922758,96.6432725,58.788715,-15.9914,-19.876275,0.0810232915,166.58035,246.107575,-64.8972175,-5.4771665,-9.94105775,-1.03732455,0.0735375,0.8054516,-0.53025,-0.735,-0.83,0.1575510439,0.0107272983
1,17.25,416.7589,-0.958872925,1.1274075,-0.3920188,-60.8268775,-3.90856625,96.6599025,63.868945,-16.6137,-20.49475,0.0779367145,165.2857,241.359825,-77.673605,-16.621165,-12.9441025,-1.023041,0.0688175,0.56663615,-0.5275,-0.706325,-0.83,0.1796546788,0.00657777635
