DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-80.45,-42.921178915,-0.4093,-27.66965,-0.0782370246825,0.14189635,382.6589,4.397778895,6.7410885,88.95758,4.6735,29.4725,0.4185,5.265,27.121886935,1.7409,-2.5935,0.378,252.308425,326.9,2.0345,0.31175,-0.0507,-0.0294,8.709725,9.35265,11.1305,11.76175,11.598625,12.43025,13.93675,13.78,10.301875
1,0.75,-80.10175,-42.419325,-0.35952592295,-28.53615,-0.06771065925,0.140025,382.4526,4.3690676985,6.5218995,88.95025,4.4755,29.6228847575,0.50325,5.04775,27.364,1.808375,-2.572,0.2665,252.5,326.175,1.8225,0.2095,-0.0528,-0.026928,8.4439125,9.153675,11.017625,11.772875,11.627,12.4305,13.923875,13.79,10.299375
1,1.25,-79.8997,-42.1457614625,-0.48561911335,-30.9473424075,-0.073275,0.146425,383.040475,4.3025811065,6.235725,88.941915,4.30375,29.6198527025,0.45175,4.73775,27.63135,1.796975,-2.602,0.442,251.8,325.4,1.535,-0.0025,-0.0509,-0.026,8.2190125,8.984375,10.89875,11.774375,11.647,12.43525,13.922875,13.78,10.289
1,1.75,-79.74,-41.37555,-0.439,-29.72134377,-0.061375,0.1487,382.77465,4.2901,6.0398,88.927375,4.2235,29.94841857,0.38225,4.64475,27.6399,1.77625,-2.501,0.23,251.4,324.6,1.5715,-0.048,-0.051,-0.030777,8.002525,8.83725,10.753125,11.762,11.650125,12.45375,13.925875,13.78,10.2875
1,2.25,-78.95,-40.77825,-0.4409,-28.8458,-0.048,0.1469,382.41485,4.3036,6.126709,88.919175,4.12025,29.986525,0.3895,4.49125,27.8264,1.800415985,-2.475,0.36,250.9,324.4,1.45525,-0.2935,-0.049,-0.03185,7.758925,8.66295,10.62775,11.7595,11.630125,12.457625,13.9265,13.78,10.28675
1,2.75,-79.04,-39.27127812,-0.33695,-28.77099168,-0.0684042115175,0.15542315,382.185,4.3333,5.87366875,88.9054,3.91675,30.6676538425,0.49825,4.4095,28.0542163675,1.7667,-2.548,0.4165,251.3,323.6,1.3975,-0.463,-0.049,-0.0307,7.5498375,8.5043,10.51625,11.7755,11.6885,12.453,13.91875,13.78,10.2765
1,3.25,-78.7375,-39.73902268,-0.2132,-27.5039,-0.09025,0.1539,382.31565,4.287675,6.05895475,88.90295,3.884,31.15159703,0.38725,4.47875,28.079575,1.70867000925,-2.481,0.41275,250.9,322.475,1.31975,-0.5835,-0.0499,-0.032028,7.3331,8.366675,10.3715,11.7615,11.6855,12.45975,13.91875,13.78,10.26925
1,3.75,-78.4,-39.68395,-0.2324,-27.3594,-0.067991340785,0.1449,382.567575,4.277666562,5.8488,88.87945,3.74775,31.058025,0.3905,4.42225,28.03855,1.766125,-2.49,0.33825,251.2,322.775,1.16375,-0.5765,-0.049,-0.031731,7.11825,8.176525,10.230875,11.748,11.67525,12.46175,13.922875,13.78,10.235625
1,4.25,-77.86,-38.8732,-0.597625,-28.66835,-0.08009493608,0.1472138,382.5633,4.272225,5.6489235,88.8626,3.5475,30.896873715,0.3905,4.2425,27.8295,1.7150483565,-2.502,0.41075,251.4,321.325,1.0755,-0.846,-0.049,-0.032018,6.9172,8.001125,10.114125,11.7235,11.692,12.468375,13.921875,13.77,10.2155
1,4.75,-77.8675,-38.03135,-0.3147,-30.4231,-0.064540906035,0.142467775,382.12785,4.263745939,5.66916675,88.85725,3.43675,31.111575,0.4095,4.12,28.085425,1.73325,-2.433,0.277,251.1706,321.2,1.06,-1.03,-0.047,-0.03774,6.8307,7.8367,9.98275,11.6965,11.680375,12.47275,13.913125,13.77,10.184375
1,5.25,-78.419,-37.52565,-0.485725,-28.63048823,-0.08485,0.1403632,382.512825,4.316859674,5.54627025,88.86255,3.3485,31.324875,0.395,4.05425,27.71460443,1.704425,-2.463,0.01,250.7,320.7,0.9865,-1.3015,-0.048,-0.0337,6.6567,7.7075375,9.854125,11.68375,11.6605,12.470125,13.928125,13.77,10.15425
1,5.75,-78.01,-37.437745755,-0.3301,-29.657875,-0.0698,0.153425,382.5547,4.348425,5.461028,88.87185,3.38475,31.3074528275,0.43725,4.125,28.21735,1.7168835635,-2.549,0.253,249.9,320.75,0.847,-1.2785,-0.049,-0.03672,6.4831,7.552075,9.735625,11.657625,11.643,12.49275,13.909,13.77,10.12075
1,6.25,-77.98475,-37.31935,-0.442605213825,-28.974925,-0.07298930969,0.1524477,382.36315,4.275715886,5.5301,88.8954,3.45475,31.5679857625,0.419,4.0455,27.950625,1.613005081,-2.41275,0.29775,249.85,320.25,0.781,-1.4815,-0.04825,-0.034722,6.3434,7.40675,9.625875,11.655,11.6545,12.485875,13.954375,13.7625,10.0925
