DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.59714175,410.9530403275,9.133487125,2.0226705,-2.173475,-1.2295,-1.7557,-2.18575,8.5815,0.712462899999999,1.84093025,1.504883375,0.976468125,-0.00996530000000003,101.455000675,91.317502925,0.584186999999999,-5.8318,9.5774568,0.430778875,-0.491,-0.772550000000001,-0.503775,-0.26585,1.131125,3.321325,4.985025,-0.460325,0.14765,1.456325,3.45835,5.04715,0.5761,1.03635,287.005479275,288.8391461
1,0.75,0.4036531,409.7850166375,5.8091684,1.763415,-2.18035,-1.23335,-1.755725,-2.18575,8.126,0.86978075,1.9053007,1.48750185,0.99611405,-0.00906854999999999,101.455000675,91.614997975,0.620135,-5.72505,9.4423497,0.4056722,-0.494875,-0.773550000000001,-0.508675,-0.264925,1.12815,3.3185,4.98315,-0.459325,0.1329,1.449325,3.455375,5.04525,0.591474999999998,1.0681,286.12698845,289.000443575
1,1.25,0.6122845,409.57385255,5.5631884,2.08221949999999,-2.1863,-1.23535,-1.755725,-2.185725,7.94505,0.7243204,1.85046855,1.37015875,0.9217625,-0.00470475,101.455000675,91.532500075,0.61273975,-5.60775,9.536764675,0.534228,-0.495825,-0.775675,-0.5116,-0.265975,1.125225,3.311725,4.9832,-0.458625,0.1253,1.437775,3.4524,5.045325,0.640075,1.014625,289.254130025,289.9915252
1,1.75,0.567179275,409.9559829525,1.81550654999999,0.847329799999999,-2.201175,-1.239325,-1.755725,-2.1828,7.73835,0.76135605,1.82764695,1.46686155,0.945318399999999,-0.003576375,101.47750045,91.820002875,0.62864625,-5.48677500000001,9.6358584,0.493830299999999,-0.49795,-0.77875,-0.51455,-0.266,1.1242,3.3079,4.981325,-0.4578,0.1212,1.434925,3.451425,5.0444,0.48605,1.277525,289.3686092,290.3010084
1,2.25,0.54057745,410.70627974,0.961359750000003,0.776360375,-2.198475,-1.249075,-1.755725,-2.183775,7.83475,0.69260025,1.7716928,1.347596575,0.871848225,-0.003448825,101.57749845,91.805002925,0.60007475,-5.39562500000001,9.644090575,0.2319811,-0.5049,-0.780825,-0.51165,-0.266075,1.121175,3.311825,4.9804,-0.457675,0.1226,1.4193,3.44845,5.042475,0.379174999999999,1.0117,287.756848675,290.203745575
1,2.75,0.6933216,410.76423649,10.3983474,0.951935,-2.1498,-1.2492,-1.753725,-2.185725,7.7494,0.690034,1.72991055,1.4412993,0.888067449999999,-0.0011194,101.57749845,91.90250195,0.582186499999999,-5.32290000000001,9.74631225,0.669472599999999,-0.50985,-0.784875,-0.5087,-0.265175,1.1182,3.3158,4.978575,-0.459375,0.12545,1.4105,3.448325,5.040625,0.392399999999998,1.096375,288.3374311,289.929366075
1,3.25,0.9294395,410.74698794,2.542102875,0.844576175,-2.096425,-1.23775,-1.749825,-2.1857,7.5709,0.6940626,1.6321638,1.34228625,0.888105725,-0.00185265,101.57749845,91.60999805,0.571010499999999,-5.34155000000001,9.7774869,0.423826375000001,-0.50685,-0.787025,-0.504825,-0.2653,1.114225,3.314,4.977675,-0.460475,0.1249,1.40835,3.45405,5.0388,0.5054,1.041125,288.57168605,289.619366
1,3.75,0.861310374999999,410.95984801,1.878981,1.5488895,-2.045975,-1.238925,-1.752775,-2.184725,7.81325,0.79997355,1.6370668,1.247465575,0.871277625,-0.0022527,101.57749845,91.51499995,0.53410725,-5.37035000000002,9.920891675,0.3767265,-0.501925,-0.7902,-0.5029,-0.26535,1.112175,3.31305,4.97675,-0.4606,0.127825,1.40155,3.454975,5.03685,0.491199999999998,1.1099,288.628972325,288.998727275
1,4.25,0.837992,411.270844295,2.89426765,1.2412134,-2.05065,-1.2536,-1.75275,-2.18385,7.6662,0.7970458,1.658328525,1.346493025,0.88516,-0.0016348,101.57749845,91.707497075,0.5654325,-5.14027500000001,10.0611392,0.2859936,-0.4999,-0.794375,-0.500975,-0.265525,1.10905,3.311175,4.97485,-0.4618,0.1307,1.403425,3.457825,5.035975,0.734499999999999,1.2131,287.786120225,289.001043425
1,4.75,0.5636175,411.4912849675,3.1019435,1.7438684,-2.060175,-1.27035,-1.75275,-2.18485,7.377925,0.8344344,1.797108175,1.316582175,0.91340445,-0.003415375,101.57749845,92.004999925,0.53560025,-5.01120000000001,9.918455425,0.3142645,-0.496975,-0.797575,-0.502875,-0.265775,1.105075,3.309275,4.971025,-0.46595,0.1315,1.4061,3.46065,5.03115,0.424424999999998,1.093325,288.795727025,289.549909275
