DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,H,SH,LE,SLE,PA,T_SONIC,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD
1,0.25,439.3174,2.70490610165331,6.739664,12.4791327087047,11.00231,29.57009,18.3897,14.74396,19.1900025,45.398525,100.274,18.14425,0.00360861625,0.917232125,2.04779048823626,1.73937824799986,1.22404840928079,8.2060625,315.397675,370.989175,-1.09656425,1.66440675,-28.7077175
1,0.75,446.811925,1.89964264500391,6.8689965,5.73819227771788,11.402465,16.656295,26.0493875,11.0488725,26.25575,35.0256624999997,100.277875,18.233625,-0.0026453325,1.1203675,2.49083924552086,1.93064858988125,1.41475186053396,8.4571525,332.5264,371.224,-0.8610934,1.5262,-20.02638
1,1.25,440.432975,1.95421422133525,6.929365,9.18571830820008,9.922375,51.873745,25.23307,11.26347,25.10766,82.1050824999996,100.273125,17.70725,-0.00230233,1.04900125,2.37149049472103,1.96053148055899,1.30495885462051,8.17974,351.185775,360.601975,-0.90625725,2.84806225,-12.2459225
1,1.75,455.12055,2.35106405178062,6.978163,10.5449274006953,10.76662375,21.8517249999998,13.001805,13.2863375,21.16101,23.1007574999998,100.24035,17.86655,-0.002519813,0.999558649999999,2.60813917618218,1.98214288822184,1.26845581571096,8.337929,350.7722,361.0202,-0.91648,1.74176,-11.14434
1,2.25,447.886625,2.58341257917909,9.41746474999999,10.5105140866229,10.6148925,23.4492,32.31503,9.16640125,33.108775,28.3968,100.216625,18.680875,-0.00256365125,1.0311765,2.255079449778,1.82078539421392,1.24972371032501,8.44241125,358.765,374.38275,-1.0396525,2.4210275,-11.7546775
1,2.75,438.6954,1.54000314865009,6.867321,7.01809188505856,10.5269525,30.370145,12.73963,8.49434625,23.31006,35.5149,100.2242,19.1192,-0.003774598,0.99056345,2.48805405262368,1.75622454721285,1.15929731462397,7.9121535,360.0043,374.953775,-0.896615275,1.43864,-9.55548525
1,3.25,441.26715,2.85880251738601,7.04615975,8.28939846323888,10.4632735,42.4769,18.710445,11.45587,21.458325,40.5336674999999,100.23205,19.74515,0.00564264629999995,1.0938265,2.36985520369174,1.82157139171246,1.31554669726519,8.6939915,352.1606,362.5906,-0.8104334,1.116444,-8.77526399999999
1,3.75,439.037,2.89587983176098,6.548414,7.66902908398854,11.35708,10.8167825,16.0249825,12.1471375,25.03427,29.258435,100.253875,17.8163750000001,-0.00502490124999999,1.04778075,2.34403677934432,1.88979718077633,1.30639863087381,8.429415,361.1676,373.9364,-0.6407464,1.734004,-11.60018
1,4.25,442.477775,1.22377563001976,6.93128,11.9968536204278,13.5692375,11.90174,18.2274,9.471465,22.63421,35.667005,100.23475,16.98625,0.0009223175,1.08652125,2.22936451579804,1.68331417675536,1.20801585149976,8.41945125,363.276575,374.693075,-0.1277791925,2.0449265,-8.48885425
1,4.75,440.211025,2.71849713023341,6.95849175,9.36917457089346,18.3223,37.17395,17.1263699999999,8.19140125,20.3549749999999,55.0427675,100.20295,16.4035,-0.00143974039999994,1.0799695,2.23281067174454,1.81436351520224,1.33769252174447,7.76301699999999,354.34,371.907825,-0.772696925,1.6862875,-18.875725
1,5.25,443.959725,1.58928911599586,6.6003255,9.60856795757772,22.973,32.69202,11.90924,8.08746999999999,31.4964575,58.2134075,100.1931,16.3955,-0.00805309100000001,1.03408835,2.21925885936663,1.7465397571192,1.27214767965891,8.1821985,359.2186,368.4798,-0.0750267599999997,1.290842,-9.33855599999999
1,5.75,442.9858,2.72212968096672,6.55028575,10.0396533378282,34.7074975,16.9738299999999,23.60928,11.049625,39.93951,44.9724449999997,100.1824,15.9489,0.00654440449999997,1.05342965,2.20071481701557,1.70729476898327,1.25712717654592,8.122214,362.565,370.4067,-0.38734338,3.613589,-8.96870799999999
1,6.25,445.34575,1.88824700283535,7.0526875,9.96679533235954,35.9512,24.5091349999998,17.6934325,8.249636,51.4714699999999,45.7311975,100.1751,15.67895,-0.00375190500000001,0.9467442,2.04709576027645,1.57512070987375,1.16366827776836,7.662177,365.9114,372.3336,-0.69966,5.936336,-8.59885999999999
1,6.75,449.0102,3.43340705012729,8.16779399999999,7.58261302516754,58.488015,20.6759175,29.57913,9.7762515,39.948605,24.4562874999999,100.2023,15.5338,-0.00670078750000001,1.004354,2.0695724087916,1.68420569593385,1.2020373096235,7.736772,359.762,366.935,17.210614,3.692004,-7.03033599999999
1,7.25,448.46975,2.64443944910826,7.004215,10.7552177457421,54.15141,13.9511,17.50236,9.075155,22.096025,19.1972649999998,100.22045,15.4748,-0.00695135900000001,1.01735645,2.13939147018786,1.70184607995974,1.21036542440008,8.1485485,334.0794,369.413,94.74002,16.27246,27.677146
1,7.75,445.49325,2.43393919398164,6.78362875,8.89689725978886,50.56115,43.481785,21.531975,10.047389,35.4516625,37.48831,100.2549,15.2701,-0.0029352115,0.8761426,2.00949273437533,1.83291836189922,1.21464863548205,8.3525005,345.4422,371.153,196.6954,31.29984,93.5719
1,8.25,451.46025,2.94046957804588,7.45436,12.1380255157187,48.316405,22.693365,33.1722699999999,12.73054,37.07789,32.5870575,100.261475,15.0176,0.00287114025,0.894852075,2.15251996438117,1.63452195456551,1.06224148768988,7.5061915,334.424575,378.7301,296.3535,47.3025925,172.998425
1,8.75,449.02175,1.77742323026575,8.542665,6.46808437658556,68.1089849999999,40.9789974999999,68.488625,26.6525,28.14537,53.3605,100.279125,14.77225,0.00347479,0.938920125,2.37009528629194,1.46884185323529,1.0829289256531,7.4031725,328.5524,387.772,371.8622,65.81136,241.707
1,9.25,455.81805,1.94952330581883,9.0410825,8.49668007904033,56.60294,10.80889,53.89537,24.02718,46.825535,44.105565,100.3101,14.83055,-0.018307995,1.0855,2.09026504368687,1.54921538546613,1.20008065000767,7.6374435,349.6775,392.73975,484.506925,86.2358325,308.093325
1,9.75,452.5933,2.79462513568348,8.91388224999999,10.7106884115142,44.77518,20.227095,98.313495,29.7695125,46.75626,51.03059,100.3715,14.7245,-0.030655675,1.045925,2.28471800959403,1.53774102014166,1.16759706095774,8.10931375,362.7094,400.082175,592.19675,103.475175,391.3105
1,10.25,445.74385,2.4483808838123,7.77354625,12.1208813591161,53.872245,21.908205,121.21925,29.0877625,47.61506,51.443135,100.425475,14.5296,-0.0230718875,1.000402,2.21883937172718,1.65906149893176,1.17359665548234,7.648678,361.9844,400.54375,672.9479,113.1965,454.13275
1,10.75,443.386625,2.47943541645029,7.58381375,7.0111742390877,49.5696625,10.5151279999999,158.3984,33.572205,48.4780675,27.519,100.3942,15.20165,-0.05723875,0.97004205,2.16046208959804,1.82570423551711,1.12560587916217,8.0852655,332.007,418.9854,788.2278,135.1574,545.2604
1,11.25,442.2842,1.71359261483645,8.59193799999999,7.67907954741937,44.7456725,62.8588,182.774325,34.345555,70.90808,21.1712999999999,100.4183,15.23065,-0.02111888,0.99703795,2.15826265330874,1.74182148892796,1.26461344747339,7.899528,334.966,421.4682,804.1264,141.747,542.6938
1,11.75,443.7744,3.03756975228553,8.61584799999999,7.91312806576519,48.57124,42.2001999999999,245.089375,33.9168375,78.43719,63.1431049999999,100.4225,15.5175,-0.0228975499999999,0.941418875,2.13026147836501,1.72951533416814,1.14439318050969,8.1930075,358.72675,430.8003,832.837525,153.136,547.62025
1,12.25,466.14715,1.70592230745873,8.53091800000001,8.55384277464466,56.354985,37.2407350000002,221.93445,32.2342875,62.3832475,63.0467,100.4007,15.4045500000001,-0.0278590700000001,0.97643105,2.08565135474954,1.83638236587447,1.13160246573728,8.405887,363.413475,436.09545,843.3444625,146.3275,579.330225
1,12.75,447.44435,3.15543024007821,8.49886475,9.79963559459505,48.66804,38.000715,242.33375,33.777325,79.6635625,34.0742,100.320875,15.88825,-0.0341423624999999,1.1765375,2.4582069076597,1.95366956200921,1.23491548240874,8.352355,368.1002,441.3906,853.8514,139.519,611.0402
1,13.25,442.114875,2.09232997279585,12.98195,11.7943463059745,47.5345425,24.5312125,198.282375,31.6907125,84.33178,64.2746549999999,100.3237,16.55515,-0.04241411,1.0789105,2.31592266928697,2.01908830444324,1.16611159086635,8.078631,363.1396,446.1416,848.9157,139.4608,594.3258
1,13.75,438.5439,2.34715175706896,10.1279925,12.2013511237998,51.153475,50.971,251.68075,28.207625,86.36653,46.347735,100.316,16.51725,-0.0292192749999999,1.12981125,2.17112929503767,2.04836925570775,1.24088310488537,8.3778525,358.179,450.8926,843.98,139.4026,577.6114
1,14.25,465.843,2.36882349942424,10.59325,6.68789836012644,49.87545,12.6433274999999,210.3465,26.23244,61.9841199999999,20.0781,100.2707,15.8046,-0.0225911400000002,1.084528,2.51103196240557,1.80046047719842,1.20250679992329,8.173849,349.5942,442.0376,885.111,148.1186,619.0002
1,14.75,481.666,2.84940918013923,10.313315,7.03335854505939,52.1269875,12.37848475,167.915,21.75283,56.88795,29.525,100.2137,16.1956,-0.00826734300000006,1.088755,2.29088819158984,1.92528335676999,1.21179209591815,8.324539,350.076525,449.660525,771.469,125.548725,522.3355
1,15.25,480.4395,1.02446015413306,11.7475,6.07156953921493,51.87156,23.5997624999999,152.173375,18.49668,49.4203775,12.93064,100.1855,16.514,-0.0356426749999999,0.988559,2.36364281543398,1.88686305130543,1.18319584819244,8.05812375,347.4264,448.1798,719.3284,117.0586,473.2922
1,15.75,452.46225,2.09126529205734,10.419045,6.30513235353655,54.17366,32.92062,140.447525,16.179325,44.832835,17.713115,100.155875,16.643,-0.031836,1.0515925,2.19951851462843,1.82878165346283,1.19416314809222,8.42714125,353.884,442.6802,621.1186,103.97,396.944
1,16.25,448.17525,2.2340220638959,9.62622399999999,10.0998246431326,66.66035,18.11947,79.1231375,16.24827,46.0591575,22.6484,100.1405,16.667875,-0.0299328875,1.04771125,2.32963395028315,1.79605566609738,1.17128673524689,8.4530725,347.4505,435.224,525.16975,89.97555,338.44025
1,16.75,462.0412,1.22170857123029,9.89277199999998,10.1279634113561,53.1816,42.0254,75.72208,9.3646525,41.54695,34.6369599999999,100.1645,16.7529,0.0116968244999999,1.0033945,2.18631882164856,1.74094808247387,1.20845929318787,8.170376,347.95195,431.9505,428.792075,72.701885,259.440225
1,17.25,461.684075,1.2892121529661,8.98709675,11.364744463179,56.3168425,50.39806,38.155025,11.89314875,49.5261899999999,24.0775075,100.18425,16.938625,-0.0204163875,0.92766025,2.06078329754303,1.88232615562221,1.2355160941494,8.28500875,348.4534,428.677,332.4144,55.42822,180.4402
1,17.75,427.78055,1.9647061687785,8.609125,9.74516803109052,43.6017125,19.9238299999999,22.6641425,7.89739125,33.2949625,30.75514,100.2,16.64895,-0.00359012600000001,0.9793787,2.16990889566273,1.68977315158349,1.18012881540915,8.4854405,320.7593,386.36575,221.20075,40.0579,73.3131275
1,18.25,428.6134,2.70091554326376,8.30031925,12.7056162649858,41.347845,29.720235,23.48843,4.9924725,51.4649975,29.1399,100.2155,16.38365,0.0022426765,1.067647,2.25836579135343,1.70192894035496,1.25921820027173,7.95759,352.193775,409.091225,104.0375,19.7634275,3.10679025
1,18.75,432.4798,2.92670539623582,8.15172,10.0476161344742,37.6076625,44.5152325,28.26028,5.986915,38.42521,53.279045,100.23625,16.56425,0.01093017375,0.875747875,2.25219375588649,1.63369902340606,1.03560820874565,7.57270125,357.195,408.82025,30.902625,6.545205,-17.19155
1,19.25,443.3125,2.18323462052192,8.79424875,9.07401191186258,28.64431,43.767,20.116075,7.546005,50.9332749999999,84.900855,100.23445,16.55565,-0.00577389950000001,0.9101629,2.03047971760077,1.77432502678262,1.12905428436939,7.2777085,341.770925,402.983425,-0.69318825,1.54215,-61.8467925
1,19.75,441.132375,1.84635073058553,8.874505,10.3328480805692,30.31939,13.4429815,18.9396375,6.61129749999999,41.211275,50.7474625,100.20325,16.78865,0.000371718849999981,0.9724626,2.11513414300134,1.926856225348,1.15694477978005,7.598613,349.37225,400.585,-1.05077675,1.43401575,-26.1112425
1,20.25,442.78995,2.47352998181157,9.27458375,8.54233450323541,24.767,13.4285,33.95277,6.5651275,35.04966,30.447795,100.174,16.6022,0.00360858749999996,0.991920899999999,2.02106866713399,1.54106552663546,1.03286186690556,7.271082,351.558625,397.7625,-0.9921635,1.495775375,-26.16828375
1,20.75,454.1089,1.80149609863699,10.108568,8.53673529351007,24.54878,17.20479,16.4630575,7.3531655,38.065355,30.7023475,100.17205,15.98615,-0.0070527455,0.9428437,1.99405157293164,1.55634956072961,1.05523967757676,7.357136,353.745,394.94,-0.93355025,1.557535,-26.225325
1,21.25,453.4638,2.38941512822628,10.06518,10.190913415413,20.5179725,15.32047,20.5689,7.466095,30.15977,20.0709625,100.20265,16.4258,-0.00160473850000001,0.9437716,2.33641305438421,1.73478526465195,1.30400934227412,8.266781,364.672375,396.6178375,-0.9039295375,1.299234125,-23.69805875
1,21.75,444.73035,2.16631183332918,7.8796325,9.98074205421554,18.202175,33.927165,19.79433,8.769992,41.24733,39.343925,100.20615,15.48885,-0.00460328600000001,1.1617325,2.68604016021814,1.92162964611457,1.38867455382893,8.7782075,375.59975,398.295675,-0.874308825,1.04093325,-21.1707925
1,22.25,434.7255,2.16326392371664,7.89947625,8.41419263872722,20.60685,40.5461,15.908725,13.1285125,30.3881475,58.454645,100.224,17.389625,0.00678953625,1.0432465,2.42148936541048,1.97075421620605,1.30745476210625,7.91951375,363.297425,390.230425,-0.517095,1.355801,-13.628935
1,22.75,436.27055,2.5572645925541,7.16249275,15.1012282635983,22.652925,39.88338,24.3441425,17.1065125,30.9291675,27.9546674999999,100.25485,16.7082,0.00455719099999999,1.01042265,2.27227275630751,1.76657394371947,1.15886098846476,7.567187,356.956425,379.31625,-0.91586575,4.71078175,-16.3723075
1,23.25,442.163575,1.44487650056559,7.0154825,9.16585069167346,17.21072,42.95657,41.176195,6.26731375,29.58346,78.4144,100.279125,15.53325,0.003814455,1.044429625,2.29827533903451,1.73788619922093,1.18376665773975,7.83254,360.748225,378.290225,-1.19127475,1.87155525,-17.7745025
1,23.75,447.0838,2.33668020725489,8.414924,7.56938096131031,16.62475,56.4429425,17.38152,8.11251899999999,19.49788,72.2893625,100.28125,15.38875,-0.00409851625,1.003710875,2.22796524121993,1.79032434471405,1.18435161147766,7.91992125,356.7526,368.718,-0.857698075,6.274935,-17.1718675
2,0.25,436.4288,0.953975107172194,11.1128,7.95295147481415,12.629525,7.34894399999999,15.035525,12.4519,36.150225,19.282395,100.05807,19.7351,0.00341710909999996,0.920774,2.24592703362226,1.53562541176338,1.16633512761856,8.033394,315.397675,370.989175,-1.09656425,1.66440675,-28.7077175
2,0.75,440.89125,0.767514753045095,12.056745,7.2049815318173,15.80125,20.4540325,21.6332375,10.203999,34.448875,20.2146025,100.06291,19.7339,0.00265581499999996,1.0013507,2.17476410777926,1.70272544230758,1.22278698527819,8.260513,332.5264,371.224,-0.8610934,1.5262,-20.02638
2,1.25,439.8722,1.00977819620009,12.19674,7.42338595890697,10.62554,18.2393775,12.75449,8.214722,30.63872,71.4615749999998,100.03776,19.7834,0.00233888819999998,0.989271499999999,2.11772286078424,1.74016932080077,1.21912355209826,8.451582,351.185775,360.601975,-0.90625725,2.84806225,-12.2459225
2,1.75,434.96325,1.01174107359541,12.3194325,8.1689332104151,10.3436,17.6225,17.508375,8.58308100000001,25.31988,54.0903,100.02377,19.8139,0.00884598950000001,0.92555415,2.10557885044106,1.65454045716346,1.17234226999468,7.931678,350.7722,361.0202,-0.91648,1.74176,-11.14434
2,2.25,433.634875,3.04889768292035,12.0391,8.22848081018155,12.899935,30.6969725,17.016875,11.17901,28.7653825,49.1237125,100.0328125,20.0084,0.00893012375,0.884595025,2.01952307825112,1.6076282550874,1.14330210639063,7.6619005,358.765,374.38275,-1.0396525,2.4210275,-11.7546775
2,2.75,436.3795,2.20820428001111,10.40835,5.68770979748709,12.58691,8.09942624999992,18.954755,15.3294475,26.3845175,17.49438,99.97181,19.6931,0.000851817999999976,0.870699,1.90541930828651,1.48587061807767,1.09725139855774,7.932479,360.0043,374.953775,-0.896615275,1.43864,-9.55548525
2,3.25,435.9587,1.87819392261935,10.3324055,4.78714795326437,10.3232725,24.343295,23.61863,10.774778,23.96899,33.8571,99.95029,19.7105,0.0148632209999999,0.966836,2.33264335798732,1.67007368191686,1.21404013416849,8.060158,352.1606,362.5906,-0.8104334,1.116444,-8.77526399999999
2,3.75,436.6912,2.23941041556556,10.272659,5.05648647448416,12.008635,19.3719,15.67265,9.36593875,32.63319,19.8875,99.9283725,19.73075,5.09977999999917e-05,0.92929515,2.12555116829814,1.60895019812256,1.17554598551186,7.91085075,361.1676,373.9364,-0.6407464,1.734004,-11.60018
2,4.25,437.429,1.63095995837756,10.0601585,6.23622899113507,13.372695,10.501143,18.505355,12.64251,27.68711,30.1154,99.95782,19.66265,-0.00590253375,0.886596475,2.02946719208245,1.66061283596197,1.08622639019045,7.243659,363.276575,374.693075,-0.1277791925,2.0449265,-8.48885425
