DOY2,HR2,RH,TA,PPFD_IN,PPFD_OUT
1,0.25,73.075,-21.9825,-0.02211113,0.616816325
1,0.75,73.65,-22.4225,-0.022243755,0.64017635
1,1.25,74.05,-23.5775,-0.017657515,0.644456125
1,1.75,73.475,-21.5825,-0.0258140925,0.654342825
1,2.25,72.725,-20.72,-0.01919406,0.6653458
1,2.75,72.525,-21.5825,-0.02105121,0.704122025
1,3.25,73.125,-19.5125,-0.0181902325,0.6990628
1,3.75,74.2,-20.525,-0.024269945,0.6592867
1,4.25,75.425,-20.4525,-0.02265118,0.65209325
1,4.75,73.025,-20.705,-0.0243287675,0.65482855
1,5.25,72.7,-21.3175,-0.0220078375,0.700325275
1,5.75,73.625,-21.2775,-0.0237862475,0.719934575
1,6.25,73.1,-21.2075,-0.0241983125,0.758598525
1,6.75,72.675,-20.85,-0.0259556575,0.746543
1,7.25,72.6,-21.8575,-0.021695675,0.68231555
1,7.75,72.85,-21.2275,-0.0214592425,0.675401575
1,8.25,72.525,-21.795,-0.0230341025,0.670029025
1,8.75,72.65,-22.8075,-0.0242045725,0.6596904
1,9.25,73.175,-22.4725,-0.0216478875,0.665221375
1,9.75,74.325,-22.5525,-0.01513437,0.6725424
1,10.25,73.8,-22.51,0.0423449725,0.855995025
1,10.75,74.3,-22.4425,0.5694047,1.93718275
1,11.25,72.375,-22.625,2.5529,6.05097425
1,11.75,74.275,-22.515,6.20576175,13.345555
1,12.25,74.525,-20.555,11.7064325,22.5397075
1,12.75,74.15,-21.2775,18.241725,32.9808425
1,13.25,73.75,-22.1675,22.13161,41.2538275
1,13.75,73.275,-21.95,23.2274925,43.00292
1,14.25,73.075,-20.7975,21.0752725,40.1563475
1,14.75,73.65,-20.13,18.5105125,33.264555
1,15.25,74.675,-19.8225,12.0425675,22.63942
1,15.75,74.525,-19.5625,6.59393325,13.820345
1,16.25,72.775,-22.5225,2.3457925,5.7004455
1,16.75,72.65,-22.585,0.5133489,1.89933675
1,17.25,72.4,-20.335,0.03261602,0.9350902
1,17.75,72.475,-21.8,-0.0123867425,0.621037125
1,18.25,74.1,-22.3075,-0.01789012,0.6304435
1,18.75,75.475,-22.3,-0.0216173475,0.62250685
1,19.25,73.925,-21.81,-0.0221768425,0.600076175
1,19.75,74.3,-21.755,-0.0194032,0.601920275
1,20.25,74.125,-22.335,-0.021344695,0.639606925
1,20.75,74.5,-22.785,-0.01976273,0.6350847
1,21.25,73.15,-21.85,-0.0185982775,0.642158675
1,21.75,73.35,-21.3375,-0.018873495,0.656863825
1,22.25,72.8,-21.87,-0.0205181275,0.62219415
1,22.75,72.925,-22.6875,-0.0226614925,0.627922225
1,23.25,73.3,-23.0875,-0.0224152575,0.633709675
