DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD,PPFD_DIF,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,6.25,411.511739,6.367208,0.377871,-23.31090475,-9.318439,-2.63223,0.977983,0.049907,-0.016679,0.253865,0.048322,101.8655,88.175,3.20825,0.25786225,10.556542,0.162771,4.39925025,4.966083,5.989833,7.449583,8.81583325,-31.247968,-0.528169,0,0,-2.250563,0.2,286.9106265,313.13253875
1,6.75,412.593918,6.234064,0.15954,-22.8940105,-7.13176925,-2.383355,0.917435,0.050693,-0.01831,0.261907,0.054161,101.89075,87.575,2.914,0.26321175,10.548897,0.176804,4.3046665,4.851,5.851833,7.386,8.805,-27.2665305,-0.528169,0,0,-2.175544,0.133333,287.933322,313.280803
1,7.25,416.15677875,6.3793965,0.612187,-23.17869825,-7.18388375,-1.277134,0.775149,0.04933275,-0.0193655,0.2623415,0.0471885,101.8925,88.525,2.596,0.2419875,10.52053225,0.19704875,4.23591675,4.84483325,5.7390835,7.33475025,8.8025,-25.32485275,0.088028,3.555556,0.209644,0.450113,0.466667,285.4034135,313.93228
1,7.75,418.801661,6.45310075,0.274778,-20.526703,-6.564313,-0.5155105,0.8702575,0.05118325,-0.0255715,0.2687735,0.051209,101.9135,88.825,2.919,0.2452415,10.15432275,0.1712895,4.2220835,4.79454175,5.644417,7.28337475,8.7925,-6.8177865,5.9859155,28.777778,1.048218,11.6279065,1.8,285.4454255,316.685902
1,8.25,419.4009435,6.735807,0.0384935,-15.96036,-3.455622,1.990901,0.898322,0.073104,-0.03236,0.2719565,0.091985,101.93225,85.85,4.0545,0.2996545,10.2177645,0.176971,4.156667,4.7065,5.573667,7.187667,8.75,18.04781,20.51056325,78.888889,2.83018875,35.84021025,4.6833335,283.743671,325.1210185
1,8.75,411.3217025,7.30100975,-1.0737235,-8.267777,3.63848575,9.48931775,0.9493175,0.0929725,-0.038468,0.2983985,0.1326975,101.95375,79.7875,5.2645,0.427224,11.150055,0.211415,4.731667,4.91945825,5.63266675,7.16899975,8.7333335,49.389495,46.0387325,140,6.289308,67.7981995,8.73333325,284.073823,335.22734825
1,9.25,409.03305325,7.810145,-2.073467,0.60761125,12.4452815,20.486664,1.154219,0.114646,-0.05148625,0.365143,0.169811,101.9655,77.08,6.58575,0.643384,12.143128,0.2504345,5.341667,5.3860835,5.9473335,7.2645,8.78,73.779575,29.44542225,238.0555555,10.3773585,114.4786195,14.533333,292.344493,346.157746
1,9.75,409.0604205,7.87082425,-2.66468375,6.653925,20.2794065,27.0576885,1.213432,0.119338,-0.066106,0.43238325,0.186127,101.99,72.77,7.5385,0.830167,13.5440255,0.2647215,6.062,5.969,6.266667,7.353,8.866667,112.322605,59.3309855,321.38888925,14.1509435,160.6901725,18.3,276.15903625,354.2290755
1,10.25,409.02247625,8.3669,-3.615818,12.5018015,29.48297475,36.937481,1.41515025,0.132309,-0.07742675,0.48881325,0.19975725,101.985,67.16,8.415,0.942744,14.24130925,0.26893025,6.66316675,6.548875,6.52599975,7.35616675,8.88583325,124.62664725,64.8767605,365.1666665,15.0943395,177.5693925,21.333333,268.8626075,360.0210655
1,10.75,404.722549,8.264058,-3.913337,17.034161,32.0826305,38.0145945,1.253906,0.13153875,-0.08544325,0.5068565,0.222259,101.981,62.8075,9.125,1.20319425,14.87050125,0.30499075,7.351333,7.0651665,6.7966665,7.4176665,8.8966665,137.60712075,70.81866225,380.888889,18.86792425,189.722431,24.7333335,270.469168,364.49061925
1,11.25,406.0992505,8.284427,-3.91437725,19.869131,37.261029,41.540041,1.246031,0.131279,-0.0849125,0.53934425,0.23573625,101.966,60.8175,9.5175,1.42433825,15.4221285,0.341179,8.003,7.614667,7.278,7.4725,8.91,161.155126,53.565141,423.3333335,21.54088025,208.0832705,25.95,274.18132475,372.30902275
1,11.75,404.266677,8.350996,-3.458097,22.177485,39.690676,43.549432,1.079146,0.1394075,-0.082772,0.5584795,0.23628975,101.9065,57.425,10,1.8534885,15.81253625,0.34525675,8.5808335,8.1365835,7.5851665,7.5628335,8.913333,169.276661,101.760563,468.277778,23.689727,235.783946,30.133333,275.703407,376.065323
1,12.25,401.71647525,8.5665805,-2.982719,26.762633,43.766772,48.78251775,1.088213,0.135824,-0.080512,0.5878455,0.241242,101.84975,55.53,10.4675,1.9906115,16.3550375,0.37008525,8.9815,8.5386665,7.8395,7.66275,8.91,177.466422,102.816901,493.1666665,23.689727,237.434359,31.666667,274.646589,379.221413
1,12.75,401.2791775,8.4812915,-3.16622,29.9202875,41.1371765,43.48105125,1.2404315,0.1392255,-0.0708495,0.599946,0.2373625,101.80875,53.5,11.06,2.3029665,16.5034205,0.3517025,9.4086665,8.8883335,8.129,7.7843335,8.913333,179.505394,103.34507,534.55555525,26.834382,262.64066,33.666667,275.5074,379.979543
1,13.25,400.5136355,8.49742575,-3.43222325,29.50994875,39.74817025,43.159089,1.184523,0.1296625,-0.063763,0.582755,0.238078,101.8025,50.935,11.45,2.7060015,17.0082965,0.34175025,9.82916675,9.27533325,8.45483325,7.8685,8.91499975,168.453313,104.577465,505.333333,25.995807,255.663916,31.133333,276.497227,381.387422
1,13.75,400.341765,8.473804,-3.11548,26.82591,32.453598,40.009019,1.2392765,0.139767,-0.0778625,0.5775625,0.2322005,101.77,48.4575,11.9175,2.85547175,17.309831,0.302922,10.2658335,9.56024975,8.7383335,7.9855,8.9175,136.3135135,84.066901,425.777778,21.226415,214.75993975,26.15,276.8519875,381.445641
1,14.25,401.67881,8.3368155,-2.817228,24.614108,26.80197175,35.77000575,1.237031,0.143794,-0.07083,0.5524065,0.2209695,101.765,45.79,11.695,3.279052,17.54053575,0.26973925,10.363333,9.81,8.96,8.137667,8.94,110.7733,68.75,352.22222225,16.561845,183.5708925,20.933333,277.4361105,379.3058885
1,14.75,401.305879,8.64902425,-2.2700165,19.379451,17.511471,30.9264435,1.271026,0.123426,-0.063412,0.537571,0.2019,101.7155,46.0625,11.9075,3.27722175,17.684199,0.219119,10.426667,9.906667,9.120667,8.254667,8.943333,81.0331515,70.02640825,295,13.67924525,146.02400625,18.083333,277.07678775,376.60650825
1,15.25,401.1918925,8.595961,-1.7906005,15.812235,6.986846,23.9927975,1.363727,0.116401,-0.059799,0.470822,0.177473,101.73,46.3575,11.995,3.5927835,17.664229,0.165191,10.476667,10.016667,9.243333,8.353333,8.95,50.28698575,32.306338,235.666667,11.47798725,115.69767475,13.9833335,276.5601705,372.16580025
1,15.75,401.437651,8.8013625,-0.890738,9.425214,-0.24548,13.5684015,1.382087,0.09663,-0.053114,0.368639,0.135871,101.7355,45.99,11.7325,3.687602,17.797032,0.133666,10.45,10.023333,9.34,8.43,8.94,20.89560425,25.30809875,165.888889,8.6477985,81.1890475,11.11666675,276.58457075,367.899528
1,16.25,401.8399515,8.981948,-0.5243085,3.486702,-6.481365,4.8320195,1.172059,0.07625,-0.040238,0.291127,0.090133,101.72625,51.34,11.525,3.349882,17.634267,0.123517,10.216667,10.013333,9.423333,8.503333,8.943333,-14.78066025,20.29049325,97,4.612159,43.9047265,5.333333,274.8026455,360.86198825
1,16.75,403.1956835,9.1189575,-0.0710735,-4.076196,-9.131612,0.051063,1.064409,0.049296,-0.028006,0.193211,0.041889,101.7315,55.9575,10.7075,2.8496215,17.660332,0.162417,10.133333,9.933333,9.413333,8.56,8.953333,-46.486786,6.0299295,33.555556,1.41509425,14.06601625,1.78333325,274.53497225,351.34352125
1,17.25,405.68720175,9.19506825,-0.01642,-13.20226,-7.912542,-0.581993,0.725347,0.041603,-0.011545,0.211035,0.030925,101.7225,62.03,9.94,2.0718385,17.383589,0.191204,9.803333,9.756667,9.386667,8.615,8.966667,-66.36935925,0.132042,2.7222225,0.209644,-1.725431,-0.266667,272.0062235,336.5416825
1,17.75,408.16871,9.222439,0.030586,-19.37893,-7.066511,-0.788266,0.82031,0.035008,-0.012042,0.202434,0.029282,101.72925,65.72,9.4475,1.5892615,17.025948,0.218362,9.433333,9.546667,9.263333,8.68,8.973333,-66.5231965,-0.528169,0,0,-3.69467375,-0.533333,270.74492225,331.0328205
1,18.25,409.682551,9.086169,-0.01585875,-23.397705,-9.353595,-1.074573,0.801039,0.03697,-0.010829,0.221646,0.029489,101.72525,69.8025,8.805,1.36300425,16.525899,0.211767,9.02,9.156667,9.14,8.716667,8.973333,-63.5489415,-0.528169,0,0,-3.24456075,0.05000025,269.64140625,329.87099775
1,18.75,411.912094,9.001309,-0.25414175,-24.6220305,-9.12224375,-1.518244,0.7911205,0.03915625,-0.012546,0.20754625,0.030603,101.75675,74.3675,8.52,1.21750575,16.16505275,0.19622975,8.565,8.8333335,8.938333,8.701667,8.9316665,-62.3375715,-0.528169,0,0,-3.0382595,0.133333,269.5417515,328.2847415
1,19.25,411.270718,8.991543,-0.07573775,-26.03036675,-9.4202645,-1.1765035,0.78168275,0.03966475,-0.020286,0.2549855,0.02842525,101.76275,76.95,8.365,1.1209095,15.77913675,0.216625,8.12350025,8.44199975,8.69083325,8.71041675,8.9308335,-59.789443,-0.528169,0,0,-3.150788,0.066667,270.029491,326.488664
1,19.75,411.786201,9.0671065,0.4569475,-26.66280775,-9.867614,-1.4765735,0.824951,0.039355,-0.01988925,0.24032075,0.0264045,101.8,77.97,7.859,1.05152525,15.5576855,0.21526375,7.8006665,8.1165,8.5575,8.71833325,8.9366665,-58.663345,-0.528169,0,0,-2.625656,0.2,269.3040945,325.553217
1,20.25,413.839891,8.798956,0.225928,-27.06750875,-10.185677,-1.2538135,0.80306975,0.04144975,-0.02173475,0.24365825,0.02828875,101.815,79.85,7.7235,0.9016715,15.144221,0.22104825,7.48725025,7.82325,8.35249975,8.72625,8.946667,-54.593122,-0.528169,0,0,-2.888222,0,270.958281,324.789793
1,20.75,412.02159475,8.76927825,0.321681,-27.631323,-9.202412,-1.48598875,0.789637,0.03867,-0.017063,0.228591,0.028173,101.8,80.4,7.455,0.86156475,14.812429,0.197142,7.228667,7.576333,8.165,8.64,8.896667,-50.351394,-0.528169,0,0,-2.700675,0,271.6713635,323.25909675
1,21.25,414.06344575,8.694499,0.3429995,-26.8413605,-8.404538,-1.2929505,0.663748,0.036575,-0.013193,0.247265,0.027376,101.8,80.5,7.119,0.800599,14.319664,0.197703,7.07824975,7.40674975,8.0026665,8.603333,8.901667,-51.3602645,-0.528169,0,0,-2.775694,0.133333,271.34697125,322.6790005
1,21.75,413.477746,8.40113975,0.3047335,-26.900341,-9.241672,-2.13802375,0.79914,0.043644,-0.021917,0.244906,0.029576,101.8,80.1475,6.818,0.7363915,14.177123,0.21696,6.9188335,7.242833,7.8981665,8.5666665,8.91,-50.1930225,-0.528169,0,0,-2.625656,0.133333,275.12494525,323.3289075
1,22.25,412.023347,7.992517,0.12638375,-27.069898,-9.937135,-1.75518375,0.719011,0.04106525,-0.0221685,0.2524335,0.0305605,101.7975,80.325,6.734,0.658715,14.03633175,0.187972,6.59774975,7.06025,7.7428335,8.51125025,8.91749975,-50.09104475,-0.528169,0,0,-2.700675,0.2,274.7710435,322.9781185
1,22.75,412.32067,7.898672,0.18040125,-27.09906,-8.370191,-2.515241,0.8998055,0.0454315,-0.022272,0.2643685,0.0348505,101.8,81.5,6.4855,0.6419555,13.663567,0.195717,6.516,6.914667,7.541667,8.465,8.93,-45.77618875,-0.528169,0,0,-2.775694,0.133333,276.5498295,322.97261525
1,23.25,418.8126405,7.703316,0.410426,-26.81140875,-9.388619,-1.754136,0.957367,0.0456545,-0.0186025,0.2806005,0.040308,101.8,82.225,5.982,0.603812,13.1924395,0.217135,6.34174975,6.7513335,7.4436665,8.3975,8.95333325,-45.69386275,-0.528169,0,0,-2.68192025,0.133333,271.951412,321.787577
1,23.75,418.2038845,7.7304985,0.22724375,-26.620311,-9.034433,-2.00585025,0.854586,0.039715,-0.01759125,0.273705,0.035625,101.805,82.6,5.57575,0.578077,12.972823,0.207485,6.2178335,6.55012525,7.25775,8.33625,8.93749975,-44.79846425,-0.528169,0,0,-2.775694,0.066667,273.018166,321.60433025
2,0.25,407.573389,8.16926175,1.0589135,-26.73909025,-23.78869475,-2.37576675,0.947537,0.051105,-0.049746,0.278724,0.041941,101.633,80.5,6.934,0.8641845,13.661525,0.227173,8.605,8.9783335,9.6766665,10.6625,11.175,-62.44957725,-0.528169,0,0,-3.01950475,0.266667,270.53262075,328.15554125
2,0.75,408.455547,7.852035,0.75770425,-27.41385375,-22.69118775,-2.410081,1.005879,0.049371,-0.047625,0.268297,0.04524,101.63,81.25,7.0825,0.77051425,13.691692,0.2446565,8.5348335,8.87,9.555,10.5991665,11.186667,-63.70015525,-0.528169,0,0,-3.01950475,0.333333,266.5873485,328.49939225
2,1.25,408.4373015,7.8535205,1.032056,-27.187399,-23.04366875,-2.162825,1.021398,0.048564,-0.041642,0.266945,0.041965,101.638,81.25,7.0485,0.74741675,13.567085,0.242168,8.392667,8.7733335,9.458333,10.5275,11.185,-64.56271225,-0.528169,0,0,-3.225806,0.266667,264.2943855,329.64964525
2,1.75,409.28411875,7.22641275,1.21839425,-26.779025,-24.685094,-3.3702305,1.056934,0.052429,-0.05339075,0.295459,0.041087,101.65,81.95,6.781,0.724752,13.53884,0.26363075,8.3115,8.653,9.3933335,10.4525,11.1933335,-62.936097,-0.528169,0,0,-3.09452375,0.38333325,268.60806675,329.5308615
2,2.25,408.1098995,7.302218,0.82912075,-27.7549765,-26.588168,-2.38587825,1.0097425,0.047516,-0.06073775,0.29886575,0.0407735,101.642,82.325,6.71625,0.716663,13.34444425,0.248721,8.2136665,8.48575025,9.25916675,10.4,11.20250025,-66.8131155,-0.528169,0,0,-2.94448575,0.38333325,267.8336725,329.9324975
2,2.75,408.216645,7.266465,1.39724,-27.6454645,-24.48827,-3.44295,1.002042,0.051207,-0.05072675,0.33106425,0.0469245,101.614,81.675,6.412,0.687185,13.195681,0.25585725,8.128083,8.37250025,9.1675,10.35375,11.21416675,-68.50340775,-0.528169,0,0,-3.1695425,0.2,266.912218,329.1744035
2,3.25,408.72394775,7.44157925,1.01739375,-26.9837965,-26.1247005,-2.415647,0.9623825,0.053217,-0.046814,0.3184555,0.04663925,101.59,81.9,6.12525,0.635975,12.87527525,0.27736775,8.0510835,8.34624975,9.08083325,10.29375,11.21000025,-68.1855065,-0.528169,0,0,-3.00075,0.266667,266.02527325,327.50899275
2,3.75,408.559342,7.2759765,1.149436,-27.05629,-19.33473925,-2.677515,0.90810175,0.06104225,-0.038823,0.3413775,0.04481225,101.59,81.625,5.93925,0.591908,12.8260615,0.27067025,7.9433335,8.34625,9.01,10.22708325,11.20833325,-70.74850275,-0.528169,0,0,-3.075769,0.333333,264.54102425,325.42038675
2,4.25,408.4110485,7.1145885,1.339921,-27.597232,-24.55584125,-2.8087105,1.04808825,0.05734825,-0.0458495,0.33397575,0.0416595,101.612,82.2,5.61375,0.491149,12.4979605,0.25413775,7.6261665,8.1745,8.924167,10.14791675,11.2083335,-70.5321675,-0.528169,0,0,-2.925731,0.45000025,260.04222575,323.57041825
2,4.75,408.5222655,7.0978665,1.341552,-27.341968,-23.83139425,-2.0759945,0.94872575,0.04935175,-0.04868275,0.3060915,0.0403835,101.608,81.425,5.3805,0.483148,12.42435775,0.2276065,7.477,7.970375,8.83591675,10.07416675,11.20416675,-70.597595,-0.528169,0,0,-2.79444875,0.4,261.9150145,324.29430175
2,5.25,408.46338525,6.992997,1.7805335,-27.6432045,-22.654856,-2.7757375,0.97129525,0.05311575,-0.05066325,0.30343325,0.04244025,101.616,82.85,5.49525,0.494099,12.3035445,0.2703505,7.44866675,7.88779175,8.760833,10.00333325,11.21833325,-59.27137925,-0.528169,0,0,-2.94448575,0.333333,263.8982515,324.114807
2,5.75,409.26073725,6.939952,1.359801,-27.361033,-22.5697545,-2.14036425,1.01394325,0.058112,-0.044478,0.309818,0.05201425,101.622,81.7,5.4305,0.4738375,12.0901915,0.24836625,7.33741675,7.750375,8.77225025,9.93499975,11.218333,-58.710346,-0.528169,0,0,-2.850713,0.4,265.188481,324.482003
2,6.25,409.055917,6.907146,1.2252075,-27.24794975,-17.875745,-1.777265,1.016174,0.053923,-0.0592795,0.298972,0.055057,101.654,83.225,5.1015,0.4318,12.089023,0.253303,7.165,7.6225,8.684333,9.9,11.22,-59.244572,-0.528169,0,0,-2.850713,0.466667,268.519546,322.107027
2,6.75,409.546082,6.82202,0.6631075,-27.2633765,-18.836305,-2.060444,0.971572,0.04529,-0.058568,0.3005825,0.0487235,101.65,82.25,4.9575,0.4001,11.93869,0.238695,7.086333,7.441667,8.595667,9.836667,11.223333,-60.811359,0,0.444444,0,-1.425356,0.6,265.467045,319.951948
2,7.25,407.6224195,6.830806,0.354621,-26.309801,-19.332027,-0.3946095,1.1340965,0.057482,-0.054601,0.290713,0.0444455,101.67,80.275,5.0805,0.410936,11.677243,0.252419,6.993333,7.3775,8.575333,9.805,11.226667,-31.91056,17.121479,20,1.048218,9.227307,2.333333,257.909082,323.136995
2,7.75,405.984809,7.174267,-1.39765075,-22.5782995,-12.69393925,3.567225,1.0003795,0.068003,-0.0795815,0.313655,0.079533,101.69725,77.21,5.9515,0.5662315,11.6770985,0.188741,7.06050025,7.427625,8.5168335,9.7625,11.215833,6.384118,68.75,86.222222,3.773585,43.285821,8,256.328152,329.863022
2,8.25,404.080649,7.986524,-3.89484,-16.75652875,-1.840618,16.777353,1.025474,0.094688,-0.088856,0.36614,0.132865,101.68575,73.8,7.374,0.834276,12.265457,0.19001325,7.3393335,7.568,8.4575,9.6683335,11.195,40.5399395,102.86091575,174.2222225,7.494759,89.15979,13.88333325,259.139025,340.447197
2,8.75,403.635712,8.382155,-6.2375335,-7.162331,3.6079125,32.877371,1.45715,0.129824,-0.105343,0.419254,0.174255,101.7015,69.415,8.2625,1.245906,13.241942,0.211939,7.6821665,7.86,8.4525,9.6141665,11.205,74.3698575,121.830986,238.222222,11.16352225,122.824456,20.60000025,256.58244725,350.3194465
2,9.25,401.83487425,8.25436,-8.12288875,0.50358525,15.99408775,51.3747995,1.437389,0.128765,-0.117587,0.469852,0.190625,101.721,64.445,9.27,1.6854755,13.988419,0.26350875,8.0881665,8.2190835,8.51,9.6158335,11.211667,104.04740775,131.4260565,358.3333335,15.61844825,177.9257315,27.283333,262.549306,358.76323375
2,9.75,401.7343775,8.2706375,-9.5996745,7.651079,25.72682,59.52714575,1.490941,0.155301,-0.140044,0.56793,0.213643,101.7565,60.4725,10.12,2.2586765,14.582754,0.2901245,8.8713335,8.59525,8.7483335,9.7008335,11.23,138.520718,142.077465,411.77777775,20.964361,224.606152,35.733333,263.396824,366.276154
2,10.25,400.82721325,8.490737,-11.115111,13.475687,34.01428725,74.756435,1.5543365,0.15440675,-0.154345,0.60501175,0.23001525,101.7575,57.6925,11.19,3.0528605,15.2349975,0.3305775,9.161917,8.93,8.8658335,9.69,11.2591665,168.22635,149.119718,552.44444425,24.318658,284.8462115,42.9666665,264.778003,373.209677
2,10.75,399.53146925,8.42728775,-11.35214675,17.878099,42.949184,82.0777965,1.6327975,0.1619715,-0.167561,0.61186025,0.23952825,101.76375,53.38,11.67,3.6114375,15.71737475,0.353338,9.66249975,9.3625,9.0675,9.7125,11.26833325,207.7814455,159.771127,668.7777775,29.8742135,352.175544,63.0333335,269.9300455,379.7024805
2,11.25,399.172835,8.52669,-11.3549845,25.156614,48.2734605,93.2087775,1.639937,0.1623545,-0.165244,0.661341,0.2653015,101.76225,52.085,12.0175,4.16932575,16.30632325,0.39992775,10.19083325,9.8075,9.31000025,9.75375,11.2408335,202.7424625,169.3661975,657.555556,31.07966475,319.48612125,56.683333,268.23060875,383.98627525
2,11.75,397.581932,8.357617,-12.12723475,30.076711,53.326528,101.149122,1.55865525,0.1794925,-0.15269075,0.6999155,0.262455,101.725,48.985,12.35,4.9596415,16.88464525,0.384196,10.7633335,10.2325,9.71,9.795,11.26,235.739028,166.3732395,667.99999975,32.914046,350.487622,62.133333,270.3174865,387.250468
2,12.25,396.896108,8.320433,-12.08141025,30.014136,58.05286375,109.5898315,1.6597275,0.1809445,-0.16121125,0.708211,0.26288475,101.68,47.4075,12.59,5.251225,17.182698,0.39513475,11.2466665,10.71,10.135,9.83,11.2616665,268.2202605,155.6338025,844.777778,38.6792455,427.0442615,74.6333335,272.7249045,389.0776475
2,12.75,396.380381,8.3553555,-11.672433,35.432718,61.467177,112.34766325,1.58429075,0.18079625,-0.158743,0.700117,0.2625075,101.62375,45.115,12.945,5.81934675,17.5206645,0.400819,11.676667,11.0408335,10.495,9.9,11.265,267.273084,153.785211,815.11111125,39.2033545,429.932483,77.1333335,274.032099,392.803083
2,13.25,396.0896735,8.3777465,-12.10706,34.9950195,53.63201,109.44580625,1.6506705,0.1709815,-0.175217,0.714836,0.2691205,101.58425,42.6475,13.33,6.536016,17.980561,0.37751475,12.0675,11.37500025,10.75250025,10,11.24833325,249.6645655,144.93838075,740.388889,33.333333,402.063016,75.666667,274.643469,394.30554
2,13.75,395.529843,8.3848265,-11.23768575,34.960444,44.995319,103.1701425,1.682684,0.182674,-0.178959,0.71593,0.260086,101.56275,40.835,13.65,6.922142,18.584025,0.34042275,12.176667,11.6,11.013333,10.105,11.24,239.867326,142.077465,748.66666625,36.792453,381.8454615,66.2666665,274.993175,392.417485
2,14.25,395.966565,8.370325,-10.720713,27.1142865,38.4903485,85.95636,1.61677275,0.1617905,-0.16659625,0.671851,0.245005,101.523,40.275,13.87,6.793295,18.270693,0.3026645,12.326667,11.716667,11.246667,10.255,11.223333,207.708026,138.46831,660.388889,30.9224315,340.060015,68.533333,276.5627745,390.3988405
2,14.75,395.692519,8.552244,-9.6669375,20.316483,22.2693785,74.195107,1.70028375,0.15720275,-0.17841375,0.63621275,0.22715825,101.51425,40.32,13.9,6.6789305,18.15654625,0.2402465,12.45,11.95,11.38,10.375,11.213333,164.0129425,143.0017605,550.27777775,24.004193,288.147037,53.5,280.4209155,385.9351855
2,15.25,395.95058675,8.538791,-8.3226715,15.864669,8.1401715,65.94367925,1.5817235,0.14036225,-0.15023025,0.56955475,0.20148575,101.51,39.3575,14.01,6.5579765,18.3008625,0.1906015,12.51,12.04875,11.59666675,10.505,11.22083325,105.6956765,133.0985915,438.0555555,20.859539,229.7824455,39.9333335,281.7789665,384.120242
2,15.75,395.917265,8.20269275,-6.700911,10.215738,-1.152995,54.16655,1.566648,0.144063,-0.156564,0.5397345,0.187269,101.50875,39.995,13.8,6.4647295,18.4230465,0.1505605,12.39500025,12.0625,11.62333325,10.63,11.22750025,78.87011075,122.359155,334.444444,16.03773575,167.666917,30.25,281.58242525,380.72807675
2,16.25,396.378306,8.4358155,-4.299571,4.9826,-11.39949175,30.91963225,1.6625125,0.127494,-0.121911,0.444662,0.159456,101.49875,40.5275,13.7,6.4127995,18.402714,0.140997,12.296667,11.9825,11.584167,10.74875,11.2133335,28.2997015,105.28169,220,10.744235,115.45386375,21.14999975,281.18229975,375.75065675
2,16.75,397.6463985,8.52522325,-1.8401515,-0.570433,-18.064787,12.4611725,1.255435,0.072248,-0.0988415,0.3182825,0.0927025,101.48925,43.505,13.33,5.922771,18.2607705,0.165332,12.083333,11.76,11.673333,10.86,11.236667,-12.133664,84.9471835,121.111111,5.450734,62.04051,12.4,280.924655,368.79074
