DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,462.28796,10.618192,2704.6865435,3.808139,9.89643725,-7.6907075,-1.114686,6.074199,2.885037,0.18678175,-3.6e-05,0.608261,0.24768825,102.27,95.9,8.53,1.296416,18.54160025,0.410338,9.21,9.5,10.01,10.63,11.04,9.61,9.62,10.01,10.68,11.12,8.95,9.16,9.98,10.72,11.09,-11.057061,0,0,-1.142857,0.957661,337.079594,349.684432
1,0.75,463.922412,10.465073,2736.792088,3.379308,9.88817875,-7.59546825,-1.131624,5.131123,2.85988475,0.19314275,-5.4e-05,0.5731625,0.2355175,102.26,96,8.24,1.328502,18.51999725,0.457525,9.17,9.35,9.94,10.61,11.05,9.5,9.54,9.95,10.66,11.12,8.88,9.11,9.9,10.71,11.08,-8.99103,0,0,-1.028571,0.856855,336.667591,349.243236
1,1.25,458.620349,10.4900035,2782.21916975,3.549419,8.191863,-8.21626575,-1.120676,5.9548485,2.9973595,0.2209965,-0.00087125,0.602853,0.265229,102.27,97,7.915,1.253425,18.268786,0.4549955,9.04,9.28,9.85,10.53,11.06,9.37,9.35,9.85,10.57,11.12,8.83,9.04,9.81,10.69,11.09,-9.408498,0,0,-1.085714,0.907258,337.834028,348.482955
1,1.75,464.581374,10.317007,2878.9909345,3.37783325,11.10312275,-8.40445175,-0.785803,7.002329,2.92150825,0.226303,0.000232,0.57737625,0.269832,102.28,97,7.757,1.209044,18.24519175,0.41476475,8.96,9.25,9.75,10.49,11.06,9.28,9.29,9.79,10.52,11.11,8.82,9.01,9.69,10.64,11.08,-10.064613,0,0,-1.085714,0.856855,334.02339,347.852738
1,2.25,463.468572,10.377594,2878.21504625,3.59441475,6.69947525,-9.197373,-0.5380645,8.8037465,2.908784,0.22051975,0.000324,0.60326925,0.26533775,102.2975,97.275,7.7495,1.1816785,18.02976,0.4282915,8.885,9.0775,9.6375,10.4475,11.0775,9.2025,9.175,9.655,10.445,11.1,8.7175,8.8825,9.5975,10.49,11.08,-8.05925675,0,0,-0.92857175,0.957661,337.74755125,348.6771535
1,2.75,463.943498,10.2185055,2869.9495465,3.704763,9.1215125,-8.272654,-1.080471,10.1237605,2.9915325,0.21981125,4.45e-05,0.577515,0.26247,102.2975,97.7,7.968,1.18598725,17.76418825,0.443757,8.8075,8.97,9.5675,10.4075,11.08,9.0925,9.095,9.5925,10.375,11.1075,8.665,8.9125,9.5275,10.465,11.08,-8.12840675,0,0,-0.87142875,1.058468,337.42627775,348.4242555
1,3.25,461.2212785,10.1849695,2922.052332,4.48731325,9.17557425,-8.161657,-0.8162515,9.811971,3.24478075,0.223544,-0.000369,0.62768875,0.280264,102.2875,97.975,7.74325,1.11253825,17.820951,0.4462975,8.7925,8.9525,9.49,10.3675,11.0875,9,9.0125,9.53,10.3025,11.1,8.5475,8.865,9.475,10.4375,11.0975,-7.68586225,0,0,-1.028571,0.907258,337.17497125,348.54192675
1,3.75,462.836257,10.221829,2970.146409,3.993601,9.6117295,-8.199001,-0.824784,12.299776,2.9682915,0.21217025,-0.000989,0.61292275,0.26259575,102.2715,98.175,7.5705,1.07833875,17.75604475,0.429962,8.775,8.93,9.4075,10.3525,11.0875,8.95,8.9475,9.4125,10.25,11.095,8.5025,8.8075,9.3875,10.395,11.105,-7.094575,0,0,-0.81428575,0.94506025,338.5239045,348.05082775
1,4.25,455.46185,10.243719,2972.931182,3.60728975,5.901256,-8.769881,-0.30892675,10.3086455,2.86928375,0.22088225,-0.00038875,0.62045575,0.24540675,102.2475,98.2,7.597,1.01196275,17.74718225,0.4300075,8.755,8.9325,9.3375,10.335,11.065,8.98,8.97,9.35,10.2175,11.0875,8.5325,8.7725,9.3075,10.3525,11.0975,-5.19251075,0,0,-0.914286,0.957661,338.53880775,347.26750575
1,4.75,455.63471,10.5735915,2966.525116,3.65282575,9.2707465,-8.268396,-1.074431,11.114697,2.77354675,0.19625675,-0.000278,0.61649675,0.2412805,102.2545,98.3,7.53775,0.99831975,17.630697,0.4090925,8.69,8.94,9.285,10.2975,11.0575,8.9575,8.9675,9.2825,10.21,11.085,8.455,8.7125,9.26,10.2775,11.1,-5.7393725,0,0,-0.87142875,0.856855,336.869938,346.53401525
