DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,8.25,0.074015325,-19.649875,0.7531765,-0.78805225,-0.526933,-56.429825,-7.203035,-0.1726,-0.4,65.3385,96.229,382.86125,-79.3007,1.40347,-0.2281295,0.0554909,159.9967,231.005,1.0400375,-0.89561025,0.0482,0.5168,1.3702,2,3.833,5.14678
1,8.75,0.07245,-19.9844,0.74708475,-0.808827,-0.50964975,-55.30905,-7.53994,-0.17245,-0.383,64.294075,96.259,382.98125,-60.1898,8.7178075,3.679875,0.72079025,160.110825,232.8235,1.05825,-0.97562475,0.03,0.5098,1.368,2,3.8568,5.13998
1,9.25,0.076173775,-19.7252,0.74563325,-0.9878125,-0.726425,-48.6126,-7.083205,-0.19505,-0.383,64.72815,96.28375,382.901,-22.2846,21.251275,9.36508,1.8604675,162.3184,235.3075,1.12205,-1.26114,0.045,0.5302,1.3702,2,3.87352,5.1333
1,9.75,0.1160705,-19.7438,0.64553825,-1.11771,-0.473775,-30.1616,-7.94809,-0.2547,-0.42805,63.31585,96.3025,382.835,-1.24589,36.775525,17.620925,3.560385,160.9092,239.08425,1.1815,-1.616045,0.0182,0.5066,1.3648,2,3.86682,5.14678
1,10.25,0.15315,-18.754775,0.70816925,-1.0755175,-0.83444875,-25.847425,-17.7371,-0.30805,-0.4,61.8633,96.337,382.8989,6.190625,47.897875,20.553475,4.29856,162.739625,240.1335,1.20528,-2.0238,0.0502,0.5084,1.3584,2.01445,3.8398,5.12322
1,10.75,0.1608625,-18.66915,0.7530125,-1.131295,-0.567505,-20.6875,-15.48735,-0.2821,-0.39745,59.686075,96.3635,382.735,9.6883,68.400475,29.104,6.2752075,163.3997,244.275,1.21729,-2.009785,0.0416,0.497,1.3568,2,3.86682,5.11332
1,11.25,0.1639895,-18.029075,0.7586725,-1.247265,-0.7947345,-14.4984,-13.7024,-0.29475,-0.414875,58.53205,96.318,382.6765,15.1571,79.8975198815,34.1455,6.631035,165.004,247.62,1.2417,-2.7180975,0.036125,0.49875,1.34875,2,3.8228125,5.1333
1,11.75,0.203376,-17.3225,0.822879,-1.0863795,-0.688304,-13.5822,-10.749,-0.2608,-0.431,56.8261,96.31225,382.6626,20.2074,82.356375,36.253275,7.5498075,166.16,249.6825,1.2434,-2.2437,0.033125,0.503125,1.37,2,3.839375,5.1291875
1,12.25,0.20895,-17.166675,0.674278,-1.20738,-0.7454525,-3.45984,-10.5055,-0.26505,-0.4314,54.708675,96.29575,382.8152,21.6181,92.658475,42.29615,8.3381975,166.7136,252.93,1.2008,-2.3104975,0.0100000000000001,0.49845,1.36115,2,3.84499,5.11155
1,12.75,0.20258,-16.67605,0.83588,-1.297745,-0.7009275,-10.847,-9.36175,-0.1791,-0.4705,53.737875,96.27275,382.8365,24.5334,98.800575,44.4467,8.156255,168.596,255.8415,1.203,-2.0149175,0.018875,0.4895,1.34875,2,3.856375,5.1331125
1,13.25,0.2005975,-16.362675,0.7565005,-1.30672,-1.0535,-7.759075,-10.20625,-0.1738,-0.445875,52.68875,96.27025,382.77,20.961875,97.471775,42.690325,7.857735,168.05875,255.55,1.201,-1.468965,0.013875,0.498125,1.34875,2,3.867,5.1333
1,13.75,0.2078485,-16.13885,0.67189,-0.9749465,-0.650772,-6.5636,-12.5178,-0.1948,-0.458625,52.349275,96.26675,382.838,16.32575,79.40635,34.5599,7.6579375,170.5595,254.416,1.1794,-1.2379,-0.005125,0.49175,1.375,2,3.8459375,5.112375
1,14.25,0.20729175,-16.127375,0.8026,-1.008908,-0.828894,-7.5347025,-10.516425,-0.16835,-0.46075,50.03915,96.2225,382.893,14.9982,75.7473,33.662025,7.01406,171.98875,256.5415,1.1744,-1.00372275,0.0105,0.4895,1.364375,2,3.8456375,5.122925
1,14.75,0.198683,-16.336075,0.8947,-1.0483075,-0.715085,-16.842775,-9.84455,-0.1205,-0.458625,51.739475,96.212,382.9586,8.019775,63.760699528,27.8984,5.7263125,168.97,255.38825,1.21429,-1.08091,-0.005125,0.483125,1.34875,2,3.833,5.1228125
1,15.25,0.1883705,-16.025325,0.8268225,-0.872302,-0.904085,-22.888,-7.820245,-0.0982,-0.42475,51.119375,96.22775,382.82875,7.446205,55.420525,24.207275,4.715205,168.4862,255.0905,1.1888125,-1.299865,-0.005125,0.4875,1.34875,2,3.839375,5.1668125
1,15.75,0.17441325,-16.285825,0.85739025,-0.6986325,-0.66901425,-19.62055,-14.472775,-0.1194,-0.414875,50.40015,96.24325,382.87375,-1.10045,40.01705,16.6698,3.53361,167.910225,251.43,1.1805625,-0.675314,-0.000125,0.486125,1.354375,2,3.812375,5.1228125
1,16.25,0.168126,-16.20275,0.7708,-0.864473,-0.9295065,-27.203675,-12.6509,-0.07705,-0.4,51.2603,96.24175,382.8865,-34.3811,23.1246,9.23868,2.3051,164.3848,251.178,1.2342125,-0.70724,-0.00812500000000001,0.4895,1.359375,2,3.8228125,5.133
1,16.75,0.1487,-16.2327,0.7946665,-0.80535,-0.6173225,-37.5408,-9.31994,-0.056,-0.445,52.311325,96.2705,382.79775,-62.3172,10.8371,4.5359,0.9484165,166.5077,248.39225,1.208525,-0.695335,-0.01875,0.49175,1.34575,2,3.84575,5.1228125
1,17.25,0.099237,-16.4655,0.80859575,-0.6452,-0.534757,-50.109675,-9.160445,-0.061,-0.4153,52.9138,96.26675,382.81375,-89.544425,1.5967025,-0.173272,0.1093545,167.25475,247.0035,1.1578125,-0.65573375,-0.01875,0.498125,1.34875,2,3.833,5.1228125
1,17.75,0.093115375,-16.958225,0.92801,-0.48235,-0.38648625,-49.324275,-8.1389975,-0.07535,-0.4247,53.07405,96.233,382.795875,-95.90335,0.03020065,-3.6993625,-0.14394,165.8348,246.188,1.1500125,-0.59569875,-0.01075,0.49175,1.364375,2,3.84575,5.1062625
1,18.25,0.07985,-17.171375,0.8418,-0.5264685,-0.5085675,-58.104,-6.3095,-0.07375,-0.395,54.62265,96.19075,382.83225,-95.6358,-0.001,-3.9414,-0.1377355,164.423,246.625,1.129825,-0.4511375,-0.01575,0.481125,1.34575,2,3.8456375,5.1
1,18.75,0.0684554,-17.169125,0.671425,-0.6996055,-0.6033,-60.7364,-9.8414,-0.0793,-0.4264,57.7864,96.2315,382.89225,-96.7447,-0.006075,-3.8581,-0.12174625,169.5905,245.66925,1.1285,-0.64869375,-0.02075,0.4845,1.356375,2,3.8331125,5.1167
1,19.25,0.0586857,-17.235175,0.69269,-0.7099675,-0.61887,-62.4861,-6.3976,-0.09245,-0.423,57.2635,96.27775,382.83775,-94.2645,-0.005325,-3.892955,-0.167102,168.61275,245.2375,1.15025,-0.73055,-0.01875,0.495125,1.33575,2,3.8668125,5.1331125
1,19.75,0.06434825,-17.247725,0.85681375,-0.6572,-0.53361625,-63.052875,-12.165,-0.10465,-0.3967,58.3632,96.308,382.945125,-93.17875,-0.006,-3.6927,-0.162655,164.3015,244.912,1.15225,-0.533918,-0.01875,0.4905,1.34575,2,3.833,5.1062625
1,20.25,0.061,-17.28465,0.79525,-0.5699,-0.509075,-61.224,-11.963375,-0.1041,-0.4136,57.708975,96.346,382.859625,-90.9022,-0.006,-3.72765,-0.15123925,162.4904,244.902,1.172375,-0.545984,-0.01875,0.481125,1.337375,2,3.8456375,5.1124875
1,20.75,0.068,-17.46575,0.78375,-0.904836,-0.612875,-67.163375,-12.327125,-0.1086,-0.3967,57.18975,96.35,382.88025,-91.833825,-0.00505,-3.74235,-0.0991332,162.357125,244.80625,1.179875,-0.79154625,-0.005125,0.481125,1.354375,2,3.8518625,5.1062625
1,21.25,0.0649,-17.553975,0.863364,-0.7637075,-0.678823,-65.1396,-7.7249,-0.10835,-0.4107,58.235875,96.32875,382.818,-92.2215,-0.005,-3.562575,-0.22029525,165.7475,243.4585,1.1985875,-0.70294875,-0.000125,0.4925,1.34375,2,3.8456375,5.1062625
1,21.75,0.0629,-17.80245,0.8657905,-0.66309825,-0.505015,-62.3708,-6.65774,-0.11575,-0.4107,59.232825,96.29025,382.90825,-92.2773,-0.005,-3.57857,-0.18864,170.50825,245.14375,1.17975,-0.8540275,-0.005125,0.4875,1.354375,2,3.8355625,5.1167
1,22.25,0.06448285,-17.8608,0.8645915,-0.628568,-0.42284275,-70.19685,-6.0656225,-0.1254,-0.411975,58.5448,96.2385,382.999625,-91.681875,-0.00515,-3.52455,-0.18395,165.0945,242.22525,1.21275,-0.8660725,-0.003125,0.478125,1.34575,2,3.833,5.1167
1,22.75,0.0723,-18.0393,0.967256,-0.5513625,-0.37493875,-76.76925,-7.5348375,-0.11705,-0.4107,58.823175,96.22275,382.972,-92.54575,-0.006,-3.50088,-0.15522,157.99525,244.54525,1.141275,-0.72714,-0.02175,0.4845,1.34875,2,3.8331125,5.133
1,23.25,0.06921385,-18.2322,0.85861275,-0.6051225,-0.5573925,-64.97735,-6.0415125,-0.12875,-0.39625,59.828775,96.243,382.94,-92.6285,-0.006,-3.4673875,-0.17998,156.602,245.038,1.1814,-0.77737,-0.003125,0.481125,1.34075,2,3.84575,5.1228125
1,23.75,0.061878,-18.1968,0.9414475,-0.784,-0.757,-59.78245,-11.193,-0.1469,-0.397525,60.514775,96.24875,383.01,-89.6098,-0.006,-3.4947375,-0.1487725,158.671325,244.928,1.143,-0.6679,-0.026375,0.4795,1.330125,2,3.833,5.1
2,0.25,0.0494657,-18.64795,0.81703825,-0.7990515,-0.67805,-65.8395,-8.756185,-0.3697,-1.226075,53.480075,96.34275,384.281,-98.708875,-0.005925,-3.68375,-0.181766,164.3183,243.0855,1.01264,-1.062,-0.9039,-0.3603,0.6025,1.3186,3.0364,4.333
2,0.75,0.053151775,-19.0007,0.89269725,-1.121805,-0.6402,-72.1665,-8.99387,-0.3561,-1.258,55.1185,96.3511,384.5006,-96.269875,-0.0066,-3.7939,-0.231875,164.462,242.991,1.0204,-1.0376205,-0.9231,-0.35275,0.59425,1.29065,3.033,4.3
2,1.25,0.061,-19.057,0.79,-0.443075,-0.460998,-65.833875,-12.7264,-0.3601,-1.2434,55.0609,96.342025,384.3486,-95.5738,-0.0068,-3.73815,-0.22080675,167.334025,241.814,1.04474,-0.74528,-0.90825,-0.35935,0.58185,1.30765,3.01485,4.3483
2,1.75,0.06,-19.17775,0.719,-0.78634,-0.6476725,-66.27895,-9.34798,-0.3666,-1.2764,56.049025,96.346675,384.4592,-96.1829,-0.0075,-3.718775,-0.32797975,165.5646,240.6865,1.05908,-0.85983675,-0.9195,-0.3758,0.5956,1.28185,3.01485,4.3
2,2.25,0.050851,-19.15425,0.85579,-0.870336,-0.55099125,-66.190275,-8.16515,-0.3537,-1.273,56.206725,96.331725,384.572475,-94.896,-0.00495,-3.70712,-0.42359,165.045775,240.7655,1.061245,-0.9362535,-0.9195,-0.3544,0.59065,1.30765,3.03015,4.3
2,2.75,0.050638275,-19.0795,0.7565585,-0.867263,-0.586375,-70.607325,-12.857875,-0.3701,-1.2434,57.18795,96.3103,384.37455,-95.369075,-0.007,-3.67326,-0.39332225,163.35,238.9835,0.986315,-0.7426465,-0.8981,-0.36295,0.58185,1.30765,3.067,4.3
2,3.25,0.0549,-18.87475,0.81925,-0.870911,-0.41710425,-68.64875,-10.4294,-0.3643,-1.2466,58.254025,96.2811,384.2413,-97.83605,-0.0058,-3.72984,-0.30894,165.921,240.6755,1.049335,-1.20546325,-0.91375,-0.3758,0.58545,1.31485,3.033,4.3
2,3.75,0.0498947,-19.09725,0.71459475,-0.6357,-0.5568625,-67.2301,-7.4070025,-0.3648,-1.26105,60.298225,96.2603,384.27525,-97.9868,-0.004175,-3.6923,-0.271522,164.434,240.169,1.052895,-0.7460305,-0.91545,-0.36375,0.59065,1.3,3.067,4.333
2,4.25,0.057983,-19.27275,0.9849,-0.7734915,-0.44805,-61.19875,-8.9528,-0.3666,-1.2602,60.2375,96.25165,384.2796,-96.2157,-0.005925,-3.7550825,-0.23646375,165.784,239.19425,1.019245,-0.9033495,-0.91295,-0.3714,0.5805,1.3,3.033,4.31485
2,4.75,0.0563052,-19.345025,0.78858375,-0.631828,-0.5081,-64.9945,-8.829375,-0.3707,-1.2466,59.75325,96.2474,384.28335,-95.5356,-0.006,-3.8050975,-0.28798625,162.5815,239.06325,0.995905,-0.9447,-0.91735,-0.3714,0.58185,1.3,3.0483,4.3
2,5.25,0.060975,-19.55585,0.73723575,-0.7856825,-0.4955375,-70.18475,-8.22192,-0.3773,-1.2602,59.703525,96.216675,384.23,-93.838,-0.004,-3.790975,-0.27153,162.48025,239.471,0.9468885,-1.2932,-0.9267,-0.3714,0.56485,1.29065,3.0483,4.333
2,5.75,0.057942375,-19.7664,0.9605,-0.7045,-0.498856,-68.009325,-8.176305,-0.3783,-1.2434,60.36775,96.227675,384.1385,-95.70885,-0.005,-3.83622,-0.21974875,163.696,238.4425,0.93682625,-0.72652,-0.9319,-0.36735,0.5733,1.26315,3.033,4.3
2,6.25,0.0464285,-19.625,0.93510625,-0.615129,-0.3342,-68.948975,-7.5634675,-0.3806,-1.2434,62.3527,96.243875,384.091625,-92.169175,-0.005,-3.65507,-0.166506,164.192,237.5025,0.9398125,-0.85617,-0.9311,-0.36735,0.58185,1.26315,3.048165,4.31485
2,6.75,0.0638541,-19.47245,0.7425,-0.54543,-0.52375,-70.36735,-11.8385,-0.3846,-1.233,61.68825,96.276675,384.0318,-91.9893,-0.00365,-3.6201875,-0.1214125,164.38725,236.523,0.935354,-0.9067695,-0.93075,-0.36375,0.57825,1.3,3.01485,4.3
2,7.25,0.0514743,-19.41585,0.818369,-0.815569,-0.7213,-65.548075,-14.481,-0.3923,-1.223,61.020025,96.317275,384.0041,-90.0218,0.0063761,-3.154125,-0.111206,163.31575,236.89175,0.948603,-0.886127,-0.91815,-0.3714,0.5725,1.28185,3.0483,4.3
2,7.75,0.0564842,-19.17985,0.806157,-0.74192875,-0.562226,-65.1661,-10.2941,-0.3904,-1.2536,61.289975,96.33675,383.9796,-83.153175,0.7377905,-0.91055,0.0636398,160.474,237.0105,0.96466975,-1.145285,-0.933,-0.36735,0.5761,1.3,3.0483,4.3
2,8.25,0.0531701,-19.2772,0.678964,-0.7033415,-0.45256625,-48.225875,-9.6824475,-0.4009,-1.26105,59.596175,96.374125,383.8528,-56.5132,8.963985,3.52704,0.870294,160.9045,238.387,0.97152,-1.139415,-0.9214,-0.375,0.5769,1.3,3.03015,4.3
2,8.75,0.076724,-18.9754,0.73399575,-0.800408,-0.45925,-37.5547,-10.97325,-0.3903,-1.255275,60.800925,96.406675,383.9116,-14.7177,23.423325,10.449,2.22147,163.42725,241.1895,0.99933,-1.334705,-0.94675,-0.37175,0.58185,1.3,3.01485,4.3
2,9.25,0.114054,-19.4175,0.6,-1.007608,-0.623663,-28.589475,-11.5391,-0.4188,-1.247025,59.28325,96.4162,384.139,5.3579725,40.75585,18.1068,3.874525,163.917,242.11725,1.07618,-1.5956475,-0.93875,-0.3794,0.5733,1.3,3.074335,4.3
2,9.75,0.161481,-18.99475,0.66816325,-1.18807,-0.7447,-21.5156,-12.2145,-0.3976,-1.27145,55.644975,96.429225,384.0965,15.152625,68.5389,29.3058,6.466505,161.0145,246.17275,1.04283,-1.996185,-0.933,-0.36375,0.58625,1.29065,3.033,4.3
2,10.25,0.21307,-18.83755,0.74169,-1.55704,-0.75065,-17.19,-12.071,-0.4014,-1.294225,53.2735,96.45215,383.9995,22.12705,97.1477,43.8542,8.9580875,162.661,249.788,1.033275,-2.5011775,-0.93955,-0.375,0.5645,1.29065,3.048165,4.3
2,10.75,0.214123,-18.043425,0.68522425,-2.1754,-0.9891475,-6.0655375,-13.9419,-0.4437,-1.25825,50.30405,96.48185,383.799875,33.68905,118.030875,50.5362,11.737775,164.09475,256.03875,1.0369625,-2.575175,-0.9544,-0.3714,0.58265,1.30765,3,4.3
2,11.25,0.24312,-17.472425,0.7640785,-2.37223,-1.241375,-6.56222,-13.034,-0.4459,-1.297025,48.23035,96.46385,383.703,41.5155,164.18025,69.477,15.3375,165.7317,256.488,0.9794825,-2.3714875,-0.95,-0.3794,0.5761,1.2983,3.033,4.333
2,11.75,0.245798,-16.401875,0.848141,-1.519125,-0.826082,-5.62514,-13.531,-0.4405,-1.297025,46.298725,96.448525,383.7075,54.0432,170.392275,72.0876,15.758525,163.76825,259.51725,0.9684725,-2.55453,-0.9294,-0.37175,0.56315,1.3055,3.01485,4.31485
2,12.25,0.2546585,-16.0997,0.95137075,-1.7801725,-0.932314,4.73839500000001,-10.3168,-0.3823,-1.294225,44.054925,96.43505,383.8246,61.344875,185.9445,78.6946,18.094,165.5659,262.6085,0.957138,-2.2129375,-0.95575,-0.36015,0.5689,1.31485,3.033,4.3
2,12.75,0.24740325,-15.873625,0.961461,-1.304925,-0.977919,2.3223225,-7.2406,-0.3713,-1.297025,42.350725,96.391625,383.9143,56.0519,185.014575,80.2772,16.29155,167.635925,263.3285,0.961183,-1.671785,-0.93875,-0.3714,0.58625,1.28185,3.01485,4.3
2,13.25,0.26049575,-15.7862,0.879493,-1.560525,-0.99005,7.4361375,-8.06737,-0.3559,-1.29505,39.959375,96.355925,383.825875,57.6707,184.383175,81.0404,15.942825,168.01775,264.364,0.9121025,-1.773585,-0.9544,-0.375,0.58265,1.3242,3.0483,4.3
2,13.75,0.244804,-15.538975,0.839836,-1.048565,-0.947575,1.17843,-11.6198,-0.3566,-1.29505,38.27435,96.3326,383.940625,47.2032,154.9433,66.8078,12.384,168.117025,265.3105,0.9022575,-1.2213,-0.9294,-0.36375,0.5733,1.333,3.033,4.3
2,14.25,0.252836,-15.30005,0.968579,-1.3708925,-0.85523975,5.316175,-8.8217475,-0.373,-1.29745,36.6877,96.293775,383.9273,43.987725,141.810925,61.3728,12.238,167.2952,263.55375,0.925174,-1.194265,-0.942,-0.3794,0.5645,1.3,3.01485,4.31485
2,14.75,0.2444325,-15.21285,0.89160875,-1.05114375,-0.810768,1.5125,-17.68455,-0.3534,-1.295875,37.101575,96.342125,383.84425,34.6622,118.715025,52.8376,10.77275,172.56475,264.7215,0.923625,-1.03361025,-0.942,-0.36375,0.5733,1.3,3,4.3
2,15.25,0.229339,-14.9454,1.14429,-0.964931,-0.78021975,2.270475,-10.324,-0.3549,-1.3,37.135325,96.3181,383.8358,32.90595,100.32755,43.2738,9.4515075,170.62,263.036,0.920337,-1.16196,-0.94675,-0.38075,0.58185,1.2983,3.033,4.3
2,15.75,0.249189,-14.989775,1.065485,-0.689255,-0.7228435,-1.15716,-9.49955,-0.3523,-1.2967,36.36745,96.326075,384.16805,22.03505,84.7183,36.8416,7.1857,170.4865,263.0615,0.93550375,-0.7306985,-0.94235,-0.36815,0.55955,1.2983,3.033,4.3
2,16.25,0.25414,-14.9515,1.126125,-0.9841425,-0.978,-12.175075,-11.015425,-0.3441,-1.3,35.84415,96.29005,384.1636,10.66175,61.214775,25.705475,5.062835,166.0585,259.5045,0.967754,-0.79327,-0.9508,-0.36735,0.56925,1.29065,3.048165,4.3
2,16.75,0.199125,-14.984025,0.987475,-0.6816,-0.692575,-11.530225,-11.016925,-0.3523,-1.298725,36.76975,96.321475,384.0828,-11.64825,30.5544,12.748025,2.918425,164.20175,258.8965,1,-0.462494,-0.94235,-0.3758,0.5645,1.2983,3.030015,4.3
2,17.25,0.178675,-15.18545,0.94172475,-0.839704,-0.76675,-21.9429,-11.470425,-0.3387,-1.298725,38.54195,96.34605,384.02895,-53.4647,16.578925,6.197775,1.781275,163.322,255.871,1.033925,-0.3053905,-0.95935,-0.35935,0.5725,1.2983,3.01485,4.3
2,17.75,0.138314,-15.7953,0.8488,-0.59178,-0.618,-37.978775,-11.578,-0.3509,-1.280525,40.0939,96.3597,384.1392,-88.32465,3.89601,1.0476,0.361032,164.419775,256.1445,1.0474,-0.2196175,-0.9544,-0.358,0.5475,1.29065,3.05765,4.3
2,18.25,0.094973625,-16.0644,0.8797475,-0.645921,-0.72316425,-50.526,-6.871435,-0.3426,-1.283,42.965,96.3855,384.1664,-100.905,0.090306,-3.16466,-0.172037,162.598,252.246,1.07008,-0.36659275,-0.9544,-0.3544,0.5645,1.3,3.030015,4.3
2,18.75,0.097492,-16.2723,0.8664,-0.4873635,-0.516,-53.6746,-9.505,-0.3474,-1.2818,43.4123,96.3806,384.1386,-103.262,4.60166490000006e-05,-4.1231,-0.28105125,165.0233,250.75,1.09934,-0.4389305,-0.9544,-0.36735,0.56925,1.2983,2.98185,4.3
2,19.25,0.075720175,-16.4755,0.88366525,-0.5514,-0.5211,-58.2345,-7.2296875,-0.3446,-1.2818,46.0207,96.394,384.1478,-102.691,-0.0048,-4.29501,-0.2410655,165.5805,250.66,1.11448,-0.482217,-0.94675,-0.375,0.56315,1.28185,2.9967,4.3
2,19.75,0.0690126,-16.6863,0.850228,-0.604745,-0.59843825,-53.00125,-6.0895,-0.3491,-1.2818,48.8197,96.4064,384.1348,-102.81775,-0.002975,-4.0967,-0.21630375,167.082,251.443,1.11072,-0.4389295,-0.9464,-0.3758,0.56045,1.3,3.0483,4.3
2,20.25,0.05896115,-16.8864,0.8731,-0.6755875,-0.724865,-61.244125,-6.467045,-0.3492,-1.267,50.719,96.3903,384.1752,-102.35925,-0.00465,-4.0946,-0.258,161.8815,250.33975,1.08576,-0.5406755,-0.96295,-0.367,0.5681,1.28185,3.01485,4.3
2,20.75,0.0733926,-17.1091,0.970887,-0.65460975,-0.89676,-66.334975,-11.604,-0.3587,-1.25,50.4439,96.3414,384.2176,-101.649,-0.006,-4.1254275,-0.31169,162.46375,249.30775,1.08112,-0.5572785,-0.94315,-0.367,0.55515,1.3,3,4.3
2,21.25,0.0601,-17.3736,1.0522675,-0.8008955,-0.481504,-67.1433,-9.15463,-0.3368,-1.265725,52.1015,96.315,384.2352,-99.8328,-0.005225,-3.9179,-0.24343325,163.13,249.49775,1.08276,-0.7851285,-0.942,-0.37175,0.55515,1.3,3.04065,4.3
2,21.75,0.0636131,-17.619,0.7580505,-0.59025325,-0.6245585,-70.270275,-10.22615,-0.3487,-1.280525,52.9732,96.3236,384.248,-98.95155,-0.006,-4.03015,-0.272769,166.67525,247.7365,1.1112,-0.75044,-0.95,-0.375,0.5555,1.29065,3.01485,4.3
2,22.25,0.0559175,-17.8531,0.8014,-0.555875,-0.428475,-70.53575,-8.827175,-0.3522,-1.280525,53.7243,96.3407,384.2404,-100.596,-0.004625,-3.9105525,-0.23679125,164.129,245.6495,1.0696,-0.89802675,-0.94235,-0.375,0.5519,1.29065,3,4.3
