DOY2,HR2,RH,TA,PPFD_IN,PPFD_OUT
12,5.25,71.7,-26.175,-0.02997992,0.64761075
12,5.75,71.9,-25.425,-0.028556065,0.65632095
12,6.25,71.85,-25.565,-0.029635795,0.6168146
12,6.75,71.2,-25.605,-0.02887554,0.62334985
12,7.25,71.05,-25.275,-0.029221315,0.6318111
12,7.75,70.95,-26.3,-0.030979925,0.6167737
12,8.25,71.4,-26.47,-0.02973337,0.6426845
12,8.75,70.65,-24.98,-0.032232925,0.63299295
12,9.25,70.75,-25.065,-0.02929712,0.63634225
12,9.75,70.85,-25.19,-0.029216915,0.6967264
12,10.25,71,-24.57,-0.02299056,0.69015795
12,10.75,71.05,-24.865,0.0008143005,0.807464
12,11.25,71.05,-25.28,0.12371745,1.1206505
12,11.75,71.2,-25.09,0.62120645,1.6266355
12,12.25,70.75,-25.34,1.6932435,2.762666
12,12.75,71.15,-25.26,3.0387445,4.126365
12,13.25,71.15,-24.875,4.012566,5.03238
12,13.75,71.5,-25.05,4.034853,5.0075425
12,14.25,71.65,-25.03,3.0539995,4.027323
12,14.75,71.75,-24.505,1.6306355,2.682756
12,15.25,71.85,-25.24,0.5687459,1.554581
12,15.75,71.85,-25.065,0.1077017,0.9121487
12,16.25,71.75,-24.93,-0.0018179435,0.71270395
12,16.75,72.2,-24.805,-0.02512927,0.66120975
12,17.25,72.35,-24.69,-0.03027948,0.6657916
12,17.75,72.65,-24.535,-0.03071514,0.6754507
12,18.25,72.65,-24.23,-0.02937236,0.68260965
12,18.75,72.45,-24.37,-0.028253165,0.7302809
12,19.25,72.55,-24.335,-0.02965217,0.6650474
12,19.75,72.9,-24.31,-0.02963579,0.6441411
12,20.25,72.85,-24.485,-0.03003396,0.64580745
12,20.75,72.5,-24.79,-0.029921435,0.6618816
12,21.25,72.75,-24.665,-0.02958122,0.6650672
12,21.75,72.65,-24.465,-0.02914626,0.66216935
12,22.25,73.3,-24.755,-0.02973289,0.6529268
12,22.75,73.25,-25.345,-0.03067903,0.6629459
12,23.25,73.15,-25.54,-0.029749265,0.64743705
12,23.75,72.9,-25.41,-0.02876446,0.6456926
