DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.04338352636,-11.665,0.257924980475,-4.857591111,-4.8562905,-0.195598472175,-134.9413,-12.0097,-1.025381974,-22.966235846,-3.467,-3.761,-4.2225,49.25941026025,84.23842,364.8051462795,-103.11425,0,0,0,168.425,241.375,1.89326584005,-0.64110015,0.286376247575,0.2697640435425,0.0748037683,-12.506575,0.1358909559925,-4.3325,-2.64125,-0.69125,1.5725,3.4,6.6,-3.455,-2.555,-0.51375,1.6,3.8,7.1
1,0.75,0.06293528,-12.535,0.285234282175,-6.2061476947,-6.15605775,-0.0993566668,-109.89013611,-7.6040715,-1.0423022865,-22.124460997,-3.47,-3.689,-4.306,50.32882811725,84.221772,370.4744630655,-101.27912,0,0,0,168.85,238.5,1.86512239078,-0.589477225,0.30266607483,0.2625033626725,0.0711993632925,-13.19375,0.14627619186,-4.46875,-2.7275,-0.655,1.5725,3.4,6.6,-3.455,-2.555,-0.4275,1.6,3.8,7.1
1,1.25,0.04619445,-13.275,0.2726255,-5.189739444,-5.22313,-0.145663888875,-115.337108665,-15.2292,-2.508304494775,-25.86362842425,-3.51635,-3.6143,-4.383,50.0966948885,84.21852,363.06411050525,-103.0982555,0,0,0,171.175,235.525,1.80383467002,-0.598631,0.3062593417475,0.256014821955,0.06769371451,-13.85005,0.1030588051475,-4.605,-2.73,-0.66,1.57,3.4,6.6,-3.475,-2.61,-0.43,1.6,3.8,7.1
1,1.75,0.04816642,-13.6075,0.21038725,-5.26634347215,-5.14568925,-0.155187847625,-114.84575,-17.3185,-1.223124509,-22.58105802125,-3.5695,-3.7256,-4.4455,48.696458264,84.217834,366.8792113575,-102.898758,0,0,0,169.025,236.425,1.605708138435,-0.609855,0.31132734792,0.2541837888,0.076915432345,-13.79698125,0.12443676534,-4.705,-2.745,-0.66,1.57,3.4,6.6,-3.49,-2.66,-0.43,1.6,3.8,7.1
1,2.25,0.05185942,-13.915,0.228601386725,-6.631747347325,-6.56724675,-0.314504167,-119.830875,-18.16015,-1.15884190875,-23.5333267065,-3.57905,-3.78805,-4.452,47.84696133775,84.21864,371.49505851325,-102.53478025,0,0,0,168.35,238.625,1.61564197586,-0.5821697,0.303469487825,0.2850387797,0.065010657775,-14.03425,0.12526238852,-4.755,-2.83,-0.66,1.57,3.4,6.6,-3.505,-2.66,-0.445,1.6,3.8,7.1
1,2.75,0.0594954425,-13.5675,0.27079,-5.937861389225,-5.96416,-0.1884975001,-126.720825,-13.340625,-2.86814225775,-24.7604946105,-3.603075,-3.83545,-4.5085,49.29873866725,84.238535,384.92187066,-102.737533,0,0,0,176.6,236.325,1.54427796765,-0.4711566,0.345917625175,0.290027623675,0.07797160315,-13.72724,0.1530036912325,-4.855,-2.93,-0.66,1.535,3.4,6.6,-3.59,-2.73,-0.46,1.6,3.8,7.1
1,3.25,0.0372088725,-13.9475,0.31765625,-5.57557687475,-5.5753205,-0.331432405075,-132.052875,-10.5753795,-0.67684374015,-24.1430502215,-3.678675,-3.890075,-4.597,51.183129633,84.2644925,383.914486905,-102.14775,0,0,0,176.95,240.45,1.6162513353875,-0.5251114,0.269518930955,0.282672996185,0.07170045119,-14.451175,0.10821495398,-4.89,-3,-0.66,1.57,3.4,6.6,-3.625,-2.73,-0.43,1.6,3.8,7.1
1,3.75,0.04486777,-13.995,0.3736292153325,-5.6857591666,-5.6688995,-0.223131111225,-121.3307,-7.429745,-1.5115445061,-22.26624157275,-3.72515,-3.877625,-4.669,52.199370837,84.26026975,385.155042125,-102.871,0,0,0,176.325,236.925,1.7422877683425,-0.55925175,0.31755252222,0.26750631477,0.06893537446,-14.1776,0.1273198602125,-4.955,-3,-0.66,1.535,3.4,6.6,-3.66,-2.73,-0.43,1.6,3.8,7.1
1,4.25,0.0618809,-14.19875,0.40573676428,-3.441086111,-3.422545,-0.1207336114,-102.73937041,-11.0020825,-2.07618939025,-26.234719945,-3.8134,-3.91425,-4.730125,51.944347752525,84.21147,386.08062936,-102.92195,0,0,0,175.4925,234.6175,1.607426537095,-0.581919,0.24551618858,0.26020222723,0.06210392915,-14.3865,0.1278968400675,-5.055,-3,-0.66,1.535,3.4,6.6,-3.66,-2.76,-0.43,1.6,3.8,7.1
1,4.75,0.0457076625,-14.31975,0.2675358,-4.282820972125,-4.051284,-0.2173797223,-94.7784539265,-13.2560975,-2.054630763675,-23.4397140775,-3.85695,-4.02475,-4.810625,50.82104679885,84.171745,385.91218530275,-101.9184,0,0,0,175.5475,235.85,1.01656957775,-0.5574846,0.30096445282,0.23575978576,0.07278282062,-14.3655475,0.09741877756,-5.09,-3.015,-0.66,1.5,3.4,6.6,-3.66,-2.76,-0.43,1.6,3.8,7.1
1,5.25,0.0401798125,-13.90675,0.2188656,-5.820304444,-5.82896,-0.4100313197,-125.43875,-18.100155,-1.27391633555,-26.57730202,-3.91655,-4.1773,-4.95365,49.375696146025,84.187325,385.61237548325,-101.511589725,0,0,0,176.505,237.0275,1.4619128223275,-0.510372475,0.2289564986625,0.262725911275,0.070676206875,-13.9507,0.0993220166,-5.145,-3.03,-0.63,1.535,3.4,6.6,-3.73,-2.76,-0.465,1.6,3.8,7.1
1,5.75,0.04812872,-13.85925,0.20356668896,-3.94421819425,-4.044931,-0.275121389175,-118.9062778,-18.66,-2.00257239885,-26.737543085,-3.97345,-4.25085,-5.050225,48.0371817296,84.274275,386.07467836875,-100.1826908,0,0,0,173.195,239.3,1.591005078825,-0.4776173,0.297943155275,0.27627389999,0.071318781425,-14.090675,0.08987902091,-5.15,-3.06,-0.63,1.5,3.4,6.6,-3.8,-2.83,-0.5,1.6,3.8,7.1
