DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,411.802075,0.7002001,2026.2955,-0.0307673875,0.0089026375,-0.869971975,-21.94,-11.733745,-0.5129707,1.18684175,0.098482765,95.24735,-16.387865,-16.66,-17.32,-17.898335,-18.171665,-8.05,-5.306,-3.8756665,-1.3165,0.97631665,2.7531665,3.308967,-34.382355,0,0,0.201704725,226.171475,242.808975,-18.421665,-18.64333,0.01388106
1,0.75,411.6992,0.69540855,2024.99825,-0.01705277,0.47270075,-0.547192225,-22.3325,-11.894925,-0.5228779,1.220677,0.105709725,95.25255,-15.65435,-16.653335,-17.3049975,-17.488335,-17.7133325,-8.06500075,-5.34391675,-3.9175835,-1.3185,0.965416675,2.72800025,3.3082495,-32.618,0,0,0.17154695,229.03685,244.299225,-18.086665,-18.5475,0.01032698
1,1.25,410.88775,0.71726595,2025.97275,0.01904487,-0.2916061,-0.644000875,-22.76,-12.22383,-0.5717978,1.248493,0.10599785,95.243825,-15.858925,-16.7275,-16.830835,-17.376665,-17.405835,-7.9769165,-5.4174165,-3.95350025,-1.337833,0.968574975,2.72208325,3.30230775,-32.23545,0,0,0.199390325,230.382,246.3288,-17.7916675,-17.680835,-0.0088150425
1,1.75,412.333275,0.6942767,2025.105,0.0031274345,-0.081925435,-0.5241826,-23.56917,-10.6817475,-0.40545405,1.21847675,0.1032645,95.24966,-15.9849975,-16.82,-17.0575,-17.37,-17.51083,-8.02999975,-5.36275075,-3.99625025,-1.35958325,0.955333325,2.72425,3.296799,-29.47513,0,0,0.1798474,231.666075,249.619375,-17.6491675,-17.6125,-0.00075445
1,2.25,411.6375,0.69351055,2023.97125,-0.00546880375,0.4241658,-0.923064275,-23.62,-10.3305625,-0.37241805,1.2570665,0.1112045,95.26501,-16.1164,-16.8175,-17.025,-17.276665,-17.661665,-7.8530835,-5.28774975,-3.98725,-1.38625,0.959500025,2.72924975,3.29040725,-31.8825825,0,0,0.1675706,230.3638,245.8444,-18.0916675,-17.9075,0.03050355
1,2.75,412.0169,0.70152725,2026.609,0.01009850625,-0.447935575,-0.6772269,-23.81667,-10.148925,-0.458351375,1.29105275,0.1006937,95.27137,-16.31606,-17.01667,-17.17,-17.49,-17.89,-7.923,-5.38,-4.069,-1.401,0.956,2.708667,3.3004245,-30.83753,0,0,0.1643499,231.3194,246.4217,-18.04667,-17.89,0.0298861825
1,3.25,411.6141,0.691796775,2026.259,-0.0109045575,0.2208394775,-0.682126325,-23.72,-9.301256,-0.38863475,1.1546685,0.097197905,95.2734075,-16.27367,-17.08,-17.4,-17.93,-17.98,-7.863333,-5.398666,-4.118,-1.456,0.9403334,2.7,3.29999925,-31.1897675,0,0,0.1695644,228.1065,246.2001,-18.16,-18.2,0.020167055
1,3.75,410.961675,0.677300775,2026.74775,-0.0262879875,-0.0350457545,-0.3028304,-23.47333,-9.7468035,-0.427699325,1.1544,0.0924031525,95.2451,-16.482265,-17.54667,-17.66333,-18.14,-18.4,-7.93,-5.440666,-4.151,-1.463667,0.9263334,2.692333,3.292208,-29.321195,0,0,0.166660675,231.11565,246.65415,-18.9,-18.85,0.0119702225
1,4.25,410.6018,0.6675596,2027.7885,0.00736854425,-0.1226468,-0.4565369,-23.748335,-9.61017,-0.3019197,1.166231,0.0973665125,95.244085,-16.59513,-17.0575,-17.6366625,-17.8858325,-18.40583,-7.72416675,-5.35666675,-4.1395,-1.44225025,0.9344167,2.69908325,3.31616725,-28.937115,0,0,0.178127,228.7399,245.2221,-18.51,-18.63083,0.0144012045
1,4.75,410.6093,0.652611325,2020.9695,0.0065439985,0.1446265,-0.4755343,-23.86,-10.47645,-0.2440767,1.253847,0.09189028,95.2263175,-16.9514425,-17.15667,-17.89,-18.34,-18.5,-7.77,-5.43,-4.118,-1.484,0.927,2.68,3.321999,-29.240275,0,0,0.180793725,229.78475,245.174975,-18.76,-18.60667,0.026575775
