DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY
1,0.25,0.153036,0.1651785,0.150741798,0.002495,-5.044972,-0.129598,-0.000901,-0.0137669215,417.830502,2.128491,-7.741503,-4.16204225,-1.516076,-1.3835985,-1.271398,-1.233664,-16.97422,83.62965,0.434893745,2.163825,0,0.744686,255.99245,278.2924,0,98.60326,-9.2606275
1,0.75,0.152591,0.125981,0.1354125,0.000792,-5.826041,-0.049479,0.05969249,-0.003516318,417.853202,2.250648,-7.73516,-4.39216075,-1.521876,-1.42126,-1.340912,-1.2763775,-17.10888,83.56058,0.428078614,2.102692,0,0.6536472,253.12635,278.0947,0,98.601894,-9.041979525
1,1.25,0.153506,0.1595496625,0.169219,0.009654,-5.25778,-0.132054,0.203487,-0.017042,418.320565,2.299737,-7.8876355,-4.4699025,-1.5667135,-1.4664925,-1.340914,-1.294384,-16.49043,83.8749,0.376555844,2.072885,0,0.7403691,251.22185,277.5844,0,98.599071,-9.2182862435
1,1.75,0.1442923,0.156747,0.138037,0.007663645,-6.411887,-0.037212,0.151348,-0.01191,418.589716,2.0527285,-7.834999,-4.5771345,-1.6309715,-1.527167,-1.342878,-1.337103,-13.9214,84.51932,0.3776713845,2.217618,0,0.749127,248.3391,276.4225,0,98.598302,-9.4010935
1,2.25,0.1434955,0.111171,0.0969173275,0.0051566365,-4.147592,-0.142942,0.218078,-0.013169,418.385359,2.056506,-7.972645,-4.808086,-1.695617,-1.566371,-1.346031,-1.3556775,-15.97359,84.07651,0.375528251,1.967384,0,0.8062342,249.2475,276.4523,0,98.625782,-9.432782
1,2.75,0.145279,0.126476,0.1309105,0.0037795,-5.107412,-0.029314,0.182661,-0.0010317505,418.50103,1.988831,-7.752611,-4.84437775,-1.662401,-1.558646,-1.350294,-1.356118,-14.55394,83.54188,0.377548285,2.078484,0,0.7511287,250.69895,277.3315,0,98.616146,-9.4966180095
1,3.25,0.139681,0.153931631,0.129209,0.005866,-5.6545675,-0.0871505,0.1034798,-0.010765,418.5857368,2.029507,-8.039612,-4.88923625,-1.710046,-1.511335,-1.396913,-1.342758,-14.73104,83.36306,0.3608790155,1.95645,0,0.7477162,251.2158,277.3372,0,98.63504,-9.2669568345
1,3.75,0.154626,0.161697,0.151772,0.006969786,-5.0356355,-0.076969,0.141118,-0.013537,419.192958,2.084983,-8.095909,-4.85095,-1.703843,-1.528047,-1.379866,-1.337284,-13.88084,83.6571,0.343458916,2.1019035,0,0.7214193,251.192,276.6143,0,98.6335,-9.2742885
1,4.25,0.14815665,0.185237844,0.1605,0.00492,-5.182288,-0.05524,0.147852,-0.003331,419.150553,2.1569425,-8.1539025,-4.81489275,-1.718818,-1.557472,-1.386474,-1.342654,-13.50605,84.248145,0.3259079125,2.019486,0,0.7418228,256.1976,276.5604,0,98.64676,-9.2941265085
1,4.75,0.142452,0.172361,0.183056,0.003813897,-5.3294105,-0.0481235,0.0571465,0.003312,418.7960615,2.096133,-8.2766685,-4.871671,-1.699745,-1.544201,-1.444018,-1.357281,-14.07668,84.45273,0.317812737,2.0133325,0,0.7603186,254.8204,275.9485,0,98.623893,-9.2153211435
1,5.25,0.15157045,0.196466,0.188856,0.00741,-4.514349,-0.000881,0.187187,0.008038,419.333922,1.987348,-8.170026,-4.9509415,-1.756735,-1.572486,-1.453378,-1.386905,-13.16481,84.422025,0.3123383075,1.9847365,0,0.7227945,257.30905,276.2331,0,98.607847,-9.2159504745
1,5.75,0.1509286,0.177652,0.176344425,0.00849,-3.940627,-0.0037895,0.248695,-0.00302044,419.2464765,1.990375,-8.2475935,-5.001166,-1.744335,-1.615051,-1.513631,-1.38,-12.07762,84.267915,0.3290134355,1.8985835,0,0.6397188,256.87615,275.1205,0,98.634008,-9.4362425465
1,6.25,0.143744,0.1466095,0.152502,0.0099505,-4.273052,-0.010757,0.181968,0.003929,419.929931,2.001479,-8.4312175,-5.07785425,-1.77881,-1.643878,-1.548645,-1.406213,-10.87413,84.38377,0.323846287,1.9854925,0,0.6701456,255.2852,274.775,0,98.653993,-9.5264826035
1,6.75,0.1586755,0.148088,0.133516,0.009606,-3.805723,-0.066593,0.214305,-0.003701,419.904709,1.9971055,-8.3794755,-5.24502475,-1.78255,-1.68182,-1.584172,-1.376142,-11.17121,85.02713,0.3335351465,2.02427,0,0.6848363,254.86805,274.5703,0,98.65205,-9.7398917465
1,7.25,0.15495,0.158208,0.152942,0.010521,-4.396963,-0.063858,0.1567495,-0.000469,419.6521645,2.107603,-8.650387,-5.32232625,-1.791389,-1.709215,-1.574192,-1.389398,-11.151975,84.980205,0.3256795865,2.07371,0,0.8714186,254.1015,274.1128,0.18471535,98.667097,-9.8054437495
1,7.75,0.161043,0.193859,0.1881295,0.011424269,-4.5152005,-0.033087,0.13328,-0.004856486,419.214203,2.080963,-8.715571,-5.427731,-1.746581,-1.730083,-1.547151,-1.400468,-11.42228,85.200965,0.322166913,2.115769,3.129543,4.574828,253.72975,274.3275,9.6131115,98.67374,-9.946136
1,8.25,0.1583919,0.073819,0.0692295,0.0085805,-4.674418,0.094613937,0.2778405,0.035939037,420.282786,2.13412,-8.7011495,-5.55379975,-1.780639,-1.720051,-1.563676,-1.448415,-6.0854565,84.43137,0.326502367,2.0813435,26.26513,20.88036,257.8977,275.1193,54.996135,98.65325,-9.799200815
1,8.75,0.163569,0.154434,0.16524976,-0.001169,-3.777145,0.29349,0.628283,0.067686382,420.202203,2.295228,-8.2588485,-5.5976205,-1.877792,-1.779357,-1.643198,-1.513021,-1.9894555,82.58117,0.3801346195,2.1033675,66.477325,52.22514,258.1454,278.775,136.9308,98.64751,-9.199395
