DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,G_1,G_2,TS_1,TS_2
1,0.25,-0.104984,-10.6138,-0.01535,0.1278125,1.82477,0.133319,-7.49983,408.7515,1.9282125,0.481424,0.363545,0.177626,0.064575,-2.29741475,0.13439625,257.753525,288.033925,-6.9575,70.8225,-7.88125,-8.1225,0.2295,0.011
1,0.75,-0.1058,-10.7144,0.330346,0.1078235,1.63862,0.107943,-7.53822,408.85775,1.8503025,0.3582,0.313091,0.134897,0.0643,-2.449237,0.174579875,260.4303,288.9962,-6.795,71.7625,-8.0725,-8.365,0.23625,0.01475
1,1.25,-0.095625,-11.5345,-0.0249,0.13245225,1.805705,0.10960475,-8.18261,408.547,1.787565,0.370744,0.3246685,0.148426,0.0619,-2.57876975,0.19719335,249.063675,288.1888,-6.8125,70.085,-8.095,-8.1725,0.26325,0.0195
1,1.75,-0.08775,-13.694825,0.210618,0.23715775,1.7453525,0.123351,-8.40475,408.724,1.8957775,0.43319275,0.3612885,0.160087,0.07175,-2.5435985,0.1783745,247.066125,287.31755,-6.855,69.995,-8.4625,-8.01175,0.26575,-0.009
1,2.25,-0.0865,-11.3551,0.8890815,0.149857,1.97108,0.131117,-7.7806375,408.50125,1.87852,0.412474,0.412315,0.174373,0.0685,-2.336681,0.2090879,252.6058,287.744675,-6.87,69.2675,-8.3625,-7.9985,0.2415,-0.01175
1,2.75,-0.0929,-9.95132,1.1537,0.0038925,1.91897,0.136748,-7.413255,407.737,1.9758425,0.440087,0.401612,0.172401,0.0609,-2.35757125,0.1820469,250.2157,288.558675,-6.8225,69.095,-8.3425,-8.565,0.2225,-0.007
1,3.25,-0.086275,-12.84265,0.9631465,-0.0833,1.7805475,0.13450675,-7.51209,408.33625,1.950715,0.43206675,0.4068915,0.173627,0.06235,-1.80795275,0.173954525,259.3387,288.87235,-6.85,70.8925,-8.715,-8.415,0.208,-0.0245
1,3.75,-0.077,-9.53464,0.8266085,0.07955,1.6732925,0.14406,-7.502815,408.5045,1.927355,0.444375,0.427333,0.156247,0.06,-1.86383175,0.21113905,254.1525,288.2694,-7.0025,71.9475,-8.555,-8.1825,0.1895,-0.01525
1,4.25,-0.07745,-8.925075,0.28346425,-0.252406,1.5402675,0.10667375,-7.36635,408.8865,2.085835,0.415155,0.3542045,0.11926425,0.0642,-1.77299575,0.216465675,250.3702,285.16675,-7.165,72.6075,-8.48,-8.2575,0.22175,-0.008
1,4.75,-0.097775,-8.949015,0.392215,0.14617125,1.62286,0.1113285,-7.70852,410.0855,2.113655,0.452099,0.39470025,0.14102325,0.06015,-2.00147675,0.2043973,248.2029,284.167325,-7.29,73.3975,-8.5525,-8.22,0.23525,-0.0085
1,5.25,-0.08765,-7.1325525,-0.234233,-0.0479335,1.4326375,0.120244,-8.06273,408.6235,1.97494,0.39076875,0.368608,0.131628,0.0663,-1.737489,0.165237325,247.1195,284.893775,-7.445,73.2025,-8.3275,-8.19,0.19125,-0.01475
1,5.75,-0.080025,-7.36319,-0.768946,0.09175,1.64977,0.11288775,-7.9515425,408.9105,1.99013,0.4219685,0.331766,0.14528675,0.0733,-1.8501205,0.14320655,252.137875,285.785,-7.3175,73.7375,-8.19975,-8.1875,0.152,-0.01775
1,6.25,-0.094625,-9.1929975,1.1646175,-0.0103,1.667835,0.139454,-8.17241,409.271,1.839745,0.421657,0.3859025,0.1712005,0.0637,-1.6624705,0.15648015,249.57475,286.6298,-7.275,72.9225,-8.205,-8.145,0.141,-0.0355
1,6.75,-0.092475,-7.571425,0.86781525,0.00464175,1.6595725,0.1128385,-8.912275,409.452,1.8752775,0.44468575,0.3730425,0.1756765,0.056575,-1.197237,0.228574425,251.965775,285.75455,-7.2675,73.38,-8.725,-8.315,0.17125,-0.03325
1,7.25,-0.0954,-7.35227,0.54675025,-0.31032175,1.62376,0.114375,-8.34676,409.61725,1.844235,0.429527,0.376995,0.148156,0.0679,-1.20979275,0.190139825,253.481375,285.994075,-7.3775,75.495,-8.6325,-8.34,0.20275,-0.05
1,7.75,-0.121317,-8.4097375,0.069993,-0.35129175,1.8734775,0.13984375,-8.519295,410.245,1.822375,0.473808,0.39576775,0.1790735,0.0759,-1.20819375,0.2012235,252.4003,284.856325,-7.4775,75.475,-8.515,-8.3575,0.12325,-0.05025
1,8.25,-0.112507,-8.06423,1.14395,-0.20429475,1.84947,0.132846,-8.74531,408.1765,1.7916,0.500987,0.382454,0.197196,0.07715,-1.116103475,0.3965523,245.445775,282.77625,-7.5525,75.0775,-8.355,-8.395,0.1885,-0.0425
1,8.75,-0.126377,-6.68908,1.56258,-0.1185375,2.02645,0.139786,-7.91992,408.487,1.67998,0.519553,0.4017,0.19625,0.0718,2.62375875,1.64544075,245.870375,281.742225,-7.6225,74.8875,-8.195,-8.395,0.1565,-0.08125
1,9.25,-0.109191,-2.2496,3.48083,-0.462085,2.14818,0.154383,-7.458175,410.359,1.71814,0.490707,0.463839,0.182267,0.0849,16.0201575,6.2348465,247.486075,282.2105,-7.56,73.285,-7.93075,-8.365,0.13975,-0.0645
1,9.75,-0.128225,-2.40322,3.81764,-0.913141,2.44073,0.154575,-6.645445,410.011,1.71957,0.60831,0.545921,0.206769,0.09475,29.436315,12.495765,253.3419,283.301825,-7.615,71.395,-7.85175,-7.89025,-0.0305,-0.2485
1,10.25,-0.13525475,-0.585001,6.6051,-0.557852,2.3639525,0.15490725,-5.795665,409.559,1.72832,0.588076,0.54055225,0.2083225,0.0993,52.36575,18.66521,244.2549,286.80595,-7.225,71.06,-7.888,-7.4145,-0.136,-0.254
1,10.75,-0.14289,-0.6939185,8.56341,-1.09076,2.4977725,0.18773875,-5.36318,409.72775,1.752715,0.64811575,0.60240275,0.24092525,0.101027,65.80497,26.08321,251.9486,291.34235,-6.365,70.23,-7.5575,-7.39,-0.129,-0.266
1,11.25,-0.16148,-1.51902825,7.01215,-0.556038,2.894675,0.183015,-4.81095,409.847,1.73017,0.640889,0.606788,0.249048,0.10038075,90.05974,27.98955,239.84825,291.8155,-6.025,68.875,-6.5385,-6.826,-0.1405,-0.281
1,11.75,-0.1524385,0.8207355,8.24441,-0.418466,3.065705,0.19800025,-4.46823,409.514,1.832865,0.68884225,0.61888525,0.25778975,0.10611725,109.014,30.0441,244.86675,295.42555,-5.735,67.47,-5.9015,-5.9295,-0.0995,-0.196
1,12.25,-0.1919595,0.350518,10.7994,-0.864102,2.9112275,0.224725,-4.52638,409.795,1.9615525,0.70696275,0.65538075,0.2643155,0.117681,120.887,34.09702,243.0205,299.0151,-5.425,65.47,-5.532,-5.664,-0.0145,-0.197
1,12.75,-0.184558,2.84592,11.5295,-0.8228965,2.94473,0.199456,-4.22633,408.931,1.8930475,0.736364,0.646688,0.272353,0.12079325,117.4877,38.88469,245.48745,300.07795,-5.38,62.95,-5.035,-5.4465,0.024,-0.1785
1,13.25,-0.199378,-1.19664,12.6322,-0.641155,3.06179,0.199293,-4.116435,409.21,1.94016,0.773896,0.674836,0.271337,0.11616475,116.036325,35.5149125,251.529425,302.823075,-5.4,62.76,-4.0655,-4.67525,0.02875,-0.12325
1,13.75,-0.17791675,-1.7852625,10.5471,-0.780112,2.9030475,0.2167395,-3.95446,409.197,2.0295575,0.79562275,0.6177615,0.2609395,0.113431,127.4859,38.2624425,256.418025,304.61495,-5.385,61.22,-3.84975,-4.53475,0.01775,-0.1225
1,14.25,-0.1591,-0.406244,7.832195,-0.50396025,2.84388,0.21126,-3.7014725,408.79225,1.9977925,0.711677,0.618746,0.252525,0.09615,106.20265,28.4680375,255.966125,304.16955,-5.2075,60.435,-3.59625,-4.389,0.02,-0.14675
1,14.75,-0.178642,-5.08142,6.7382675,-0.60202525,3.210035,0.2064985,-3.90622,408.222,1.99839,0.746205,0.6112625,0.2629825,0.091625,67.7558025,22.6742075,259.46625,303.56945,-5.055,59.0725,-3.5105,-4.30125,0.073,-0.095
1,15.25,-0.1635735,-7.649125,3.29957,-0.595277,2.9253,0.182836,-4.1716925,408.626,1.991,0.6479295,0.5558115,0.2462175,0.087475,47.846965,19.92225,255.770925,302.951875,-4.7675,59.3875,-3.5975,-4.35175,0.10025,-0.04125
1,15.75,-0.147323,-10.330725,2.6749125,-0.3237185,2.71698,0.1796275,-4.04631,408.5365,1.9469225,0.651309,0.512002,0.222489,0.0796,28.27962,11.82678,259.0479,303.9687,-4.665,58.175,-3.4125,-4.393,0.1185,-0.0515
1,16.25,-0.0976,-11.8198,2.0706,-0.16153575,2.480705,0.158599,-4.2666975,409.1155,1.960155,0.554467,0.476396,0.206723,0.0649,13.5423525,3.74236625,259.3685,303.3744,-4.645,58.64,-3.4325,-4.3915,0.152,-0.0215
1,16.75,-0.110295,-13.65705,2.78061,-0.0311,2.28511,0.1380055,-4.2433475,407.5255,2.0014,0.5498295,0.4648305,0.187013,0.075,8.7596605,1.6663875,262.9553,300.657925,-4.9525,58.6225,-3.56675,-4.4595,0.1675,-0.0255
1,17.25,-0.0815,-15.77585,2.1398075,0.19543675,2.01126,0.12345,-3.96298,408.12325,1.97178,0.4582505,0.4015585,0.1714425,0.07765,3.6180845,1.597967,260.751125,298.97085,-4.9975,58.995,-3.88975,-4.456,0.217,0.00875
1,17.75,-0.108666,-13.0471,0.7128205,-0.10860475,1.9425525,0.1071985,-4.327745,408.4675,1.962135,0.402725,0.32986725,0.146068,0.066675,0.5532028,0.91975375,245.104025,296.239025,-4.985,59.885,-4.61875,-4.59925,0.351,0.08025
1,18.25,-0.118143,-11.417,1.0925525,0.1630375,1.67663,0.0979,-4.7515,409.37925,1.99827,0.3484595,0.309453,0.1287005,0.0693,-1.7943145,0.5461911,234.1003,291.1061,-4.8575,63.2575,-6.0265,-5.15725,0.39025,0.12525
1,18.75,-0.1176775,-13.273325,0.36179,0.143286,1.5241175,0.0952,-4.665755,409.425,1.97215,0.306898,0.3448805,0.1200965,0.0579,-2.2498385,0.22508145,245.4754,290.9433,-4.9625,62.9075,-6.4775,-6.5055,0.3565,0.10275
