DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,3.60035,0.54986695825,0,0,16.16205,101.121275,-22.642725,0.017675,429.8618,0.0118,1863.8078,-0.363175,-0.363175,-7.76605,-0.1365,0,162.20125,197.20875,0,0,-10.373425,-7.1607,-11.17595,-9.702125,-17.6236,-17.63475,-18.3164,-17.93715,-13.7325,-18.144725,-16.171575,-14.649175,-14.7171,-15.639925,-15.4483,-12.93675,-16.230925,-14.8409,-13.603825,-14.0384,-14.001,-14.245325
1,0.75,3.918025,0.559891778,0,0,14.1879,101.13225,-22.524225,0.017675,433.073925,0.0118,1865.2108,-0.318,-0.318,-13.757975,-0.0854,0,164.7655,197.4107,0,0,-10.40905,-7.167225,-11.412775,-9.790425,-17.585425,-17.682725,-18.3293,-17.929,-13.736725,-18.137275,-16.197625,-14.665875,-14.707775,-15.6386,-15.4525,-12.939075,-16.2305,-14.845375,-13.616825,-14.035675,-14.0062,-14.2341
1,1.25,3.5883,0.5338990605,0,0,16.4647,101.11985,-22.0653,0.0117,434.25955,0.011625,1865.5318,-0.9959,-0.9959,-5.5449,-0.09645,0,165.04275,198.20755,0,0,-10.5804,-7.2072,-11.6674,-9.839275,-17.5569,-17.6416,-18.329325,-17.8847,-13.72355,-18.1265,-16.19575,-14.6697,-14.71095,-15.63345,-15.469525,-12.935225,-16.24025,-14.840025,-13.60975,-14.04975,-14.010225,-14.2229
1,1.75,3.933625,0.63278414875,0,0,13.05705,101.1216,-21.8171,0.0246,433.75515,0.0116,1863.35715,-1.10835,-1.10835,-5.755225,-0.049325,0,163.681,197.964,0,0,-10.5451,-7.41715,-11.76725,-10.0278,-17.5146,-17.6429,-18.32015,-17.862275,-13.730175,-18.099475,-16.16525,-14.685125,-14.7251,-15.6437,-15.4738,-12.93305,-16.231725,-14.840675,-13.62445,-14.057075,-13.998375,-14.2246
1,2.25,3.3601,0.59849812,0,0,15.8927,101.121975,-22.347,0.019675,436.410475,0.0116,1869.89065,-1.47845,-1.47845,-7.2606,-0.6411,0,162.814,199.44325,0,0,-10.6743,-7.27415,-11.9382,-10.140375,-17.50455,-17.65855,-18.321725,-17.859775,-13.7262,-18.075475,-16.1501,-14.68705,-14.7134,-15.646925,-15.477475,-12.93015,-16.24805,-14.849175,-13.625825,-14.06915,-14.016425,-14.2186
1,2.75,3.3752,0.637563797,0,0,22.77045,101.11375,-22.858,0.0129,435.9841,0.0117,1869.3227,-0.45175,-0.45175,-6.9528,-0.0573,0,164.68155,199.71175,0,0,-10.700775,-7.446975,-11.754775,-9.936975,-17.502325,-17.66225,-18.322275,-17.8831,-13.725325,-18.0689,-16.141575,-14.705,-14.714075,-15.6509,-15.4817,-12.9275,-16.25025,-14.84505,-13.63295,-14.0765,-14.006625,-14.219375
1,3.25,3.13675,0.6239818385,0,0,13.7513,101.084575,-22.9156,0.01565,432.72,0.0117,1847.047075,-0.5107125,-0.5107125,-0.6968,-0.054375,0,164.2655,199.21675,0,0,-10.662625,-7.292375,-11.56375,-10.04205,-17.50545,-17.65485,-18.32345,-17.8812,-13.70985,-18.0686,-16.11915,-14.706025,-14.712875,-15.653275,-15.4781,-12.9218,-16.254075,-14.8537,-13.6125,-14.06585,-14.009375,-14.23205
1,3.75,3.421775,0.57425752625,0,0,18.0082,101.09675,-22.638475,0.0166,428.09005,0.0117,1837.7987,-0.569675,-0.569675,-2.92925,-0.0616,0,165.105,200.5755,0,0,-10.62835,-7.194975,-11.73955,-9.733425,-17.522175,-17.653125,-18.320925,-17.89525,-13.70645,-18.083575,-16.1052,-14.710225,-14.718325,-15.6613,-15.463225,-12.925025,-16.2475,-14.8257,-13.6224,-14.07375,-14.01255,-14.24265
1,4.25,3.0835,0.680734897,0,0,18.473625,101.1096,-21.8119,0.012925,428.1607,0.011725,1841.486675,-0.376325,-0.376325,-2.721,-0.85415,0,163.77825,200.97075,0,0,-10.56065,-7.007075,-11.7065,-9.5053,-17.542,-17.6583,-18.32455,-17.90435,-13.697825,-18.06595,-16.11245,-14.71855,-14.725275,-15.65335,-15.45265,-12.919175,-16.237475,-14.812025,-13.620425,-14.072325,-14.020375,-14.254175
1,4.75,3.032,0.66693328,0,0,18.718175,101.1074,-22.0503,0.00855,429.0192,0.0117,1839.64135,-0.84005,-0.84005,-1.926125,-0.0487,0,162.03675,200.21225,0,0,-10.35765,-7.4124,-11.474725,-9.604325,-17.545375,-17.66305,-18.326725,-17.9045,-13.703,-18.044825,-16.127875,-14.7211,-14.72985,-15.654325,-15.43885,-12.93275,-16.23405,-14.81455,-13.634475,-14.07325,-14.024225,-14.263175
1,5.25,3.297625,0.60776911325,0,0,6.6475,101.1162,-22.53395,0.01105,432.437175,0.0117,1842.9394,-2.0213,-2.0213,-7.114225,-0.028425,0,163.52475,200.37725,0,0,-10.397775,-7.364875,-11.414275,-9.464175,-17.556325,-17.6774,-18.3257,-17.9293,-13.697825,-18.0229,-16.122,-14.712325,-14.738925,-15.647225,-15.427725,-12.929775,-16.233375,-14.820375,-13.640325,-14.07685,-14.0241,-14.270625
1,5.75,3.008225,0.5768868705,0,0,28.874075,101.0683,-22.056875,0.00845,431.2776,0.0117,1844.98395,-1.2965,-1.2965,-3.05895,-0.43005,0,164.28885,200.57245,0,0,-10.18475,-7.209325,-11.336825,-9.502575,-17.57815,-17.679725,-18.311325,-17.9455,-13.7021,-18.0638,-16.113,-14.7018,-14.7554,-15.6469,-15.4329,-12.9281,-16.244,-14.8534,-13.6601,-14.0813,-14.024,-14.2952
1,6.25,2.85185,0.54989956925,0,0,3.739275,101.0548,-21.94055,0.02125,430.3808,0.011775,1439.54695,-1.4692,-1.4692,-4.4986,-0.3549,0,164.6985,200.592025,0,0,-9.979225,-7.190925,-11.2536,-9.567725,-17.608925,-17.68865,-18.3258,-17.962225,-13.6928,-18.1067,-16.1059,-14.6827,-14.7847,-15.6397,-15.4191,-12.9358,-16.2337,-14.8536,-13.6566,-14.0801,-14.042,-14.3059
1,6.75,2.685125,0.63208027875,0,0,22.76695,101.0006,-21.9416,0.018175,430.9617,0.0118,1815.2711,-0.271525,-0.271525,-5.8199,-0.07205,0,166.39375,201.36725,0,0,-10.000775,-7.25355,-11.25315,-9.444425,-17.642225,-17.6869,-18.3638,-17.952975,-13.6931,-18.1498,-16.1306,-14.6743,-14.7893,-15.6258,-15.409,-12.9373,-16.2155,-14.8512,-13.6568,-14.0831,-14.0524,-14.3013
1,7.25,3.20015,0.595916913,0,0,10.4667,100.9999,-21.725,0.01295,433.0558,0.01185,298.5715,-0.6209,-0.6209,-0.1608,-0.028125,0,165.5195,201.7535,0,0,-10.018825,-7.037825,-11.109625,-9.444975,-17.6363,-17.6798,-18.36745,-17.9484,-13.6966,-18.1919,-16.1466,-14.681,-14.8056,-15.6221,-15.4007,-12.942,-16.229,-14.8442,-13.6381,-14.0689,-14.0444,-14.2929
1,7.75,2.80395,0.652968952,0,0,19.606025,101.0002,-21.6136,0.01405,432.9232,0.011775,297.8094,-1.1162,-1.1162,-1.21245,-0.072275,0,166.5215,201.501,0,0,-9.7229,-6.9668,-11.15725,-9.4195,-17.61875,-17.6827,-18.39425,-17.95825,-13.6894,-18.2146,-16.1598,-14.6873,-14.8074,-15.6279,-15.3806,-12.9574,-16.2437,-14.8369,-13.6472,-14.0763,-14.0562,-14.2909
1,8.25,3.6438,0.577321401,0,0,32.18605,101.0558,-21.463975,0.013725,430.9568,0.0118,297.4136,-2.80195,-2.80195,-8.9802,-0.06025,0,163.4935,202.6085,0,0,-9.48335,-6.9113,-11.15095,-9.35025,-17.62945,-17.68565,-18.3927,-17.9627,-13.697,-18.1798,-16.1905,-14.694,-14.8003,-15.6218,-15.371,-12.9625,-16.2414,-14.8376,-13.6475,-14.0711,-14.0763,-14.2854
1,8.75,3.669975,0.6051053595,0,0,29.4742,101.10825,-21.62415,0.01265,431.2674,0.01195,299.990875,-1.09025,-1.09025,-3.9379,-0.051825,0,166.442,202.5935,0,0,-9.5507,-6.95275,-11.10215,-9.20305,-17.61865,-17.677,-18.37715,-17.956,-13.69,-18.1584,-16.1798,-14.6866,-14.8176,-15.6483,-15.3573,-12.9641,-16.2523,-14.8412,-13.6612,-14.0636,-14.0714,-14.2814
1,9.25,3.2395,0.58608873,0,0,31.03705,101.1291,-22.0049,0.01365,431.399,0.01215,299.436675,-0.2149,-0.2149,-5.317625,-0.05255,0,165.3022,202.0835,0.0013,0,-9.55555,-6.9665,-11.33155,-9.18895,-17.60605,-17.65435,-18.37935,-17.94025,-13.693,-18.2148,-16.2031,-14.7148,-14.8183,-15.6562,-15.3449,-12.969,-16.2573,-14.8738,-13.6588,-14.056,-14.053,-14.2758
1,9.75,3.454225,0.57663743175,0,0,32.037225,101.109325,-22.034,0.016275,434.463325,0.01175,304.173975,-3.9777,-3.9777,-7.5396,-0.05495,0,165.7735,201.912,0.00325,0,-9.56155,-6.9467,-11.21795,-9.2041,-17.62165,-17.62865,-18.37255,-17.9242,-13.6908,-18.2827,-16.2372,-14.7209,-14.8235,-15.6623,-15.3375,-12.9822,-16.2625,-14.8825,-13.6614,-14.0517,-14.0504,-14.2758
1,10.25,3.599675,0.5913403635,0,0,28.8596,101.10445,-22.1051,0.0126,435.207225,0.01175,1444.2483,-2.2184,-2.2184,-4.8208,-0.248275,0,165.6435,201.7,0.0238,0.01165,-9.7309,-7.0484,-11.2057,-9.07465,-17.6275,-17.62235,-18.385,-17.90215,-13.6781,-18.321,-16.2478,-14.7322,-14.8405,-15.6709,-15.3243,-12.9802,-16.2619,-14.8847,-13.6667,-14.0515,-14.0466,-14.2811
1,10.75,3.2328,0.628490254,0,0,22.930225,101.154825,-22.128975,0.01625,438.7313,0.0119,1442.996725,-0.709,-0.709,-9.019625,-0.05835,0,166.57,201.04225,0.0823,0.1191,-9.71025,-6.98715,-11.12555,-9.1185,-17.7046,-17.6331,-18.398875,-17.8952,-13.684425,-18.2965,-16.196475,-14.748275,-14.823575,-15.688625,-15.320225,-12.968425,-16.25995,-14.8596,-13.66085,-14.05115,-14.045025,-14.280825
1,11.25,3.0967,0.522015325,0,0,31.825725,101.17585,-21.740875,0.0162,434.33705,0.01185,1442.432975,-2.4265,-2.4265,-6.938,-0.0974,0,166.766,200.4575,0.269775,0.37455,-9.973875,-7.1185,-11.077225,-9.30735,-17.708925,-17.608775,-18.40555,-17.885925,-13.69955,-18.2926,-16.152775,-14.7581,-14.8429,-15.70305,-15.318175,-12.97565,-16.25355,-14.8459,-13.661725,-14.0554,-14.0472,-14.288725
1,11.75,3.19135,0.498788242,0,0,17.95355,101.187725,-21.7265,0.014225,438.73025,0.011725,1439.664475,-0.3814,-0.3814,-15.485,-0.2048,0,164.71425,200.17025,0.72285,0.742625,-10.0013,-7.182875,-11.0302,-9.24555,-17.69295,-17.5955,-18.39065,-17.888125,-13.709375,-18.297925,-16.15015,-14.76545,-14.843125,-15.719975,-15.32995,-12.97295,-16.251475,-14.85885,-13.666825,-14.05,-14.03035,-14.294675
1,12.25,3.2194,0.560047089,0,0,18.982,101.196575,-22.3003,0.016825,436.97355,0.0118,1062.72035,-1.03455,-1.03455,-9.6458,-0.069225,0,165.0415,199.6955,1.407225,1.674775,-10.078275,-7.1117,-11.011525,-9.441675,-17.669275,-17.59135,-18.377325,-17.887075,-13.71485,-18.269925,-16.14665,-14.7591,-14.83895,-15.7273,-15.338425,-12.9715,-16.25305,-14.8713,-13.658725,-14.0409,-14.0397,-14.3008
1,12.75,3.00935,0.515141467,0,0,12.9422,101.210475,-21.8245,0.018775,436.71805,0.0118,1438.4064,-1.0401,-1.0401,-16.468925,-0.075675,0,162.609,199.317,1.9622,2.24355,-10.0827,-7.0237,-11.0048,-9.6759,-17.6629,-17.5775,-18.3876,-17.8778,-13.75935,-18.2472,-16.1881,-14.76415,-14.83925,-15.74375,-15.50175,-12.97645,-16.2283,-14.8607,-13.65025,-14.06665,-14.091,-14.29185
