DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,0.43665,405.700202,1.3743245,-2.51218,7.053955,0.04523225,-25.231,9.79024,0.27725175,0.8832615,0.083772,0.0922081,0.2782255,0.2753975,4.44275,0.3062275,79.344,99.7,7.22415,7.82585,8.63865,9.6391,10.5515,-17.327,-60.828,0,0,0,0,0,266.26,327.9775,0.404,-0.030891925,8.655,8.9875,10.0375,10.8525,11.745,8.02,8.6675,9.7225,10.8125,11.63,8.4525,9.1125,9.995,10.915,11.7275,-11.8215,-18.2835,-15.3497,-2.72525,-2.84875,-1.8715,-0.82275,-0.68675,-72.2375
1,0.75,0.34147,405.69513825,1.30044475,-2.2837,6.820285,0.04699625,-26.14,9.58095,0.275709,0.88958675,0.087954,0.0954565,0.27890025,0.2812705,4.35825,0.28384,78.69725,99.7,7.156275,7.7388,8.608175,9.607,10.54075,-17.56575,-60.1775,0,0,0,0,0,266.13,328.225,0.404,-0.034275525,8.5825,9.0025,10.0325,10.8225,11.755,7.93525,8.5375,9.6625,10.775,11.63,8.375,9.0025,9.94,10.8975,11.74,-11.8215,-18.267225,-15.63975,-2.7525,-2.865,-1.8895,-0.86875,-0.74475,-72.2375
1,1.25,0.4766845,406.04279925,1.262654,-2.64505,6.94023575,0.04472375,-25.98325,9.540255,0.2618995,0.863425,0.08553675,0.0968145,0.278847,0.272713,4.177925,0.27059,78.84625,99.7,7.051425,7.631225,8.5263,9.58855,10.53975,-17.544,-60.314,0,0,0,0,0,266.08,327.7175,0.404,-0.0307841,8.505,9.005,9.99,10.7875,11.7475,7.8435,8.42,9.62,10.745,11.64,8.2675,8.92,9.8525,10.87,11.745,-11.8215,-18.320175,-15.60135,-2.86475,-2.868,-1.923,-0.90175,-0.747,-71.9975
1,1.75,0.36014,405.4506255,1.300709,-2.5701,6.98582075,0.0422925,-25.3915,9.507175,0.27208775,0.84764,0.087855,0.0980715,0.276489,0.2763195,4.16225,0.28331,78.395,99.7,6.965775,7.5531,8.46865,9.583225,10.5395,-17.6665,-59.578,0,0,0,0,0,265.77,326.66,0.404,-0.0325047,8.405,8.9825,9.905,10.7675,11.74,7.753,8.3175,9.6,10.73,11.64,8.1925,8.8275,9.7575,10.8275,11.7525,-11.8215,-18.320175,-15.8999,-2.81625,-2.903,-1.9715,-0.92075,-0.779,-71.53
1,2.25,0.5214975,404.921498,1.223083,-1.962795,6.8056435,0.041075,-25.286,9.4389,0.2706935,0.856535,0.08926525,0.10009015,0.28197925,0.28266125,3.9524,0.29444,77.91,99.7025,6.878875,7.4637,8.401425,9.570825,10.55025,-17.5225,-58.862,0,0,0,0,0,264.44,326.9625,0.404,-0.035998275,8.395,8.925,9.805,10.7325,11.7375,7.686,8.2425,9.5075,10.7225,11.64,8.0925,8.7925,9.7175,10.7825,11.7475,-11.8215,-18.2835,-15.644,-2.76425,-2.9035,-2.025,-0.943,-0.815,-71.695
1,2.75,0.39744,404.949748,1.3746575,-2.0139,6.61497,0.045595375,-25.00925,9.460525,0.27706575,0.83446,0.087462,0.099323,0.288113,0.278686,3.757,0.293485,77.735,99.70125,6.8191,7.404,8.3586,9.5207,10.527,-17.446,-58.2115,0,0,0,0,0,263.9775,326.34,0.404,-0.0313589,8.34,8.88,9.7075,10.68,11.7325,7.594,8.1625,9.4225,10.695,11.6325,7.9805,8.715,9.64,10.7325,11.745,-11.8215,-18.41805,-16.3264,-2.859,-2.907,-2.05225,-0.97575,-0.815,-70.3675
1,3.25,0.3657325,405.183057,1.279176,-1.93045,6.52968,0.049644,-25.76725,9.31905,0.27601925,0.88678325,0.08564825,0.097978,0.2803075,0.28081775,3.6556,0.335665,76.9785,99.7,6.762875,7.349725,8.277425,9.4838,10.5075,-17.5275,-58.296,0,0,0,0,0,264.47,325.79,0.404,-0.028747,8.325,8.9025,9.6025,10.6325,11.7275,7.51325,8.13,9.34,10.6575,11.6325,7.8995,8.62,9.5875,10.705,11.7425,-11.8215,-18.393625,-16.416025,-2.84175,-2.94675,-2.04625,-0.99675,-0.84675,-70.9575
1,3.75,0.4595125,404.89611725,1.204573,-1.79748,6.54597075,0.045916,-24.5155,9.2462,0.27662625,0.8614315,0.086429,0.0981607,0.2797945,0.2723855,3.513,0.302,77.1,99.7,6.6811,7.2807,8.2076,9.4433,10.505,-17.61775,-59.0725,0,0,0,0,0,264.5475,325.085,0.404,-0.0270527,8.2825,8.88,9.5925,10.58,11.725,7.4805,8.1125,9.3025,10.6075,11.63,7.83975,8.55,9.545,10.6775,11.735,-11.8215,-18.2835,-15.644,-2.7765,-2.88325,-2.106,-1.0125,-0.883,-70.075
1,4.25,0.34444,405.31551875,1.214978,-1.48555,6.47824,0.045294,-26.062,9.172925,0.275687,0.8664625,0.08849375,0.1005985,0.28222925,0.27145725,3.49,0.327015,75.55,99.69925,6.5817,7.2373,8.1495,9.4184,10.515,-17.6285,-59.75125,0,0,0,0,0,263.835,324.185,0.404,-0.0322297,8.275,8.815,9.59,10.535,11.7125,7.434,8.0175,9.295,10.555,11.6225,7.81675,8.4975,9.495,10.675,11.72,-11.8215,-19.368125,-15.955325,-2.86175,-2.862,-2.1045,-1.03975,-0.883,-69.65
1,4.75,0.34229,405.762115,1.2348055,-1.53425,6.431136,0.0433681,-25.1994,9.045925,0.28682825,0.8750075,0.08666925,0.0955185,0.28085425,0.26993075,3.375225,0.3052725,75.56175,99.66975,6.4928,7.1697,8.14,9.3764,10.523,-17.9145,-58.382,0,0,0,0,0,263.945,323.705,0.404,-0.03402425,8.21,8.75,9.55,10.53,11.6925,7.344,7.97825,9.2375,10.5075,11.6025,7.80425,8.405,9.435,10.6525,11.705,-12.563475,-19.286575,-16.799825,-2.91225,-2.9345,-2.17375,-1.051,-0.92175,-69.725
