DOY2,HR2,PA,RH,TA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS,G
1,10.25,102.550675,85.425,-17.9125,-6.7875,6.9665,6.746,-6.3,-4.87525,215.65,225,-17.5425,-3.64
1,10.75,102.563875,85.25,-17.95,-5.31425,6.91025,6.746,-6.14325,-4.923,215.225,224.5,-17.5775,-3.7120625
1,11.25,102.55715,85.275,-17.7775,-5.76875,7.0965,6.74625,-5.80225,-4.5945,216.225,224.775,-17.4775,-3.83775
1,11.75,102.537175,85.425,-17.5375,-4.31425,10.505,8.2025,-4.96825,-3.588,219.05,224.7,-17.3225,-3.84775
1,12.25,102.552775,85.4,-17.43,-5.99925,13.8,13.4725,-3.404,-2.83125,219.975,225.125,-17.205,-3.842125
1,12.75,102.59195,85.225,-17.4875,-6.1015,13.8125,16.965,-2.19325,-1.92,216.6,225.95,-17.485,-3.8208125
1,13.25,102.599825,85.3,-17.51,-6.1805,13.83,20.185,-1.92475,-1.42325,215.2,225.525,-17.4025,-3.80575
1,13.75,102.588175,84.95,-17.5625,-6.37925,13.83,20.2025,-1.638,-1.13675,213.975,224.1,-17.5,-3.794625
1,14.25,102.60515,84.8,-17.47,-6.217,13.82,20.11,-2.291,-1.71625,211.525,223.85,-17.59,-3.833125
1,14.75,102.3887,84.4,-17.45,-5.835,13.81,14.71,-3,-2.409,214.4,224.8,-17.52,-3.7305
1,15.25,102.588275,84.25,-17.865,-6.41025,12.8875,12.5275,-4.337,-3.285,211.7,220.725,-18.5375,-3.882375
1,15.75,102.550875,84.3,-18.25,-6.51225,7.6355,6.806,-5.19,-3.98275,209.15,221.1,-18.33,-3.962625
1,16.25,102.51535,84.4,-18,-7.051,6.90875,6.74725,-5.75625,-4.655,207.55,221.5,-17.9575,-4.205
1,16.75,102.5063,84.425,-18.055,-7.6325,6.88,6.74625,-5.87475,-4.791,209.75,221.7,-17.9625,-4.177875
1,17.25,102.52325,84.45,-17.945,-5.6875,6.89375,6.747,-6.119,-4.85875,207.625,221.025,-18.11,-4.19825
1,17.75,102.52735,84.35,-17.945,-5.72675,6.90425,6.74625,-6.1295,-4.73175,208.875,220.525,-18.225,-4.2181875
1,18.25,102.4971,84.35,-17.825,-3.2295,6.9075,6.749,-6.119,-4.8915,210.95,220,-18.41,-4.263
1,18.75,102.52165,84.25,-18.085,-2.598,6.9095,6.75,-5.999,-4.768,215.8,221.1,-18.33,-4.299625
1,19.25,102.52995,84.35,-18.1,-2.682,6.9075,6.7485,-5.923,-4.915,214.8,221,-18.355,-4.32625
1,19.75,102.5351,84.5,-17.975,-4.812,6.9095,6.7475,-5.9315,-5.033,216.35,220.75,-18.25,-4.351125
1,20.25,102.53485,84.5,-18.065,-2.8215,6.927,6.7475,-5.833,-4.9885,214.75,220.1,-18.045,-4.282625
1,20.75,102.5317,84.25,-17.97,-2.4675,7.116,6.7475,-5.8845,-4.957,215.3,219.9,-18.02,-4.2015
1,21.25,102.5237,84.4,-17.975,-2.4735,7.494,6.749,-5.793,-5.0215,217.1,220.5,-18.14,-4.16075
1,21.75,102.52325,84.45,-18.1,-3.749,6.949,6.7475,-6.023,-5.0895,214.85,220.55,-18.19,-4.111
1,22.25,102.53435,84.6,-18.35,-4.427,7.082,6.748,-6.0405,-5.068,219.05,219.5,-18.315,-4.012125
1,22.75,102.5382,84.8,-18.05,-4.056,6.911,6.747,-5.8095,-5.14,220.4,221.05,-18.2,-3.875125
1,23.25,102.53525,84.75,-17.915,-4.0665,6.916,6.7505,-5.9715,-4.999,219.15,221.8,-18.075,-3.819125
1,23.75,102.53835,84.85,-17.965,-4.304,6.915,6.751,-5.9615,-4.9795,218.65,221.55,-18.03,-3.752
2,0.25,102.618,85.3,-16.82,-3.494,6.909,6.745,-5.681,-4.882,220.5,227.8,-16.54,-2.48875
2,0.75,102.6191,84.7,-17.12,-3.78,6.909,6.741,-5.748,-4.733,219.3,227.5,-17.18,-2.4475
2,1.25,102.6118,84.7,-17.16,-5.836,6.909,6.744,-5.753,-4.653,218.3,226.9,-16.86,-2.463
2,1.75,102.6152,84.2,-17.32,-6.99,6.909,6.744,-5.944,-4.605,214.7,226.3,-17.01,-2.29525
2,2.25,102.6314,84.3,-17.43,-5.33,6.91,6.743,-5.845,-4.708,217.6,225.2,-16.91,-2.2015
2,2.75,102.6602,84.8,-16.91,-4.885,6.908,6.743,-5.684,-4.633,214.1,226.2,-16.75,-2.09825
2,3.25,102.6813,84.7,-17.26,-4.856,6.908,6.743,-5.777,-4.656,216.2,226.5,-17.06,-2.15275
2,3.75,102.6678,84.9,-17.28,-4.64,6.908,6.743,-5.563,-4.649,214.2,228.3,-17.06,-2.319
2,4.25,102.64635,85.1,-16.8575,-5.04875,6.9065,6.744,-5.6465,-4.513,218.65,229.05,-16.61,-2.515875
2,4.75,102.638425,85.35,-16.6675,-7.54875,6.90725,6.74325,-5.644,-4.70075,216.275,228,-16.4925,-2.54425
2,5.25,102.6017,85.5,-17.08,-3.015,6.908,6.743,-5.84,-4.626,226.6,227.1,-16.78,-2.56775
2,5.75,102.5955,85.6,-16.99,-1.413,6.908,6.742,-5.812,-4.554,224.3,226.7,-16.82,-2.55475
2,6.25,102.6013,85.5,-16.95,0.198,6.908,6.743,-5.819,-4.683,224,226.2,-16.55,-2.5835
2,6.75,102.6031,85.5,-16.92,-1.417,6.909,6.742,-5.836,-4.648,225.5,226.9,-16.6,-2.56075
2,7.25,102.612,85.1,-17.04,-2.931,6.911,6.742,-6.096,-4.69,227.6,226.7,-16.7,-2.5185
2,7.75,102.6201,85.2,-16.98,-3.659,6.911,6.742,-6.224,-4.797,225.5,227.4,-16.74,-2.5185
2,8.25,102.6291,85.3,-17.06,-3.995,6.911,6.741,-5.951,-4.82,227.6,227.2,-16.66,-2.51475
2,8.75,102.6388,85.5,-17.09,-3.65,6.911,6.742,-5.072,-4.29,223.7,227.3,-16.66,-2.47125
2,9.25,102.6554,85.3,-16.93,-3.453,12.05,13.48,-3.11,-2.493,225.3,226.6,-16.82,-2.50225
2,9.75,102.6893,85.4,-17.12,-2.385,20.47,22.51,2.554,2.215,227.6,226.1,-16.85,-2.41675
2,10.25,102.7288,85.6,-17.2,-3.087,34.75,43.54,13.97,13.35,226.8,225.1,-16.85,-2.3885
2,10.75,102.7581,85.2,-16.85,-0.33,57.41,67.68,29.92,28.53,224.5,227,-16.31,-2.34075
2,11.25,102.7877,85,-16.77,-0.497,72.27,95.9,43.4,43.93,226.1,227.6,-16.54,-2.32375
2,11.75,102.7974,84.6,-16.52,0.53,104.8,125.7,65.17,57.7,223.6,228.6,-16.57,-2.2885
2,12.25,102.8323,84.3,-15.73,0.36,126.5,144.5,77.84,72.05,225.8,228.8,-15.93,-2.21775
2,12.75,102.8226,84.6,-15.68,1.553,163.4,167.1,91.7,82.8,224.5,229.2,-15.77,-2.1865
2,13.25,102.8052,84.5,-16.03,-0.3,155.2,170.3,92.4,83.2,220.6,228.4,-16.25,-2.0475
2,13.75,102.7365,84.3,-16.43,0.94,157.7,165,95.4,82.6,223.4,229.5,-16.33,-1.95225
2,14.25,102.7197,84.4,-15.78,2.11,159.9,164.1,91.2,78.54,220.5,229.1,-15.91,-2.01625
2,14.75,102.8385,84.4,-16.3975,0.1125,135.05,145.525,82.725,72.2525,225.475,228.875,-16.1475,-1.8883125
2,15.25,102.734375,85.075,-16.3675,1.50525,111.875,127.9,74.625,63.26,223.95,230.85,-16.025,-2.0085625
2,15.75,102.74385,85.1,-16.185,-0.00499999999999999,96.4,105,63.8975,51.045,224.325,229.75,-15.96,-1.95275
2,16.25,102.749275,85.15,-16.385,0.0625,74.2525,75.8,45.635,36.1,222.775,229.25,-16.4925,-1.94275
2,16.75,102.772075,85.225,-16.865,-3.85075,54.9275,56.3175,25.37,21.215,222.85,227.475,-16.8725,-1.9294375
2,17.25,102.791275,85.075,-16.3,-2.87925,28.8625,34.835,10.695,8.9675,223.35,228.1,-16.4875,-1.939375
2,17.75,102.772275,85.425,-16.36,-3.7075,17.2175,19.295,-0.331,0.6455,225.05,228.525,-16.2375,-2.0256875
2,18.25,102.75945,85.45,-16.3,-4.32375,9.535,11.17,-4.243,-3.66075,224.525,228.775,-16.2075,-2.0088125
2,18.75,102.753225,85.475,-16.3275,-3.8045,6.90825,6.74475,-5.4255,-4.38525,225.025,229.275,-16.2575,-2.0085
2,19.25,102.738025,86,-16.2775,-3.671,6.9085,6.7455,-5.5105,-4.55825,224.925,228.325,-16.2275,-1.9949375
2,19.75,102.714975,86,-16.26,-4.46,6.91,6.74375,-5.644,-4.65425,223.325,228.5,-16.3175,-2.01225
2,20.25,102.70635,86.05,-16.4825,-5.12425,6.90875,6.74275,-5.68275,-4.6485,219.925,227.475,-16.6125,-2.0783125
2,20.75,102.697425,85.5,-16.72,-5.143,6.911,6.7445,-5.66275,-4.706,223.35,228.3,-16.495,-2.0825625
2,21.25,102.68565,85.4,-16.7025,-4.92675,6.908,6.743,-5.64475,-4.65775,224,228.45,-16.27,-2.0913125
2,21.75,102.678675,85.25,-16.6775,-3.97675,6.909,6.74275,-5.81425,-4.65675,224.725,228.575,-16.3475,-2.111875
2,22.25,102.66335,85.3,-16.67,-4.1015,6.904,6.742,-5.83475,-4.661,225.35,228.825,-16.4075,-2.1913125
2,22.75,102.650475,85.25,-16.6925,-4.24575,6.908,6.742,-5.76725,-4.63,223.475,227.875,-16.655,-2.203625
2,23.25,102.63295,85.025,-16.7175,-3.43075,6.9075,6.74425,-5.60325,-4.76875,223.35,228.375,-16.57,-2.1988125
2,23.75,102.622,84.85,-16.6575,-3.44425,6.90975,6.74425,-5.5975,-4.897,223.05,227.95,-16.5275,-2.278125
3,0.25,102.49895,82.65,-19.43,-12.42125,5.3495,0.22375,-6.114,-4.9295,196.75,212.15,-20.89,-3.0011875
3,0.75,102.5129,82.225,-19.595,-11.30125,6.06825,0.16775,-6.00375,-4.96075,189.7,211.025,-21.16,-3.05525
3,1.25,102.525825,82.375,-19.6925,-12.20325,5.7395,0.17775,-5.95425,-4.97925,190.875,209.775,-21.255,-3.097875
3,1.75,102.55505,82.375,-19.345,-11.32275,5.88975,0.3425,-5.9325,-4.73525,190.975,208.45,-20.76,-3.1180625
3,2.25,102.572825,82.375,-19.885,-9.99975,4.87275,0.5915,-6.06875,-4.706,194.55,210.8,-21.115,-3.1259375
3,2.75,102.5928,82.475,-19.3725,-10.47025,3.02325,0.791,-6.1475,-4.8885,196.375,211.875,-21.0325,-3.09825
3,3.25,102.601725,82.5,-19.375,-14.54225,5.7795,0.7715,-5.97475,-4.72525,197.95,212.6,-20.7875,-3.071875
3,3.75,102.5904,82.65,-19.4475,-8.8125,6.322,0.61575,-6.13625,-5.008,197.625,212.55,-20.745,-3.0346875
3,4.25,102.589075,82.625,-20.08,-10.15075,5.67875,0.709,-5.9765,-5.03125,201.95,211.9,-21.165,-3.0305625
3,4.75,102.58475,82.65,-20.1575,-8.90025,5.86875,1.38625,-6.08575,-4.71925,200.975,211.3,-21.0275,-3.0458125
3,5.25,102.601425,82.775,-20.455,-7.9315,4.89225,0.9255,-6.10525,-4.87025,204.45,210.525,-21.1625,-3.059375
3,5.75,102.610225,82.675,-20.52,-7.30125,5.40375,1.399,-6.101,-4.9555,206.775,210.725,-21.23,-3.047
3,6.25,102.623925,82.4,-20.84,-8.93,6.41,4.48325,-5.799,-4.48425,200.675,211.175,-21.135,-3.064625
3,6.75,102.617,82.75,-20.8325,-10.20725,6.919,7.7845,-3.94575,-3.0865,197.9,211.225,-21.115,-3.04775
3,7.25,102.6109,82.7,-20.9,-11.54575,17.32,20.11,2.831,2.83975,199.6,211.3,-20.7875,-3.1175
3,7.75,102.611775,82.45,-20.985,-11.13525,45.35,44.8275,20.145,18.8625,197.125,211.1,-20.9975,-3.1775625
3,8.25,102.582125,82.075,-20.7875,-4.8975,75.82,81.355,38.715,39.8175,194.95,210.6,-20.85,-3.2470625
3,8.75,102.554225,81.9,-20.495,-7.0575,120.225,136.625,79.9375,69.7025,193.3,211.475,-20.85,-3.3619375
3,9.25,102.5743,81.7,-19.9975,-1.66875,185.05,210.675,116.025,105.275,196.775,212.8,-20.3175,-3.378
3,9.75,102.569625,81.5,-19.66,0.925,245.125,261.5,151.575,132.725,192.25,214.475,-19.705,-3.40425
3,10.25,102.57025,81.3,-19.38,2.755,333.85,324.1,187.825,163.4,196.7,216.45,-19.355,-3.4378125
3,10.75,102.565775,80.8,-18.6425,6.425,374.2,404.35,218.95,206.625,190,218.15,-18.9575,-3.46875
3,11.25,102.4952,79.99,-18.445,10.25,423.35,454.4,236.35,234,186.65,218.8,-18.65,-3.483875
3,11.75,102.50515,80.2,-18.18,14.75,450.45,499.75,286.55,249.1,189.75,222.05,-17.635,-3.51025
3,12.25,102.5347,80.15,-18.005,17.33,461.75,547.6,309.95,269.1,189,224.8,-17.3,-3.516
3,12.75,102.5431,80.3,-17.875,18.7,536.05,581.95,333.25,290.4,187.55,222.05,-17.26,-3.525
3,13.25,102.54715,80.05,-17.7,18.75,555.2,584.95,342.55,289.4,188.3,222.95,-17.01,-3.53775
3,13.75,102.5671,79.845,-17.705,20.05,559.6,580.4,344.55,287.65,188.05,224.85,-16.55,-3.520625
3,14.25,102.56835,79.655,-17.455,16.6,548.35,562.75,347.7,282.75,189.4,225.65,-16.475,-3.547125
3,14.75,102.562075,80.025,-17.145,18.375,536.875,542.875,333.275,270.375,190.45,225.875,-16.3175,-3.510125
3,15.25,102.63885,79.25,-16.785,18.5,541.7,525.2,316.9,259.4,188.35,226.6,-16.39,-3.43825
3,15.75,102.62925,79.515,-17.065,14.755,482.6,466.45,289.2,232.95,188.6,226.45,-16.395,-3.406625
3,16.25,102.6181,79.64,-17.165,13.8,456.5,424.35,266.8,211.35,189.05,225.15,-16.59,-3.364375
3,16.75,102.665025,80.03,-17.1325,13.025,402.725,366.525,239.475,184.45,188.875,225.025,-16.8925,-3.3885625
3,17.25,102.638,80.175,-17.2525,10.09,318.675,274.525,184.875,140.725,189.15,225.225,-17.3525,-3.3605
3,17.75,102.626425,80.925,-17.4625,4.475,236.925,218.05,140.175,105.825,190.025,223.9,-17.585,-3.33825
3,18.25,102.600475,81.475,-17.7275,0.325,149.625,155.275,98.35,76.0525,194.35,222.775,-17.9175,-3.3025
3,18.75,102.568875,81.7,-17.73,-2.5195,106.425,94.525,62.5425,48.2475,196.725,221.775,-18.14,-3.224625
3,19.25,102.583575,82.075,-18.1575,-6.43,58.185,50.5275,31.335,22.175,195.35,219.775,-18.6975,-3.14575
3,19.75,102.6012,82.275,-18.5475,-9.496,26.5775,23.6,7.777,5.01575,198.625,215.825,-19.7125,-3.0330625
3,20.25,102.60755,82.6,-18.8425,-20.094,8.3235,9.0825,-2.32775,-1.927,190.075,213.75,-20.1575,-3.0908125
3,20.75,102.612825,82.675,-18.96,-17.51825,5.62225,3.294,-5.5725,-4.47525,183.225,211.275,-20.53,-3.0285625
3,21.25,102.620225,82.775,-19.215,-19.0445,2.92525,0.1655,-6.2675,-4.76175,189.175,213.125,-20.3775,-2.96375
3,21.75,102.628,82.7,-18.96,-18.709,3.842,0.07225,-6.26575,-4.96225,191.2,212.3,-20.315,-2.9263125
3,22.25,102.654425,82.7,-18.96,-18.13125,4.35875,0.104,-6.29925,-4.9975,191.85,209.825,-20.44,-3.04775
3,22.75,102.6686,82.625,-18.715,-13.95325,4.1605,0.139,-6.3845,-4.9595,191.975,210.5,-20.4725,-3.0201875
3,23.25,102.6762,82.475,-19.28,-13.2615,4.12475,0.16025,-6.43425,-4.99475,186.425,211.4,-21.0025,-2.9955625
3,23.75,102.679075,82.475,-19.405,-10.176,3.9675,0.18775,-6.18225,-4.90975,194.225,211,-20.8425,-2.9983125
4,0.25,102.535525,88.425,-10.6475,-7.7905,6.9,6.734,-4.45125,-3.00775,232.75,250.475,-11.01,0.8641875
4,0.75,102.5365,87.85,-10.67,-5.72525,6.90025,6.734,-4.444,-2.94275,234.3,249.9,-11.06,0.9305625
4,1.25,102.533475,87.45,-11.1175,-5.89775,6.8995,6.73325,-4.396,-3.05,236.7,248.9,-11.2625,0.994416666666668
4,1.75,102.516075,87.1,-10.7375,-6.4635,6.8995,6.733,-4.428,-3.23025,237.975,249.85,-10.6625,0.999666666666667
4,2.25,102.49045,87.3,-10.915,-7.0995,6.8995,6.733,-4.413,-2.82675,240.025,249.7,-10.65,0.982625
4,2.75,102.466975,87.625,-11.125,-7.44375,6.8995,6.734,-4.07925,-2.87,238.6,249.3,-10.83,0.735416666666666
4,3.25,102.452325,87.575,-11.0725,-5.493,6.90175,6.735,-3.67425,-2.5625,239.125,248.625,-10.94,0.69575
4,3.75,102.45965,87.7,-11.06,-5.078,9.735,8.26,-1.406,-0.1675,237.85,250.95,-11.05,0.730166666666667
4,4.25,102.44545,88,-11.165,-4.268,16.76,17.44,1.9945,2.18,237.25,251.05,-11.21,0.673833333333333
4,4.75,102.4308,87.4,-11.46,-3.4225,32.14,33.29,8.6185,7.189,238.25,249.95,-11.355,0.6295
4,5.25,102.4182,87.1,-11.3,-1.717,54.88,54.76,21.845,18.485,239.65,251.65,-10.86,0.561833333333334
4,5.75,102.4153,87,-11.245,-0.851,87.1,87.65,41.495,34.49,236.4,252.65,-10.76,0.534666666666667
4,6.25,102.4215,87,-11.155,1.685,133.95,134.55,71.355,60.59,237.7,252.4,-10.64,0.513166666666667
4,6.75,102.41225,86.5,-11.035,3.9,197.5,193.55,108.65,84.55,235.5,252.1,-10.525,0.353
4,7.25,102.39655,86.15,-10.9,6.855,276.45,270.2,148.7,126.15,234.4,251.05,-10.12,0.353
4,7.75,102.38325,86,-10.6,11.15,344.15,342.05,194.1,156.95,237.25,250.65,-9.97,0.351375
4,8.25,102.385,85.8,-10.71,15,420.4,433.4,233.55,195.9,236.55,251.35,-9.89,0.3525
4,8.75,102.400075,85.9,-10.0925,20.525,516.3,521.75,277.825,232.4,237.45,255.675,-9.145,0.370125
4,9.25,102.409875,85.6,-9.9675,25.725,613.575,620.125,333.825,278.6,237.975,258.75,-8.6425,0.3665
4,9.75,102.41415,85.1,-9.35,32.3,690.05,696.75,377.95,317.95,238.675,258.6,-8.1855,0.351
4,10.25,102.426625,84.85,-9.055,38.525,794.2,768.25,432.3,351,243.175,260.225,-7.533,0.661375
4,10.75,102.44025,84.2,-8.6875,43.025,865.5,848.5,467.35,382.95,242.075,263.125,-6.89025,1.124875
4,11.25,102.444375,83.075,-8.4075,45.65,947.25,905,496.55,413.175,244.325,265.675,-6.471,1.5058125
4,11.75,102.451,82.6,-7.839,49.2,1021,971,535.6,438.4,244.3,267.5,-6.036,1.8365
4,12.25,102.451375,82.8,-7.43025,51.125,1078,983.25,559.875,452.175,239.575,269.225,-5.6585,1.8315
4,12.75,102.445725,81.8,-7.18425,52.225,1119.5,1014.25,570.375,470.2,236.8,269.95,-5.30575,1.9274375
4,13.25,102.4459,82.35,-6.882,49.475,1099,1016.75,546,455.5,242.475,270.7,-5.0525,2.067875
4,13.75,102.4427,82.5,-6.795,51.4,1111,1011,559.7,469.1,234.2,272.3,-5.182,2.34175
4,14.25,102.40885,82.15,-7.132,48.55,1090,1002.5,532.1,451.15,245.8,272.7,-5.0375,2.6315
4,14.75,102.37535,82.45,-6.7785,47.8,1033,942.5,504.45,428.15,239.35,272.4,-5.3595,2.777125
4,15.25,102.3703,82.4,-6.774,46.5,1008,918,490.8,416.7,240.1,273,-5.322,2.81625
4,15.75,102.399375,82.475,-7.04075,43.225,951,872.75,473.1,402.45,241.175,272.35,-5.18375,2.85875
4,16.25,102.410775,82.575,-6.97375,42.025,889.75,832,463.775,377.175,243.925,272.425,-5.45375,2.8621875
4,16.75,102.396325,82.95,-7.04975,36.25,807.25,748.425,437.75,345.575,235.95,271.75,-5.78625,2.9155
4,17.25,102.3771,83.2,-6.984,31.2,714.8,675.2,392.2,307.3,234.8,271.1,-5.706,2.96725
4,17.75,102.3789,83.475,-6.9465,27.375,632.975,594.15,355.075,271.225,235.175,269.975,-6.0535,2.94975
4,18.25,102.359125,83.775,-7.06275,23.5,527.975,502.975,302.575,231.7,234.625,268.875,-6.44775,2.9343125
4,18.75,102.3468,84.5,-7.232,18.3,424.2,404.3,253,180,234.9,266.7,-6.509,2.72175
4,19.25,102.3561,84.9,-7.394,12.1,332.9,312.7,200,137.9,239.2,264.4,-6.754,2.78175
4,19.75,102.369,85.6,-7.602,6.2,254.6,244.6,153,112.9,241.4,262.7,-7.188,2.54675
4,20.25,102.3838,86.1,-7.866,1.07,171.2,168.7,107,76.22,243.2,261.4,-7.603,2.32125
4,20.75,102.4103,86.9,-8.33,-2.67,122.7,112.7,66.6,50.22,242.2,260.2,-8.22,2.1315
4,21.25,102.41575,87.875,-8.5625,-4.32525,76.965,74.7425,38.53,30.5425,242.6,259.625,-8.72,1.87325
4,21.75,102.430775,88.15,-8.64,-6.0705,43.585,47.2725,17.825,16.1025,246.675,259.475,-8.8925,1.65325
4,22.25,102.42355,88.85,-8.805,-6.611,25.72,25.145,6.938,6.2125,248.975,259.1,-9,1.645
4,22.75,102.42645,89.85,-9.0325,-6.2425,13.575,11.99,1.69125,2.382,249.3,258.4,-9.17,1.39025
4,23.25,102.428775,90.025,-9.325,-5.681,6.909,6.7415,-1.8115,-0.161,250.5,258.4,-9.2875,1.22175
4,23.75,102.44245,89.8,-9.6325,-7.14925,6.89975,6.734,-3.1905,-2.32025,246.5,256.95,-9.66,1.0785
5,0.25,102.0546,95.7,-1.5935,-2.316,43.12124646655,37.655,16.89,13.615,286.55,298.1,-1.2455,7.178625
5,0.75,102.04275,95.85,-1.715,-2.482,36.11,33.255,13.835,11,285.55,297.5,-1.395,7.0156875
5,1.25,102.0426,95.95,-1.819,-2.6995,34.48,29.475,11.78775,10.16,286.05,297.65,-1.417,6.92325
5,1.75,102.04905,95.75,-1.882,-2.2785,34.53,30.5466359095324,12.85,10.72,287.6,297.35,-1.3395,6.7585625
5,2.25,102.0377,95.95,-1.8065,-1.9275,40.4,34.81,14.955,12.53,286.55,296.5,-1.346,6.75625
5,2.75,102.04985,95.9,-1.8735,-1.6885,48.285,43.745,20.33075,16.03,286.35,296.3,-1.3585,6.708
5,3.25,102.0633,95.9,-1.7225,-0.495000000000021,60.538072755418,57.1915367004301,26.26,20.455,285.95,296.6,-1.347,6.602125
5,3.75,102.05945,96.05,-1.877,1.29499999999998,79.59,73.84,38.281,29.32,286.5,296.75,-1.346,6.484375
5,4.25,102.0568,95.7,-2.0215,3.2,104.8,95.0915790203968,53.015,39.77,285.8,295.85,-1.4795,6.5589375
5,4.75,102.04945,95.6,-1.983,5.725,134.3,123.75,66.67,52.39,286.4,296.55,-1.2735,6.5084375
5,5.25,102.0335,95.3,-1.813,9.97,179.25,163.95,86.65,69.63,285.8,297.05,-1.149,6.520875
5,5.75,102.021425,95,-1.87125,14.1,228.85,212.375,111.075,89.95,287.125,297.75,-1.0085,6.799
5,6.25,102.0209,94.725,-1.828,19.625,304.724167115359,273.506230054114,147.725,115.7,288.475,297.525,-0.90425,6.84066666666667
5,6.75,102.018375,94.4,-1.65225,27.25,372.425,338.9,177.15,142,288.05,299.225,-0.524,7.064
5,7.25,102.01115,93.925,-1.46775,32.8,454.625,414.75,213.725,170.725,288.45,299.45,-0.30175,7.1495
5,7.75,102.003025,93.7,-1.397,39.85,541.325,499.925,255.725,207.625,288.175,300.125,-0.18025,7.2415
5,8.25,101.997575,92.925,-1.13975,47.775,625.512767532643,581.125,290.225,237.075,286.75,301.15,0.12125,7.364
5,8.75,102.006625,92.7,-1.0725,56.4,717.625,658.85,330.19,273.5,287.825,301.725,0.3535,7.398
5,9.25,102.0049,91.9,-0.778,63.6,801.5,750.65,378.875,305.825,288.65,302.9,0.6825,7.41175
5,9.75,102.00445,91.4,-0.634,68.1,900,843.5,420.3,344.95,288.4,303.45,0.8805,7.535625
5,10.25,102.0123,90.5,-0.318,78.9999999999999,987.75,916.111322325517,472.88,383.4,287.85,304.35,1.1355,7.66725
5,10.75,102.0251,90.05,-0.16525,83.2,1041.25,982,489,404.9,287.8,304.9,1.256,7.86175
5,11.25,102.0168,89.6,-0.065,92.075,1128.01456117916,1044,533.5,430.3,288.3,305.3,1.338,8.03575
5,11.75,102.04035,89.1,0.16,96.2,1146.9453762283,1078,555.2,448.5,288,305.65,1.5045,8.22025
5,12.25,102.0334,88.8,0.194,103.3,1198,1150,595.5,475,287.9,306.2,1.66,8.35025
5,12.75,102.0508,88.7,0.307,107.5,1243,1159,592.2,480,288.5,306.5,1.864,8.532
5,13.25,102.0551,88.5,0.373,106.45,1239.36585341231,1163.5,599.05,485,287.9,306.45,2.008,8.539
5,13.75,102.0689,87.7,0.395,112.6,1271,1173,621.95,485.7,288.85,306.6,2.216,8.932
5,14.25,102.071725,87.425,0.4365,114.45,1242.5,1145.5,599.225,473.8,290.4,306.5,2.224,9.767875
