DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_2_1_1,G_3_1_1,NEE
1,7.25,-0.091,-1.25175,-10.43363096,-6.4,-6.542975,-3,399.7,3.8,89.8299,-7.08,0.17,-4.53725,-6.361,-5.8505,78.70025,0,0,0,234.465,280.785,-49.638335,-1.6355,-0.4775,0.3725,1.15,2.4375,4.03,0.06,0.26,0.3,0.06,0.7675,-13.71047,-3.00338,0.194
1,7.75,-0.295,-0.3765,-10.794,-6.4,-6.188075,-3,399.8185,3.90874,89.83665,-7.0725,0.1688975,-4.375,-6.9135,-6.1885,79.32,6.34615,0,0,227.655,279.3825,-47.555,-1.6325,-0.5255,0.3075,1.14,2.441,4.032,0.05825,0.29,0.268313103,0.06,0.72741,-14.15467,-3.003275,0.551
1,8.25,-0.488,-0.65675,-6.94812,-6.4,-5.964225,-3,401.25,3.825,89.863,-6.79,0.17810087225,-3.7945,-7.2185,-6.012,78.75775,35.5733325,12.6475,2.215,227.67,281,-22.9795,-1.704,-0.61,0.2925,1.075,2.4165,4.015,0.057025,0.28,0.2875,0.07,0.6645,-13.316685,-3.004,-0.409
1,8.75,-0.4485,-0.855,-7.636235,-5.3219,-4.8,-3,399.534,4.10071,89.81925,-5.42,0.22,-3.1435,-6.0195,-4.956825,75.16,82.758335,39.09,7.2675,230.83,286.69167,9.6675,-1.729,-0.789,0.0525,0.87,2.295,3.855,0.06,0.28,0.28,0.08,0.53,-8.9582,-3.00357,-0.65475
1,9.25,-0.865,0.3705,-6.4875,-5.3,-4.6,-3,399.69515,4.625,89.7828,-3.939175,0.21,-1.5147175,-4.53025,-3.57,70.83,136.276665,66.07165,11.095,236.1425,295.5824975,30.0925,-1.615,-0.71,-0.03,0.865,2.233,3.805,0.07,0.25,0.2752,0.1,0.41,-5.6821925,-3.00332,-0.87975
1,9.75,-1.013467,3.2055,-0.004,-4.3,-3.5,-3,398.2275,4.8,89.75075,-2.50064,0.19,-0.44677,-3.1439425,-2.173,64.29,202.19,99.3,19.435,240.7,301,50.15,-0.997,-0.54,0.03,0.86,2.25,3.901,0.107725,0.3,0.29,0.16,0.39,-5.128725,-3.0025725,-0.42025
1,10.25,-1.52025,5.11895,8.69,-3.2,-3.1,-2.925,395.635,4.63615,89.695625,-1.3576,0.197625,0.5217625,-2.135,-1.077975,59.682,242.17,117.78,23.67,244.9075,305.716675,71.4380825,-0.638,-0.372,0.1775,0.952,2.3085,3.9555,0.1230871395,0.351,0.35,0.21,0.513,-3.833,-2.951395,-1.075
1,10.75,-1.5255,5.4075,10.96025,-3.2,-3.1,-2.625,395.18265,4.6483,89.6325,-0.40257,0.22,0.999585,-1.549,-0.339075,56.288335,279.415025,137.2525,27.427,247.0975,310.75,84.812475,-0.238,-0.28775,0.215,0.9775,2.335,3.96,0.150865,0.40205,0.4,0.25,0.5585,-3.0765625,-2.6517425,-0.9015
1,11.25,-1.78,7.13215,21.142475,-3.2,-3.1,-2.002,394.6355,4.57631,89.5503275,0.7,0.225,2.22331,-0.8667,-0.010025,54.91575,315.5175,149.52,28.404175,249.2441675,315.357525,92.855,-0.085,-0.13075,0.29,0.98975,2.3775,4.01,0.16005,0.45,0.44,0.284734001,0.6334,-2.5298,-2.0336,-0.85225
1,11.75,-1.69615,6.2795,21.64,-3.2,-3.1,-2.001475,394.60075,4.39712,89.46,1.063051682,0.2375,3.26515,-0.407,0.762,51.71,347.244175,173.49,32.42975,251.7425,319.2108325,103.8325,0.16,0.059,0.44,1.1665,2.47,4.1,0.17,0.4696875,0.4875,0.29,0.69,-2.051335,-2.00278,-1.53525
1,12.25,-1.525,7.969,22.29175,-2.984875,-3.1,-2.0011,393.254,4.16366,89.450775,1.597827002,0.227677617,3.931225,0.078,0.98,50.735,356.12,174.342475,34.005025,253.8575,320.615,109.175,0.285,0.17725,0.572,1.18075,2.48925,4.13725,0.1795,0.505,0.498005,0.299305,0.71,-2.04985,-2.0021,-1.536
1,12.75,-1.459136,7.38175,24.1,-2.153625,-3.1,-2,392.64955,4.1,89.39283,1.94,0.2239825,4.32645,0.4375,1.253,49.063,318.2,156.8,30.6825,255.3191675,322.47,104.758325,0.39775,0.2025,0.5765,1.169,2.5125,4.13075,0.19,0.5175,0.519505,0.301125,0.75,-2.04867,-2.00196,-1.3965
1,13.25,-1.356,8.09430912125,23.39115,-2.1263325,-3.1,-2,392.8687,4.222275,89.4257,2.25633252975,0.20905699975,5.1648,0.983,1.67,47.94,319.23,158.25,31.05,256.27,323.3,94.01472719,0.34575,0.29275,0.6015,1.19825,2.4915,4.1175,0.187,0.51,0.512025,0.3106,0.728,-1.777345,-2.001875,-1.2805
1,13.75,-1.2930045,6.9,21.47,-2.12646,-3.1,-2,392.589,4.307375,89.405,2.43615,0.1945526355,5.33593,1.25,1.84,46.9625,292.5475,142.2749975,26.545,255.4,324.2325,85.185025,0.34475,0.32625,0.59,1.20275,2.5,4.1375,0.19,0.49,0.5279775,0.294541215,0.81,-2.0488775,-2.0015,-1.0865
1,14.25,-1.253,5.6275,12.34178684,-2.1,-3.1,-2,391.87675,4.4,89.4,2.550125,0.1806375,5.2891,1.41,1.98635,47.428,264.45,121.63165,23.77,254.735,324.95,74.083335,0.47,0.488,0.73,1.32,2.5225,4.184,0.19,0.52,0.48005,0.27195092575,0.8047,-2.04867,-2.0015,-0.909
1,14.75,-1.085172,5.7884599205,6.99,-2.1,-3.1,-2,391.443975,4.3,89.41,2.78,0.147375,5.0793125,1.4825,2.2797,46.275,212.4525,100.05,19.9085825,253.1,324.04,57.1350025,0.52,0.535,0.7605,1.32,2.625,4.234,0.17610257925,0.462115,0.48,0.27,0.83,-2.0489925,-2.0013,-0.70075
1,15.25,-0.996,3.23,1.028,-2.1,-3,-2,391.5267,4.2880525,89.43,2.786813443,0.14,5.0956,1.375,2.09,45.485,154.09,75.21,15.272315,253.16,322.1825,29.6125,0.53,0.5505,0.7975,1.39,2.642,4.23,0.165,0.42555,0.42,0.23992,0.78408,-2.050305,-2.0014,-0.46175
1,15.75,-0.64875,1.002575,-10.865,-2.12641,-3,-2,391.82155,4.325,89.442075,2.54129212625,0.12,4.47168,1.2,1.8,45.155,113.53,54.02,10.8880825,252.4525,319.815,5.2349559105,0.495,0.4925,0.80325,1.38,2.62,4.2,0.14,0.38,0.375335,0.19,0.76303,-2.05086,-2.00141,0.08725
1,16.25,-0.42,0.1325,-23.648126345,-2.1,-3.1,-2,392.705,4.39524779125,89.4664275,2.23,0.15,3.68924,1.045,1.5775,47.6925,53.47725,23.9024975,4.4977525,249.73335,317.701665,-38.765,0.4065,0.48,0.81075,1.39,2.63,4.21,0.10025,0.37,0.35814,0.14,0.6828802325,-2.05125,-2.00142,0.59225
1,16.75,-0.27075,-0.6874325,-32.1275,-2.12729,-3.1,-1.65,392.938,4.4,89.523245,1.719715,0.22,2.428965,0.534,0.896825,51.123325,13.66,0,0,248.895,314.4575,-66.9977939975,0.327,0.4135,0.7995,1.39,2.66,4.21,0.08,0.385,0.32,0.092335,0.7975,-3.07424,-2.001735,1.3475
1,17.25,-0.18,-0.75,-28.9835,-2.7,-3.1,-1.375,394.681,4.4,89.56112,0.92,0.22057,0.97665,-0.149475,0.346975,56.9429975,0,0,0,243.545,309.1225,-67.731725,0.1535,0.302,0.78,1.38,2.604,4.19,0.07,0.3129,0.3207,0.07013,0.84,-3.074995,-2.002,1.04675
1,17.75,-0.025,-0.91,-28.07275,-3.119,-3.1,-1.625,395.87675,4.5,89.59038,0.16,0.2456,0.5905,-0.85835,-0.4325,62.03125,0,0,0,244.42,304.9999975,-66.178325,0.04,0.27,0.7475,1.39,2.65,4.195,0.069,0.33,0.335,0.07,0.903757214,-3.076015,-2.00209,0.97625
1,18.25,0.0675,-0.88,-26.6813,-3.2,-3.85,-1.9,397.073075,4.554955,89.59611,-1.04,0.23,0.3421,-1.714,-1.033,65.58,0,0,0,242.291675,302.566675,-64.3525,-0.0345,0.245,0.7025,1.39,2.604,4.176,0.06,0.31,0.3025,0.07,0.9025,-3.076135,-2.00209,0.973
1,18.75,0.05475,-0.4172215495,-30.14,-3.2,-4.100275,-1.9,397.8,4.6,89.6215,-1.8325,0.22,-0.32655,-2.23,-1.78,67.86615,0,0,0,240.99,301.6424975,-61.82,-0.125,0.231,0.71875,1.37,2.6455,4.155,0.06,0.2873,0.29,0.06699514225,0.839775,-3.7597,-2.002155,0.978
1,19.25,0.087,-0.5785307965,-23.435,-3.2,-4.1007,-2,398.95,4.521255,89.63515,-2.353585,0.2,-0.46613,-2.65075,-2.404,68.959175,0,0,0,238.585,300.116665,-61.745,-0.235,0.2265,0.689,1.35,2.59,4.11,0.0588,0.2869225,0.288925,0.0635225,0.8549075,-3.15359,-2.0021775,0.98825
1,19.75,0.0744,-0.66285,-26.51031032,-3.2,-4.175375,-2,399,4.6022825,89.6375,-2.5699,0.21,-0.80689,-2.88,-2.551825,71.79333,0,0,0,238.315,299.7,-61.52835,-0.32,0.22,0.69,1.33,2.573,4.1235,0.0595,0.2775,0.2722,0.067,0.8076,-3.17879,-2.0023,1.0035
1,20.25,0.105,-0.793,-28.001,-3.95536,-4.8,-2,400.005,4.58393,89.6215,-2.755,0.199081801,-1.423,-3.098975,-2.76,72.17925,0,0,0,236.4725,298.455825,-61.2325,-0.375,0.184,0.69,1.33,2.57,4.108,0.06,0.27,0.29525,0.07,0.8,-3.623755,-2.0026,0.9895
1,20.75,0.05,-0.6135,-22.8236975,-4.3,-5.1,-2,399.87325,4.5607325,89.69,-3.00989,0.18823,-1.6206,-3.375,-3.002925,73.114,0,0,0,236.067475,297.194175,-60.9475,-0.4665,0.15,0.67125,1.29,2.55,4.09,0.054225,0.2607,0.28293329225,0.06,0.7725,-4.0671,-2.0026,0.89975
1,21.25,0.17,-0.6005,-15.745,-4.3,-4.850375,-2.001425,400.6,4.4,89.6930675,-3.2,0.2073006645,-1.5197,-3.607175,-3.2773,73.86025,0,0,0,235.383325,295.805825,-59.4625,-0.57025,0.0775,0.64,1.29,2.54225,4.0755,0.06,0.28,0.295875,0.069025,0.8064625,-4.10128,-2.0026,0.57675
1,21.75,0.148,-0.842125,-13.65,-4.29182,-5.1,-2,400.2927,4.4,89.717,-3.483406185,0.2002,-1.705475,-3.6949,-3.405,74.57,0,0,0,237.86665,294.9,-58.448335,-0.62,0.028,0.6075,1.2665,2.5255,4.05,0.05109,0.28,0.3,0.06,0.79,-4.3573925,-2.0026825,0.5635
1,22.25,0.17925,-0.822,-10.07,-4.25635,-4.60075,-2.002,401.2,4.4,89.715,-3.5108,0.2075,-1.60349,-3.934525,-3.565,76.039,0,0,0,238.2,293.325,-56.015,-0.688,-0.001,0.5995,1.262,2.53,4.02,0.050675,0.26555,0.278775,0.06,0.7636,-3.922615,-2.0027075,0.606
1,22.75,0.19,-0.37945,-17.27,-4.268125,-5.1,-2.002,400.2,4.3,89.695,-3.8369,0.199159571,-1.741915,-3.98165,-3.56425,77.5805,0,0,0,238.775,293.2,-55.275,-0.80175,-0.0225,0.613,1.265,2.497,4.0225,0.058,0.26935,0.31,0.06,0.76551,-4.016125,-2.0028,0.1885
1,23.25,0.22,-0.5825,-19.87,-4.27865,-5.1,-2.02695,400.9,4.33373,89.72,-3.799,0.2,-1.76643,-4.2,-3.916025,77.115,0,0,0,236.62,292.435,-56.23,-0.9275,-0.0745,0.5945,1.27,2.54,4.02,0.056,0.24182,0.28,0.0564,0.8,-6.15273,-2.00277,0.59225
1,23.75,0.18975,-0.550675,-19.0872,-4.3,-5.5247,-2.177025,400.275,4.3,89.7285825,-3.925005,0.19,-1.94204,-4.41885,-4.036,77.676,0,0,0,237.6324975,291.88,-56.755,-0.976,-0.086,0.58625,1.251,2.527,4.025,0.054625,0.25,0.2971025,0.06,0.838955518,-6.15059,-2.002745,0.751
2,0.25,0.3336,-0.695225,-45.982575,-10.3,-10.224,-3,400.4,3.976735,89.076595,-3.32,0.19,-4.4194,-3.918225,-3.384925,70.59475,0,0,0,240.135,293.03,-63.49333,-0.616,0.174,0.846,1.48,2.45,3.756,0.06139,0.36,0.3604325,0.07,0.87,-21.88167,-3.0042975,0.745
2,0.75,0.275,-0.725075,-43.946,-10.6,-10.251,-3,401,4,89.065,-3.4838,0.190785,-4.43474,-4.208925,-3.528975,70.47425,0,0,0,240.82,291.83,-62.83,-0.68,0.169,0.85,1.46,2.444,3.752,0.06,0.3324425,0.35601,0.0729203735,0.89,-22.1044975,-3.003535,0.6295
2,1.25,0.27,-0.538275,-36.705,-10,-10.3,-3,401.25,3.991825,89.06,-3.7123125,0.19212,-4.47675,-4.411275,-3.83,71.302525,0,0,0,240.935,292.29,-61.27,-0.757,0.16,0.853,1.44,2.44,3.72,0.06,0.3324,0.33555,0.07,0.83,-21.2792225,-3.0040725,0.55175
2,1.75,0.32,-0.7597,-38.3669,-9.6,-10.227,-3,401.687,4.00933,89.074,-3.88867,0.19,-4.46297,-4.579225,-3.928275,71.8525,0,0,0,240.285,291.56667,-62.01,-0.931,0.112,0.84,1.433,2.444,3.718,0.06,0.32,0.37,0.0694975,0.85881,-21.63956,-3.0038475,0.63825
2,2.25,0.3025,-0.5525,-40.05,-10.6,-10.2905,-3,401.34075,4.01102,89.0936125,-3.695,0.2,-4.3807,-4.8477,-3.942,71.986665,0,0,0,237.7,291.0858325,-60.8308325,-1.0125,0.091,0.8355,1.41025,2.438,3.72,0.065305,0.3175,0.36211,0.07,0.84,-21.751015,-3.003735,0.90925
2,2.75,0.2427525,-0.4723631275,-40.7485,-10.6,-10.0368,-3,400.7,3.8670075,89.088025,-3.77,0.19,-4.26583,-4.80925,-4.145,71.8645,0,0,0,236.92,290.53333,-60.07,-1.066,0.0595,0.809,1.41825,2.443,3.69325,0.0605,0.340404923,0.36,0.0631,0.8595,-22.3017,-3.00431,0.5295
2,3.25,0.335,-1.274945,-38.16699036,-10.81075,-9.5,-3.0018,400.2585,3.8,89.10327,-4.155,0.19,-4.304095,-4.795,-4.28,71.33,0,0,0,236.3275,289.4,-60.88,-1.0745,0.047,0.792,1.41775,2.44575,3.70625,0.07,0.3308498595,0.37865,0.07,0.89,-20.61156,-3.00523,0.32425
2,3.75,0.3621,-0.6625,-42.20548,-10.6,-9.88275,-3.00265,400.8,3.8,89.058205,-4.29835,0.190215312,-4.504235,-4.97665,-4.2737,71.72,0,0,0,236.73333,289.37,-60.2,-1.214,0.0175,0.766,1.391,2.456,3.719,0.06,0.3,0.4276,0.07,0.88075,-21.56864,-3.00557,0.3935
2,4.25,0.1935,-0.705,-37.953866985,-11.696,-9.375,-3.252325,401.346,3.7462275,89.052425,-4.565,0.1908637795,-4.465995,-5.095,-4.443175,70.565,0,0,0,237.23333,289.27,-59.1224975,-1.27,-0.024,0.73,1.395,2.44,3.743,0.06,0.31675,0.34086,0.07,0.88025,-19.4887,-3.00569,0.489
2,4.75,0.16,-0.8129,-32.18926219,-11.2,-9.206325,-3.01935,401.55,3.7776,89.04305,-4.48773,0.184354832,-4.444385,-5.23575,-4.6435,71.32275,0,0,0,239.0475,288.5825025,-57.4499975,-1.29,-0.04,0.7,1.392,2.439,3.73,0.0641825,0.33,0.34993,0.07,0.782,-20.18092,-3.0057,0.482
2,5.25,0.11,-0.8708,-37.45885,-10.663775,-9.2,-3.0029,401.425,3.8,89.03251,-4.6297,0.2,-5.26986,-5.1678325,-4.7675,71.8372525,0,0,0,238.6175,287.8616675,-59.55,-1.389,-0.083,0.68,1.366,2.42425,3.71375,0.06,0.36095584125,0.35035,0.06585,0.84426,-22.7993,-3.00646,0.51375
2,5.75,0.118425,-0.9125,-36.598108915,-10.643525,-9.05,-3.55,401.9,3.8,89.02615,-4.84,0.2,-5.7113925,-5.298,-4.854,72.25165,0,0,0,235.53,287.435,-58.6035,-1.5285,-0.18225,0.67,1.37975,2.43075,3.7335,0.06655,0.35,0.372105,0.07,0.791575,-18.463,-3.006675,0.49525
2,6.25,0.0955,-0.69,-37.4441362,-10.6,-9.05,-3.75,404.82,3.697675,89.04,-4.85455,0.199823702,-5.5416425,-5.41,-4.995,71.622,0,0,0,234.67,287.88,-57.723335,-1.52,-0.18,0.644,1.379,2.44,3.71,0.06956646225,0.3266025,0.36,0.07,0.8075,-19.892,-3.006345,0.493
2,6.75,-0.1775,-0.29,-33.02738555,-10.6355,-9.2,-4,401.84325,3.7074,89.03866,-5.035,0.19,-5.704315,-5.704,-5.175,71.67,0,0,0,236.07,286.766665,-56.454835,-1.5,-0.226,0.641,1.3675,2.43175,3.7295,0.064302223,0.340472502,0.3575,0.064805,0.81,-19.90055,-3.00693,0.52025
2,7.25,-0.199035,-0.29,-30.59601,-10.68425,-8.43655,-4,401.6,3.71612,89.0567225,-5.08,0.188915,-5.354085,-5.7,-5.201,70.726665,4.359,0,0,238.13333,287.331665,-52.411665,-1.59,-0.299,0.6195,1.362,2.41225,3.68825,0.07,0.3185375,0.337755,0.07,0.798,-17.78654,-3.00681,0.24875
2,7.75,-0.358,-0.244,-22.61,-10.7956575,-8.2,-4,401.6,3.885975,89.08,-4.663625,0.17987,-4.21736,-5.351,-4.949175,69.38665,31.55333,12.343,3.125,236,289.516665,-24.8165,-1.372,-0.345,0.55,1.2655,2.364,3.58825,0.066625,0.34,0.30196,0.08,0.73,-16.11335,-3.0059,-0.06975
2,8.25,-0.63,0.5942720915,-12.1445,-10.367035,-8.2,-4,400.946,4,89.08125,-3.44,0.1845925,-3.6567,-4.7253,-3.9875,67.603335,91.663,44.0733,10.51575,237.17,296.151665,10.117185,-1.2,-0.36,0.4925,1.1835,2.2875,3.5175,0.08,0.29745,0.29,0.11,0.5198,-8.448,-3.022415,-0.57325
2,8.75,-1.42433975,3.704025,-3.91,-8.5,-8.2,-4,400.125,4.0104175,89.0657125,-2.281215,0.1916901275,-2.4123,-3.4075,-2.7635,64.703325,138.7335,72.765,15.8775,238.8475,303.9000025,29.5825,-0.973,-0.367,0.4435,1.124,2.274,3.484,0.11,0.334,0.34,0.17,0.49,-4.20363,-3.205055,-0.39975
2,9.25,-2.1285,5.5654770525,6.3630782635,-7.44723,-8.075,-3.3015,399.025,4.2078325,89.09,-0.86596,0.2330825,-1.35025,-2.2475,-1.604,60.5,211.01,103.12,24.285,245.2275,309.3225,57.555,-0.559,-0.22475,0.46675,1.17,2.291,3.51,0.14,0.4274475,0.3896625,0.24,0.569,-3.365975,-3.0043,-0.5825
2,9.75,-2.105,12.24356,20.11043,-5.600415,-6.375,-3.002325,398.225,4.038625,89.1,-0.0413,0.247446009,-0.3341925,-1.211025,-0.47825,56.97,292.015,142.705025,28.76085,245.3175,314.94,86.7224975,-0.3305,-0.1125,0.4725,1.1625,2.307,3.5425,0.169499742,0.5052,0.4625,0.29,0.735,-2.64726,-3.0031,-0.6745
2,10.25,-2.2525,13.47891,33.355,-4.255215,-4.839625,-2.950225,397.659,3.89739910975,89.12,0.325,0.26,0.306955,-0.67485,-0.159,52.9375,350.73335,169.015,31.57,248.0750025,317.713,113.77,-0.13,0.01,0.511,1.211,2.3535,3.5655,0.19725,0.54739,0.58,0.33,0.83131680425,-2.0507175,-3.0019625,-0.70875
2,10.75,-2.516883,16.40255,47.71621535,-3.19152,-3.07715,-2.2014,397.65,4,89.110375,0.94052,0.27,1.200895,-0.104335,0.35,51.28,390.1765,192.248335,34.19665,247.96,320.385,131.9308325,0.0175,0.1575,0.59425,1.2435,2.3605,3.5595,0.21765,0.58,0.65245140675,0.3562630995,0.919906918,-2.0502225,-3.0017375,-0.81925
2,11.25,-2.45,18.082925,52.9725,-2.127705,-2.2,-2.00155,397.6,4,89.1075,1.505,0.28,2.064575,0.2125,0.65,48.46,438.082525,223.38,39.00625,254.364175,323.5225,141.67983025,0.117,0.269,0.661,1.2925,2.3675,3.59775,0.24,0.635025,0.6675,0.38494459675,1.026,-2.04942,-3.00195,-0.9775
2,11.75,-2.46,18.39725,56.67405,-2.1,-2,-2.00055,397.40175,3.94238,89.0593725,1.93640847925,0.29055,2.3708,0.49,1.12,46.55,469.93,243.67,41.498,256.1,325.66667,150.63,0.28,0.405,0.756,1.34975,2.4095,3.699,0.25,0.66865,0.727755,0.3956535415,1.05,-1.8444,-3.00105,-1.3165
2,12.25,-2.50875,20.5064675,64.02845619,-2.1,-2,-2,397.477,3.9,89.03176,2.34431,0.2924069465,2.52233,0.8767,1.33,44.9767,522.66667,259.3,43.09,255.67,326.66667,169.2,0.395,0.4815,0.815,1.36625,2.41,3.691,0.252525,0.69862,0.751065,0.400285131,1.107,-1.0258,-2.998805,-1.005
2,12.75,-2.745,19.2595,64.2215,-2.1,-2,-2,396.92475,3.9,88.9847875,2.715,0.30975281575,1.93967,1.018,1.5785,42.635,510.015,247.24,40.295,256.05,327.466665,155.73335,0.459,0.53075,0.851,1.3575,2.4095,3.71225,0.27676427725,0.7875,0.802358277,0.43,1.243275,-1.0254,-2.71662,-1.405
2,13.25,-2.3901025,19.65843628,55.337245,-2.1,-2,-1.925425,396.9,3.9,88.9472125,2.685065,0.279125,2.117945,1.0715,1.77425,42.29415,519.466675,254.915,38.5249975,255.392475,327.3975,158.1975,0.575,0.657,0.901,1.404,2.46,3.762,0.2660049525,0.73,0.8470240635,0.41,1.17,-1.0257,-2.53282,-0.64675
2,13.75,-2.4916,19.13395,46.6645,-2.1,-1.925,-1.775225,396.67725,3.91917,88.936,2.65308235675,0.26,2.46366,1.19175,1.8955,41.200835,450.135,232.25,36.615,256.24,327.3858325,134.2925,0.7,0.67,0.94775,1.4,2.443,3.79,0.2915,0.795475,0.8117,0.43,1.1385325,-2.04883,-2.183875,-0.43975
2,14.25,-2.335,17.61530284,39.2913,-2.1,-2,-1.05055,396.375,3.94096,88.914355,2.606335,0.216425,2.124365,1.33025,1.74,40.51,394.042525,197.7925025,33.225,259.94525,325.99167,117.414975,0.6865,0.74575,1.019,1.4575,2.47,3.8315,0.28,0.75,0.79419,0.411635,1.26,-2.04952,-2.00165,-0.4575
