DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.048925,-33.488725,0.6387,-0.2816,-62.6048,-0.9297,65.55715,383.765725,0.11225,-62.609975,-9.6674,-4.11015,0.034275,-0.499525,0.331675
1,0.75,0.049775,-33.511675,0.66375,-0.029475,-60.7578,-3.30575,65.971775,383.706025,0.11225,-61.44035,-8.098025,-3.844075,-0.032825,-0.5838,0.3334
1,1.25,0.058025,-33.672675,0.568575,-0.170175,-59.8357,-2.25525,66.0462,383.620175,0.11,-60.516375,-9.651375,-4.0605,0.027475,-0.795025,0.3343
1,1.75,0.05545,-33.683325,0.7051,-0.887275,-67.71405,-2.36665,66.12495,383.5997,0.11,-60.2769,-7.5472,-4.1898,-0.023575,-0.681925,0.337
1,2.25,0.0607,-34.049,0.6176,-0.05175,-71.2887,-1.13565,66.1428,383.597025,0.11225,-60.12915,-9.855225,-3.8259,-0.01365,-0.452875,0.339
1,2.75,0.0648,-34.0498,0.60225,-0.122675,-65.832,-1.18525,67.26475,383.606675,0.12,-58.886575,-9.66265,-3.754,-0.0466,-0.47555,0.333
1,3.25,0.04115,-34.24155,0.6056,-0.0913,-70.0505,-1.358625,67.313,383.600575,0.12,-57.508925,-18.5,-3.5289,-0.034225,-0.3137,0.331
1,3.75,0.0567,-34.2949,0.43655,-0.1035,-61.14245,-1.3614,67.316475,383.571975,0.11,-61.5676,-18.3522,-3.5079,-0.00457499999999999,-0.4249,0.332
1,4.25,0.06605,-34.404825,0.647,-0.2761,-69.4498,-1.3287,67.221025,383.5338,0.11,-61.1837,-18.2018,-3.6115,0.01745,-0.4505,0.332075
1,4.75,0.0585,-34.5236,0.8538,-0.0916,-68.1321,-1.3029,66.983275,383.5401,0.11,-61.068975,-19.14825,-3.34125,-0.03285,-0.341775,0.32905
1,5.25,0.06025,-34.744825,0.7339,-0.1523,-65.058725,-2.415675,67.0004,383.5386,0.11,-61.227125,-19.345,-3.58525,-0.015975,-0.40095,0.328
1,5.75,0.0764,-34.8368,0.45345,-0.1442,-66.52925,-2.48845,66.78495,383.4818,0.11,-59.487175,-19.38065,-3.40825,0.08135,-0.575575,0.326
1,6.25,0.0501,-35.11405,0.74195,-0.2604,-66.0396,-1.1563,66.587275,383.4919,0.11,-56.645675,-18.694875,-3.40975,0.016275,-0.524425,0.324
