DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0.221971927,0.0703203065,0.007507506,-22.50877362,-22.97830889,-24.163963125,-24.35999529,78.6,79.5474196,77.92551037,79.0100929,99.02455816,-3.18366,-3.191826923,-3.139902228,-2.096529968,-0.709267111,0,213.7533963,221.0146367,0.106761463,-4.590319991,-0.17326052,0.610296,0.383703,0.334469,0.156742,0.37391,0.024460244,2.013625786,0,394.392,446.92,395.816,446.84,2008.7861835,1917.541803,2012.7426655,1923.34,2195.5
1,0.75,0.219557013,0.0631049675,0.005671921,-22.405,-23.230332815,-24.24606064,-24.331,78.73849405,79.40221255,77.90862722,79.04071798,99.03927908,-3.173322,-3.189423077,-3.100125624,-2.0963722395,-0.5608531995,0,215.5921583,220.8162576,0.108282734,-6.308097926,-0.048255236,0.611404,0.386594,0.331141,0.152646,0.369498,0.0722835015,3.807766673,0.504336722,392.608,446.88,396.148,446.8,2009.1494465,1919.235009,2016.704071,1925.08,2193.5
1,1.25,0.22375,0.0670670535,0.010676925,-22.268,-23.18704408,-24.414,-24.178,78.348,79.276,77.82268738,79.07751108,99.03927908,-3.18297,-3.189903846,-3.081198936,-2.096214511,-0.597172865,0,214.9406227,221.313232,0.108634372,-6.767393898,-0.6472036955,0.577843,0.365628,0.31923,0.154459,0.377281,0.018568986,7.507172437,-0.5990318325,393.024,446.64,394.364,446.68,2009.9438635,1914.58,2016.099289,1920.78,2190
1,1.75,0.23375,0.0865446525,0.012596344,-22.31219256,-22.95046259,-24.20874851,-24.063184275,78.40617135,79.23718182,78.037,79.18081328,99.05492,-3.2188914,-3.191346154,-3.034703419,-2.095899054,-0.629315566,0,214.6468742,221.868694,0.110948045,-5.847908674,-0.409324351,0.583886,0.381287,0.326959,0.154692,0.35597,0.125910442,8.963669439,0,391.592,446.52,392.86,446.52,2017.560952,1916.15,2017.74036,1920.0485725,2180
1,2.25,0.24625,0.079162472,0.014180428,-22.56617936,-22.66966618,-24.08,-23.99481321,78.38314255,78.996002,78.11486171,78.84413295,99.0690328,-3.251232,-3.191346154,-3.0780921715,-2.096529968,-0.675953967,0,215.0058791,221.0352051,0.104389728,-4.2309723135,-0.3917438625,0.624708,0.352275,0.3186775,0.149815,0.322535,0.055376016,4.086577111,-0.072513409,390.916,446.44,393.492,446.4,2024.009791,1915.1190095,2018.196747,1918.857588,2178
1,2.75,0.238488441,0.08120619,0.013347094,-22.706,-22.7555,-24.226672855,-24.108998775,78.43978095,79.30335882,78.04459867,79.125,99.0632,-3.262998,-3.190384615,-3.000745678,-2.095899054,-0.6241158735,0,215.7704505,222.2938067,0.1087511865,-5.24609102,-0.430203976,0.5882945,0.3687015,0.3196465,0.153201,0.347767,-0.034552267,4.695080046,-0.07352801,391.608,446.28,393.856,446.24,2019.537209,1914.53,2010.488032,1915.549394,2183
1,3.25,0.238075528,0.0832918125,0.010676925,-22.66743608,-23.188609535,-24.12314726,-24.157001,78.35404535,79.30643728,78.11987582,79.05323975,99.05952092,-3.239466,-3.191346154,-3.02964733,-2.095583596,-0.624061726,0,213.0627258,221.7198727,0.10647157,-5.055644518,-0.3184164895,0.6012715,0.368912,0.319424,0.151905,0.2932625,-0.08834031,6.010689952,0,391.396,446.16,393.348,446.12,2011.736194,1912.531475,2007.300219,1918.4808735,2181
1,3.75,0.211549007,0.074240476,0.011427675,-22.55546689,-23.26703865,-24.25967588,-24.189999,78.20403042,79.31066378,77.811,78.7370967,99.0632,-3.23820519,-3.190384615,-3.0162038955,-2.095583596,-0.5372501515,0,213.3710458,220.9734868,0.107015507,-4.945429885,-0.132072041,0.579157,0.357999,0.305865,0.1486385,0.2878215,0.0602806865,4.78496981,0.071222547,392.232,446.04,392.42,446.08,2014.960614,1914.2614075,2009.759937,1918.86,2182.5
1,4.25,0.2095845425,0.0665665535,0.008925173,-23.18712605,-23.51039507,-24.457871905,-24.42760718,77.95466878,79.0459548,77.9174745,78.792999,99.058232,-3.253026735,-3.173076923,-2.906534492,-2.095583596,-0.574323016,0,213.9207634,220.2019086,0.107335467,-3.4914364645,-0.138753285,0.586389,0.366007,0.309147,0.151347,0.255787,0.05411079,0.523126473,0.221788466,391.848,446.08,393.564,446.12,2005.779075,1913.60649,2003.224003,1920.83,2186
1,4.75,0.206206165,0.067150887,0.009342466,-23.171,-23.652,-24.54095969,-24.33031131,78.173,78.99247398,77.728,78.75813152,99.0360232,-3.22452,-3.1839019575,-2.998162121,-2.095899054,-0.623588457,0,213.7483098,219.8962267,0.096756267,-3.6724913095,-0.2948619285,0.57112,0.342489,0.309141,0.139876,0.276979,0.011670675,5.653597811,0.3583910415,392.244,446.04,394.292,446.04,2003.75631,1908.95,2011.528167,1916.4812135,2188.5
