DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,0.25,0,-0.0781083155,192.7853025,281.3595375,-101.194335,-6.75358645,43.381127,0,412.62852,1.64031675,-0.1891365795,-10.1227638,-103.646483,-5.596740975,-4.734059,-15.15453575,-5.08602535,0.06343079875,95.383106,0.08599724875
1,0.75,0,-0.0734208255,193.418015,280.13275,-100.6146025,-6.7213227,39.17531725,0,408.49095,1.52180075,-3.582034145,-13.79436265,-95.66569675,-1.8310196,-2.6032054,-10.843138125,-3.285449925,0.07943404825,95.3937565,0.083589257
1,1.25,0,-0.049899999,192.97908,279.28776,-100.81311,-6.9330304,54.645631,1.36255275,412.602,1.8631883,-0.178925725,-3.8965504,-88.32861425,-1.05277475,-3.2634278,-13.15401,-0.605759765,0.0938767105,95.473247,0.085594455
1,1.75,0,-0.061561103,193.32621,279.17025,-102.88535,-7.2072734,55.504163,1.0452618,413.01033,1.8966234,-0.15533667,-2.799326275,-108.0580375,-0.51678415,-3.89434735,-7.33244375,-0.483453475,0.086349686,95.553814,0.081408396
1,2.25,0,-0.099561955,194.97347,278.1441,-102.50454,-7.0319017,55.242797,1.332807625,412.801485,1.93108395,-0.09500751165,-2.525897375,-88.4247115,-0.29128375,-3.281221075,-7.28063795,-0.1750857075,0.04751426025,95.578415,0.08001281025
1,2.75,0,-0.115188905,196.2711975,276.9947175,-100.442575,-7.217172825,54.95345725,1.5181552,414.1832375,1.92085,-0.1080401055,-5.782704625,-86.58933,-0.7481260425,-2.9516588,-11.00990795,-0.282760925,0.048786725,95.59148025,0.077849605
1,3.25,0,-0.1741037625,194.757575,276.77532,-100.4608175,-7.31082425,55.3665065,1.391038,410.9668775,1.9266727,-0.744324645,-12.89870595,-70.731572,-1.98222626,-3.995751225,-9.2588945,-1.79094055,0.06572274175,95.6302315,0.0789211015
1,3.75,0,-0.212637105,195.347685,276.9611325,-100.83038,-7.67014525,55.89390375,1.4835446,413.3176775,1.90482365,-0.10672856065,-19.890134625,-82.49367,-1.00436435,-6.8309103,-9.4824573,-0.80995835,0.06064464875,95.6678795,0.07214325675
1,4.25,0,-0.1079759665,198.583595,277.04292,-102.57107,-7.612857975,55.50022225,1.420676,414.027255,1.5419955,-0.2581472075,-10.4015472,-74.25865725,-1.06285872,-4.78233775,-13.70488625,-0.39544848875,0.05401428,95.7276925,0.05929464
1,4.75,0,-0.1751090375,198.1090875,277.18753,-102.5058275,-7.4730466,56.18772,1.3330874,411.5818,1.586198425,-0.14322219,-10.33041525,-68.02624325,-1.99707252,-3.0454242,-12.597131,-0.224262215,0.07071472225,95.77690075,0.04152518675
