DOY2,HR2,USTAR,TA_1_3_1,WS,NEE,FC,SC,H,LE,G_1_1_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,H2O
4,15.25,0.509,25.835,3.1565,-6.719,-6.162,0.0135,199.59,137.51,10.76,55.55,101.7,374.511,14.52,447.3,1267,641.2,17.8075
4,15.75,0.494,25.58,2.997,-5.991,-5.541,0.007,163.354,119.9215,8.64,57.08,101.7,374.511,14.01,361,1075.667,545.5,17.62
4,16.25,0.498,25.2,3.048,-4.994,-4.757,0.005,125.037,102.38,7.125,58.27,101.7,374.887,13.66,287,864,457.2,17.6605
4,16.75,0.4725,24.85,2.9905,-3.5805,-3.586,0.0055,70.527,72.0565,5.5925,60.3,101.7,374.921,12.6,202,640.45,349.3,17.663
4,17.25,0.46,24.03,2.901,-1.882,-2.079,0.017,36.756,51.568,3.914,62.51,101.7,375.2085,11.76,112,404.3,233.7,17.973
4,17.75,0.413,23.255,2.714,-0.027,-0.456,0.032,-2.026,30.6835,1.8855,65.9,101.7,375.779,10.68,43.115,204.3475,130.05,18.22
4,18.25,0.373,22.4825,2.392,2.043,1.42,0.073,-25.61,14.821,0.3255,68.8,101.7,376.59,9.29,-11.155,69.98,42.88,18.254
4,18.75,0.317,21.9885,2.104,3.776,3.082,0.139,-34.885,4.44,-0.7865,73.4,101.7,377.821,7.89,-43.885,3.536,2.8785,18.481
4,19.25,0.277,21.62,1.928,4.279,3.49,0.122,-35.862,1.963,-1.878,74.9,101.7,380.065,6.94,-47.255,0,0.1865,18.5415
4,19.75,0.244,21.315,1.735,4.005,3.622,0.109,-36.496,1.04,-2.91,77.2,101.8,380.862,6.27,-45.17,0,0.18,18.558
4,20.25,0.231,21.165,1.633,4.2775,3.5955,0.0515,-36.305,0.4415,-3.961,77.5,101.8,380.9745,5.8,-46.225,0,0.1735,18.6465
4,20.75,0.255,20.925,1.7195,4.2,3.705,0.035,-37.4305,0.771,-4.456,78.3,101.8,382.36,5.35,-45.03,0,0.1965,18.552
4,21.25,0.249,20.675,1.71,4.164,3.6665,0.023,-35.846,0.545,-5.139,79.2,101.8,383.187,5.36,-42.81,0,0.1815,18.692
4,21.75,0.24,20.452,1.71,4.1465,3.6755,0.042,-38.44,0.9155,-5.593,80.1,101.8,383.511,5.36,-42.045,0,0.1755,18.518
4,22.25,0.215,20.35,1.565,4.115,3.5955,0.01,-37.398,0.0305,-5.915,81.4,101.8,383.77,5.21,-41.53,0,0.146,18.748
4,22.75,0.214,20.14,1.563,4.103,3.562,0.044,-37.6,-0.105,-6.144,82.7,101.8,384.401,4.7,-39.37,0,0.1525,18.6135
4,23.25,0.19,19.875,1.485,4.0195,3.319,0.066,-34.209,0.062,-6.259,83.4,101.8,387.19,4.49,-37.875,0,0.1465,18.304
4,23.75,0.189,19.78,1.427,4.196,3.489,0.077,-34.8355,-0.172,-6.416,84.3,101.8,387.5335,4.12,-36.12,0,0.153,18.237
5,0.25,0.169,22.23,1.338,4.5685,4.148,0.062,-28.3345,0.371,-5.2205,83.3,101.7,390.19,4.6,-34.585,0,0.021,21.695
5,0.75,0.162,21.85,1.211,4.552,4.008,0.099,-25.772,-0.1105,-5.5465,84.2,101.6,391.2305,4.6,-34.095,0,0.017,21.538
5,1.25,0.155,21.645,1.231,4.646,4.189,0.1205,-22.4215,-0.466,-5.647,85.6,101.6,394.742,4.11,-34.3,0,0.018,21.537
5,1.75,0.13,21.435,1.163,4.643,4.5105,0.114,-22.6295,-0.84,-5.929,86.1,101.6,395.831,3.76,-32.99,0,0.018,21.381
5,2.25,0.1245,21.327,1.105,4.699,4.162,0.0195,-22.393,-1.5025,-6.3825,86.9,101.6,396.722,3.53,-31.6,0,0.017,21.466
5,2.75,0.115,21.322,1.112,4.566,4.23,0.106,-18.635,-0.9065,-6.6325,87.1,101.6,398.294,3.33,-27.54,0,0.017,21.049
5,3.25,0.1175,21.245,1.0835,4.688,3.9915,0.1785,-20.545,-1.08,-6.7465,88.7,101.6,399.231,3.14,-25.98,-0.4675,0.018,20.879
5,3.75,0.108,20.91,0.964,4.767,3.8855,0.064,-16.2955,-0.336,-6.7565,90,101.6,401.081,2.83,-23.715,-0.489,0.017,20.6955
5,4.25,0.107,20.642,0.977,4.647,3.698,0.0845,-16.568,-1.1295,-7.0165,90.4,101.6,404.747,2.67,-22.935,-0.468,0.017,21.038
5,4.75,0.1015,20.5,0.965,4.607,4.0285,0.093,-16.228,-0.311,-7.315,90.1,101.6,407.989,2.56,-19.805,-0.431,0.019,20.808
5,5.25,0.105,20.52,0.923,4.633,3.879,0.019,-15.62,0.71,-7.33,90.8,101.6,407.2335,2.23,-15.245,0.298,0.533,21.038
5,5.75,0.1,20.7975,0.918,3.7635,3.7355,0.1535,-12.745,1.12,-7.795,91.1,101.7,408.686,2.22,-2.0755,33.851,17.01,21.37
5,6.25,0.1385,21.44,1.0435,1.386,1.5835,-0.1575,-8.6635,8.794,-7.5,90.6,101.7,406.956,2.525,31,161.8595,83.45,22.456
5,6.75,0.1905,23.04,1.2995,-2.17,-0.9505,-0.8605,3.941,32.88,-5.873,86.5,101.7,396.28,4.02,85.9,358.88,171.75,23.179
5,7.25,0.26,23.97,1.7,-5.581,-4.6505,-0.7035,30.3665,69.13,-3.398,80.8,101.7,384.624,6.025,162.2,590.5335,273.85,23.013
5,7.75,0.3305,24.915,2.0765,-7.6285,-7.044,-0.534,61.8615,95.65,-0.7075,75.3,101.8,379.0255,8.015,239.8,815,372.6,22.906
5,8.25,0.3625,25.58,2.2375,-9.732,-9.251,-0.182,99.1245,131.135,1.391,70.65,101.8,376.2335,9.755,322.7,1029.776,473.4,22.6765
5,8.75,0.371,26.235,2.257,-10.6855,-10.566,-0.054,135.076,164.814,2.237,67.21,101.8,376.254,11.49,402.9,1224,570.2,22.4285
5,9.25,0.3595,26.707,2.2485,-11.4255,-11.424,-0.0315,156.75,190.183,3.383,63.86,101.8,375.797,12.685,472.9,1337.5,652.1,22.249
5,9.75,0.38,27.18,2.371,-11.8575,-12.233,0.005,190.3285,214.2015,4.5015,61.775,101.8,376.032,14.2,541.7,1480.0005,733.5,22.101
5,10.25,0.392,27.837,2.3465,-11.853,-11.8395,-0.018,225.4,231.6475,5.831,59.925,101.8,375.076,14.8,604.3,1619.0315,803,21.973
5,10.75,0.409,28.06,2.489,-11.625,-11.1355,-0.004,245.153,236.699,7.71,58.805,101.8,374.569,15.9,644.3,1694.3165,848,22.027
5,11.25,0.424,28.45,2.493,-11.276,-11.366,0.0015,266.1165,240.37,9.53,58.35,101.8,374.6245,16.525,674.8,1757.1655,878.5,21.72
5,11.75,0.4535,28.395,2.716,-11.363,-10.766,-0.003,277.931,240.589,11.68,57.76,101.7,374.0215,16.54,698.5,1851.5,898,21.796
5,12.25,0.463,28.63,2.768,-10.5495,-10.364,0.007,282.3955,240.904,14.08,57.69,101.7,374.095,16.8,699.2,1856.5,900,21.881
5,12.75,0.476,28.57,2.865,-10.328,-10.25,-0.012,283.842,225.096,16.215,57,101.7,374.436,16.43,688.5,1795.7715,884,21.834
5,13.25,0.4835,28.522,2.937,-10.359,-10.259,-0.006,274.425,215.9885,15.08,58.38,101.7,374.239,16.285,661,1728.167,865,21.767
5,13.75,0.4975,28.595,2.956,-10.381,-10.357,-0.0045,268.466,212.202,14.23,58.435,101.7,374.1565,16.185,630.7,1708.5,824.5,21.7995
5,14.25,0.5,28.3885,3.035,-9.482,-9.405,-0.005,239.378,199.409,12.975,59.275,101.6,374.053,15.95,584.1,1594.5,784,22.148
5,14.75,0.505,28.135,3.045,-8.941,-8.843,-0.004,215.8785,179.414,11.55,60.2,101.6,374.09,15.5,528.7,1500.06,722,21.977
5,15.25,0.5095,28.03,3.0705,-8.3165,-8.446,0.002,185.097,165.2045,10.54,61,101.6,374.08,14.4,457.2,1292.3335,650,22.174
5,15.75,0.506,27.67,3.048,-7.452,-7.648,-0.002,144.426,141.175,9.63,62.1,101.6,374.137,13.89,383.5,1101,557.4,22.079
5,16.25,0.489,27.27,3.037,-6.174,-6.3075,0.0215,112.471,119.1665,8.27,63.74,101.6,374.137,13.3,308.9,915,468.9,22.05
5,16.75,0.498,27.09,3.021,-4.8985,-5.152,0.031,74.804,91.526,6.511,65.19,101.6,374.411,12.63,228.3,723.0595,371.2,22.1655
5,17.25,0.4705,26.565,2.9785,-3.307,-3.536,0.028,43.202,65.98,4.765,66.9,101.6,375.116,11.56,153.8,538.549,267.7,22.069
5,17.75,0.4505,25.985,2.8495,-1.3565,-1.523,0.043,8.909,45.692,3.242,68.57,101.6,375.47,10.93,80.1,329.171,168.7,22.228
5,18.25,0.411,25.525,2.589,1.043,0.517,0.0625,-12.964,19.904,1.719,70.2,101.6,376.55,9.8,14.54,135.3895,73.7,22.513
5,18.75,0.344,24.8495,2.25,3.409,2.613,0.112,-28.61,7.637,0.68,73,101.6,378.565,8.8,-23.63,32.51,18.69,22.657
5,19.25,0.312,24.252,2.066,4.383,3.7895,0.117,-32.905,1.496,-0.532,75.1,101.6,380.21,8,-42.21,0.692,0.588,22.78
5,19.75,0.283,23.885,1.874,4.551,4.022,0.089,-32.981,0.1495,-1.456,76.3,101.6,381.238,7.4,-42.9,-0.497,0.023,23.008
5,20.25,0.27,23.757,1.791,4.6955,4.006,0.0555,-33.773,0.585,-2.041,77.1,101.6,382.13,7.15,-41.66,-0.5515,0.019,22.92
5,20.75,0.258,23.62,1.6955,4.677,4.2215,0.029,-33.393,-0.124,-2.492,78.3,101.7,382.044,6.71,-40.74,-0.544,0.02,22.804
5,21.25,0.251,23.49,1.684,4.631,4.4025,0.0225,-31.593,-0.254,-2.979,79.4,101.7,383.306,6.42,-40.07,-0.6,0.022,22.75
5,21.75,0.235,23.2,1.641,4.628,4.0195,0.0225,-32.579,-0.034,-3.489,79.2,101.7,384.38,6.04,-39.97,-0.5555,0.021,22.804
5,22.25,0.227,23.08,1.508,4.722,4.0975,0.0375,-31.334,0.6275,-3.888,80.4,101.7,384.991,5.83,-38.87,0,0.022,22.703
5,22.75,0.217,22.86,1.5095,4.5605,4.004,0.02,-30.609,-0.773,-4.103,81.3,101.7,385.8045,5.69,-39.11,0,0.021,22.5565
5,23.25,0.1965,22.64,1.401,4.656,4.028,0.027,-27.745,-0.269,-4.188,81.9,101.7,386.9375,5.2,-36.92,0,0.02,22.1975
5,23.75,0.185,22.53,1.333,4.638,4.382,0.0445,-28.1875,-0.4665,-4.728,82.9,101.7,387.693,4.96,-36.595,0,0.02,21.92
6,0.25,0.1185,23.62,0.9605,5.3505,4.7165,0.1685,-15.8345,-1.843,-5.121,88.75,101.7,398.273,3.49,-20.65,0,0.044,27.0755
6,0.75,0.1145,23.48,0.9775,5.763,4.88,0.037,-14.9485,-0.775,-5.339,89.35,101.6,401.179,3.295,-19.78,0,0.0385,26.974
6,1.25,0.1,23.304,0.868,5.884,5.0545,0.11,-14.46,-0.768,-5.485,89.8,101.6,406.142,3.075,-18.42,-0.109,0.0425,26.744
6,1.75,0.095,23.13,0.88,5.657,4.235,0.19,-12.736,-1.169,-5.641,90.65,101.6,410.486,2.785,-16.02,-0.066,0.0495,26.7205
6,2.25,0.09,23.01,0.831,5.498,4.928,0.052,-12.3515,-1.1715,-5.956,91.2,101.6,414.64,2.67,-14.64,-0.113,0.0445,26.5495
6,2.75,0.09,22.88,0.827,5.3095,4.834,0.0055,-12.2085,-0.348,-6.495,91,101.6,415.145,2.55,-13.96,-0.187,0.045,26.4345
6,3.25,0.1,22.83,0.806,5.655,5.231,0.001,-12.794,-0.6825,-6.821,91.65,101.6,417.522,2.49,-13.16,-0.039,0.0485,26.26
6,3.75,0.085,22.68,0.746,5.542,4.973,0.099,-10.728,-0.71,-7.08,92.15,101.6,419.2415,2.285,-12.07,-0.094,0.0445,26.0755
6,4.25,0.09,22.61,0.773,5.8365,5.126,0.174,-9.977,-0.7555,-7.1,92.1,101.6,417.0785,2.235,-11.2,-0.136,0.043,25.711
6,4.75,0.084,22.59,0.837,6.137,5.6375,0.097,-9.404,-0.8355,-7.01,92.4,101.6,422.36,2.185,-11.52,-0.008,0.051,25.939
6,5.25,0.091,22.64,0.7465,5.3115,4.672,0.0405,-7.693,0.359,-7.29,92.65,101.6,421.59,2.045,-6.831,2.804,1.41,26.149
6,5.75,0.092,22.91,0.733,4.37,4.5985,0.172,-5.588,2.446,-7.28,92.6,101.6,421.546,2.105,7.14,54.01,24.805,27.368
6,6.25,0.137,23.76,0.96,2.455,3.671,-0.364,-4.026,11.469,-6.018,91.7,101.7,414.2995,2.5,43.63,194.6,97.279,28.079
6,6.75,0.18,25.0535,1.24,-0.5535,1.374,-1.167,6.9095,42.864,-4.34,88.5,101.7,402.618,3.715,102.45,381.5,184.2,28.88
6,7.25,0.2475,26.1735,1.569,-3.507,-1.494,-0.83,28.76,79.4015,-2.264,84.2,101.7,391.8975,5.395,171.05,586.067,260.101,28.764
6,7.75,0.279,27.15,1.682,-5.88,-4.7295,-0.5195,57.4545,115.049,-0.064,79.6,101.7,381.027,7.21,248.45,783,366.1,28.605
6,8.25,0.312,27.8425,1.859,-7.567,-6.7395,-0.208,84.224,142.142,2.084,76,101.7,379.2905,9.14,334.1,973,462.67,28.17
6,8.75,0.32,28.36,1.975,-8.406,-8.034,-0.117,106.324,184.069,4.378,73.6,101.8,377.202,10.07,398.4,1151.8335,543.95,27.9265
6,9.25,0.33,28.82,2.054,-9.3665,-9.218,-0.064,125.598,213.62,5.9855,71.25,101.8,376.107,11.35,468.4,1278.957,612.236,27.9985
6,9.75,0.3395,29.335,2.04,-9.9955,-10.1175,-0.033,141.237,235.032,7.495,68.9,101.8,375.84,12.495,518.1505,1388.5,653.9,27.954
6,10.25,0.342,29.6485,2.0905,-10.5725,-10.953,-0.034,160.8255,254.8635,8.95,67.66,101.7,375.186,13.505,552.35,1482.8335,712.5,27.8395
6,10.75,0.368,29.91,2.237,-10.3805,-11.2385,-0.018,169.016,252.257,10.58,65.81,101.7,374.151,14.29,613.9,1578,785,27.733
6,11.25,0.391,30.08,2.32,-10.176,-11.131,0.001,187.073,259.905,12.275,65.345,101.7,373.643,14.36,617.85,1599.5,812,27.337
6,11.75,0.3925,30.1875,2.3955,-9.991,-11.306,-0.012,195.469,258.589,14.59,65.3,101.7,373.2875,14.685,647.6,1651.167,848.5,27.584
6,12.25,0.4145,30.095,2.543,-10.16,-11.193,0.011,201.17,257.223,16.575,65.055,101.7,373.46,14.455,679.3,1663.8815,848.5,27.534
6,12.75,0.434,29.854,2.638,-9.891,-10.7475,-0.003,181.988,244.709,17.3,65.0555,101.7,373.921,14.635,646.35,1573,821,27.3835
6,13.25,0.4465,29.86,2.723,-9.21,-10.081,0.011,177.533,234.432,16.77,66.005,101.7,373.388,14.435,603.1,1517.458,786,27.5385
6,13.75,0.4785,29.76,2.861,-9.3945,-10.676,0.001,176.19,228.342,14.72,66.99,101.7,374.0255,13.975,571.5,1431,734,27.416
6,14.25,0.488,29.29,2.918,-8.225,-9.1535,-0.001,147.139,218.67,13.14,67.625,101.6,373.604,13.64,479.55,1267.5,652.4,27.547
6,14.75,0.4615,29.105,2.914,-7.2445,-8.695,0.004,149.807,188.8705,10.72,67.965,101.6,374.247,13.02,451.25,1174,565.4,27.55
6,15.25,0.4615,28.89,2.8405,-6.525,-7.242,-0.002,96.9925,161.165,9.74,68.68,101.6,373.41,12.245,384.7,1017,478.05,27.46
6,15.75,0.46,28.63,2.839,-6.082,-7.623,0.003,76.646,141.93,8.12,71.45,101.6,374.1005,11.31,290.95,806.549,399.4,27.824
6,16.25,0.453,28.3785,2.704,-4.482,-4.917,0.025,51.872,121.631,7.14,71.8,101.6,374.2985,10.89,230.95,663.367,332.15,27.895
6,16.75,0.44,27.99,2.622,-3.613,-4.475,0.009,33.182,88.4345,5.327,73.3,101.6,374.243,10.465,189.4,535.4,309.4,27.729
6,17.25,0.403,27.67,2.547,-2.266,-2.737,0.039,16.581,78,3.544,75,101.6,374.881,9.775,116.1,352.6,189.05,27.88
6,17.75,0.38,27.3,2.336,-0.4435,-0.9335,0.045,0.0915,51.436,2.114,76.15,101.6,375.47,8.71,68.77,228.957,114.55,27.928
6,18.25,0.3525,26.82,2.1405,1.723,1.278,0.0935,-9.561,33.452,0.678,77.4,101.6,377.44,8.01,22.025,130.801,52.205,27.993
6,18.75,0.3,26.28,1.882,4.03,3.6505,0.13,-19.835,12.403,-0.38,79.2,101.6,378.926,7.445,-5.465,43.48,21.1465,27.934
6,19.25,0.28,25.76,1.731,5.545,4.879,0.1645,-25.6045,4.924,-1.381,81.6,101.6,380.857,6.4,-22.695,5.7955,2.685,27.89
6,19.75,0.248,25.37,1.608,5.649,5.267,0.157,-25.309,2.1355,-2.068,83.6,101.6,383.8035,5.59,-25.515,0,0.064,27.72
6,20.25,0.224,25.037,1.517,5.8335,5.702,0.084,-24.621,1.359,-2.553,84.25,101.7,385.1825,5.515,-25.51,-0.019,0.047,27.773
6,20.75,0.21,24.827,1.424,5.709,5.117,0.069,-23.277,0.884,-2.792,85,101.7,386.2685,4.975,-25.51,0,0.039,27.729
6,21.25,0.18,24.7,1.309,5.871,5.425,0.047,-23.871,1.242,-3.31,85.7,101.7,387.095,4.67,-25.51,-0.097,0.044,27.671
6,21.75,0.18,24.43,1.259,5.953,5.37,0.06,-22.258,0.9015,-3.6885,86.35,101.7,389.2455,4.535,-24.8,-0.031,0.046,27.7395
6,22.25,0.1765,24.33,1.232,5.686,5.0075,0.088,-21.6525,-0.15,-3.947,86.8,101.7,389.035,4.32,-23.665,0,0.0435,27.642
6,22.75,0.1665,24.195,1.133,5.662,4.945,0.145,-19.725,0.3595,-4.285,87.75,101.7,390.861,3.935,-23.98,0,0.039,27.393
6,23.25,0.147,23.93,1.079,5.6755,5.1925,0.052,-18.043,-0.491,-4.6045,88.1,101.7,396.112,3.82,-22.815,0,0.0415,27.306
6,23.75,0.14,23.84,1.076,5.6295,4.779,0.016,-16.801,-1.02,-5.038,88.65,101.7,398.279,3.47,-22.16,0,0.042,27.294
7,0.25,0.1295,24.71,0.976,6.136,4.925,0.097,-14.156,-0.496,-5.842,88.95,101.8,400.17,3.28,-17.24,0,0.033,28.575
7,0.75,0.1125,24.415,0.9235,6.048,4.8915,0.138,-13.622,-0.454,-6.152,89.9,101.8,403.212,3.06,-15.62,-0.004,0.035,28.386
7,1.25,0.1,24.172,0.8785,6.1655,4.816,0.104,-12.974,-0.53,-6.066,90.55,101.8,407.9345,2.91,-14.05,0,0.032,28.44
7,1.75,0.098,24.19,0.865,6.274,4.925,0.296,-11.875,-0.883,-6.273,91,101.8,409.2065,2.56,-13.67,0,0.031,28.398
7,2.25,0.1,24.115,0.8145,6.558,4.833,0.187,-10.934,-0.7,-6.585,91.4,101.7,409.849,2.43,-13.24,-0.058,0.032,28.349
7,2.75,0.095,24.1,0.858,6.3625,4.477,0.145,-11.967,-0.698,-6.932,91.9,101.7,410.9265,2.23,-12.05,0,0.032,28.25
7,3.25,0.0845,23.857,0.8045,6.3175,4.551,0.14,-9.111,-1.585,-7.12,92.2,101.7,415.485,2.27,-11.64,-0.097,0.032,27.9925
7,3.75,0.088,23.755,0.775,6.537,4.2385,0.21,-9.5885,-0.5,-7.07,92.3,101.7,417.184,2.19,-9.96,-0.2105,0.035,28.169
7,4.25,0.1,23.62,0.773,6.177,4.344,0.088,-10.1065,-0.805,-7.33,93,101.7,419.796,1.98,-9.45,-0.094,0.028,27.9135
7,4.75,0.088,23.6775,0.784,6.404,4.215,0.3865,-9.3055,-0.743,-7.47,93.2,101.7,421.685,2,-8.76,-0.097,0.031,27.665
7,5.25,0.087,23.54,0.687,6.4635,5.168,0.0265,-10.128,0.155,-7.73,93.15,101.8,422.6855,1.885,-7.93,0.78,0.487,27.634
7,5.75,0.102,23.712,0.752,6.114,4.8655,0.035,-8.9575,-0.23,-7.75,93.4,101.8,424.9245,1.72,-0.425,28.63,13.14,27.84
7,6.25,0.11,24.2,0.775,4.502,3.665,-0.307,-5.75,5.652,-6.908,93.5,101.8,419.728,1.96,27.64,126.25,68.97,28.908
7,6.75,0.144,25.44,0.98,1.551,2.32,-0.549,1.5255,24.53,-5.4785,91.2,101.8,410.4905,2.965,80.1,289.3,147.25,30.345
7,7.25,0.1975,26.69,1.3045,-2.0275,-2.247,-1.803,19.5645,62.4785,-3.2835,85.8,101.9,396.38,4.94,148.05,490.6,238.5,30.765
7,7.75,0.25,27.7325,1.558,-5.332,-5.413,-0.762,42.225,98.151,-1.1465,81.2,101.9,385.952,7.235,217.2,676.4,327.6,30.705
7,8.25,0.274,28.47,1.649,-7.128,-6.788,-0.413,64.678,136.55,1.0265,77.4,101.9,381.704,9.22,287.45,839.5,398.086,30.4705
7,8.75,0.304,29.02,1.829,-8.827,-8.4345,-0.1595,91.66,175.625,2.908,74.35,101.9,377.7035,10.55,375.75,1018.25,489.1,30.314
7,9.25,0.305,29.584,1.858,-9.992,-9.327,-0.096,112.193,210.404,5.228,71.95,101.9,376.079,12.125,444.25,1152.5,582.5,30.182
7,9.75,0.32,29.98,1.886,-11.0805,-11.0145,-0.052,137.269,253.703,6.939,69.29,101.9,374,13.48,507.4,1346.4585,657.3,29.646
7,10.25,0.331,30.385,1.96,-11.192,-11.0515,-0.067,160.342,276.7775,7.84,66.57,101.9,373.416,15.055,576.5,1486.5,734,29.67
7,10.75,0.35,30.78,2.102,-11.889,-11.783,-0.035,173.89,307.322,8.82,65.1155,101.9,372.371,16.06,617.6,1564.845,778.036,29.144
7,11.25,0.37,31.005,2.205,-11.437,-11.511,-0.017,180.8665,310.835,10.64,64.495,101.9,372.4065,16.78,646.191,1592.5,806.5,28.923
7,11.75,0.376,31.205,2.21,-11.2605,-11.203,-0.022,179.93,298.873,12.93,64.205,101.9,371.55,16.965,659.2,1556.7575,802.5,28.802
7,12.25,0.39,31.09,2.3545,-11.077,-11.2325,-0.018,199.9805,306.886,15.47,64.57,101.9,371.186,16.45,677.45,1575.8335,836,28.6655
7,12.75,0.4,30.9285,2.432,-10.617,-10.95,0.0065,199.3425,291.475,16.75,64.49,101.9,371.33,15.965,642.7,1529.5,804,28.705
7,13.25,0.43,30.855,2.6045,-10.896,-11.001,-0.002,197.468,279.948,15.7,64.81,101.8,371.301,16.27,637,1531.3335,792.064,28.743
7,13.75,0.4455,30.83,2.701,-10.126,-10.945,-0.0055,177.4425,269.6885,13.75,65.7,101.8,371.6175,15.84,624.4,1440,749.168,28.7835
7,14.25,0.442,30.59,2.675,-9.456,-9.827,0.003,155.5435,239.4155,11.695,65.7,101.8,371.337,15.315,556.9,1351.5,734,28.885
7,14.75,0.451,30.37,2.724,-9.015,-9.1555,0.001,157.419,240.1785,10.6,66.29,101.8,370.959,15.22,513.3,1261.5835,682,28.806
7,15.25,0.4455,30.14,2.678,-8.1755,-8.007,-0.0065,132.62,212.696,9.875,67.15,101.8,371.6095,14.45,469.8,1126.5,607.488,28.6865
7,15.75,0.438,29.86,2.637,-6.7235,-6.777,0.002,106.664,174.69,7.82,68.385,101.8,371.687,13.2,386.7,935,534.8,28.545
7,16.25,0.438,29.335,2.678,-5.763,-6.082,0.0125,71.43,157.367,6.047,69.78,101.8,371.793,12.7,290.3,803.738,437.6,28.58
7,16.75,0.429,28.94,2.579,-4.461,-4.617,0.032,49.636,127.175,5.1145,71.15,101.7,372.3395,11.94,239.9,610.567,344.4,28.53
7,17.25,0.3915,28.68,2.429,-2.534,-2.8985,0.04,24.863,87.581,3.866,72.35,101.7,372.888,11.06,156.2,411,236.007,28.575
7,17.75,0.36,28.2,2.259,0.113,-0.4065,0.075,0.57,64.493,2.3275,74.3,101.7,373.82,10.22,75.4,244.07,129.696,28.7195
7,18.25,0.345,27.83,2.154,2.1665,1.271,0.101,-7.898,36.95,0.929,76.4,101.7,375.321,9.04,32.92,137.1,61.38,28.7115
7,18.75,0.29,27.375,1.8685,4.272,3.3695,0.1425,-17.975,16.2955,-0.321,77.7,101.8,377.477,8.155,0.325,55.511,24.19,28.8845
7,19.25,0.242,26.865,1.596,5.467,4.699,0.227,-23.389,5.1685,-1.4235,80.15,101.8,381.107,7.06,-19.99,8.83,3.644,28.886
7,19.75,0.2035,26.4235,1.421,6.259,5.069,0.2065,-21.0625,1.741,-2.309,82.55,101.8,382.9795,6.065,-25.5,0.213,0.087,29.0055
7,20.25,0.2,26.025,1.36,6.068,5.0785,0.1555,-20.782,0.792,-3.4345,84,101.8,385.4145,5.5,-23.69,-0.043,0.035,28.8575
7,20.75,0.171,25.765,1.255,6.176,5.539,0.154,-20.072,0.584,-3.6715,85.05,101.8,387.3075,4.75,-23.11,-0.019,0.035,28.81
7,21.25,0.151,25.525,1.209,6.069,5.052,0.106,-19.827,1.082,-3.9475,85.3,101.8,388.751,4.37,-22.85,-0.117,0.027,28.7945
7,21.75,0.141,25.34,1.1015,5.906,5.022,0.019,-16.985,0.634,-4.317,86.15,101.8,389.295,4.15,-22.03,-0.1345,0.034,28.842
7,22.25,0.146,25.1475,1.039,6.118,4.695,0.119,-15.7495,-0.193,-4.881,87.1,101.8,392.206,3.88,-21.12,0,0.038,28.772
7,22.75,0.1365,25.01,1.0245,6.153,4.921,0.076,-17.925,-0.293,-5.1695,87.65,101.8,394.8795,3.705,-19.51,0,0.03,28.902
7,23.25,0.14,24.81,1.0345,6.227,4.719,0.1,-16.95,0.09,-5.0165,88.05,101.8,396.817,3.59,-18.86,0,0.031,28.701
7,23.75,0.129,24.76,0.955,6.5885,4.863,0.09,-15.866,-0.843,-5.295,88.35,101.8,397.308,3.44,-18.7,0,0.037,28.79
8,0.25,0.0835,24.4565,0.798,6.1685,5.2265,0.1775,-9.926,-0.152,-6.2015,90.3,101.8,412.335,3.18,-15.05,0,0.046,28.35
8,0.75,0.0835,24.255,0.7445,6.092,5.195,0.109,-10.1,-0.967,-6.4885,91,101.8,412.464,2.945,-14.29,0,0.0425,28.338
8,1.25,0.0745,24.12,0.7555,5.878,5.726,0.149,-8.8,-0.864,-6.839,91.35,101.7,414.908,2.77,-13.03,0,0.0455,28.35
8,1.75,0.074,24.007,0.719,6.37,5.9675,0.147,-8.431,-1.0345,-6.9015,91.85,101.7,418.1965,2.64,-12.75,0,0.0465,28.3605
8,2.25,0.08,23.85,0.755,5.858,5.3075,0.002,-9.45,-1.286,-6.856,92.4,101.7,419.9,2.56,-11.91,0,0.048,28.145
8,2.75,0.081,23.545,0.668,6.341,4.886,0.245,-8.363,-1.1805,-7.115,92.8,101.7,420.8625,2.31,-11.34,0,0.047,28.131
8,3.25,0.07,23.4,0.704,6.2335,4.6625,0.194,-6.4445,-1.26,-7.18,93.2,101.7,422.027,2.19,-10.69,-0.3545,0.0415,27.853
8,3.75,0.0655,23.472,0.6645,6.217,5.856,0.126,-6.626,-1.7755,-7.11,93.3,101.7,422.4,2.14,-9.46,-0.483,0.0405,27.6
8,4.25,0.0625,23.39,0.677,6.301,4.698,0.0695,-6.8245,-1.274,-7.215,93.45,101.7,424.852,2.065,-8.2,-0.507,0.0385,27.68
8,4.75,0.07,23.37,0.654,6.105,4.256,0.15,-6.618,-1.295,-7.385,93.95,101.7,424.237,2.06,-8.26,-0.429,0.0425,27.687
8,5.25,0.0735,23.2405,0.594,6.2025,5.469,0.158,-4.567,-1.026,-7.64,94,101.7,428.1245,1.9,-7.17,-0.335,0.0745,27.49
8,5.75,0.07,23.2195,0.611,5.877,4.5755,0.0775,-4.949,0.6535,-7.84,94.2,101.7,432.9455,1.76,-4.03,6.857,3.0955,27.36
8,6.25,0.0715,23.58,0.578,5.221,5.446,0.1605,-4.279,2.936,-8.02,94.2,101.8,440.094,1.83,11.48,72.0345,38.735,28.17
