DOY2,HR2,FC,LE,H,CO2,PA,TA,RH,PPFD_IN,SW_IN,NETRAD,TS_1_1_1,TS_1_2_1,USTAR,WS,NEE
1,0.25,0.0074,-8.908,-121.21185,371.215875,87.889,-17.00445,64.0699,0,0,-65.76965,-3.42865,-0.0031,0.03145,0.210175,-2.112825
1,0.75,0.0532,-10.907075,-105.965,376.363625,87.8928,-16.494,59.95725,0,0,-66.297575,-3.7104,0.024775,0.0289,0.145325,-4.30615
1,1.25,0.039,-9.9865,-107.0767,374.118,87.891,-16.472125,63.565775,0,0,-66.69165,-3.842375,0.026125,0.02855,0.17495,-3.880225
1,1.75,0.0488,-7.8018,-111.744275,375.02665,87.8991,-16.5078,64.964375,0,0,-64.739425,-3.896525,0.045525,0.033725,0.089925,-2.77405
1,2.25,0.018625,-7.592425,-123.3201,377.0217,87.891,-16.6274,68.7971,0,0,-65.4282,-3.9167,0.031875,0.028,0.2741,-2.360925
1,2.75,0.00255,-8.37075,-86.672975,377.7906,87.908,-17.056,68.14475,0,0,-62.448,-3.95545,0.0284,0.031,0.1428,-4.160325
1,3.25,0.0102,-5.246,-103.0315,378.0605,87.926,-17.2483,62.046,0,0,-61.99845,-3.988575,-0.10075,0.0328,0.2204,-3.75775
1,3.75,0.035,-5.77395,-84.81325,373.659625,87.949,-17.3816,59.6535,0,0,-62.5191,-4.36085,-0.09855,0.0356,0.2176,-1.864075
1,4.25,0.041,-6.3991,-94.0022,372.743375,87.974,-17.5994,58.713525,0,0,-61.4554,-4.11135,-0.00954999999999999,0.02675,0.1715,-3.706025
1,4.75,0.007,-9.949375,-81.6097,373.946675,88.00095,-17.6878,59.5541,0,0,-61.0422,-4.148375,-0.06705,0.03375,0.24325,-3.13215
1,5.25,0.0278,-11.361525,-97.843,373.62075,88.032,-17.7437,61.0063,0,0,-61.91885,-4.195875,-0.0388,0.021,0.2346,-2.912375
1,5.75,0.0495,-7.2246,-100.8248,375.9634,88.059,-17.7614,63.5768,0,0,-66.1549,-4.243725,-0.031325,0.0318,0.26,-3.27805
1,6.25,0.0568,-7.76475,-127.051,376.357,88.09,-17.804,61.7875,0,0,-64.272375,-4.287,-0.03035,0.02895,0.17845,-5.00395
1,6.75,0.05585,-5.0065,-74.364325,374.703,88.10535,-17.8212,61.9555,0,0,-60.6498,-4.31495,-0.06135,0.029775,0.269,-2.529475
1,7.25,-0.04275,-11.363075,-99.675,374.4014,88.1007,-17.9122,62.01125,0,0,-57.2063,-4.331825,-0.09375,0.03075,0.306175,-2.82655
1,7.75,-2.641,-8.34,-112.52665,380.24725,88.08645,-17.7599,62.5488,0,0,-58.4804,-4.37205,-0.070675,0.025775,0.212,-3.32875
1,8.25,-3.1137,-4.895,-100.667125,374.149225,88.076475,-16.6001,67.9489,8.838875,0,-42.5319,-4.317275,-0.00577499999999999,0.03,0.0853,-3.790775
1,8.75,-2.3321,-4.443,-94.540375,377.5572,88.076,-15.7085,64.26915,20.2874,15.5858,-18.098225,-4.293375,-0.158275,0.0414,0.149925,-2.62525
1,9.25,-2.5033,-3.10345,-66.891975,377.4292,88.0775,-13.17345,61.555,30.863,33.7051,-26.057125,-4.249275,-1.11955,0.0349,0.099525,-3.754875
1,9.75,-2.567325,-1.450125,-72.5587,376.863125,88.037,-10.509375,55.27845,44.67505,47.5374,-31.767,-3.824775,-0.98505,0.03575,0.11805,-2.93685
1,10.25,-4.51395,-3.7858,-74.556025,375.601525,87.998,-9.351525,51.732,45.7492,67.22325,-24.7745,-3.577525,-0.42305,0.043875,0.17935,-4.596
1,10.75,-3.445,-3.652725,-50.772,374.49375,87.991,-9.3624,42.7521,62.72525,78.100125,-33.11625,-3.483275,-0.383025,0.062,0.2154,-4.34935
1,11.25,-3.16505,-0.9022,-46.82865,373.6794,87.9735,-8.9793,39.91125,67.42785,77.9809,-32.13175,-3.00745,-0.00364999999999998,0.0585,0.1805,-4.245575
1,11.75,-3.0636,-0.30135,-47.179,375.52845,87.915225,-8.7973,39.36625,82.61435,94.908525,-33.39425,-2.701875,-0.2833,0.083775,0.15095,-6.984025
1,12.25,-3.12145,-3.4796,-28.546375,374.61295,87.901375,-8.7124,34.95075,75.75995,97.118975,-28.85225,-2.571175,-0.1392,0.09075,0.2045,-6.597
1,12.75,-3.71495,-3.032025,-43.3336,373.92475,87.8723,-8.8501,25.9596,68.509,81.5424,-25.1315,-2.550075,-0.1624,0.095875,0.277375,-4.70805
1,13.25,-3.59635,-3.083525,-35.7185,373.275,87.835425,-8.7897,24.4133,57.0122,72.1736,-17.263,-2.33385,0.0967,0.1,0.2224,-6.304
1,13.75,-2.887175,-7.810675,-35.616875,372.57375,87.823475,-8.580075,25.537625,59.5161,66.48475,-16.845,-2.3377,0.081925,0.0884,0.162925,-7.748275
1,14.25,-2.55395,-10.168575,-25.1086,371.949,87.81375,-8.422,26.0776,42.8918,63.079025,-12.3775,-2.19315,0.11985,0.0602,0.177,-3.8232
1,14.75,-3.372075,-5.7744,-38.30615,371.4539,87.810425,-8.672625,24.75165,30.03175,41.11365,-8.83,-2.0454,0.122925,0.06,0.16225,-4.092875
1,15.25,-2.3355,-17.02975,-49.383625,370.631,87.8189,-8.774025,24.4188,23.2764,20.34655,-6.7194,-1.812025,0.1377,0.0586,0.1664,-5.466575
1,15.75,-4.177,-7.54025,-65.853,370.1401,87.829,-9.374775,24.463,14.3136,11.069225,-22.7847,-1.78155,0.12985,0.04025,0.2045,-4.31455
1,16.25,-3.53065,-5.531625,-100.994,369.945125,87.84895,-9.8737,25.10075,6.252875,0,-46.5804,-1.82905,0.12665,0.03565,0.14195,-8.58
1,16.75,-3.31,-7.6653,-88.311125,370.37725,87.87665,-10.447725,33.1545,0,0,-79.8939,-1.903525,0.1357,0.025825,0.142475,-5.093
1,17.25,-1.6308,-10.19125,-85.8515,370.810275,87.905,-11.113525,45.96665,0,0,-81.978725,-2.03205,0.13395,0.0348,0.1704,-2.475325
1,17.75,0.01225,-8.3766,-94.8136,370.912,87.905825,-12.15335,49.064725,0,0,-80.1821,-2.178175,0.1844,0.0298,0.2224,-1.651875
1,18.25,0.0143,-8.40505,-87.3756,371.0408,87.91325,-12.919375,51.883525,0,0,-79.91135,-2.16645,0.170625,0.02665,0.142575,-1.4385
1,18.75,0.0255,-6.8606,-108.3447,371.3488,87.9172,-12.8802,53.0167,0,0,-80.40485,-2.309975,0.164725,0.03,0.165,-1.9398
1,19.25,0.0099,-22.3396,-106.085,372.331,87.919,-13.320625,54.526675,0,0,-82.8439,-2.4921,0.164775,0.0242,0.2792,-3.056825
1,19.75,0.00965,-22.9892,-120.069375,371.477375,87.918,-13.8511,58.21365,0,0,-76.423425,-2.7771,0.1279,0.0301,0.1834,-3.1802
1,20.25,0.01275,-9.986,-106.602,372.5772,87.908,-14.27225,59.394925,0,0,-76.0207,-2.91715,0.147175,0.0268,0.244175,-2.81325
