DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1
1,0.25,5.76754089449176,-6.69515785093449,0.590978658904401,0.0544480381464235,1.10723367638727,0.229032552452637,-1.03733262266262,2.04045845970284,0.836468174898288,3.27,3.465,-5.008675,-8.0955,-6.322775,-5.81985,91.58221,76.1025,1.70645,-13.2125,-4.705,-7.235,1.8,-1.225,3.7,-0.65,-0.115,228.95,256.375,270,278.4,0.38,0.065,-0.02,0.11,0.22,0.08,0.105,0.23,-2.09,-1.585,-1.2145,-3.24875,-2.81725,-1.944,-1.75825,-1.69325,-1.56825,-0.834,-4.1675,-3.63475,-2.542,-2.1905,-1.825,-0.54225,-0.205,-3.742,-3.266,-2.861,-2.17,-2.1515,-1.745,-6.0165,-5.6805,-2.808,-4.18475,-2.0965,-0.9025,1.81201114570235,1.6338926491871,1.85133343436764,1.62392088303821,1.83510914567633,1.58190310766121,2.05859761321719,1.53051344364933,1.54464311026571,423.36658628458
1,0.75,5.45696760345355,-6.58462101829977,0.639486651543639,0.049890582023925,0.131150716701166,0.234393021395856,-2.16465021472917,2.82782347500002,0.847502645410702,3.355,3.36,-4.866925,-7.725,-5.404175,-5.7391,91.5851,76.09,1.723875,-13.01,-4.695,-7.2125,2.1,-1.485,3.75,-0.65,-0.13,229.6,255.95,270.025,278.5,0.39,0.06,-0.02,0.11,0.26,0.08,0.1,0.22,-2.09,-1.584,-1.212,-3.248,-2.821,-1.946,-1.748,-1.686,-1.565,-0.831,-4.17325,-3.6355,-2.53475,-2.1865,-1.81975,-0.5425,-0.20225,-3.741,-3.265,-2.865,-2.171,-2.142,-1.749,-5.993,-5.687,-2.804,-4.248,-2.183,-3.38,1.69997818992541,1.84260695235648,1.9494737604792,1.84606964119625,1.92613523830572,1.88181468971457,1.95011122090738,1.98388829303547,1.2676961177346,423.470347626103
1,1.25,5.99080837231495,-6.28095039545071,0.646049313142811,0.0465624366441006,-0.100460221699024,0.236534791883845,3.9631799494877,2.45999076379436,0.794159287044873,3.485,3.525,-5.1076,-8.354,-5.6439,-6.00625,91.57832,75.06,1.865875,-12.67,-4.71,-7.18,1.9,-1.38,3.7,-0.705,-0.2025,229.5,256.25,270.175,278.575,0.39,0.07,-0.02,0.11,0.23,0.08,0.11,0.23,-2.092,-1.583,-1.211,-3.254,-2.819,-1.948,-1.75,-1.685,-1.5665,-0.834,-4.17025,-3.64375,-2.534,-2.1745,-1.824,-0.543,-0.2035,-3.743,-3.265,-2.869,-2.173,-2.146,-1.753,-6.001,-5.689,-2.8,-4.34275,-2.144,-2.86,1.62303986646398,1.82216143572224,1.88016669744072,1.82506547075676,1.9197502949666,1.83096306995259,1.90727462502295,1.86399287883928,1.25107169380481,423.632879050699
1,1.75,6.0466114682851,-6.49106688704991,0.642500930309966,0.0813147786524052,-0.143228572272297,0.210911836282883,-1.15376776209801,1.99437235100851,0.857262305920787,3.47,3.3,-4.7875,-8.6625,-5.852075,-5.5748,91.56593,74.8775,1.778025,-13.08,-4.725,-7.105,1.9,-1.34,3.75,-0.66,-0.12,230.35,255.75,270.275,279.05,0.4,0.075,-0.02,0.11,0.23,0.08,0.1075,0.23,-2.092,-1.581,-1.21,-3.26,-2.812,-1.952,-1.753,-1.683,-1.5685,-0.838,-4.16975,-3.652,-2.53125,-2.17375,-1.829,-0.545,-0.2045,-3.749,-3.265,-2.873,-2.175,-2.149,-1.756,-6.017,-5.691,-2.788,-4.166,-2.11175,-3.23,1.35924788303446,1.78674997244215,1.91237701672998,1.78520170114375,1.9213116843798,1.81761993854529,1.88388942292605,1.70223843205626,1.43836238388411,423.729783231998
1,2.25,5.44412752538646,-6.03230281683929,0.576381777434249,0.103036648074803,1.04685219673522,0.211982255579166,-2.20315988250248,3.51603507126708,0.819263141955193,3.19,3.15,-5.02475,-8.6965,-6.0238,-5.6352,91.58572,75.61,1.7245,-13.36,-4.745,-7.0275,2,-1.195,3.8,-0.66,-0.155,231.6,255.2,270.475,279.275,0.38,0.06,-0.02,0.11,0.23,0.08,0.11,0.23,-2.092,-1.58,-1.209,-3.266,-2.806,-1.953,-1.755,-1.682,-1.57,-0.84,-4.17625,-3.656,-2.5285,-2.174,-1.831,-0.546,-0.205,-3.756,-3.264,-2.876,-2.176,-2.153,-1.761,-6.01,-5.694,-2.814,-4.16375,-2.106,-2.64,1.33271278495341,1.70094993880954,1.41383340134866,1.66392110515938,1.42468771346285,1.64899269482222,1.94691940465914,1.29059799601487,1.33976461214709,423.678632621857
1,2.75,5.95625104342669,-6.34883746578071,0.579441787108038,0.0925755791565441,0.7750703390328,0.215021364519184,-1.65719235978581,1.69042307160711,0.807284358999931,3.625,3.5,-5.3283,-8.9795,-6.5429,-5.8988,91.56105,75.25,1.636925,-14.005,-4.76,-6.9925,2,-1.33,3.9,-0.675,-0.17,229,254.05,270.575,279.275,0.38,0.065,-0.02,0.11,0.21,0.08,0.11,0.23,-2.093,-1.58,-1.21,-3.272,-2.799,-1.953,-1.757,-1.681,-1.57,-0.843,-4.1765,-3.66075,-2.5265,-2.17525,-1.83225,-0.547,-0.206,-3.762,-3.264,-2.88,-2.177,-2.156,-1.765,-6,-5.696,-2.83575,-4.2315,-2.116,-4.11,1.67997171092895,1.59581736515068,1.43366673312181,1.57610082773415,1.51909494950232,1.53945440989241,1.41686610948156,1.67994472829821,1.18701805640155,423.365734014201
1,3.25,5.75164580646316,-6.47523148191237,0.562563678474242,0.0623301858921455,0.0933298619538225,0.235264750290053,-0.893442343305992,2.85028618066211,0.778654351455354,3.48,3.29,-5.28795,-8.5605,-6.7387,-5.9085,91.56695,75.42,1.701,-14.32,-4.74,-7.0625,1.9,-1.405,3.7,-0.69,-0.15,226.65,253.6,270.95,279.3,0.39,0.06,-0.02,0.11,0.23,0.08,0.1075,0.23,-2.096,-1.579,-1.211,-3.277,-2.793,-1.957,-1.759,-1.68,-1.5705,-0.847,-4.1785,-3.661,-2.5255,-2.179,-1.822,-0.547,-0.2065,-3.768,-3.263,-2.88,-2.179,-2.159,-1.768,-5.989,-5.698,-2.82825,-4.1795,-2.0725,-5.98,1.53930999838524,1.61951078111058,1.84118651126067,1.54961888021488,1.82571403641398,1.57389435429598,1.83933353135958,1.79929600212306,1.27666674225064,423.280520015698
1,3.75,5.50892976758089,-6.25989632252316,0.599894111314831,0.0947483444600211,0.950079462530167,0.230095884178464,-2.09145095574516,2.06408206685131,0.822369931497751,3.815,3.615,-5.273775,-7.938,-6.2541,-6.15925,91.5682775,76.115,1.7041,-13.64,-4.715,-7.16,1.75,-1.465,3.7,-0.72,-0.09,226.45,254.85,270.8,279.35,0.39,0.055,-0.02,0.11,0.25,0.08,0.11,0.23,-2.095,-1.578,-1.212,-3.282,-2.787,-1.952,-1.762,-1.679,-1.57,-0.85,-4.17975,-3.65075,-2.52075,-2.182,-1.83275,-0.54875,-0.2075,-3.775,-3.263,-2.878,-2.18,-2.162,-1.772,-5.978,-5.7,-2.791,-4.154,-2.093,-3.935,1.31682930268824,1.56835675299284,1.78908334237852,1.56442340322526,1.80810365366582,1.54182138171351,1.82431183831588,1.33010828865259,1.23145353621091,423.279837407754
1,4.25,5.94394285149524,-6.31980991602319,0.529815014126122,0.0380607367077276,0.170892721274231,0.240544637949655,-0.994118116186284,2.29162467261894,0.810456228950098,4.015,3.745,-5.34275,-7.8675,-5.965,-6.367725,91.58315,76.14,1.65295,-13.355,-4.68,-7.22,1.8,-1.42,3.75,-0.7,-0.135,227.5,255.2,270.9,278.675,0.39,0.055,-0.03,0.11,0.24,0.08,0.11,0.22,-2.095,-1.578,-1.213,-3.286,-2.793,-1.955,-1.764,-1.678,-1.571,-0.853,-4.1815,-3.6415,-2.51575,-2.184,-1.83175,-0.54975,-0.208,-3.781,-3.262,-2.875,-2.185,-2.165,-1.778,-5.977,-5.701,-2.8235,-4.2945,-2.0805,-3.545,1.30160418872046,1.85616731267428,1.78855951584379,1.83100208638694,1.93232141305586,1.86354699802875,1.8994070709516,1.92455967290507,1.16767912890491,423.181399225195
1,4.75,6.02730451125432,-6.14043319949725,0.525304703867726,0.0631039040546105,1.81791046141375,0.219139695022294,-1.36110319048858,4.25853248963471,0.786712489941005,3.59,3.69,-5.1447,-7.9555,-6.6612,-6.313825,91.561675,76.59,1.67035,-13.16,-4.645,-7.355,1.9,-1.325,3.75,-0.67,-0.135,228.35,255.3,271,279.425,0.37,0.06,-0.02,0.11,0.2,0.08,0.11,0.22,-2.094,-1.578,-1.214,-3.29,-2.809,-1.96,-1.766,-1.678,-1.5735,-0.855,-4.1795,-3.64075,-2.51725,-2.187,-1.83175,-0.55075,-0.209,-3.787,-3.266,-2.879,-2.19,-2.168,-1.782,-5.973,-5.703,-2.792,-4.33,-2.059,-3.005,1.33047148000819,1.7672157785776,1.75217929660832,1.80276333689213,1.77899738014872,1.85144069500484,1.83172423240379,1.79302837800996,1.45548318309845,423.248744444442
