DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_3_1_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.0926255,404.9715881,-15.511799,-0.015805,-2.782,-3.248,-3.9225,-4.2025,4.5545,0.256671,0.608733,0.475536,0.316216,-0.08332,100.300003,75.8199995,0.2262,-24.4350005,-22.651245,0.032074,-3.3585,-0.9275,-0.529,-0.211,1.0845,2.6215,-0.198,0.0215,0.3185,0.816,1.8675,3.1565,0,0.509813,182.808655,208.666069
1,0.75,0.081464,404.4717102,-16.598957,-0.050949,-2.7635,-3.256,-3.9095,-4.19,4.505,0.2459775,0.578989,0.448054,0.318885,-0.09474,100.300003,75.4949985,0.214015,-24.6049995,-22.706421,0.0277325,-3.353,-0.9285,-0.531,-0.2125,1.0845,2.6205,-0.198,0.0215,0.3185,0.815,1.867,3.156,0,0.507009,182.982437,208.8547365
1,1.25,0.078118,404.56095885,-16.042273,-0.0115725,-2.765,-3.264,-3.8905,-4.179,4.4195,0.252819,0.608,0.471017,0.318572,-0.09116,100.300003,75.5950015,0.205505,-24.6499995,-22.883392,0.026729,-3.3545,-0.9295,-0.5315,-0.213,1.084,2.62,-0.198,0.021,0.318,0.815,1.8665,3.155,0,0.557009,181.905144,207.839615
1,1.75,0.061567,404.4718933,-13.753422,-0.003562,-2.769,-3.256,-3.873,-4.168,4.627,0.2622735,0.559364,0.470213,0.314535,-0.085516,100.300003,75.7700005,0.204725,-24.3550005,-22.2833095,0.029039,-3.3595,-0.931,-0.5325,-0.214,1.0835,2.6195,-0.198,0.021,0.3185,0.815,1.8665,3.155,0,0.490654,183.2709885,207.9010085
1,2.25,0.0734735,404.5510864,-17.154438,-0.030821,-2.7685,-3.245,-3.8625,-4.191,4.534,0.251527,0.587753,0.462458,0.310554,-0.089259,100.400002,75.9749985,0.21036,-24.375,-22.126297,0.025685,-3.365,-0.9335,-0.533,-0.215,1.083,2.619,-0.198,0.0205,0.318,0.815,1.866,3.1545,0,0.538318,180.2047045,207.0876315
1,2.75,0.0784385,404.3280945,-13.452423,-0.0290325,-2.7665,-3.241,-3.8445,-4.178,4.539,0.268049,0.578191,0.465249,0.3167665,-0.088108,100.400002,75.994999,0.203875,-24.505,-21.58847,0.0211905,-3.3615,-0.937,-0.534,-0.216,1.0825,2.6185,-0.198,0.021,0.318,0.8145,1.865,3.154,0,0.4668225,179.7116925,208.2468335
1,3.25,0.1123265,404.3501892,-13.86962,-0.00675,-2.768,-3.259,-3.826,-4.1795,4.43,0.269724,0.627028,0.463157,0.30882,-0.10718,100.400002,76.620003,0.200785,-24.4499995,-21.645462,0.030463,-3.344,-0.934,-0.532,-0.2165,1.082,2.6185,-0.198,0.0205,0.318,0.8145,1.865,3.1535,0,0.4714955,180.2089535,209.1344525
1,3.75,0.100824,404.22045895,-16.544884,-0.009163,-2.769,-3.279,-3.808,-4.1835,4.3,0.272855,0.619706,0.47745,0.324275,-0.112622,100.400002,76.224998,0.20154,-24.505,-21.673996,0.026742,-3.3535,-0.933,-0.5305,-0.2175,1.082,2.6175,-0.1975,0.0205,0.3175,0.8145,1.865,3.1535,0,0.4911215,183.6048435,208.304863
1,4.25,0.100488,404.20259095,-14.800394,-0.012992,-2.7605,-3.276,-3.7895,-4.188,4.33,0.268647,0.641868,0.514364,0.340013,-0.108494,100.400002,76.1100005,0.190865,-24.46,-21.852211,0.028675,-3.3645,-0.9315,-0.5295,-0.217,1.0815,2.6175,-0.1975,0.02,0.317,0.814,1.8645,3.1525,0,0.4383175,179.6649855,208.208023
1,4.75,0.080395,404.6625977,-14.694481,-0.04138,-2.7495,-3.2695,-3.7715,-4.1865,4.4215,0.272904,0.6609565,0.492398,0.330681,-0.1102185,100.300003,75.9500005,0.19881,-24.5650005,-21.9943465,0.029504,-3.359,-0.93,-0.5305,-0.218,1.081,2.6165,-0.1975,0.0195,0.317,0.814,1.864,3.1525,0,0.4929905,179.797302,207.969139
1,5.25,0.087712,404.2033997,-17.191608,-0.031245,-2.735,-3.2565,-3.7755,-4.181,4.499,0.264497,0.66005,0.481305,0.326773,-0.101612,100.300003,75.8450015,0.204095,-24.4750005,-22.008438,0.025432,-3.34,-0.93,-0.5305,-0.218,1.081,2.616,-0.1975,0.0195,0.317,0.814,1.8635,3.1515,0,0.442056,182.3401415,208.365715
1,5.75,0.059174,404.1554871,-17.667725,-0.028117,-2.7355,-3.2495,-3.789,-4.177,4.339,0.2775,0.629255,0.497014,0.3427705,-0.1006835,100.300003,75.7649995,0.203675,-24.4099995,-21.8966065,0.027542,-3.3335,-0.93,-0.5295,-0.219,1.08,2.6155,-0.1975,0.021,0.317,0.8135,1.8635,3.151,0,0.414953,186.141937,206.15699
