DOY2,HR2,CO2,H2O,VPD,NETRAD,LW_IN,LW_OUT,SW_IN,SW_OUT,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_1_1_1,SH,TS_1_1_1,TS_1_2_1,USTAR,PA,WS
1,7.25,367.6356,0.3706,0,-59.39875,153.0575,162.675,-2.39625,-0.441,-39.7775,65.725,0,0,-13.805,-57.267,-16.575,-6.74,-11.57225,-10.94225,0.02225,91.99,0.62675
1,7.75,368.092425,0.589125,0,-67.4745,153.3075,162.48,-2.55525,-0.28,-39.7775,65.4825,0,0,-5.43,-46.1835,-16.4,-6.2825,-11.56475,-11.01,0.0171,91.99,0.5645
1,8.25,371.1205,0.615,0,-67.25025,152.5,162.4675,-2.3675,-0.2255,-39.7775,65.56,0,0,-2.7,-39.5295,-16.35,-7.08,-11.55175,-11.08,0.059,92.0675,0.596
1,8.75,362.28865,0.662,0,-61.27075,151.7375,162.11,-2.079,-0.11,-39.7775,65.325,0,0,-12.9625,-35.09875,-16.3,-5.26,-11.542,-11.10125,0.0522,92.0675,0.4815
1,9.25,374.38975,0.653,0.00225,-51.19075,153.2125,162.38,0,0,-39.7775,65.415,0.78925,0,-8.3,-41.399,-16.3375,-5.8075,-11.52225,-11.08375,0.03195,92.0675,0.40125
1,9.75,369.73675,0.4596,0.00225,-37.29275,158.57,163.5325,3.60475,1.07175,-39.755,65.8925,3.76475,1.71425,-7.545,-41.69625,-16.3375,-3.5175,-11.497,-11.06625,0.032,92.145,0.45
1,10.25,363.22125,0.77875,0,-7.26375,161.53,166.2825,9.9595,2.399,-39.62,66.65,9.085775,3.64475,-3.485,-58.881,-16.29,-5.175,-11.475,-11.05425,0.083925,92.145,0.474
1,10.75,355.6609,0.837675,0,2.5975,160.79,175.11,11.61825,3.0105,-38.7525,68.305,17.0059,4.578,-1.48,-40.676,-16.88,-3.225,-11.46625,-11.04225,0.1038,92.145,0.26725
1,11.25,359.32195,0.40045,0,10.6325,161.2725,182.0625,19.069,4.063,-37.175,71.845,27.38575,6.80325,0.8,-30.87175,-15.985,-1.92,-11.4475,-11.0335,0.126,92.2225,0.54925
1,11.75,361.4931,0.6855,0.00225,13.38475,164.325,186.365,21.1725,4.3655,-34.2325,72.49,28.464675,8.49275,-16.8375,-26.3315,-17.975,-3.91,-11.4265,-11.017,0.087975,92.2225,0.56
1,12.25,367.4455,1.02185,0.0245,14.7645,160.4175,187.55,24.696,5.30225,-32.5975,72.2225,31.06075,9.1,-9.1,-21.23225,-18.9525,-1.4225,-11.40325,-10.99825,0.08325,92.3,0.42975
1,12.75,372.071425,0.2571,0.06,15.27825,158.0025,190.475,23.31775,4.73875,-31.0775,68.5425,34.94475,8.35475,3.3525,15.432,-17.91,-2.44,-11.3845,-10.98725,0.10565,92.3,0.429
1,13.25,372.32825,0.85615,0.01125,16.593525,156.525,192.905,27.19525,6.21675,-30.6775,68.175,37.04425,10.45225,0.609999999999998,14.16,-17.1,-2.14,-11.34125,-10.9385,0.1152,92.3,0.51025
1,13.75,370.822,0.895,0.028,13.67975,157.9025,191.83,27.19175,5.14425,-30.5,67.5525,35.70225,8.5785,3.235,15.50975,-16.5325,-1.17,-11.278,-10.87975,0.1065,92.4,0.64925
1,14.25,371.4976,1.190375,0.04025,11.9615,157.3125,192.8175,25.36,5.8875,-30.5,66.075775,38.70025,9.3105,3.35,4.849,-16.12,-2.875,-11.2115,-10.81325,0.13775,92.4,0.6645
1,14.75,373.69595,0.964825,0.04575,8.29425,159.2225,192.0875,20.813,6.01125,-30.81,67.6,27.764,11.7355,-6.19,-1.9625,-15.775,-4.24,-11.176,-10.79,0.1191,92.4225,0.5725
1,15.25,374.5394,1.232,0.05675,-0.92675,166.02,191.89,17.57725,4.7165,-30.865,68,18.09975,8.3465,0.640000000000002,-17.386,-15.53,-5.25,-11.13725,-10.75675,0.14825,92.4225,0.689
1,15.75,375.416975,1.19965,0.0545,-8.01025,159.4425,190.4725,11.12525,2.68925,-31.1525,69.55,16.0312,4.82275,-1.85,-16.2525,-15.375,-5.2625,-11.10175,-10.7235,0.1525,92.345,0.71
1,16.25,375.049625,1.1845,0.03675,-21.597,164.025,187.885,4.96675,1.31375,-31.63,70.3375,8.9824,2.47325,-2.1625,-30.65,-15.3425,-8.52,-11.063,-10.7025,0.1381,92.4225,0.70575
1,16.75,374.6541,1.17205,0.01675,-51.1365,164.54,186.825,1.31825,0.5645,-32.1525,70.87,3.752,1.2325,-4.035,-35.554,-15.455,-10.96,-11.05425,-10.696,0.1032,92.4225,0.68225
1,17.25,374.9513,1.0967,0.0045,-79.059,165.125,186.2175,-1.721,-0.00775,-32.985,70.0625,0,0,-2.41,-40.237,-16.1425,-9.65,-11.0355,-10.685,0.049,92.4225,0.42675
1,17.75,373.804,1.031,0.00675,-79.85675,164.3475,185.825,-3.03425,-0.38875,-33.2425,70.0975,0,0,-4.645,-54.475,-15.6,-8.84,-11.02225,-10.66625,0,92.4225,0.41225
1,18.25,372.670525,1.01885,0.00225,-71.001,157.3075,185.09,-3.65875,-0.36425,-33.4,71.98,0,0,-3.26,-55.405,-15.8075,-8.725,-11.00025,-10.6475,0,92.5,0.52125
1,18.75,372.5458,1.0194,0,-67.89725,155.215,183.03,-3.21375,-0.316,-33.865,71.9575,0,0,-4.34,-48.97275,-16.89,-9.345,-10.98825,-10.631,0.052375,92.5,0.597
1,19.25,372.9555,1.016,0,-65.80575,151.4025,182.145,-3.09975,-0.18,-34.4075,71.4125,0,0,-3.92,-43.806,-18.22,-9.22,-10.9785,-10.619,0.0136,92.5,0.75475
1,19.75,372.39795,0.981025,0,-70.122025,166.1125,180.595,-3.03875,-0.18775,-34.84,69.66,0,0,-2.6825,-40.335,-19.3,-5.825,-10.95875,-10.6025,0.05075,92.5,0.6545
1,20.25,373.445,0.949625,0,-79.2735,163.73,178.67,-2.97775,-0.16775,-35.4975,69.7925,0,0,-4.09,-48.352,-18.94,-6.0275,-10.949,-10.58275,0.039,92.5,0.57125
1,20.75,374.06575,0.9234,0,-88.4695,168.64,176.525,-2.66325,-0.3,-36.11,68.715,0,0,-4.655,-52.8335,-19.12,-8.69,-10.93925,-10.57625,0.03775,92.4,0.4135
1,21.25,373.57375,0.900125,0.00225,-85.431,169.1375,178.08,-2.86275,-0.261,-36.655,69.3225,0,0,-8.12,-49.5675,-19.38,-6.295,-10.924,-10.55875,0.03,92.4,0.4725
1,21.75,374.00325,0.765325,0,-79.65025,168.5225,177.3675,-2.70925,-0.2355,-36.7075,69.735,0,0,-5.8,-50.21925,-19.4,-6.4225,-10.91425,-10.5445,0.0155,92.3225,0.44675
1,22.25,373.2594,0.6744,0.00225,-66.73925,166.875,174.9575,-2.8,-0.24,-36.8425,69.0825,0,0,-5.27,-45.66,-18.41,-5.92,-10.89775,-10.53025,0,92.3,0.3735
1,22.75,372.9276,0.4443,0.00225,-63.20225,164.1175,173.1075,-2.6265,-0.325,-37.1775,68.215,0,0,-3.24,-41.063,-16.275,-4.85,-10.92975,-10.51825,0,92.3,0.4335
1,23.25,371.53945,0.3017,0,-62.9585,162.3475,171.7075,-2.66775,-0.17,-37.8325,68.0475,0,0,-5.35,-43.993,-16.64,-5.02,-10.9695,-10.504,0,92.2,0.49225
1,23.75,374.72895,0.1198,0,-61.8295,160.465,171.185,-2.64175,-0.26425,-38.0875,68.725,0,0,-5.985,-42.254,-16.965,-7.53,-11.00925,-10.49425,0,92.2,0.5745
2,0.25,369.6298,0.47925,0,-89.6735,139.7175,202.9175,-2.741,-0.04,-28.6775,75.8675,0,0,-5.1,-53.425,-13.11,-11.64,-9.49,-9.23625,0.0102,92.445,0.8145
2,0.75,369.395025,0.35125,0,-90.958,141.2225,202.3075,-2.669,-0.081,-28.755,75.98,0,0,-4.255,-56.13475,-13.2525,-9.5925,-9.52425,-9.222,0.034825,92.445,0.729
2,1.25,369.7541,0.094225,0,-90.97475,141.8225,203.0675,-2.95525,-0.0955,-28.8425,76.3425,0,0,-4.385,-49.157,-13.2075,-9.94,-9.543,-9.2055,0,92.4225,0.77
2,1.75,369.477925,0.4654,0,-85.29625,139.8125,201.48,-2.9385,-0.0655,-28.965,76.295,0,0,-5.275,-45.896,-13.065,-12.1875,-9.57075,-9.21325,0,92.4225,0.759
2,2.25,370.204175,0.4556,0,-81.5065,136.57,200.2925,-2.7765,-0.11875,-29.2775,76.36,0,0,-6.065,-49.914,-13.4325,-11.27,-9.59075,-9.22425,0.0165,92.4225,0.73475
2,2.75,371.3931,0.43825,0,-78.837,147.1625,198.87,-2.58425,-0.12875,-29.6,76.135,0,0,-3.775,-48.515,-13.9875,-11.13,-9.59075,-9.22525,0.037,92.4225,0.76575
2,3.25,372.27785,0.4545,0,-82.93775,141.0575,197.8575,-2.6755,-0.2775,-30.1975,75.2575,0,0,-3.365,-48.923,-14.3875,-8.42,-9.60625,-9.23075,0.047,92.5,0.817
2,3.75,370.5106,0.40375,0,-86.314,139.155,196.0925,-2.5455,-0.28425,-30.785,75.6225,0,0,-10.06,-55.559,-14.4,-8.71,-9.61175,-9.2385,0.009,92.5,0.70675
2,4.25,371.693875,0.38945,0,-83.3745,139.025,195.4925,-2.60425,-0.31075,-31.03,75.0575,0,0,-4.9475,-48.345,-14.4875,-9.6375,-9.60175,-9.254,0.04875,92.4225,0.659
2,4.75,371.6692,0.4118,0,-82.4155,138.03,195.4825,-2.661,-0.24875,-31.13,74.8575,0,0,-7.4,-53.82,-14.4425,-8.78,-9.59275,-9.25725,0,92.4225,0.7045
2,5.25,371.56975,0.45215,0,-82.47475,144.6125,194.8725,-2.91275,-0.4765,-31.3075,74.69,0,0,-5.85,-56.48525,-14.6075,-13.1925,-9.596,-9.26275,0,92.4225,0.6035
2,5.75,371.21225,0.488875,0,-83.88275,145.595,193.0525,-2.72425,-0.514,-31.43,74.8575,0,0,-4.18,-47.7425,-15.0075,-13.5,-9.59475,-9.26375,0,92.4225,0.66225
2,6.25,372.3195,0.415875,0.00225,-76.18825,149.3425,191.7225,-2.7575,-0.3615,-31.785,74.335,0,0,-4.6125,-45.058,-15.1975,-14.0425,-9.58575,-9.257,0,92.4225,0.58225
2,6.75,371.32665,0.4556,0,-88.0575,150.2225,190.4925,-2.866,-0.221,-32.3725,73.245,0,0,-5.49,-38.65775,-15.3875,-9.6825,-9.59225,-9.2625,0.02,92.5,0.56925
2,7.25,368.98715,0.4638,0,-88.11375,151.7525,189.3975,-2.759,-0.16775,-32.9375,73.2575,0,0,-6.74,-48.091,-15.5,-9.65,-9.6055,-9.27025,0,92.5,0.609
2,7.75,372.171275,0.4292,0,-85.08225,146.67,190.5875,-2.22075,-0.2275,-32.8825,73.625,0,0,-7.56,-36.832,-15.9875,-8.6675,-9.62,-9.28025,0,92.5,0.68475
2,8.25,368.7304,0.45435,0,-79.09225,144.7425,193.1125,-1.6795,-0.172,-32.685,73.24,0,0,-12.2,-49.9495,-16.1975,-7.83,-9.65,-9.30025,0.037,92.5,0.62575
2,8.75,367.1638,0.512175,0,-71.0335,150.855,193.54,0.66775,0.00675,-31.8325,73.93,0.68475,0,-9.45,-42.263,-16.1425,-6.085,-9.67225,-9.32025,0,92.5225,0.5205
2,9.25,367.98765,0.357925,0,-43.11925,151.6225,196.3875,7.9675,1.747,-31.155,76.0925,5.13225,2.982,-7.715,-34.1325,-16,-5.7,-9.7,-9.338,0.065,92.5225,0.6335
2,9.75,361.846225,0.35855,0,-6.928,152.7075,203.185,21.2635,5.09775,-29.555,77.36,15.58975,7.978,-11.48,-26.46,-15.51,-5.36,-9.72,-9.358,0.107,92.5225,0.5725
2,10.25,366.1187,0.41795,0,12.78525,141.515,208.2825,31.325,7.79,-27.455,74.0425,26.5365,13.476,-5.38,-26.904,-14.865,-5.31,-9.73,-9.37575,0.111,92.6,0.42025
2,10.75,366.08975,0.474175,0,23.334,135.7525,214.3125,31.27225,7.35625,-25.3325,72.29,37.184,14.2882,-0.0199999999999986,-1.45525,-13.9875,-2.2275,-9.73,-9.38575,0.097,92.6225,0.6045
2,11.25,367.136625,0.58905,0.0345,30.45275,137.645,218.4625,41.648,11.1875,-23.4775,64.805775,48.6965,21.122,3.03,-5.58125,-12.81,-3.0375,-9.7145,-9.378,0.1425,92.6225,0.72675
2,11.75,363.30165,0.633025,0.0645,31.1635,138.43,221.5425,46.08225,12.14975,-22.41,59.1675,53.306625,20.482,4.0625,4.326,-11.7875,-1.86,-9.70125,-9.3725,0.156,92.6,0.61025
2,12.25,363.5979,0.671,0.09,34.49775,137.64,220.4275,46.24775,11.02,-22.01,54.4925,56.9708,20.738,2.295,10.54125,-10.9775,-0.8,-9.658,-9.3525,0.18625,92.6,0.89675
2,12.75,368.23125,0.648,0.09675,43.26025,137.13,222.1175,54.88975,12.80925,-21.2325,48.7575,61.555,24.3222,4.7375,16.37,-10.7875,-1.32,-9.638,-9.33475,0.1904,92.6225,0.88675
2,13.25,367.58725,0.477725,0.09675,47.39975,136.165,222.2025,65.2285,17.51375,-21.4975,50.835,60.1805,32.932,4.3475,25.15,-10.3875,-1.16,-9.5825,-9.28925,0.13,92.545,1.0945
2,13.75,370.1496,0.762975,0.12675,46.03275,137.7275,223.825,65.04,16.35975,-21.4425,49.8125,60.703,33.498,-5.405,1.416,-9.9325,-5.205,-9.51925,-9.22375,0.0975,92.5225,0.94225
2,14.25,369.7915,0.8453,0.16675,44.1125,137.745,224.965,60.45425,16.53425,-20.8075,49.225,57.16175,28.281,4.8375,10.9325,-9.455,-2.785,-9.43275,-9.15725,0.16,92.5,0.807
2,14.75,371.0353,0.854675,0.19225,34.41525,141.0075,224.96,45.90125,10.04725,-21.0075,49.7475,51.707,19.818,3.4275,-4.005,-9,-2.895,-9.40725,-9.12725,0.04,92.5,0.93575
2,15.25,371.004625,0.998375,0.1745,27.46275,142.375,225.5,44.3215,10.58025,-21.175,49.62,47.14725,20.957,4.02,-3.445,-8.855,-3.375,-9.36175,-9.094,0.22125,92.4225,1.139
2,15.75,371.749,0.8594,0.15225,14.61775,142.885,225.7825,27.012,6.379,-21.0975,49.2775,35.38775,13.086,2.71,-8.39725,-8.6325,-4.925,-9.313,-9.05075,0.205,92.5,1.06925
2,16.25,371.9416,0.9,0.139,4.4185,145.965,225.85,28.60025,6.6535,-21.0975,51.45,38.84725,13.1555,2.38,-18.626,-8.5875,-7.77,-9.27975,-9.01975,0.17325,92.5,1.2
2,16.75,371.5686,0.866275,0.16225,-37.39075,145.5,223.6125,16.571275,3.8915,-21.375,55.18,27.969075,7.3125,-1.4,-17.564,-8.5425,-9.78,-9.2565,-9.012,0.182,92.5,1.0105
2,17.25,371.7975,0.867,0.12225,-70.7815,151.6,219.8275,8.19125,1.99275,-21.84,58.505,9.64625,4.391,-1.5,-36.574,-8.42,-10.95,-9.23325,-8.9965,0.127,92.5225,0.87675
2,17.75,371.724125,0.794,0.0745,-86.703,152.485,215.2475,0.53025,0.379,-22.915,62.5575,2.013,1.32,-1.495,-48.11875,-8.42,-12.1625,-9.20775,-8.971,0.0675,92.5225,0.6345
2,18.25,372.6499,0.7403,0.03675,-94.369,149.6825,210.6925,-2.83925,-0.02,-24.4925,66.935,0,0,-3.21,-54.3215,-8.6325,-11.17,-9.20325,-8.94775,0.00925,92.545,0.46125
2,18.75,370.504875,0.6815,0.01,-98.74775,150.415,209.695,-2.94425,-0.02775,-26.08,71.735,0,0,-3.575,-57.255,-9.0875,-10.44,-9.212,-8.9455,0,92.545,0.60925
2,19.25,368.71305,0.67115,0,-97.04925,152.34,210.3425,-3.10775,-0.0565,-26.205,72.7125,0,0,-4.06,-53.2175,-9.8075,-13.6,-9.23075,-8.9565,0,92.545,0.486
2,19.75,369.7968,0.67385,0,-98.60475,147.845,208.805,-2.6475,0,-26.4625,72.915,0,0,-3.1,-53.53375,-10.84,-13.2375,-9.275,-8.97525,0,92.5225,0.6545
2,20.25,368.838325,0.6464,0,-98.2625,138.5375,207.6775,-2.87425,-0.02,-26.93,73.76,0,0,-2.8,-53.2505,-11.695,-14,-9.28725,-9.00625,0.0255,92.5225,0.86675
2,20.75,369.303775,0.6208,0,-96.5555,145.99,204.97,-2.83775,-0.00775,-27.475,76.3,0,0,-3.5925,-54.4325,-11.75,-11.945,-9.2585,-8.9985,0,92.5225,0.57225
2,21.25,369.223375,0.57175,0,-96.562,142.0825,203.105,-3.207,-0.05325,-28.13,76.3675,0,0,-4.2,-55.2485,-12.0825,-9.405,-9.24975,-8.9875,0.00775,92.6,0.8
2,21.75,369.2107,0.5489,0,-94.80875,137.7025,201.2175,-2.72625,-0.08525,-28.5625,76.1225,0,0,-3.03,-52.897,-12.5275,-8.9775,-9.26425,-8.982,0,92.6,0.59575
2,22.25,367.826325,0.514125,0,-94.5545,142.03,200.2625,-2.8075,-0.093,-29.195,75.79,0,0,-4.2975,-59.884,-12.895,-8.65,-9.2865,-8.9865,0,92.6225,0.67125
2,22.75,367.0685,0.48055,0,-94.803,135.115,200.5275,-2.68,-0.02,-29.2075,75.9125,0,0,-4.405,-53.36325,-13.24,-8.1575,-9.32425,-9.01425,0,92.6225,0.50475
2,23.25,367.594,0.50855,0,-90.0585,137.4825,202.395,-2.83325,0,-29.1075,75.59,0,0,-4.695,-49.16075,-13.43,-8.705,-9.36975,-9.042,0,92.7,0.81225
2,23.75,367.8501,0.4855,0,-88.1785,139.4725,202.9475,-2.93725,-0.062,-28.555,75.3675,0,0,-5.025,-64.03,-13.165,-9.87,-9.4175,-9.06975,0,92.6,0.70725
3,0.25,368.377075,1.099475,0,-99.89,150.4275,215.205,-2.7675,-0.0465,-26.075,58.1975,0,0,-4.5,-61.95,-11.23,-11.86,-5.7355,-5.434,0,91.9225,0.818
3,0.75,368.986675,1.0836,0,-97.7255,151.3,213.99,-2.68525,-0.03,-25.755,61.305,0,0,-3.49,-57.8655,-11.4825,-13.385,-5.741,-5.46275,0,91.9,0.77025
3,1.25,368.7858,0.8765,0,-96.49925,152.5925,212.275,-2.62525,-0.0155,-26.3875,64.1625,0,0,-3.2925,-57.491,-11.82,-11.315,-5.7255,-5.48375,0.0231,91.9225,0.932
3,1.75,369.431,1.117,0,-97.96825,154.6075,210.1375,-2.61425,0,-26.895,68.1675,0,0,-2.97,-61.8,-12.2,-10.02,-5.709,-5.50925,0,91.9225,0.6835
3,2.25,370.1335,1.277225,0,-98.8905,157.7225,209.2525,-2.591,-0.02325,-27.495,65.2125,0,0,-5.82,-56.035,-12.7,-10.3675,-5.70025,-5.54475,0.016275,91.9225,0.9235
3,2.75,370.334075,1.178675,0,-97.76725,158.3225,210.335,-2.47725,-0.215,-27.375,63.5325,0,0,-6.635,-52.4425,-13.1,-11.2725,-5.686,-5.536,0.03195,91.9225,0.80825
3,3.25,369.926675,1.0463,0,-96.3445,158.605,208.3275,-2.802,-0.14775,-27.3975,67.49,0,0,-6.1625,-52.722,-13.08,-13.575,-5.6695,-5.5195,0,91.845,0.58925
3,3.75,369.133775,0.81,0,-98.028,158.6875,208.89,-2.61475,-0.20375,-27.72,64.5925,0,0,-6.725,-51.555,-12.68,-11.655,-5.663,-5.51075,0,91.845,0.74575
3,4.25,368.8914,0.82665,0,-97.4095,159.58,208.7475,-2.52425,-0.394,-27.7425,62.85,0,0,-7.135,-53.25425,-12.6,-15.3225,-5.6565,-5.502,0,91.8675,0.63825
3,4.75,368.0734,0.8457,0,-92.57475,158.9525,210.68,-2.8655,-0.13525,-27.8425,62.4225,0,0,-4.3625,-52.971,-12.7625,-9.54,-5.64,-5.49325,0,91.8675,0.65025
3,5.25,368.1734,0.5085,0,-90.384,159.02,210.92,-2.4285,-0.078,-27.5,65.77,0,0,-5.46,-49.09,-12.8725,-9.7475,-5.6565,-5.4855,0.016,91.84,0.57675
3,5.75,368.25175,0.364125,0,-91.7075,162.1125,209.2175,-2.38,-0.2975,-27.3875,68.2975,0,0,-6.47,-54.245,-12.6,-10.275,-5.662,-5.4965,0,91.845,0.55225
3,6.25,367.4815,0.995125,0,-91.844,163.2025,209.115,-2.20325,-0.153,-27.755,73.1075,0,0,-11,-60.67125,-12.1125,-9.1525,-5.67075,-5.49975,0,91.845,0.5445
3,6.75,367.4262,0.84055,0,-91.9235,157.6275,209.55,-2.177,-0.28,-27.9425,74.2475,0,0,-5.92,-52.092,-11.5,-11.605,-5.682,-5.50525,0,91.845,0.6925
3,7.25,368.212425,0.74455,0,-82.7285,157.0025,209.03,-1.18325,0,-27.865,75.095,0,0,-6.26,-45.884,-11.46,-13.125,-5.7055,-5.51075,0,91.8675,0.6845
3,7.75,367.4703,0.74825,0,-76.79225,159.29,212.475,1.7745,0.7645,-27.41,74.8875,2.5776,0.82225,-4.245,-47.2165,-11.865,-5.08,-5.741,-5.5185,0,91.945,0.40275
3,8.25,367.96255,0.628375,0.0045,-43.22275,159.625,218.7575,12.62925,3.07575,-25.3875,70.745,15.8161,4.38,-4.4125,-32.33425,-11.84,-13.11,-5.7865,-5.5475,0,91.9675,0.416
3,8.75,369.3752,1.05525,0.05225,2.7825,159.8025,228.6825,25.83625,6.453,-23.34,53.2425,37.107,10.60325,-8.5775,-39.0315,-11.56,-1.0225,-5.8275,-5.5665,0,91.9675,0.51125
3,9.25,370.149,1.291375,0.0145,25.93775,157.1375,234.105,45.1005,10.009,-19.965,47.67,61.46675,18.71275,0.3375,-21.4765,-11,-2.1225,-5.84525,-5.581,0.10475,91.99,0.4935
3,9.75,355.952,1.32575,0.0445,45.67375,155.4125,242.4575,71.1475,14.426,-18.6625,43.9825,108.24475,27.49225,-2.075,-19.6235,-10.36,-4.35,-5.8375,-5.57775,0.09085,92.0675,0.39225
3,10.25,368.2155,1.326375,0.12125,64.83275,153.2675,245.94,88.8925,18.91275,-16.355,39.225,128.01225,38.13575,1.39,21.49,-9.74,-0.0699999999999994,-5.82425,-5.56775,0.13,92.0675,0.7725
3,10.75,369.1853,1.34735,0.15125,93.06725,156.5975,247.2925,121.595,28.472,-16.1875,33.295,134.995,49.6415,3.4,36.17,-9.08,-0.4,-5.79875,-5.5555,0.22,92.145,1.03575
3,11.25,363.794625,1.36485,0.23225,98.50975,156.8375,248.395,131.1675,29.400975,-15.8775,29.22,200.84425,57.913,4.9625,37.27,-8.68,0.4,-5.761,-5.5355,0.24,92.145,1.3
3,11.75,368.909,1.318175,0.27225,107.98325,157.625,251.925,143.72,29.137,-14.655,28.545,200.88325,57.72125,6.4925,38.33,-8.265,0.4,-5.72325,-5.51325,0.26,92.2225,1.2045
3,12.25,367.092,1.318,0.29675,121.95925,158.3925,252.595,159.275,29.9575,-13.51,26.3825,212.92825,59.0845,8.255,48.09,-8.14,-0.7,-5.64775,-5.48325,0.218,92.3225,1.29575
3,12.75,365.1654,1.40755,0.34,108.936,156.8575,254.825,139.735,29.044,-12.7525,24.925,293.23325,66.50825,7.7,39.93375,-7.76,-2.945,-5.62775,-5.46325,0.16565,92.3225,1.3835
3,13.25,369.2879,1.3945,0.3335,81.82325,158.915,257.2275,110.02,24.486,-12.355,24.98,261.45525,51.383,8.8,51.52775,-7.865,-5.155,-5.61875,-5.42325,0.2805,92.4,1.2435
3,13.75,371.827,1.361,0.3125,81.7615,161.2825,259.89,110.885,25.3715,-12,23.825,238.932,54.75975,6.5,40.28,-7.74,-2,-5.53775,-5.38325,0,92.4225,1.43225
3,14.25,370.95415,1.507675,0.2925,95.06125,163.0025,258.6875,122.2475,25.1915,-12.0425,24.385,245.61975,51.5065,-6.5,31.2,-7.28,-1.4,-5.5,-5.34325,0.28415,92.4225,1.31375
3,14.75,373.46935,1.51095,0.30125,80.74,161.3025,258.885,107.4275,19.557,-12.4325,25.45,221.95525,42.732,6.3175,31.657,-6.93,-6.785,-5.4755,-5.3155,0.25075,92.3675,1.30375
3,15.25,372.9782,1.549725,0.2935,68.8315,158.015,258.623275,95.1875,16.58925,-13.0875,25.715,185.73475,37.495,5.3525,29.4765,-6.78,-2.985,-5.4455,-5.27775,0.17335,92.3675,1.20975
3,15.75,373.04415,1.209575,0.3345,60.0835,157.88,258.3225,92.4425,16.11825,-13.2425,26.5125,156.89,32.606,5.23,25.267,-6.72,-3.1825,-5.4155,-5.25775,0.285125,92.3675,1.3075
3,16.25,372.5277,1.3474,0.3045,41.15725,156.9225,258.3225,79.7925,13.32225,-13.3425,27.7675,148.1815,29.471,5.5,14.37675,-6.725,-3.1,-5.40325,-5.24775,0.27955,92.2675,1.5645
3,16.75,372.239,1.415275,0.269,29.2275,155.3,256.49,62.54975,11.4045,-13.4875,27.88,118.43975,22.80525,0.6,8.49775,-6.575,-5.7925,-5.41325,-5.25,0.23025,92.3225,1.3875
