DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,H2O_1_2_1,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,RH_1_1_2,RH_1_2_1,VPD_1_1_1,VPD_1_1_3,VPD_1_1_2,VPD_1_2_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,PPFD_DIF_1_1_1,TA_1_1_2,TA_1_1_3,TA_1_1_4,TA_1_1_5,TA_1_2_1,TA_1_2_2,TA_1_2_3,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_3_1,TS_6_4_1,TS_6_5_1
1,0.25,0.1043544,0.07925625,382.2681,419.1191,-35.8976675,-0.579956275,-0.616722825,1.7913485,1.350889,2.0494525,0.1017142,-0.0260844725,-0.93687,1943.77700425,64.371446895,58.780875,70.1,0,0.463446548,0.83479445,0.3934935,-13.85646654,-0.322819,0.149943087,1.508236,1.2864999865,99.8,-13.605,-66.777935,0,-0.5045,-7.496659,-4.18051725,212.374925,263.21195,-69.38,-3.134,-0.798,196.2,254.6,-0.23,0.09,1.015,2.095,2.49,-0.36775,0.195,1,2.706,3.793,0,0.434,-10.7675,-10.75,-10.74,-10.7725,-10.39292,-10.19783,-9.596919,0.54075,1.80675,2.8505,3.96775,1.04325,1.90325,3.134,4.03675,0.02425,1.67925,3.504,4.52925
1,0.75,0.06877141,0.0452,382.23445,420.44455,-37.08155,-0.5819928,-0.682538,1.712345,1.368465,2.05355,0.0496649555,-0.03447,-0.78709375,1946.1735965,64.4898192725,60.568175,70.41,0,0.44451688875,0.82760695,0.38093475,-14.1975,-0.3154496,0.14802925,1.48356775,1.4265000225,99.8,-13.965,-63.61672,0,-0.5205,-7.2884125,-4.1793225,216.090375,263.1166,-68.91,-3.02275,-0.79975,198.3,254.125,-0.23,0.09,1.02,2.1,2.5,-0.37175,0.19175,1,2.70975,3.79225,0,0.432,-10.85,-10.83,-10.8225,-10.8875,-10.6967725,-10.5039,-10.02001225,0.53325,1.80875,2.84675,3.965,1.04425,1.905,3.13925,4.038,0.0265,1.67875,3.49825,4.521
1,1.25,0.1178725,0.0478962,382.2398,419.7567,-34.99418,-0.533483392,-0.43061955,1.744697,1.40969125,2.0477325,0.103257514,0.0883961,-0.634081,1946.773532,64.450933805,59.78,70.62,0,0.4599171205,0.79067645,0.388747,-14.272275,-0.32176003925,0.1343826,1.47658525,1.3397500055,99.8,-13.9,-63.5439375,0,-0.50375,-7.406094,-4.23143475,217.188575,263.089175,-68.5575,-2.96575,-0.846,200.3,253.45,-0.235,0.1,1.02,2.0925,2.5,-0.37025,0.18925,1,2.7075,3.796,0,0.434,-10.9475,-10.9275,-10.925,-10.9525,-10.7926375,-10.6439175,-10.1077925,0.53725,1.80025,2.84525,3.9655,1.043,1.90225,3.13775,4.0415,0.028,1.68225,3.4985,4.52275
1,1.75,0.07209565,0.00747997,382.5748,420.39615,-35.47419192,-0.6078175,-0.646062,1.72306441475,1.34072025,2.03671,0.10233808625,0.0011214,-0.7974255,1947.76023225,64.740674715,60.65,71.06,0,0.450458296,0.79325,0.4071455,-14.49674171,-0.337418,0.13521103,1.46004875,1.371,99.8,-13.955,-60.7069525,0,-0.52925,-7.46820875,-4.37839075,216.0474,262.484,-68.9925,-2.9405,-0.8805,197.8,252.825,-0.235,0.09,1.02,2.1,2.5,-0.374,0.1875,1,2.703,3.78225,0.004,0.434,-10.9575,-10.945,-10.935,-11.0275,-10.871815,-10.767465,-10.1816775,0.52925,1.794,2.84325,3.96725,1.04375,1.90625,3.14025,4.04025,0.01825,1.681,3.50175,4.52325
1,2.25,0.0361640675,0.0537608375,382.5131,420.6565,-35.017925,-0.76625685,-0.48821015,1.6577805535,1.343166,2.0035775,0.1083246445,0.0971292,-0.961665755,1946.89410525,64.2682075,60.1782275,71.965,0,0.435037225,0.756061,0.42768075,-14.44891804,-0.319002,0.15324754575,1.514061,1.341499967,99.8,-14.18,-67.048875,0,-0.5255,-7.4675675,-4.3724895,209.716075,261.7306,-68.825,-3.013,-0.84475,195.1,252.55,-0.24,0.1,1.0125,2.0925,2.4925,-0.384,0.18825,1,2.703,3.786,0.022,0.433,-11.2975,-11.2875,-11.2875,-11.3175,-10.844425,-10.7331725,-10.2503025,0.53725,1.78475,2.84475,3.9695,1.04325,1.9015,3.13975,4.04475,0.01525,1.67475,3.494,4.5205
1,2.75,0.07553775,-0.0055875525,382.79165,420.305575,-35.92660338,-0.520312175,-0.3167771,1.656786,1.37242775,1.99678,0.126825675,-0.075447575,-1.0414248045,1946.80369375,64.408665635,60.4766,72.025,0,0.443258495,0.7564445,0.418726,-14.1857,-0.322216599,0.144237945,1.48386,1.25375,99.8,-14.37,-68.38817,0,-0.52475,-7.44720625,-4.31437225,206.215425,260.479525,-69.47,-2.97175,-0.878,195.525,252.65,-0.23,0.09,1.02,2.1,2.48,-0.3765,0.18825,1,2.70525,3.7915,0.029,0.43225,-11.545,-11.52,-11.52,-11.5775,-11.0052875,-10.8728225,-10.351625,0.5385,1.78825,2.84175,3.963,1.04175,1.90375,3.1295,4.036,0.018,1.67875,3.5025,4.51825
1,3.25,0.1156168,0.105013,382.7851,420.187,-39.694239325,-0.4922161815,-0.6258436,1.654961,1.38004,1.9581,0.142248235,0.1186827,-1.240116,1947.0816975,64.65271563,59.79121,71.595,0,0.427907325,0.7278611,0.3748675,-14.56035422,-0.331568,0.14431175,1.52487899375,1.323499991,99.8,-14.465,-67.86869,0,-0.53525,-7.44844275,-4.37926675,208.28075,259.906075,-69.3425,-3.02925,-0.8125,195.825,252.7,-0.245,0.1,1.0125,2.0925,2.49,-0.384,0.1875,1,2.70225,3.78,0.035,0.432,-11.615,-11.5775,-11.5925,-11.6975,-11.208585,-11.04583,-10.51436,0.53,1.79375,2.8465,3.96075,1.04725,1.90625,3.1355,4.03575,0.01675,1.67825,3.49975,4.51625
1,3.75,0.102624,0.086182095,382.9624,419.8179,-35.3811575,-0.701765,-0.3579965,1.6796495,1.353219,1.9716,0.11783455,-0.00855575,-0.9305,1947.621122,65.18152,59.9995,71.83,0,0.4375341005,0.74416425,0.3594575,-14.714849885,-0.3394289,0.1388948,1.551459,1.3245,99.8,-14.68,-63.40237,0,-0.5285,-7.39011825,-4.38314775,208.078275,260.06425,-69.805,-3.08125,-0.83175,195.125,251.875,-0.25,0.09,1.02,2.085,2.48,-0.38475,0.19175,0.99925,2.7075,3.7835,0.009,0.431,-11.745,-11.7225,-11.7225,-11.805,-11.0732,-10.9864275,-10.445635,0.5295,1.78875,2.84525,3.96575,1.04025,1.90525,3.13575,4.035,0.01525,1.67775,3.483,4.51725
1,4.25,0.0968138425,0.07146833,382.9729,419.04045,-36.1510425,-0.60848099375,-0.491360925,1.630417408,1.320978,1.968385,0.097064685,-0.061653,-1.1656311135,1944.53089475,65.6981979925,58.5158,72,0,0.4287242,0.7186005,0.35295575,-15.230375,-0.30309325,0.1476647435,1.5994625,1.2690000015,99.8,-14.455,-63.9047275,0,-0.5535,-7.3892445,-4.42621275,209.3359,260.233175,-71.5125,-3.12075,-0.936,195.05,251.35,-0.25,0.09,1.0125,2.0825,2.49,-0.39075,0.185,1,2.70525,3.7815,0,0.434,-11.8125,-11.8,-11.7925,-11.81,-11.1093225,-11.0730975,-10.3817125,0.53,1.79025,2.8455,3.965,1.03575,1.90325,3.13375,4.032,0.019,1.68125,3.498,4.51725
1,4.75,0.106684075,0.0891776,382.9743,419.7351,-37.7748,-0.55062065,-0.445025575,1.605657,1.3863,1.9719475,0.1148829,-0.006254416,-1.045178331,1946.450877,66.021221095,60.17891,72.035,0,0.404546,0.698910275,0.35004275,-15.1693,-0.31163,0.1424578,1.4876260715,1.29649998925,99.8,-14.72,-65.832925,0,-0.55475,-7.38049325,-4.502257,208.617075,259.5754,-70.5475,-3.03,-0.9005,195.525,251.1,-0.255,0.09,1.005,2.08,2.48,-0.381,0.18825,1,2.7,3.77675,0,0.43325,-11.7775,-11.7725,-11.765,-11.7275,-11.1174225,-11.1037825,-10.4810325,0.529,1.7945,2.8425,3.9605,1.046,1.90725,3.13075,4.033,0.01675,1.68125,3.495,4.515
