DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.35725,-18.076,1.9885,0.2525,-1.18375,-0.21,80.3705,391.93,0.23,-1.85775,0.36225,-0.53175,-0.089,0.27875,2.373
1,0.75,0.36225,-18.387,1.951,0.231,-1.9525,-0.303,80.76475,392.002,0.23,-1.874,0.362,-0.5275,-0.0865,0.3105,2.443
1,1.25,0.3615,-18.51125,1.97975,0.239,-1.91075,-0.151,81.02275,392.017,0.22,-1.6815,0.36575,-0.4385,-0.0885,0.33575,2.486
1,1.75,0.382,-18.50575,1.979,0.27,-1.9715,-0.6645,81.21175,391.9555,0.22,-2.11925,0.37025,-0.338,-0.09,0.3335,2.523
1,2.25,0.36875,-18.312,2.03325,0.21275,-2.38725,-0.59925,81.35075,390.334,0.22,-1.824,0.3765,-0.4955,-0.09,0.31475,2.527
1,2.75,0.38825,-18.25025,2.07,0.258,-1.682,-0.3915,81.45425,390.9725,0.22,-1.9825,0.38025,-0.28375,-0.093,0.31525,2.531
1,3.25,0.37625,-18.15825,1.938,0.2045,0.7075,0.044,81.236,392.0625,0.22,-1.6765,0.36775,-0.239,-0.0915,0.28525,2.53
1,3.75,0.34925,-18.21025,1.921,0.22775,-1.453,-0.052,81.2005,388.2855,0.22,-1.64525,0.38625,-0.2575,-0.0935,0.3215,2.3615
1,4.25,0.348,-18.208,1.919,0.2155,-0.227,-0.17575,81.391,385.937,0.22,-1.77775,0.376,-0.315,-0.075,0.3235,2.41425
1,4.75,0.336,-18.52875,1.89,0.2905,0.642,0.041,81.6425,385.5665,0.22,-1.485,0.374,-0.2525,-0.0825,0.345,2.53525
1,5.25,0.334,-18.66175,1.90275,0.211,0.14475,-0.00675,81.5885,386.035,0.22,-1.78325,0.378,-0.27075,-0.093,0.3465,2.5635
1,5.75,0.32875,-18.75775,1.85475,0.161,-2.29775,0.031,81.8505,386.3645,0.21,-1.8835,0.376,-0.3605,-0.0865,0.407,2.63025
1,6.25,0.31225,-18.849,1.8735,0.328,0.21875,0.021,82.083,386.253,0.22,-2.538,0.394,-0.3975,-0.08725,0.4395,2.663
1,6.75,0.344,-18.799,1.853,0.264,-1.576,-0.373,82.219,385.896,0.22,-2.29625,0.372,-0.33075,-0.0755,0.4545,2.73875
1,7.25,0.326,-18.822,1.902,0.216,-1.423,-0.44325,82.2355,386.589,0.22,-1.9085,0.35,-0.31975,-0.09025,0.439,2.589
1,7.75,0.32575,-19.226,1.86425,0.14725,-1.00875,-0.495,82.371,386.376,0.22,-2.2265,0.369,-0.36725,-0.07975,0.463,2.48
1,8.25,0.33475,-18.906,1.931,0.165,0.127,-0.887,82.35,387.22225,0.22,-2.03025,0.926,-0.08625,0.0485,0.5385,2.4635
1,8.75,0.31925,-18.2535,1.88625,0.153,-1.5515,-0.105,82.118,387.604,0.22,-0.53625,9.498,2.90625,1.89,1.7515,2.105
1,9.25,0.35375,-18.2365,1.99025,0.257,1.92275,-0.667,81.5705,387.39225,0.22,7.395,41.192,23.03475,8.9405,9.8805,2.14375
1,9.75,0.38175,-18.271,2.101,0.214,6.06325,-0.07,82.0745,387.3755,0.225,23.28,94.618,53.0355,20.124,20.428,2.18625
1,10.25,0.40425,-18.3,2.188,0.401,16.37,-0.1915,81.3295,387.25575,0.235,45.30025,180.787,94.4355,34.1545,32.6955,1.988
1,10.75,0.4515,-18.126,2.3405,0.258,28.996,0.086,81.3245,386.787,0.24,75.249,254.307,126.26325,48.338,41.865,2.1675
1,11.25,0.4615,-17.7545,2.4005,0.257,43.8415,0.362,80.42375,385.84525,0.2575,89.198,302.623,163.71475,57.05675,45.911,2.309
1,11.75,0.4855,-17.301,2.51,0.125,55.615,0.198,79.6515,385.458,0.285,109.04775,335.324,198.61125,65.87825,52.6425,2.007
1,12.25,0.475,-17.45125,2.5785,0.168,62.2735,0.254,78.9595,384.5785,0.3,118.419,408.4285,206.55,74.7465,55.672,2.102
1,12.75,0.492,-17.113,2.541,0.32125,62.1355,0.296,78.41675,384.28525,0.2975,119.6865,416.326,216.906,78.12675,57.7135,2.1265
1,13.25,0.5105,-16.9245,2.6385,0.275,65.7575,1.25,77.85375,384.159,0.3325,117.0985,405.037,214.48325,76.522,58.93575,2.141
1,13.75,0.5045,-16.856,2.538,0.15025,57.6945,0.83525,77.78,385.19075,0.345,106.885,367.903,202.868,68.98175,57.6995,2.16875
1,14.25,0.4845,-16.636,2.517,0.37,49.434,0.93675,77.7325,384.88225,0.36,96.034,309.251,193.19025,62.89,54.10275,2.216
1,14.75,0.4975,-16.5365,2.5525,0.134,40.2825,0.858,77.537,388.2215,0.37,73.31475,249.903,163.7095,53.575,49.79325,2.219
1,15.25,0.4815,-16.59575,2.504,0.229,26.8625,0.516,77.46725,388.1795,0.3625,44.04925,171.383,118.57025,42.107,39.64025,2.285
1,15.75,0.4405,-16.8675,2.2895,0.152,13.7475,0.305,77.914,388.0595,0.36,20.6395,111.569,79.137,27.946,32.05625,2.302
1,16.25,0.4155,-17.1315,2.21,0.127,1.95,-0.044,78.663,384.972,0.35,1.0365,51.789,35.21975,13.8575,14.02775,2.309
1,16.75,0.3705,-17.2505,2.1265,0.073,-1.3355,-0.168,79.1025,388.159,0.31,-3.168,15.067,6.3705,3.9305,1.916,2.259
1,17.25,0.397,-17.72325,2.103,0.167,-2.106,-0.239,79.5275,387.88,0.285,-4.12025,1.541,-0.69925,0.29575,0.12025,2.28675
1,17.75,0.384,-17.70525,2.108,0.303,-2.578,0.171,79.76175,388.2765,0.27,-5.1695,0.386,-0.80225,-0.07975,0.1455,2.30025
1,18.25,0.4335,-17.852,2.392,0.219,-2.429,-0.068,79.8095,388.3325,0.26,-4.549,0.342,-0.8655,-0.089,0.1785,2.203
1,18.75,0.436,-18.09,2.3195,0.201,-3.1855,-0.148,79.93075,388.224,0.2525,-5.41525,0.357,-0.8565,-0.087,0.15675,2.23725
1,19.25,0.4445,-18.0375,2.1975,0.133,-2.071,-0.087,79.81625,388.7995,0.25,-4.4775,0.36,-0.889,-0.0875,0.17325,2.2855
1,19.75,0.431,-17.8885,2.3575,0.267,-3.6915,0.108,79.73175,388.8415,0.24,-3.95575,0.348,-0.795,-0.092,0.21375,2.1
1,20.25,0.4395,-18.076,2.3355,0.177,-3.5555,-0.367,80.31275,391.7605,0.235,-4.22525,0.323,-0.85475,-0.08725,0.21575,1.9735
1,20.75,0.3805,-18.068,2.1835,0.206,-2.0145,0.25,80.39775,391.775,0.225,-3.137,0.33825,-0.823,-0.08,0.21975,2.06275
1,21.25,0.3755,-18.08,2.1255,0.279,-2.586,-0.151,79.58875,391.91475,0.235,-3.59025,0.3605,-0.97525,-0.085,0.216,2.11725
1,21.75,0.3835,-18.345,2.0615,0.285,-3.4855,0.036,79.96075,391.9345,0.23,-2.79425,0.36625,-0.49075,-0.087,0.21975,2.334
1,22.25,0.372,-18.546,2.0375,0.393,-2.5555,-0.106,79.957,391.9855,0.235,-2.98475,0.35575,-0.65275,-0.088,0.26225,2.4225
1,22.75,0.3775,-18.35,2.1505,0.298,-2.0585,0.025,79.66975,391.9485,0.23,-3.19475,0.3805,-0.41975,-0.09,0.23275,2.197
