DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,0.640951010000154,-29.2144604356781,0.0486887117351098,-0.505022693563904,-3.19401472038935,0.0382464872355837,-42.5291797614362,-3.00651079774722,0.168914549755309,0.52775,0.58525,-27.753095,-33.825875,-29.607875,-34.22352,99.29840475,72.036,0.1506025,-31.88,-31.3385,-21.277,0,-3.57225,0.2525,-2.0285,136.41,172.71,201.625,213.2875,-0.11,0.03525,0.4,-0.58,-0.387,-0.4665,-0.31,-13.716175,-13.151075,-10.074325,-11.35975,-10.65425,-9.7012,-8.18645,-7.799325,-14.72315,-13.391525,-9.1769,-8.3547,-7.652,-5.5305,-13.1319,-13.197675,-10.819125,-10.624325,-10.017525,-10.089825,-8.995925,-7.752125,-6.33635,-14.838675,-13.631675,-12.8253,-11.5569,-11.599075,-10.73185,-9.109025,-8.4058,-17.21145,-15.6116,-13.840375,-11.352775,-12.008725,-10.483875,-9.09015,-7.740925,-9.64365,-3.82365,-60.55375,0.14379383704885,0.127210698512955,0.229519366797613,0.0951325032691318,0.184668266767557,0.0823565224405997,0.164518115364793,0.0456763582058881,0.125031566633202,413.661867633094,423.718580942741,412.020667900156,417.856308596677,413.237984357085,423.721529197483,412.284576572655,423.916632313849,412.678939798706,2019.07829780049,2018.84561108684,2019.67524959392,2021.41251499471
1,0.75,0.75162715285575,-29.287993121695,0.0486638144551856,-0.638073952959169,-2.68009857615453,0.0464033518950189,-36.1865820622524,-8.29554018180775,0.16382773717144,0.3745,0.4785,-27.9140125,-34.07015,-29.597345,-33.74072,99.32020325,71.945,0.14406,-32.75,-31.207,-21.2855,0,-3.739,0.3,-1.907,136.49,174.0525,201.525,213.2925,-0.11,0.035,0.38,-0.57575,-0.38,-0.45675,-0.31,-13.71995,-13.151975,-10.072975,-11.3658,-10.657,-9.70115,-8.18745,-7.801325,-14.7021,-13.39425,-9.175175,-8.354675,-7.6535,-5.5325,-13.1308,-13.1983,-10.818575,-10.6255,-10.018475,-10.089925,-8.99645,-7.752,-6.33835,-14.8398,-13.631675,-12.827875,-11.5583,-11.597925,-10.73175,-9.1126,-8.40885,-17.21295,-15.596725,-13.8398,-11.351725,-12.004,-10.48505,-9.09175,-7.74535,-9.49335,-3.79195,-56.61125,0.146600506230504,0.120642505457218,0.221100298656373,0.0920060233295664,0.192131861221863,0.0788244105504748,0.164671119835292,0.0398921889770825,0.144455039457801,413.987492614183,422.810895046253,411.89096130502,417.8538189543,412.005464701988,422.748175727525,412.52862857724,422.920627693746,412.337394280936,2020.7211286843,2021.36234337493,2021.32414204371,2023.44824882895
1,1.25,0.715187130986131,-29.3719865926245,0.0449335492723423,0.0264138329449879,-2.36029627317127,0.0363329853281062,-36.049597862302,-2.0777503022449,0.190750963833446,0.35725,0.528,-27.80015,-33.82355,-30.25288,-34.04569,99.31770925,72.205,0.1446,-32.69,-31.423,-21.27875,0,-3.6375,0.3,-1.955,136.1175,173.135,201.4725,213.2975,-0.11,0.03,0.38,-0.58,-0.387,-0.46675,-0.31,-13.7232,-13.151875,-10.07235,-11.3718,-10.65985,-9.70115,-8.188975,-7.803325,-14.6801,-13.41125,-9.175525,-8.354675,-7.6545,-5.5345,-13.13065,-13.198925,-10.81875,-10.625225,-10.0204,-10.0905,-8.996975,-7.7535,-6.343,-14.8414,-13.631675,-12.83145,-11.5585,-11.5973,-10.7317,-9.1126,-8.410375,-17.214975,-15.5819,-13.839175,-11.35065,-11.9995,-10.4844,-9.09275,-7.74735,-9.5934,-3.7515,-57.07,0.153483550019943,0.0853108254708159,0.257850058384326,0.0872717600817938,0.192771332493707,0.0674543581576477,0.191680557495005,0.0294030027451893,0.131583377115737,413.915509973303,422.762684479972,412.104364726084,417.944414888218,412.010627096982,422.598151129877,412.129698656042,422.800848389418,412.554479799941,2025.33833383604,2024.32497889815,2021.50822871402,2023.38652913437
1,1.75,0.796389991200643,-29.3067970380776,0.0313523022265865,0.0235202658015845,-4.61558370861901,0.0422720509610566,-42.516092242246,-5.42401645730132,0.140687695423719,0.439,0.50725,-27.5430125,-33.9458,-30.36633,-34.148125,99.32503975,72.1215,0.1459375,-32.59,-31.73175,-21.28725,0,-3.5685,0.3,-2.195,137.4025,173.0525,201.425,213.2025,-0.11,0.04,0.4,-0.57575,-0.38,-0.46,-0.31,-13.726975,-13.1523,-10.07245,-11.377375,-10.663425,-9.7011,-8.189975,-7.80485,-14.657475,-13.408775,-9.174875,-8.3557,-7.656,-5.5365,-13.129025,-13.19955,-10.821225,-10.625675,-10.02135,-10.0906,-8.99755,-7.7534,-6.3455,-14.83725,-13.633225,-12.8335,-11.5587,-11.59615,-10.732125,-9.1136,-8.412375,-17.21485,-15.56445,-13.838075,-11.349575,-11.9965,-10.48475,-9.0942,-7.74935,-9.5246,-3.782975,-61.46,0.1502187620408,0.0842243148189915,0.211065536349385,0.0841990630774953,0.14183898563692,0.0878252208199643,0.139933081760485,0.0317818971688866,0.133801359574777,413.422201602578,422.747283376015,411.526770560621,418.056376182794,412.149052836033,422.520796691501,411.63645130751,422.597643818218,410.77240963907,2020.1152350524,2021.44982198545,2025.34786789384,2026.32472981789
1,2.25,0.664886300709188,-29.4625528230516,0.0455412328953832,0.0103625018225961,-2.29787540262484,0.0384757987265838,-35.0244201373663,-4.5710413207203,0.144917896801008,0.506,0.69725,-27.8211225,-33.7112,-32.9897,-33.9293675,99.3061695,72.2125,0.1459475,-32.38,-31.703,-21.31725,0,-3.39325,0.0525,-2.22225,137.91,172.8875,201.325,213.05,-0.11675,0.04,0.4,-0.57,-0.38,-0.46,-0.31,-13.72975,-13.1522,-10.071825,-11.383375,-10.66695,-9.70105,-8.191975,-7.806325,-14.632625,-13.40365,-9.175225,-8.35605,-7.658,-5.538,-13.127875,-13.199175,-10.82425,-10.626125,-10.0223,-10.091225,-8.9976,-7.7544,-6.3475,-14.83405,-13.63345,-12.836075,-11.5596,-11.595,-10.733075,-9.11355,-8.4128,-17.215675,-15.546325,-13.836975,-11.34855,-11.991725,-10.48455,-9.09465,-7.75135,-9.457,-3.806575,-62.78975,0.148887532728162,0.0874661724638316,0.211509502849149,0.0908593959485015,0.149577873419717,0.0833292000173929,0.160849383962688,0.0286504078044961,0.131929867772266,412.969890742834,422.311645630291,412.21807449732,418.021518424978,412.137827193889,422.044707787551,412.666023774322,422.266765152643,411.715500809847,2020.4671907421,2020.94840232474,2022.22285215459,2024.26122902923
1,2.75,0.470355408041844,-29.5375764350584,0.0453366235272837,0.0242599418541382,-3.35640543589094,0.0294783734252119,-30.7719123289185,-4.77731140339164,0.146560944361135,0.447,0.6175,-27.5896575,-33.807225,-30.25635,-34.0835775,99.297473,71.806,0.14638,-32.45,-31.5935,-21.3525,0,-3.31475,0.1525,-2.02,137.3575,173.2,201.23,212.95,-0.12,0.04,0.41,-0.57575,-0.39,-0.46,-0.31,-13.73305,-13.15115,-10.070475,-11.388425,-10.671,-9.701,-8.193025,-7.808375,-14.607775,-13.39755,-9.1753,-8.357075,-7.6595,-5.5395,-13.12625,-13.199325,-10.827275,-10.6263,-10.024225,-10.0908,-8.99765,-7.755925,-6.346875,-14.825625,-13.633,-12.8387,-11.5598,-11.597,-10.7335,-9.1156,-8.415325,-17.215975,-15.533975,-13.8354,-11.3467,-11.988,-10.48435,-9.09565,-7.7528,-9.383625,-3.8195,-62.135,0.18531989941938,0.0896531358622501,0.265811434135744,0.0850366351748321,0.182455373298744,0.0697689693946737,0.19981320111678,0.0337393202400241,0.150185954407857,413.195238130674,422.021825014485,411.445615048486,418.076841477328,412.03741321224,421.824338100365,411.47104733985,421.921233225219,411.60120436535,2020.40687134139,2021.37957536221,2021.13016427288,2024.52466748116
1,3.25,0.484203651458752,-29.3091340853347,0.0611408598652595,-0.297393132514075,-4.27456321031161,0.0294583615003866,-45.0854357111542,-2.85720023401974,0.141611123148428,0.497,0.607,-27.96295,-33.6045,-30.3850075,-34.44566,99.25949075,71.55525,0.14766,-32.57,-31.61,-21.37775,0,-3.1735,0.3,-2.3365,138.0425,173.715,201.135,212.7975,-0.11,0.03525,0.41,-0.57575,-0.38,-0.46,-0.31,-13.7354,-13.150575,-10.069125,-11.39395,-10.674575,-9.700475,-8.194025,-7.80985,-14.600675,-13.3916,-9.175375,-8.3581,-7.661,-5.5415,-13.12405,-13.19895,-10.829575,-10.62675,-10.025175,-10.09095,-8.998225,-7.756925,-6.348875,-14.8211,-13.633575,-12.8389,-11.5597,-11.60005,-10.734975,-9.117125,-8.41685,-17.2157,-15.528975,-13.833775,-11.3458,-11.984325,-10.48415,-9.0961,-7.7548,-9.614,-3.771725,-62.15225,0.189761214521636,0.0260986665442673,0.259922090410028,0.0896302885582703,0.18917218303424,0.0204191698922376,0.18891088740021,0.0167692249894482,0.145788904676814,412.432164805497,421.740093967663,412.388559818716,417.991908075061,412.600494605203,421.682197333665,412.367169445784,421.625999362414,412.25997501744,2022.43933447574,2022.92419197569,2023.46353404187,2025.38784095938
1,3.75,0.473616616751226,-29.3511044888122,0.0588589768041595,-0.128587908309682,-1.45826684553965,0.0371332558717303,-35.0468339831277,-2.73125471554157,0.112818136692524,0.5025,0.6,-28.297565,-33.60255,-30.83215,-34.58794,99.241443,71.7655,0.14444,-32.823,-31.689,-21.406,0,-3.3625,0.2,-2.0475,137.28,172.8,201.26,212.79,-0.11,0.0355,0.39025,-0.58,-0.38,-0.46,-0.31,-13.73605,-13.1471,-10.068,-11.39945,-10.6772,-9.69935,-8.1941,-7.81185,-14.60605,-13.37545,-9.174,-8.358775,-7.663,-5.5435,-13.1188,-13.19675,-10.9147,-10.6798,-10.03175,-10.09145,-8.9985,-7.7569,-6.3488,-14.81755,-13.6362,-12.8362,-11.581775,-11.6002,-10.73645,-9.1163,-8.41625,-17.20825,-15.52245,-13.8304,-11.344925,-11.98315,-10.4837,-9.09605,-7.754875,-9.62105,-3.8255,-61.8405,0.162477643776642,0.0327966514994829,0.211571012327437,0.0896070049440412,0.159385982600416,0.0281379266842089,0.146269641582782,0.0100366905833099,0.154765500588159,411.908214751895,421.724534838624,412.44597821701,418.050085173167,412.454151846172,421.61753553866,412.428098104164,421.802144243959,412.663190524884,2019.75314460627,2020.55754647593,2020.63907954346,2023.69358583062
1,4.25,0.53892117028446,-29.1000330231361,0.053044767088711,-0.169107091227844,-2.25877320611379,0.0357193892009579,-33.4823940672484,-2.5916359471898,0.114330004894929,0.49,0.56825,-28.2694225,-33.6706,-30.388875,-34.0197125,99.244385,71.868,0.14426,-32.81,-31.69075,-21.43775,0,-3.519,0.2,-2.0575,137.0225,174.74,201.515,212.645,-0.11,0.04,0.38,-0.58,-0.38,-0.46625,-0.31,-13.740675,-13.147525,-10.067875,-11.405,-10.680725,-9.6999,-8.19655,-7.8139,-14.613925,-13.3644,-9.175075,-8.359125,-7.6655,-5.545,-13.1197,-13.197775,-10.835625,-10.62665,-10.027075,-10.092425,-8.999325,-7.759975,-6.3534,-14.8105,-13.635725,-12.839825,-11.5605,-11.6062,-10.738975,-9.11965,-8.420375,-17.209425,-15.5185,-13.8301,-11.343075,-11.988425,-10.48475,-9.09855,-7.75925,-9.6411,-3.78995,-61.78425,0.156226646704652,0.0309286051711863,0.209285739777018,0.0680956483601731,0.180983566445716,0.0345899290570012,0.158210538317735,0.0120930075620333,0.172241414447036,412.077313900417,421.687949815284,411.927654947909,418.030033572179,412.1473008539,421.492091340263,411.936875421113,421.746042601296,411.598377121818,2018.76188736383,2020.56480267286,2020.93408344271,2022.80895902068
1,4.75,0.823833588096348,-29.2078419565917,0.0407084171130302,0.00715810494150576,-4.31729003418856,0.0203741201605296,-58.2613039177515,-10.1630607924405,0.110878170642335,0.4685,0.36,-28.437795,-33.2895,-30.88365,-33.98085,99.26130075,71.932,0.1430775,-31.2545,-31.166,-21.05,0,-3.475,0.25,-2.075,138.45,175.4,202.45,214.7,-0.117,0.035,0.39975,-0.58,-0.387,-0.46,-0.31,-13.745,-13.1475,-10.0675,-11.4105,-10.683,-9.7005,-8.1995,-7.8175,-14.619,-13.353,-9.1765,-8.3606,-7.6703,-5.5486,-13.1185,-13.1995,-10.82,-10.62725,-10.029,-10.0905,-9,-7.7625,-6.358,-14.817,-13.63925,-12.8425,-11.561425,-11.6095,-10.741,-9.1215,-8.4245,-17.2365,-15.5205,-13.83,-11.345,-11.9935,-10.485075,-9.1,-7.76305,-9.6551,-3.84855,-61.53,0.149804321931134,0.0732777816908495,0.202678475730317,0.0754068236898377,0.17760001591753,0.0612941569256875,0.178771970218037,0.0350648841438556,0.123257099409145,412.293007274889,421.774283257231,412.106457684846,418.089446356197,412.514691308005,421.774117423723,412.038333125994,421.923068459882,412.140098839895,2018.3919145417,2019.72585479528,2019.80205017479,2023.32600997978
