DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.1240028,-43.3063375,-9.08868,-2.360561875,0.832122675,0.0413709,-3.68991425,428.61225,2.2648725,0.167045625,0.15051795,0.04296885,0.0686969275,99.8,-9.61361675,61.31329,-24.666415,-26.1481275,-23.57416,-17.9622525,-4.40090375,211.746575,-0.229228,273.77145,-0.17699405,-0.2079907,6.11308125,2.85218975,4.06213525,-108.7088
1,0.75,-0.202896625,-45.168685,-12.19458,-2.09302615,0.455089275,0.0424155975,-3.61769925,426.74545,2.2925915,0.1852857,0.17298355,0.0434335075,0.08221581,99.7754825,-9.55238925,60.745075,-25.184765,-26.657835,-23.7573825,-18.12175,-4.85178375,211.05025,-0.36803735,272.5555,-0.179350675,-0.209412675,6.112986,2.85305425,4.0577465,-107.7208
1,1.25,-0.2381404,-50.898335,-13.0000075,-0.711391875,0.70873425,0.04964328,-3.450269,428.614875,2.31388125,0.1655005,0.13132035,0.036750715,0.07072664,99.76745,-9.43107325,59.320855,-25.69384,-27.1505925,-24.03664,-18.528785,-4.644299,211.216,-0.185766675,274.026175,-0.158147325,-0.218205175,6.1129225,2.876215,4.02574325,-105.42515
1,1.75,-0.2000699,-44.6971,-12.900402,-1.4552163,0.7202887,0.06896066,-3.456225,426.99335,2.278454,0.2364588,0.182785,0.04725952,0.06071947,99.7425,-9.427475,65.2879,-26.1278575,-27.6080325,-24.3733675,-19.5711575,-4.5850445,210.921,-0.189033075,273.96,-0.136059825,-0.2326825,6.11262675,2.89218175,4.01213,-105.58115
1,2.25,-0.14955725,-45.91445,-15.412801,-0.4917934,0.5608436,0.0554073475,-3.4058155,427.1057,2.080301,0.161851875,0.13673785,0.03738299,0.095846785,99.7374825,-9.37080675,64.32704,-26.3035,-27.98875,-24.6480675,-19.4838425,-4.74962475,211.695325,-0.343417,275.38775,-0.134318175,-0.2380875,6.11490175,2.88197325,4.0180375,-105.44195
1,2.75,-0.172658875,-36.0193,-15.8308985,-0.65128015,0.498729925,0.043656625,-3.5076835,427.6194,2.098384,0.186576875,0.157650375,0.0402871525,0.0724598275,99.7405575,-9.45412325,62.7850475,-26.52705,-28.3135825,-24.8729325,-19.4018925,-4.406398,210.9675,-0.29969515,276.36275,-0.131795,-0.251556825,6.11587575,2.879781,4.0197935,-105.87255
1,3.25,-0.1378929,-40.77155,-15.31047,-1.4488893,0.55684245,0.05084791,-3.57203475,427.67,2.08408625,0.2020703,0.1401584,0.053154385,0.065112255,99.7307675,-9.58722325,61.29644,-26.7634175,-28.4765075,-25.0457425,-19.198075,-4.7196125,209.353825,-0.377964075,276.51975,-0.13138585,-0.2527645,6.11596,2.864911,4.0254515,-106.59045
1,3.75,-0.178276875,-38.9018625,-9.916823,-0.5321306,0.71575385,0.045487505,-3.5935175,428.1266,2.100341,0.18860925,0.16849585,0.05111893,0.06432644,99.724175,-9.6494415,61.2589525,-26.971515,-28.572875,-25.245475,-19.103775,-4.76376,207.3114,-0.367148075,276.395425,-0.13054085,-0.240068175,6.11586,2.85322925,4.02552675,-104.9199
1,4.25,-0.1466016,-36.893515,-6.704816,-0.4172081,0.676731125,0.05043356,-3.76489,428.2253,2.1144015,0.212477,0.1573995,0.0350235625,0.05372005,99.6914425,-9.80531075,62.115175,-27.1534675,-28.625525,-25.4664925,-19.22165,-4.710093,205.8719,-0.228946925,275.89465,-0.123273175,-0.19990665,6.115444,2.85072925,4.0249525,-106.497225
1,4.75,-0.1688929,-39.5749625,-17.794935,-1.6299275,0.61000375,0.0349789,-3.78913,430.23545,2.131448,0.206577875,0.145124625,0.0441507,0.0667017125,99.6924825,-9.82855675,61.88425,-27.30105,-28.51755,-25.603835,-19.29354,-4.86644475,205.9156,-0.5356165,275.7556,-0.11772085,-0.214000175,6.117304,2.8544225,4.018025,-105.728575
1,5.25,-0.117571035,-31.5719225,-15.32101,-0.629149675,0.257698875,0.05369287,-3.79812375,430.85975,2.125191,0.12193525,0.13715775,0.0534654125,0.0622134125,99.7205175,-9.84105075,66.01641,-27.391375,-28.495275,-25.63699,-19.51839,-4.68878275,207.289,-0.306216675,275.71585,-0.11185,-0.23364,6.1173725,2.8509225,4.01288325,-106.2927
1,5.75,-0.135214175,-30.983005,-12.4915035,-0.78946565,0.6991342,0.045562975,-3.814565,433.5257,2.1161005,0.2086102,0.13822495,0.0497923,0.065047835,99.7095175,-9.81706075,66.255985,-27.4525325,-28.4069,-25.6463175,-19.749785,-5.172,207.9798,-0.066333075,275.9046,-0.1212405,-0.2102505,6.11944925,2.84714925,4.01016575,-106.31325
1,6.25,-0.16255725,-27.888765,-9.015592,-4.1210185,0.45704775,0.048661155,-3.84291125,430.7534,2.14024425,0.22976375,0.185300875,0.056648325,0.0614651625,99.756,-9.87919925,62.9662925,-27.5005,-28.3413675,-25.9058425,-19.94876,-5.21397025,208.261,-0.31112,275.66115,-0.118132325,-0.232817,6.11982925,2.8450975,4.01026325,-104.5414
1,6.75,-0.1504457,-32.328675,-17.726095,-0.9303575,0.56530725,0.0566569125,-3.91491625,431.5837,2.0570315,0.206547625,0.15369275,0.0422779625,0.0648756375,99.82225,-9.9437075,59.4895,-27.56785,-28.379565,-26.12705,-20.1118825,-5.067206,209.7334,-0.0525165,276.03925,-0.0460600175,-0.209893175,6.11963825,2.8436335,4.00889175,-101.914525
1,7.25,-0.1236012,-31.45224,-11.4420705,-1.53423375,0.585698,0.04736652,-3.93049,431.50405,2.10018975,0.1841562,0.156973,0.05358408,0.06243006,99.843175,-9.96021075,61.3434,-27.6411675,-28.4076825,-26.27665,-20.3823325,0.0880866400000001,210.2622,0.174538075,275.96775,1.8445185,-0.0271775175,6.12138,2.8447925,4.00899175,-90.8328
1,7.75,-0.1600417,-27.8705625,-11.6505075,-0.372582125,0.484132375,0.0443646625,-4.033854,431.6034,2.10036,0.1793892,0.1584584,0.0567621,0.05821538,99.8724425,-9.86455,61.6658,-27.756865,-28.36914,-26.3208,-20.68365,5.295982,210.807675,0.016133,275.8978,6.81596575,0.539177325,6.12073075,2.844715,4.00617825,-45.630895
1,8.25,-0.1811899,-28.3424125,-10.460373,-0.8558962,0.8716344,0.034251325,-3.753276,431.415125,2.05283,0.1775156,0.1926582,0.05502504,0.07668886,99.88,-9.43429325,60.0133075,-27.9741425,-28.31929,-26.33304,-20.9349425,14.8456,210.8694,0.69187525,276.7418,24.862515,2.0316615,6.12244425,2.84781,4.00517,-23.51351625
1,8.75,-0.264638,-40.41607,-7.9393375,-0.519127875,0.6571976,0.0866397275,-3.620764,431.2643,2.0545715,0.2256438,0.24985405,0.076340685,0.08992401,99.914675,-9.2718665,58.85086,-27.9532,-28.218,-26.38479,-21.135,27.5680975,212.275075,3.49644425,281.0404,47.6188425,3.7228375,6.12384925,2.85178325,4.005525,2.06364
1,9.25,-0.25157025,-26.15988,-18.66401,-1.3115872,1.02117495,0.08431258,-3.2471445,430.6563,2.104294,0.280031025,0.30783105,0.0680417825,0.11145925,100.0106575,-8.8669415,58.7332175,-27.758325,-27.8519425,-26.31851,-21.2814,45.282515,215.395,4.9221555,282.9285,62.9927825,5.64761,6.1283035,2.8522165,4.0036515,20.470965
1,9.75,-0.283068625,-32.80728,-7.5892513,-1.16374,0.6076844,0.0847572725,-2.67762655,430.450625,2.0708125,0.3934793,0.2978888,0.08164245,0.100463185,100.027575,-8.63960075,54.2577925,-27.366035,-26.9538825,-26.1547925,-21.37446,63.0118,211.453,5.734373,283.6558,95.3173575,8.30187,6.12964925,2.84945925,4.002715,26.2058025
1,10.25,-0.3127095,-32.74036,0.869266875,-2.37678875,0.6185438,0.08569488,-2.8128214,427.95465,2.108135,0.29096165,0.29365955,0.0972895525,0.12868065,100.045325,-8.67828925,50.78831,-26.7815675,-24.6744825,-25.84914,-21.4062,72.3605925,212.939,8.8998895,287.993,153.65375,14.6402225,6.1313,2.84856175,4.003695,50.7851
1,10.75,-0.3185768,-31.20877,0.806942,-2.900774,1.0225726,0.1086311,-2.62094195,426.7862,2.17364,0.35766755,0.33695545,0.10470251,0.10621355,100.005425,-8.46925925,48.4275,-26.1716825,-23.4561825,-25.410525,-21.26845,95.28656,214.4908,9.124565,292.97525,169.52425,16.37865,6.13453675,2.84460825,4.00353925,67.7406125
1,11.25,-0.3721376,-36.14171,0.3887212,-3.736546,1.23226525,0.10771785,-2.417696825,427.7848,2.188118,0.351249075,0.312443025,0.1221741,0.12033625,99.9565,-8.2221225,46.4615,-24.3825925,-22.63721,-24.7988825,-20.916275,109.90495,215.852,11.82612,296.5645,214.086825,20.358325,6.13599675,2.84329675,4.002074,73.26072
1,11.75,-0.3639347,-52.58877,-3.038374325,-3.92641525,0.9944753,0.1005799525,-2.1198873625,426.9544,2.220262,0.41870455,0.37317805,0.12686315,0.10034411,99.931325,-7.99624925,44.0306375,-22.73829,-22.51945,-24.1004325,-20.4262925,95.87038,216.688,10.6120825,299.11475,163.4318,15.87697,6.14035575,2.8495565,4.0035425,59.9776
1,12.25,-0.3773492,-65.21518,1.212634,-5.762776,0.918048,0.10396508,-1.955831525,426.25975,2.2659505,0.4230352,0.3589008,0.1126726,0.116602325,99.89525,-7.7278825,39.7628,-21.6769,-22.453,-23.809025,-19.7906825,67.2662,217.7864,13.48364,301.766,147.75565,14.4859675,6.13691825,2.86227325,4.0051065,73.5933
1,12.75,-0.334601325,-44.2323675,-6.762339,-3.334836,0.929054825,0.073336225,-1.70535585,426.1844,2.306887,0.309800375,0.32865255,0.10618894,0.12002145,99.9134075,-7.5105425,37.7438,-21.098075,-22.390475,-23.5573575,-19.1468075,94.8526475,217.8399,10.724145,302.533,187.959325,17.3509675,6.14092,2.870775,4.00573075,67.1782175
1,13.25,-0.247191475,-46.8271925,0.442146999999998,-2.517796,0.702113625,0.0685236675,-1.42633415,425.2492,2.341964,0.249935275,0.24489085,0.06545942,0.114169625,99.9585,-7.253114,36.67472,-21.0518175,-22.318525,-23.3213325,-19.0257425,69.6543875,218.3306,6.42584,302.2991,137.85915,16.4307925,6.14327925,2.879395,4.00955,18.452225
1,13.75,-0.364219875,-52.03792,0.13186275,-3.504126,0.74591525,0.06280096,-1.1936887,425.29265,2.3461655,0.420259,0.3269288,0.063351885,0.12513515,99.963175,-7.15860425,35.15152,-20.9739,-22.24585,-23.1150825,-18.91154,81.0445,219.427,6.30375475,302.095,128.026925,10.5987975,6.1477715,2.8850525,4.01155325,-63.871055
1,14.25,-0.385143875,-45.71305,0.35331395,-2.694476,0.8427765,0.0735860375,-1.385270375,425.4166,2.3659675,0.40295275,0.30357225,0.05474675,0.1022835625,99.8911825,-7.16919575,34.271355,-20.8784425,-21.647,-22.5501825,-18.81145,63.30805,218.8824,5.8397795,300.416325,76.0182175,5.779291,6.15327675,2.8899725,4.01509675,-7.32636074999998
1,14.75,-0.4037668,-41.01546,-1.2954275,-9.497552,0.9121374,0.08006394,-1.274594,423.937,2.3453275,0.3317078,0.3029192,0.0700582,0.08136698,99.844415,-7.17956675,34.4686375,-20.758935,-21.545075,-21.850235,-18.66405,51.58555,214.9326,4.03165725,297.9815,44.00664,3.3528435,6.15554425,2.89377925,4.018829,20.025025
1,15.25,-0.33779395,-34.0003375,8.7199605,-1.827966,1.456966,0.09169062,-1.16961784,423.2622,2.3585445,0.395347,0.2783354,0.1205192,0.0440693,99.8539825,-7.1732225,33.7160625,-19.95901,-21.457325,-21.6386675,-18.1716925,34.26399,215.1374,3.901338,288.1295,28.4980825,2.175029,6.16229,2.89496075,4.02346575,19.682145
1,15.75,-0.3249558,-31.85016,-2.245034,-7.70864,1.2375015,0.11541625,-1.2321851,422.479,2.377294,0.42669495,0.3980406,0.14749325,0.061104215,99.9982675,-7.22476575,34.6586375,-19.9002,-21.3838,-21.730625,-17.7991825,32.0867,215.2603,2.404797,292.95,20.412335,1.458926,6.167935,2.893775,4.02737075,-74.03965
1,16.25,-0.2157938,-38.2608625,-0.651276250000001,-1.774091,1.08693875,0.10942875,-1.2305125,425.037775,2.401188,0.41598625,0.322289,0.108559375,0.0582648375,100.052825,-7.25667925,36.078845,-19.8618325,-21.3303,-21.451475,-17.77299,18.21045,215.787,1.188665,289.62825,16.106795,1.107766925,6.16993075,2.89388675,4.03055075,-80.42685
1,16.75,-0.1763521,-32.2657125,1.05882465,-0.7028098,1.06804375,0.0701921,-1.38583225,425.775825,2.449017,0.261877,0.176509375,0.06032385,0.0780136,100.106925,-7.35798075,38.045405,-19.84345,-21.2952825,-21.4858675,-17.965715,5.8957475,215.6454,1.1146525,286.33025,8.613765,0.5991805,6.171366,2.89207325,4.034474,-99.7955375
1,17.25,-0.16603575,-36.42088,-4.276665,-1.79399945,1.049212,0.04671416,-1.735534,425.8737,2.4546195,0.1921258,0.1649398,0.06126908,0.07461306,100.0946,-7.69192825,41.825145,-19.8514,-21.2812925,-21.551025,-17.955235,-1.2501255,215.4555,-0.4665415,282.827175,0.9722675,-0.0622558175,6.1676215,2.88845075,4.03852,-109.64085
